run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24705,signal,LH2,HMSDIS,45434.096,0.9986,0.9997,97.9123,33.3111,1.036719,-1.0,-1.0,ps5,-1.0
24711,dummy,Dummy,HMSDIS,38827.388,0.9986,1.0,98.8267,33.2808,1.0,-1.0,-1.0,ps5,-1.0
