category,run,ctime_raw_withstart,ctime_good_withstart,coinc_blocking_ratio,rootfile,status
signal,24442,136530,130433,0.955343,"./Pass0p1_ROOTfiles/coin_replay_production_24442_-1.root",OK
signal,24443,1.52384e+06,1.35355e+06,0.888247,"./Pass0p1_ROOTfiles/coin_replay_production_24443_-1.root",OK
signal,24444,123463,118216,0.957501,"./Pass0p1_ROOTfiles/coin_replay_production_24444_-1.root",OK
signal,24445,21822,20904,0.957932,"./Pass0p1_ROOTfiles/coin_replay_production_24445_-1.root",OK
signal,24446,70438,67485,0.958077,"./Pass0p1_ROOTfiles/coin_replay_production_24446_-1.root",OK
signal,24447,114035,109260,0.958127,"./Pass0p1_ROOTfiles/coin_replay_production_24447_-1.root",OK
signal,24448,46158,44209,0.957775,"./Pass0p1_ROOTfiles/coin_replay_production_24448_-1.root",OK
signal,24449,133220,127204,0.954842,"./Pass0p1_ROOTfiles/coin_replay_production_24449_-1.root",OK
signal,24450,134181,128292,0.956112,"./Pass0p1_ROOTfiles/coin_replay_production_24450_-1.root",OK
signal,24451,122252,116970,0.956794,"./Pass0p1_ROOTfiles/coin_replay_production_24451_-1.root",OK
signal,24452,137013,131161,0.957289,"./Pass0p1_ROOTfiles/coin_replay_production_24452_-1.root",OK
signal,24453,130798,125236,0.957476,"./Pass0p1_ROOTfiles/coin_replay_production_24453_-1.root",OK
signal,24454,41634,40197,0.965485,"./Pass0p1_ROOTfiles/coin_replay_production_24454_-1.root",OK
signal,24508,87795,83975,0.95649,"./Pass0p1_ROOTfiles/coin_replay_production_24508_-1.root",OK
signal,24509,130144,124516,0.956756,"./Pass0p1_ROOTfiles/coin_replay_production_24509_-1.root",OK
signal,24510,117506,112525,0.957611,"./Pass0p1_ROOTfiles/coin_replay_production_24510_-1.root",OK
signal,24511,132680,127107,0.957997,"./Pass0p1_ROOTfiles/coin_replay_production_24511_-1.root",OK
signal,24512,41276,39923,0.967221,"./Pass0p1_ROOTfiles/coin_replay_production_24512_-1.root",OK
positron,24566,334908,317774,0.94884,"./Pass0p1_ROOTfiles/coin_replay_production_24566_-1.root",OK
positron,24609,351110,333763,0.950594,"./Pass0p1_ROOTfiles/coin_replay_production_24609_-1.root",OK
dummy,24460,144201,137834,0.955846,"./Pass0p1_ROOTfiles/coin_replay_production_24460_-1.root",OK
dummy,24461,40660,38879,0.956198,"./Pass0p1_ROOTfiles/coin_replay_production_24461_-1.root",OK
dummy,24463,102742,97899,0.952863,"./Pass0p1_ROOTfiles/coin_replay_production_24463_-1.root",OK
dummy,24464,146174,139520,0.954479,"./Pass0p1_ROOTfiles/coin_replay_production_24464_-1.root",OK
dummy,24513,132027,125940,0.953896,"./Pass0p1_ROOTfiles/coin_replay_production_24513_-1.root",OK
dummy,24514,141146,134915,0.955854,"./Pass0p1_ROOTfiles/coin_replay_production_24514_-1.root",OK
dummy,24515,135891,129905,0.95595,"./Pass0p1_ROOTfiles/coin_replay_production_24515_-1.root",OK
positron_dummy,24567,285182,270703,0.949229,"./Pass0p1_ROOTfiles/coin_replay_production_24567_-1.root",OK
positron_dummy,24608,288108,272918,0.947277,"./Pass0p1_ROOTfiles/coin_replay_production_24608_-1.root",OK
