category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24442,1263.92,1204.035,1105.844,944.236,50,0.063196,0.06020175,0.0552922,0.0472118,0.936804,0.93979825,0.9447078,0.9527882,0.982330689417,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24442_-1.report",OK
signal,24443,1257.45,1198.028,1100.244,939.603,50,0.0628725,0.0599014,0.0550122,0.04698015,0.9371275,0.9400986,0.9449878,0.95301985,0.98250101946,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24443_-1.report",OK
signal,24444,1256.87,1197.674,1099.807,939.235,50,0.0628435,0.0598837,0.05499035,0.04696175,0.9371565,0.9401163,0.94500965,0.95303825,0.982514029284,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24444_-1.report",OK
signal,24445,1265.864,1206.5,1107.44,946.059,50,0.0632932,0.060325,0.055372,0.04730295,0.9367068,0.939675,0.944628,0.95269705,0.982271719389,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24445_-1.report",OK
signal,24446,1256.555,1197.777,1099.479,939.119,50,0.06282775,0.05988885,0.05497395,0.04695595,0.93717225,0.94011115,0.94502605,0.95304405,0.982518944572,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24446_-1.report",OK
signal,24447,1256.643,1196.851,1098.12,936.258,50,0.06283215,0.05984255,0.054906,0.0468129,0.93716785,0.94015745,0.945094,0.9531871,0.982557883188,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24447_-1.report",OK
signal,24448,1265.776,1205.259,1106.642,942.949,50,0.0632888,0.06026295,0.0553321,0.04714745,0.9367112,0.93973705,0.9446679,0.95285255,0.982312229145,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24448_-1.report",OK
signal,24449,1262.569,1202.429,1103.983,941.23,50,0.06312845,0.06012145,0.05519915,0.0470615,0.93687155,0.93987855,0.94480085,0.9529385,0.982390258865,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24449_-1.report",OK
signal,24450,1260.566,1200.636,1102.568,940.291,50,0.0630283,0.0600318,0.0551284,0.04701455,0.9369717,0.9399682,0.9448716,0.95298545,0.982436179373,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24450_-1.report",OK
signal,24451,1257.426,1197.806,1099.815,938.491,50,0.0628713,0.0598903,0.05499075,0.04692455,0.9371287,0.9401097,0.94500925,0.95307545,0.982514820655,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24451_-1.report",OK
signal,24452,1271.97,1211.848,1112.823,949.695,50,0.0635985,0.0605924,0.05564115,0.04748475,0.9364015,0.9394076,0.94435885,0.95251525,0.982117525136,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24452_-1.report",OK
signal,24453,1266.737,1206.735,1108.123,945.836,50,0.06333685,0.06033675,0.05540615,0.0472918,0.93666315,0.93966325,0.94459385,0.9527082,0.982260180026,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24453_-1.report",OK
signal,24454,654.404,622.818,571.527,483.952,50,0.0327202,0.0311409,0.02857635,0.0241976,0.9672798,0.9688591,0.97142365,0.9758024,0.995113132054,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24454_-1.report",OK
