category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,24442,16.031,6.555,6.21902,0.235096,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24442_-1.root",OK
signal,24443,15.95,6.487,6.47724,0.24305,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24443_-1.root",OK
signal,24444,15.896,6.45,5.99193,0.241728,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24444_-1.root",OK
signal,24445,16.252,6.63,6.64577,0.60284,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24445_-1.root",OK
signal,24446,16.022,6.583,5.77416,0.314535,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24446_-1.root",OK
signal,24447,15.956,6.232,6.04511,0.252941,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24447_-1.root",OK
signal,24448,16.234,6.547,6.64208,0.406683,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24448_-1.root",OK
signal,24449,15.751,6.361,5.9671,0.232878,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24449_-1.root",OK
signal,24450,15.964,6.516,6.19435,0.233414,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24450_-1.root",OK
signal,24451,15.996,6.509,6.49001,0.248808,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24451_-1.root",OK
signal,24452,16.331,6.645,6.22091,0.230312,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24452_-1.root",OK
signal,24453,16.1,6.533,6.76807,0.243449,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24453_-1.root",OK
signal,24454,8.084,2.421,6.89047,0.29702,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24454_-1.root",OK
signal,24508,15.863,6.546,6.06744,0.283282,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24508_-1.root",OK
signal,24509,16.186,6.46,5.54473,0.229225,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24509_-1.root",OK
signal,24510,15.99,6.586,5.95986,0.246627,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24510_-1.root",OK
signal,24511,16.307,6.749,6.24337,0.233477,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24511_-1.root",OK
signal,24512,8.186,2.484,6.69974,0.293394,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24512_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-1.72815397734
# FIT_aerr,0.127661512098
# FIT_b,0.514102107998
# FIT_berr,0.00830287172473
# FIT_b_over_berr,61.9185897413
# FIT_chi2,0.123372692831
# FIT_ndf,16
# FIT_chi2ndf,0.00771079330193
# FIT_prob,1
