category,run,BCM2_I,yield,yield_err,shms34_rate_kHz,rootfile,status
signal,24734,50.571,1.21261,0.0559843,114.759,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24734_-1.root",OK
signal,24736,51.647,nan,nan,nan,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24736_-1.root",NONFINITE
signal,24737,51.705,1.2337,0.070164,116.426,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24737_-1.root",OK
signal,24738,53.277,1.18484,0.0467427,121.174,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24738_-1.root",OK
signal,24739,49.43,1.26121,0.0491874,112.537,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24739_-1.root",OK
signal,24740,52.465,1.26685,0.0496412,119.348,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24740_-1.root",OK
signal,24741,52.564,1.26633,0.0502437,119.535,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24741_-1.root",OK
signal,24742,51.191,1.26577,0.0454022,116.638,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24742_-1.root",OK
signal,24743,49.859,1.29226,0.0504096,113.383,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24743_-1.root",OK
signal,24744,51.183,1.43808,0.135215,116.501,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24744_-1.root",OK
signal,24745,48.415,1.25755,0.0604836,110.259,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24745_-1.root",OK
signal,24746,51.818,1.21916,0.0501128,117.924,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24746_-1.root",OK
signal,24747,35.865,1.21393,0.0564043,82.485,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24747_-1.root",OK
signal,24748,17.239,1.14458,0.0739864,39.748,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24748_-1.root",OK
signal,24766,49.617,1.25499,0.0512229,112.911,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24766_-1.root",OK
signal,24767,51.862,1.32168,0.0509437,117.991,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24767_-1.root",OK
signal,24768,46.046,1.19676,0.0500952,104.877,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24768_-1.root",OK
signal,24769,48.934,1.31386,0.08051,111.424,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24769_-1.root",OK
signal,24770,51.264,1.31896,0.0410207,116.724,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24770_-1.root",OK
signal,24772,55.698,1.23415,0.0486397,126.596,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24772_-1.root",OK
signal,24773,35.073,1.16983,0.0582923,80.596,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24773_-1.root",OK
signal,24774,17.944,1.21424,0.0792506,41.391,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24774_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,1.24855857132
# FIT_Cerr,0.0118789339365
# FIT_chi2,17.0683679043
# FIT_ndf,20
# FIT_chi2ndf,0.853418395216
# FIT_prob,0.648529876817
