category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,yield_no_CB_corr,yield_no_CB_corr_err,yield_CB_corr,yield_CB_corr_err,yield_no_hodo3of4_corr,yield_no_hodo3of4_corr_err,yield_hodo3of4_corr,yield_hodo3of4_corr_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,coincidence_blocking_ratio,hodo3of4_LT,DPR_ns,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status,fit_included,fit_excluded_reason
signal,23876,15.758,116.4,5.56164,0.0334717,3.89611,0.186158,3.67899,0.175784,3.85036,0.183972,3.85036,0.183972,3.89611,0.186158,32.006,1,0.9999,0.955492,0.988259,50,1047.03,956.841,875.744,776.666,1.0115,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23876_-1.root",OK,1,""
signal,23880,15.163,59.625,4.02318,0.0651939,3.88719,0.262286,3.35973,0.226697,3.84455,0.25941,3.84455,0.25941,3.88719,0.262286,17.946,1,0.9999,0.873894,0.989033,50,1008.76,925.481,845.978,749.641,1.01111,"ps5",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23880_-1.root",OK,1,""
signal,23881,14.011,64.7625,4.29092,0.0489472,3.16994,0.210029,3.00065,0.198812,3.13995,0.208041,3.13995,0.208041,3.16994,0.210029,21.802,1,1,0.955638,0.990538,50,934.908,858.288,784.54,693.879,1.01016,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23881_-1.root",OK,1,""
signal,23882,14.048,79.5375,4.58345,0.0427335,3.39891,0.195867,3.21331,0.185171,3.36661,0.194005,3.36661,0.194005,3.39891,0.195867,25.008,1,1,0.954466,0.990495,50,937.163,860.488,786.357,695.284,1.01032,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23882_-1.root",OK,1,""
signal,23883,14.085,78.3,4.5392,0.043464,3.40323,0.197292,3.22027,0.186686,3.37073,0.195408,3.37073,0.195408,3.40323,0.197292,24.572,1,0.9998,0.955363,0.990452,50,938.813,862.8,788.35,696.922,1.01038,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23883_-1.root",OK,1,""
signal,23884,14.486,81.7125,4.73763,0.041441,3.38625,0.196332,3.20221,0.185662,3.35219,0.194358,3.35219,0.194358,3.38625,0.196332,25.8,1,0.9996,0.955259,0.989943,50,963.974,886.297,809.625,715.908,1.01066,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23884_-1.root",OK,1,""
signal,23885,7.15,44.025,3.03866,0.0825132,3.63264,0.250729,3.48753,0.240713,3.62313,0.250072,3.62313,0.250072,3.63264,0.250729,12.696,1,0.9997,0.962575,0.99738,50,487.169,446.934,408.181,356.96,1.00544,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23885_-1.root",OK,1,""
signal,23892,20.331,124.838,6.154,0.0270735,3.37979,0.16661,3.15792,0.155673,3.31603,0.163467,3.31603,0.163467,3.37979,0.16661,40.099,1,0.9999,0.952318,0.981136,50,1330.29,1227.51,1120.35,996.293,1.01425,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23892_-1.root",OK,1,""
signal,23893,20.12,108.862,5.74827,0.0302641,3.29463,0.173966,3.06853,0.162028,3.23365,0.170747,3.23365,0.170747,3.29463,0.173966,35.982,1,0.9997,0.948936,0.981493,50,1316.8,1215.48,1109.39,986.469,1.01393,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23893_-1.root",OK,1,""
signal,23894,20.111,100.463,5.74876,0.0302086,3.03483,0.173662,2.82895,0.161881,2.97866,0.170448,2.97866,0.170448,3.03483,0.173662,36.007,1,0.9999,0.94974,0.981492,50,1316.57,1215.85,1109.65,986.244,1.01383,"ps6",1,51.425,50.425,52.425,"42.425-44.425;58.425-60.425;38.425-40.425;62.425-64.425","./Skimmed_ROOTfiles/skimmed_coin_replay_production_23894_-1.root",OK,1,""
