category,run,BCM2_I,yield,yield_err,shms34_rate_kHz,rootfile,status
signal,25262,51.426,54.7011,0.305183,388.893,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25262_-1.root",OK
signal,25263,53.929,54.4693,0.299568,407.528,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25263_-1.root",OK
signal,25264,52.625,54.6569,0.327837,398.504,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25264_-1.root",OK
signal,25265,28.152,56.6773,0.415212,215.11,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25265_-1.root",OK
signal,25266,27.726,55.9521,0.414735,211.455,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25266_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,55.0689065774
# FIT_Cerr,0.152856944018
# FIT_chi2,26.5784242145
# FIT_ndf,4
# FIT_chi2ndf,6.64460605363
# FIT_prob,2.41867099134e-05
