category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,yield_no_CB_corr,yield_no_CB_corr_err,yield_CB_corr,yield_CB_corr_err,yield_no_hodo3of4_corr,yield_no_hodo3of4_corr_err,yield_hodo3of4_corr,yield_hodo3of4_corr_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,coincidence_blocking_ratio,hodo3of4_LT,DPR_ns,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status,fit_included,fit_excluded_reason
signal,25044,18.19,1533.6,18.6946,0.0330552,50.6934,0.617952,47.2573,0.576066,49.5371,0.603856,49.5371,0.603856,50.6934,0.617952,32.691,1,0.999,0.953979,0.977189,50,1427.73,1375.96,1240.29,1115.96,1.00635,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25044_-1.root",OK,1,""
signal,25045,17.893,1670.55,19.4752,0.0310014,51.7894,0.603758,48.275,0.562787,50.6433,0.590397,50.6433,0.590397,51.7894,0.603758,34.856,1,0.999,0.953236,0.97787,50,1405.19,1354.26,1220.74,1098.67,1.00625,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25045_-1.root",OK,1,""
signal,25046,9.095,870.75,12.8401,0.0612269,53.3133,0.786161,50.8819,0.750307,52.9766,0.781196,52.9766,0.781196,53.3133,0.786161,17.183,1,0.9991,0.960459,0.993685,50,738.457,710.092,639.263,570.215,1.00318,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25046_-1.root",OK,1,""
signal,25065,17.972,1670.29,19.5295,0.0307801,51.4115,0.601119,47.9202,0.560298,50.2657,0.587722,50.2657,0.587722,51.4115,0.601119,35.106,1,0.9991,0.953338,0.977713,50,1410.56,1360.42,1225.76,1101,1.00628,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25065_-1.root",OK,1,""
signal,25066,17.67,1511.77,18.5868,0.0339019,51.252,0.630126,47.8333,0.588094,50.1455,0.616522,50.1455,0.616522,51.252,0.630126,31.832,1,0.999,0.95389,0.97841,50,1387.14,1337.49,1205.34,1083.78,1.00617,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25066_-1.root",OK,1,""
signal,25067,18.045,1545.08,18.7394,0.0337179,52.0967,0.631855,48.5846,0.589258,50.9266,0.617662,50.9266,0.617662,52.0967,0.631855,32.031,1,0.9991,0.954013,0.977539,50,1415.43,1365.3,1230.61,1107.09,1.0063,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25067_-1.root",OK,1,""
signal,25068,9.126,913.2,13.1511,0.0580232,52.9868,0.76307,50.6679,0.729675,52.6511,0.758235,52.6511,0.758235,52.9868,0.76307,18.097,1,0.9991,0.962333,0.993664,50,737.667,712.18,640.922,571.678,1.00319,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25068_-1.root",OK,1,""
#FIT,fit_const,fit_const_err,chi2,ndf,chi2_ndf,prob,n_fit_points
#FIT,51.7908,0.246272,10.7244,6,1.78739,0.0972781,7
