category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25126,27.577,58.388,8.18079,0.519519,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25126_-1.root",OK
signal,25127,41.711,87.894,9.02861,0.148405,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25127_-1.root",OK
signal,25128,41.493,87.33,8.97645,0.151099,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25128_-1.root",OK
signal,25129,42.251,88.881,9.18546,0.146738,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25129_-1.root",OK
signal,25130,21.578,45.983,9.51418,0.743423,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25130_-1.root",OK
signal,25131,24.214,51.623,9.20189,0.182165,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25131_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,1.2504836199
# FIT_aerr,0.149701655288
# FIT_b,2.07518256488
# FIT_berr,0.00436444809602
# FIT_b_over_berr,475.474222451
# FIT_chi2,0.0358525475908
# FIT_ndf,4
# FIT_chi2ndf,0.00896313689771
# FIT_prob,0.999841231717
