category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24428,1165.911,1113.995,1057.802,908.379,50,0.05829555,0.05569975,0.0528901,0.04541895,0.94170445,0.94430025,0.9471099,0.95458105,0.984306679948,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24428_-1.report",OK
signal,24429,1178.76,1126.248,1069.745,918.973,50,0.058938,0.0563124,0.05348725,0.04594865,0.941062,0.9436876,0.94651275,0.95405135,0.983965432852,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24429_-1.report",OK
signal,24430,1161.445,1109.602,1053.975,905.832,50,0.05807225,0.0554801,0.05269875,0.0452916,0.94192775,0.9445199,0.94730125,0.9547084,0.984414707847,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24430_-1.report",OK
signal,24431,1166.145,1114.363,1058.582,909.698,50,0.05830725,0.05571815,0.0529291,0.0454849,0.94169275,0.94428185,0.9470709,0.9545151,0.984287069225,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24431_-1.report",OK
signal,24432,1162.146,1110.532,1054.888,906.743,50,0.0581073,0.0555266,0.0527444,0.04533715,0.9418927,0.9444734,0.9472556,0.95466285,0.984390064489,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24432_-1.report",OK
signal,24433,1175.155,1122.813,1066.557,916.907,50,0.05875775,0.05614065,0.05332785,0.04584535,0.94124225,0.94385935,0.94667215,0.95415465,0.984053531409,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24433_-1.report",OK
signal,24434,1178.578,1125.955,1069.976,919.658,50,0.0589289,0.05629775,0.0534988,0.0459829,0.9410711,0.94370225,0.9465012,0.9540171,0.983961974532,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24434_-1.report",OK
signal,24435,1175.724,1123.277,1067.485,917.594,50,0.0587862,0.05616385,0.05337425,0.0458797,0.9412138,0.94383615,0.94662575,0.9541203,0.984034427908,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24435_-1.report",OK
signal,24436,1174.592,1121.603,1066.287,916.626,50,0.0587296,0.05608015,0.05331435,0.0458313,0.9412704,0.94391985,0.94668565,0.9541687,0.984070091498,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24436_-1.report",OK
signal,24437,1176.88,1124.17,1068.274,918.455,50,0.058844,0.0562085,0.0534137,0.04592275,0.941156,0.9437915,0.9465863,0.95407725,0.984007859579,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24437_-1.report",OK
signal,24501,1175.432,1124.581,1067.739,917.877,50,0.0587716,0.05622905,0.05338695,0.04589385,0.9412284,0.94377095,0.94661305,0.95410615,0.984023263417,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24501_-1.report",OK
signal,24502,1179.751,1128.82,1071.948,921.414,50,0.05898755,0.056441,0.0535974,0.0460707,0.94101245,0.943559,0.9464026,0.9539293,0.983905908462,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24502_-1.report",OK
signal,24503,1187.95,1136.769,1079.522,928.047,50,0.0593975,0.05683845,0.0539761,0.04640235,0.9406025,0.94316155,0.9460239,0.95359765,0.983686389539,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24503_-1.report",OK
signal,24504,1172.429,1121.659,1065.058,915.689,50,0.05862145,0.05608295,0.0532529,0.04578445,0.94137855,0.94391705,0.9467471,0.95421555,0.984100651288,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24504_-1.report",OK
signal,24505,1174.609,1124.09,1067.312,917.594,50,0.05873045,0.0562045,0.0533656,0.0458797,0.94126955,0.9437955,0.9466344,0.9541203,0.984037700901,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24505_-1.report",OK
signal,24506,1186.072,1135.106,1077.885,926.678,50,0.0593036,0.0567553,0.05389425,0.0463339,0.9406964,0.9432447,0.94610575,0.9536661,0.983733815321,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24506_-1.report",OK
signal,24507,1181.205,1129.966,1073.323,922.784,50,0.05906025,0.0564983,0.05366615,0.0461392,0.94093975,0.9435017,0.94633385,0.9538608,0.983867268445,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24507_-1.report",OK
positron,24564,1167.406,1126.802,1069.707,919.696,50,0.0583703,0.0563401,0.05348535,0.0459848,0.9416297,0.9436599,0.94651465,0.9540152,0.984035868922,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24564_-1.report",OK
positron,24610,1161.248,1121.93,1064.614,915.819,50,0.0580624,0.0560965,0.0532307,0.04579095,0.9419376,0.9439035,0.9467693,0.95420905,0.984178965624,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24610_-1.report",OK
dummy,24460,1282.019,1221.83,1137.244,971.797,50,0.06410095,0.0610915,0.0568622,0.04858985,0.93589905,0.9389085,0.9431378,0.95141015,0.981604491741,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24460_-1.report",OK
dummy,24461,1250.361,1191.423,1108.973,947.763,50,0.06251805,0.05957115,0.05544865,0.04738815,0.93748195,0.94042885,0.94455135,0.95261185,0.982471088292,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24461_-1.report",OK
dummy,24463,1278.719,1218.485,1134.575,969.645,50,0.06393595,0.06092425,0.05672875,0.04848225,0.93606405,0.93907575,0.94327125,0.95151775,0.981692068122,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24463_-1.report",OK
dummy,24464,1284.751,1224.249,1140.086,974.433,50,0.06423755,0.06121245,0.0570043,0.04872165,0.93576245,0.93878755,0.9429957,0.95127835,0.981522729019,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24464_-1.report",OK
dummy,24513,1263.187,1205.222,1121.612,958.396,50,0.06315935,0.0602611,0.0560806,0.0479198,0.93684065,0.9397389,0.9439194,0.9520802,0.982095130919,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24513_-1.report",OK
dummy,24514,1272.91,1214.447,1130.382,966.001,50,0.0636455,0.06072235,0.0565191,0.04830005,0.9363545,0.93927765,0.9434809,0.95169995,0.981826845012,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24514_-1.report",OK
dummy,24515,1261.267,1203.438,1120.123,957.469,50,0.06306335,0.0601719,0.05600615,0.04787345,0.93693665,0.9398281,0.94399385,0.95212655,0.982141209931,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24515_-1.report",OK
positron_dummy,24567,1272.796,1223.518,1138.437,973.66,50,0.0636398,0.0611759,0.05692185,0.048683,0.9363602,0.9388241,0.94307815,0.951317,0.981636188856,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24567_-1.report",OK
positron_dummy,24608,1256.716,1205.253,1121.011,959.178,50,0.0628358,0.06026265,0.05605055,0.0479589,0.9371642,0.93973735,0.94394945,0.9520411,0.982140789048,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24608_-1.report",OK
