category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25227,49.791,5.195,53.5736,0.307854,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25227_-1.root",OK
signal,25228,47.969,6.509,53.1487,0.335236,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25228_-1.root",OK
signal,25229,24.96,2.415,53.9756,0.462885,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25229_-1.root",OK
signal,25230,25.062,2.401,53.71,0.50178,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25230_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-1.10779661152
# FIT_aerr,1.27913911265
# FIT_b,0.141770895279
# FIT_berr,0.032941490203
# FIT_b_over_berr,4.30371833227
# FIT_chi2,1.24008744572
# FIT_ndf,2
# FIT_chi2ndf,0.620043722862
# FIT_prob,0.537920917638
