mode,group_id,tier_tag,curve_label_raw,plot_label,setting_id,pt_bin,z_bin,phi_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,phi_center,xsec,xsec_err,rel_xsec_err,n_sim,flag_bits,valid_default,is_plotted,plot_drop_reason,is_used_in_fit,fit_excl_reason,fit_tier,valid_fit_default,y_fit,residual,pull,attempts,note
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,0,0,0.1,0.05,0,1,0.5,0.19635,0.0010735,0.000583904,0.543925,60,256,0,0,VALID_DEFAULT0,0,,2,0,-0.000686824,0.00176032,3.01475,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,1,0,0.1,0.05,0,1,0.5,0.589049,0.00232804,0.00109195,0.469043,45,2,0,0,VALID_DEFAULT0,0,,2,0,1.17106e-05,0.00231633,2.12128,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,2,0,0.1,0.05,0,1,0.5,0.981748,0.000942229,0.000649812,0.689654,83,256,0,0,VALID_DEFAULT0,0,,2,0,0.00109848,-0.000156246,-0.240449,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,3,0,0.1,0.05,0,1,0.5,1.37445,0.00415592,0.0012029,0.289442,110,0,1,1,,1,FIT_INCLUDED,2,0,0.00211959,0.00203633,1.69285,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,4,0,0.1,0.05,0,1,0.5,1.76715,0.00346927,0.00047118,0.135815,547,0,1,1,,1,FIT_INCLUDED,2,0,0.00271562,0.000753653,1.5995,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,5,0,0.1,0.05,0,1,0.5,2.15984,0.00294154,0.000244825,0.0832302,1384,0,1,1,,1,FIT_INCLUDED,2,0,0.00279584,0.000145703,0.595131,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,6,0,0.1,0.05,0,1,0.5,2.55254,0.00258127,0.000171514,0.0664457,2103,0,1,1,,1,FIT_INCLUDED,2,0,0.00255199,2.92772e-05,0.170699,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,7,0,0.1,0.05,0,1,0.5,2.94524,0.00265003,0.000163366,0.0616468,2370,0,1,1,,1,FIT_INCLUDED,2,0,0.00230964,0.000340389,2.0836,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,8,0,0.1,0.05,0,1,0.5,3.33794,0.00248851,0.000165544,0.0665234,2293,0,1,1,,1,FIT_INCLUDED,2,0,0.00230964,0.000178871,1.0805,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,tierOff,z0p36,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,0,9,0,0.1,0.05,0,1,0.5,3.73064,0.00247965,0.000186219,0.0750992,2059,0,1,1,,1,FIT_INCLUDED,2,0,0.00255199,-7.23388e-05,-0.388461,t2:ok_or_best,FIT_STATUS_BAD;COV_NOT_POSDEF
