group_id,curve_label,setting_id,pt_bin,phibin,pt_lo,pt_hi,pt_center,phi_lo,phi_hi,phi_center,yield_sig,yield_pos,yield_dum,yield_posdum,yield_net,yield_net_err,yield_sim,yield_sim_err,xsec,xsec_stat,mean_xB,mean_Q2,valid
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,1,7,0.1,0.2,0.15,5.49779,6.28319,5.89049,0.00514275,0,0.0154608,0,0.0010954,0.00500587,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,0.2,0.3,0.25,0,0.785398,0.392699,0.00424153,0,0,0,0.00424153,0.0034807,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,1,0.2,0.3,0.25,0.785398,1.5708,1.1781,0.0508884,0,-0.00366339,0,0.0518474,0.0121523,0.0126873,0.00439755,0.0132607,0.00554854,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,2,0.2,0.3,0.25,1.5708,2.35619,1.9635,0.256255,-0.0112635,0.0830042,0.0149912,0.249714,0.0300654,0.0661865,0.00971638,0.0122428,0.00232443,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,3,0.2,0.3,0.25,2.35619,3.14159,2.74889,0.463429,0.00844545,0.247795,0.00214548,0.390677,0.0478401,0.66463,0.0335377,0.00190742,0.000252626,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,4,0.2,0.3,0.25,3.14159,3.92699,3.53429,0.761477,0.00844545,0.384547,-0.0214043,0.646762,0.0578061,1.14197,0.0455368,0.00183781,0.000179865,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,5,0.2,0.3,0.25,3.92699,4.71239,4.31969,0.270183,0.00281631,0.169695,0.00428708,0.224066,0.0347194,0.295432,0.0225579,0.00246109,0.000425136,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,6,0.2,0.3,0.25,4.71239,5.49779,5.10509,0.0248357,0,0.00121914,0,0.0245166,0.00918396,0.0130319,0.00387865,0.00610468,0.00292075,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,7,0.2,0.3,0.25,5.49779,6.28319,5.89049,0.00605909,0,0,0,0.00605909,0.00428413,0.00184081,0.0014953,0.0106809,0.0115025,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,0,0.2,0.3,0.25,0,0.785398,0.392699,0.00219819,0,0.0016394,0,0.00176903,0.00184111,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,1,0.2,0.3,0.25,0.785398,1.5708,1.1781,0.0437102,0,0.0256925,0.00408608,0.0380541,0.00866077,0.00359185,0.0018152,0.0275058,0.0152451,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,2,0.2,0.3,0.25,1.5708,2.35619,1.9635,1.14284,0.00541242,0.536794,0.00683492,0.998696,0.048097,0.720582,0.0346878,0.00359825,0.000245016,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,3,0.2,0.3,0.25,2.35619,3.14159,2.74889,4.20654,-0.0144376,1.99628,0.0263708,3.70529,0.0836153,3.69044,0.0772489,0.00260666,8.02327e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,4,0.2,0.3,0.25,3.14159,3.92699,3.53429,5.28926,0.0162362,2.76318,-0.0295344,4.54195,0.0937079,4.82682,0.0879973,0.00244299,6.72614e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,5,0.2,0.3,0.25,3.92699,4.71239,4.31969,1.87545,0.0270671,0.95385,-0.024987,1.59214,0.0592938,1.62791,0.0502274,0.00253917,0.0001228,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,6,0.2,0.3,0.25,4.71239,5.49779,5.10509,0.0319887,-0.0054135,0.00929165,0,0.0349699,0.00813986,0.000257917,0.000154451,0.35201,0.226162,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,7,0.2,0.3,0.25,5.49779,6.28319,5.89049,0.00708088,0,0.0038261,0,0.00607928,0.00311109,0.00191548,0.00191548,0.00823977,0.00925606,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,0,0.2,0.3,0.25,0,0.785398,0.392699,0.00832344,0,0.0014777,0,0.00793661,0.00290626,0.000526897,0.000526897,0.0270578,0.0288148,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,1,0.2,0.3,0.25,0.785398,1.5708,1.1781,0.0541017,0.0125079,0.025868,0,0.034822,0.0152986,0.00283567,0.00165637,0.0220588,0.0161227,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,2,0.2,0.3,0.25,1.5708,2.35619,1.9635,2.08882,0.118825,1.12571,-0.0175468,1.67071,0.0700137,1.55341,0.0422883,0.00193196,9.65449e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,3,0.2,0.3,0.25,2.35619,3.14159,2.74889,5.5011,0.10319,2.93511,-0.00877342,4.62726,0.0975308,4.6876,0.0727616,0.0017732,4.64156e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,4,0.2,0.3,0.25,3.14159,3.92699,3.53429,6.3672,0.0343968,3.50421,-0.00877342,5.41318,0.100755,5.03891,0.074734,0.00192974,4.59266e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,5,0.2,0.3,0.25,3.92699,4.71239,4.31969,2.84212,0.146968,1.62021,0.0263203,2.2779,0.0814626,1.95102,0.0458959,0.00209728,8.97754e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,6,0.2,0.3,0.25,4.71239,5.49779,5.10509,0.0506006,0,0.0332646,0,0.0418926,0.00824506,0.00928284,0.00301436,0.00810662,0.00307819,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,7,0.2,0.3,0.25,5.49779,6.28319,5.89049,0.00131395,0,0.00221662,0,0.000733681,0.00179631,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,0,0.2,0.3,0.25,0,0.785398,0.392699,0.00128613,0,0,0,0.00128613,0.00192903,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,1,0.2,0.3,0.25,0.785398,1.5708,1.1781,0.0636329,0,0.0463825,0,0.0514909,0.0119294,0.00687614,0.00189917,0.00504876,0.00182008,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,2,0.2,0.3,0.25,1.5708,2.35619,1.9635,1.37175,-0.0123094,0.745986,0.0259977,1.19558,0.054607,0.909177,0.0222331,0.0008866,4.59335e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,3,0.2,0.3,0.25,2.35619,3.14159,2.74889,2.54457,0.00615472,1.2446,0.0519953,2.22622,0.0755461,1.90601,0.0326761,0.000787484,2.99396e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,4,0.2,0.3,0.25,3.14159,3.92699,3.53429,2.48735,-0.0246189,0.977899,0.0519953,2.26959,0.0690084,1.85006,0.032028,0.000827105,2.89393e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,5,0.2,0.3,0.25,3.92699,4.71239,4.31969,1.52406,-0.00615472,0.595243,0,1.37439,0.0535161,0.970627,0.0228878,0.00095468,4.34584e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,6,0.2,0.3,0.25,4.71239,5.49779,5.10509,0.0337465,0,0,0,0.0337465,0.00715034,0.00791855,0.00190975,0.00287331,0.000922415,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,7,0.2,0.3,0.25,5.49779,6.28319,5.89049,0.000321331,0,0,0,0.000321331,0.00200702,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,3,0,0.3,0.4,0.35,0,0.785398,0.392699,-0.000605734,0,0.00488679,0,-0.001885,0.00141543,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,3,1,0.3,0.4,0.35,0.785398,1.5708,1.1781,0.00605836,0,0.00732446,0,0.00414097,0.00540001,0.00139219,0.000684847,0.00965187,0.0134522,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,3,2,0.3,0.4,0.35,1.5708,2.35619,1.9635,0.0321064,0,0.0183088,-0.0021416,0.0267529,0.0110296,0.000881369,0.000664885,0.0984968,0.0846761,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,3,3,0.3,0.4,0.35,2.35619,3.14159,2.74889,0.0218108,0,0.0195286,0,0.0166986,0.00913538,0.0620168,0.00739087,0.000873736,0.000489208,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,3,4,0.3,0.4,0.35,3.14159,3.92699,3.53429,0.0181728,-0.00281631,0.0109909,-0.0021416,0.0175513,0.00870872,0.0450756,0.00662186,0.0012635,0.000653835,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,3,5,0.3,0.4,0.35,3.92699,4.71239,4.31969,0.0387728,-0.00281631,0.00365997,0,0.040631,0.0112998,0.000778281,0.000778281,0.169407,0.175836,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,3,6,0.3,0.4,0.35,4.71239,5.49779,5.10509,0,0,0,0,0,0,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,3,7,0.3,0.4,0.35,5.49779,6.28319,5.89049,0.00423917,0,-0.00122048,0,0.00455866,0.00349364,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,0,0.3,0.4,0.35,0,0.785398,0.392699,0.00415192,0,0.00218659,0,0.00357952,0.00229735,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,1,0.3,0.4,0.35,0.785398,1.5708,1.1781,0.0192933,0.00721824,0.00874631,-0.00181707,0.00930983,0.00892001,0.00578042,0.00225091,0.00418142,0.00432457,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,2,0.3,0.4,0.35,1.5708,2.35619,1.9635,0.127721,0.0270664,0.055204,-0.0031822,0.08537,0.0196038,0.0073829,0.00258985,0.0300206,0.0125867,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,3,0.3,0.4,0.35,2.35619,3.14159,2.74889,0.192919,0.0144358,0.0858164,-0.00136513,0.155661,0.0189934,0.100566,0.011462,0.00401854,0.000670971,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,4,0.3,0.4,0.35,3.14159,3.92699,3.53429,0.25641,0.010827,0.126266,0.0186226,0.217404,0.0211734,0.257498,0.0183679,0.00219197,0.000264616,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,5,0.3,0.4,0.35,3.92699,4.71239,4.31969,0.10623,0.00360912,0.0699679,0.0054605,0.085734,0.0146984,0.0544243,0.00844678,0.00408979,0.000945797,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,6,0.3,0.4,0.35,4.71239,5.49779,5.10509,0.0122105,-0.00180438,0.0114779,-0.00136513,0.0106529,0.00463815,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,7,0.3,0.4,0.35,5.49779,6.28319,5.89049,-0.000244173,0,-0.000546921,0,-0.000101,0.000283053,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,3,0,0.3,0.4,0.35,0,0.785398,0.392699,-0.0004381,0,0,0,-0.0004381,0.000309783,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,3,1,0.3,0.4,0.35,0.785398,1.5708,1.1781,0.032856,0,0.0140421,0,0.0291801,0.00638159,0.00296455,0.0020978,0.0176812,0.0130957,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,3,2,0.3,0.4,0.35,1.5708,2.35619,1.9635,0.467226,0.00312698,0.252041,-0.0175468,0.393526,0.027964,0.289298,0.0171963,0.0024435,0.000226375,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,3,3,0.3,0.4,0.35,2.35619,3.14159,2.74889,2.23054,0.0156349,1.14345,0.0175468,1.92016,0.0533204,1.55998,0.0374167,0.00221107,8.11316e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,3,4,0.3,0.4,0.35,3.14159,3.92699,3.53429,2.85745,0.0969364,1.61279,0.0175468,2.34291,0.0718129,2.04184,0.0422824,0.00206119,7.62447e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,3,5,0.3,0.4,0.35,3.92699,4.71239,4.31969,1.01747,0.00625396,0.521834,-0.00877342,0.872312,0.0395842,0.645745,0.0236641,0.00242658,0.000141537,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,3,6,0.3,0.4,0.35,4.71239,5.49779,5.10509,0.0243138,0,0.0147811,0,0.0204444,0.0053269,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,3,7,0.3,0.4,0.35,5.49779,6.28319,5.89049,0.00547579,0,0.0022167,0,0.0048955,0.00248063,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,3,0,0.3,0.4,0.35,0,0.785398,0.392699,0,0,0,0,0,0,0,0,0,0,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,3,1,0.3,0.4,0.35,0.785398,1.5708,1.1781,0.0221784,0,0,0,0.0221784,0.00584776,0.00210386,0.000873095,0.00710742,0.00349453,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,3,2,0.3,0.4,0.35,1.5708,2.35619,1.9635,0.937209,0.0246189,0.521804,0,0.775992,0.0500719,0.678808,0.0176325,0.000770743,5.36117e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,3,3,0.3,0.4,0.35,2.35619,3.14159,2.74889,1.98083,0,0.850347,0,1.75823,0.0602285,1.54068,0.0270903,0.000769418,2.9626e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,3,4,0.3,0.4,0.35,3.14159,3.92699,3.53429,2.22284,-0.0184642,0.935381,0,1.99644,0.0644844,1.48433,0.0263985,0.000906827,3.34368e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,3,5,0.3,0.4,0.35,3.92699,4.71239,4.31969,1.16734,-0.00615472,0.471556,0,1.05005,0.0472223,0.640323,0.0168889,0.00110563,5.76425e-05,0.25,3.3,1
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,3,6,0.3,0.4,0.35,4.71239,5.49779,5.10509,0.0128542,0,0.0309217,0,0.0047595,0.00730878,0.000561523,0.000441912,0.00571469,0.00986091,0.25,3.3,0
grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z0p90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,3,7,0.3,0.4,0.35,5.49779,6.28319,5.89049,0.000964122,0,-0.00386521,0,0.00197596,0.00166717,0,0,0,0,0.25,3.3,0
