category,run,ctime_raw_withstart,ctime_good_withstart,coinc_blocking_ratio,rootfile,status
signal,24310,269702,258375,0.958002,"./Pass0p1_ROOTfiles/coin_replay_production_24310_-1.root",OK
signal,24311,273783,261978,0.956882,"./Pass0p1_ROOTfiles/coin_replay_production_24311_-1.root",OK
signal,24312,302709,289683,0.956969,"./Pass0p1_ROOTfiles/coin_replay_production_24312_-1.root",OK
signal,24313,385815,369107,0.956694,"./Pass0p1_ROOTfiles/coin_replay_production_24313_-1.root",OK
signal,24314,253888,242684,0.95587,"./Pass0p1_ROOTfiles/coin_replay_production_24314_-1.root",OK
signal,24315,218766,209079,0.95572,"./Pass0p1_ROOTfiles/coin_replay_production_24315_-1.root",OK
signal,24316,257618,246332,0.956191,"./Pass0p1_ROOTfiles/coin_replay_production_24316_-1.root",OK
signal,24317,273611,261451,0.955557,"./Pass0p1_ROOTfiles/coin_replay_production_24317_-1.root",OK
signal,24318,28957,27913,0.963947,"./Pass0p1_ROOTfiles/coin_replay_production_24318_-1.root",OK
signal,24376,173424,165921,0.956736,"./Pass0p1_ROOTfiles/coin_replay_production_24376_-1.root",OK
signal,24377,264592,253365,0.957569,"./Pass0p1_ROOTfiles/coin_replay_production_24377_-1.root",OK
signal,24378,220193,210846,0.957551,"./Pass0p1_ROOTfiles/coin_replay_production_24378_-1.root",OK
signal,24379,265196,253871,0.957296,"./Pass0p1_ROOTfiles/coin_replay_production_24379_-1.root",OK
signal,24380,267447,256248,0.958126,"./Pass0p1_ROOTfiles/coin_replay_production_24380_-1.root",OK
signal,24381,268919,257458,0.957381,"./Pass0p1_ROOTfiles/coin_replay_production_24381_-1.root",OK
signal,24382,274569,262980,0.957792,"./Pass0p1_ROOTfiles/coin_replay_production_24382_-1.root",OK
signal,24383,277676,265960,0.957807,"./Pass0p1_ROOTfiles/coin_replay_production_24383_-1.root",OK
signal,24384,79547,76820,0.965718,"./Pass0p1_ROOTfiles/coin_replay_production_24384_-1.root",OK
signal,24415,37982,36311,0.956005,"./Pass0p1_ROOTfiles/coin_replay_production_24415_-1.root",OK
signal,24416,248458,236598,0.952266,"./Pass0p1_ROOTfiles/coin_replay_production_24416_-1.root",OK
signal,24417,300596,286291,0.952411,"./Pass0p1_ROOTfiles/coin_replay_production_24417_-1.root",OK
signal,24418,306177,291437,0.951858,"./Pass0p1_ROOTfiles/coin_replay_production_24418_-1.root",OK
signal,24419,277133,263631,0.95128,"./Pass0p1_ROOTfiles/coin_replay_production_24419_-1.root",OK
signal,24421,38542,36728,0.952934,"./Pass0p1_ROOTfiles/coin_replay_production_24421_-1.root",OK
signal,24422,178475,169902,0.951965,"./Pass0p1_ROOTfiles/coin_replay_production_24422_-1.root",OK
signal,24423,79043,75808,0.959073,"./Pass0p1_ROOTfiles/coin_replay_production_24423_-1.root",OK
positron,24558,469279,443532,0.945135,"./Pass0p1_ROOTfiles/coin_replay_production_24558_-1.root",OK
positron,24602,481064,455447,0.946749,"./Pass0p1_ROOTfiles/coin_replay_production_24602_-1.root",OK
dummy,24335,27094,25838,0.953643,"./Pass0p1_ROOTfiles/coin_replay_production_24335_-1.root",OK
dummy,24336,209146,199357,0.953195,"./Pass0p1_ROOTfiles/coin_replay_production_24336_-1.root",OK
dummy,24337,242986,231815,0.954026,"./Pass0p1_ROOTfiles/coin_replay_production_24337_-1.root",OK
dummy,24338,271104,258631,0.953992,"./Pass0p1_ROOTfiles/coin_replay_production_24338_-1.root",OK
dummy,24339,247336,235904,0.953779,"./Pass0p1_ROOTfiles/coin_replay_production_24339_-1.root",OK
dummy,24400,185187,176131,0.951098,"./Pass0p1_ROOTfiles/coin_replay_production_24400_-1.root",OK
dummy,24401,193714,184334,0.951578,"./Pass0p1_ROOTfiles/coin_replay_production_24401_-1.root",OK
dummy,24402,260536,248126,0.952367,"./Pass0p1_ROOTfiles/coin_replay_production_24402_-1.root",OK
positron_dummy,24560,395425,372652,0.942409,"./Pass0p1_ROOTfiles/coin_replay_production_24560_-1.root",OK
positron_dummy,24601,411077,386684,0.940661,"./Pass0p1_ROOTfiles/coin_replay_production_24601_-1.root",OK
