category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25255,45.846,23.291,92.0272,0.520376,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25255_-1.root",OK
signal,25256,47.77,24.838,91.0157,0.613035,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25256_-1.root",OK
signal,25257,47.37,22.095,89.7227,0.666842,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25257_-1.root",OK
signal,25258,24.859,4.951,95.7816,0.57123,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25258_-1.root",OK
signal,25259,25.203,5.038,95.0293,0.587114,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25259_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-15.9233141374
# FIT_aerr,1.89988456151
# FIT_b,0.836593791545
# FIT_berr,0.0478546479272
# FIT_b_over_berr,17.4819756864
# FIT_chi2,3.99185491451
# FIT_ndf,3
# FIT_chi2ndf,1.33061830484
# FIT_prob,0.262344996298
