run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25076,signal,LD2,PI-SIDIS,8.098,14.298,0.9993,1.0,1.002829,-1.0,1.0,ps6,1.0,356.054,6.27386
25077,signal,LD2,PI-SIDIS,8.102,13.742,0.9993,1.0,1.00283,-1.0,1.0,ps6,1.0,335.527,6.28274
25078,signal,LD2,PI-SIDIS,8.065,15.07,0.9992,1.0,1.002817,-1.0,1.0,ps6,1.0,334.116,5.96109
25079,signal,LD2,PI-SIDIS,5.074,9.253,0.9994,1.0,1.001772,-1.0,1.0,ps6,1.0,351.613,7.23575
25080,signal,LD2,PI-SIDIS,5.052,9.261,0.999,1.0,1.001765,-1.0,1.0,ps6,1.0,342.539,7.19152
25108,signal,LD2,PI-SIDIS,10.112,18.042,0.9992,1.0,1.003532,-1.0,1.0,ps6,1.0,343.402,5.74617
25109,signal,LD2,PI-SIDIS,10.082,18.919,0.9992,1.0,1.003522,-1.0,1.0,ps6,1.0,340.745,5.59832
25110,signal,LD2,PI-SIDIS,10.141,19.183,0.9991,1.0,1.003542,-1.0,1.0,ps6,1.0,336.471,5.58516
25111,signal,LD2,PI-SIDIS,6.141,11.289,0.9991,1.0,1.002145,-1.0,1.0,ps6,1.0,350.019,6.74759
25112,signal,LD2,PI-SIDIS,6.12,11.162,0.9993,1.0,1.002138,-1.0,1.0,ps6,1.0,345.74,6.73634
25092,dummy,Dummy,PI-SIDIS,19.097,35.368,0.9992,1.0,1.0,-1.0,1.0,ps6,1.0,101.449,2.17321
25093,dummy,Dummy,PI-SIDIS,19.722,37.402,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,105.454,2.14385
25120,dummy,Dummy,PI-SIDIS,20.074,36.548,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,102.486,2.15244
25121,dummy,Dummy,PI-SIDIS,20.097,38.572,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,102.657,2.09639
