run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
23862,signal,LD2,PI-SIDIS,23.058,41.77,0.9986,1.0,1.008054,-1.0,1.0,ps6,1.0,31.5995,1.05068
23866,dummy,Dummy,PI-SIDIS,31.699,57.553,0.9989,1.0,1.0,-1.0,1.0,ps6,1.0,9.68134,0.463968
