category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,24322,28.07,51.264,1041762,20321.51217,19.91002319,6.69282,0.17138,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24322_-1.root",OK
signal,24323,27.67,30.527,617321,20222.13123,25.73779864,6.33103,0.21666,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24323_-1.root",OK
signal,24324,28.032,50.521,1024415,20277.01352,20.0339242,6.65859,0.171645,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24324_-1.root",OK
signal,24325,28.065,49.748,1009970,20301.72067,20.20126712,6.76934,0.173572,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24325_-1.root",OK
signal,24326,26.876,46.157,934761,20251.77113,20.9465604,6.40715,0.17785,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24326_-1.root",OK
signal,24327,26.651,46.112,936147,20301.59178,20.9825403,6.76873,0.179884,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24327_-1.root",OK
signal,24328,27.876,49.925,1013894,20308.34251,20.16871379,6.25688,0.169329,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24328_-1.root",OK
signal,24329,28.146,48.646,989509,20341.01468,20.44856041,6.39458,0.173708,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24329_-1.root",OK
signal,24330,26.501,39.234,796761,20307.9217,22.75105007,6.65591,0.195467,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24330_-1.root",OK
signal,24331,18.186,20.542,417785,20338.08782,31.46543185,7.11488,0.261824,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24331_-1.root",OK
signal,24332,10.048,17.252,352124,20410.61906,34.39603355,7.06893,0.270734,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24332_-1.root",OK
signal,24385,28.057,18.753,380750,20303.41812,32.90403833,6.73588,0.28449,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24385_-1.root",OK
signal,24386,28.32,58.827,1191677,20257.31382,18.55677822,6.82631,0.160404,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24386_-1.root",OK
signal,24387,27.976,52.836,1070503,20260.8638,19.58231412,6.3781,0.165968,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24387_-1.root",OK
signal,24388,27.829,58.987,1196606,20285.92741,18.54467724,6.33225,0.156711,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24388_-1.root",OK
signal,24389,25.803,43.071,875425,20325.16078,21.72323585,7.14432,0.189713,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24389_-1.root",OK
signal,24390,26.798,46.496,940476,20227.03028,20.85730856,6.65807,0.17904,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24390_-1.root",OK
signal,24396,27.924,48.73,986391,20241.96593,20.38112437,7.08294,0.181339,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24396_-1.root",OK
signal,24397,27.655,49.002,992566,20255.62222,20.33133477,7.0147,0.177623,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24397_-1.root",OK
signal,24398,19.059,32.658,665608,20381.16235,24.98156731,7.34384,0.21249,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24398_-1.root",OK
signal,24399,10.113,15.143,309478,20437.03361,36.73693911,7.47468,0.294935,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24399_-1.root",OK
signal,24424,27.549,48.952,991882,20262.33862,20.34508761,6.79438,0.176776,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24424_-1.root",OK
signal,24425,27.875,49.803,1010453,20288.99865,20.18378236,6.93855,0.177093,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24425_-1.root",OK
signal,24426,18.63,32.944,669244,20314.59446,24.83224096,7.02968,0.2089,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24426_-1.root",OK
signal,24427,10.028,16.777,344117,20511.23562,34.96542082,7.57563,0.279887,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24427_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,20294.6035482
# FIT_cerr,4.45422561023
# FIT_chi2,132.968334776
# FIT_ndf,24
# FIT_chi2ndf,5.54034728232
# FIT_prob,4.4884910472e-17
