category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,25049,1589.813,1525.852,1303.305,1169.36,50,0.07949065,0.0762926,0.06516525,0.058468,0.92050935,0.9237074,0.93483475,0.941532,0.97348271454,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25049_-1.report",OK
signal,25050,1649.455,1582.549,1352.673,1213.895,50,0.08247275,0.07912745,0.06763365,0.06069475,0.91752725,0.92087255,0.93236635,0.93930525,0.971552518915,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25050_-1.report",OK
signal,25051,1619.519,1546.847,1322.453,1186.818,50,0.08097595,0.07734235,0.06612265,0.0593409,0.91902405,0.92265765,0.93387735,0.9406591,0.972690389355,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25051_-1.report",OK
signal,25052,1093.153,1050.563,895.279,796.021,50,0.05465765,0.05252815,0.04476395,0.03980105,0.94534235,0.94747185,0.95523605,0.96019895,0.987135288553,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25052_-1.report",OK
signal,25053,565.748,545.104,463.672,408.378,50,0.0282874,0.0272552,0.0231836,0.0204189,0.9717126,0.9727448,0.9768164,0.9795811,0.996452565637,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25053_-1.report",OK
signal,25069,1597.49,1534.8,1310.821,1175.747,50,0.0798745,0.07674,0.06554105,0.05878735,0.9201255,0.92326,0.93445895,0.94121265,0.973205990188,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25069_-1.report",OK
signal,25070,1564.811,1502.86,1284.289,1151.994,50,0.07824055,0.075143,0.06421445,0.0575997,0.92175945,0.924857,0.93578555,0.9424003,0.974239509763,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25070_-1.report",OK
signal,25071,1632.585,1567.84,1340.107,1202.782,50,0.08162925,0.078392,0.06700535,0.0601391,0.91837075,0.921608,0.93299465,0.9398609,0.972064978153,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25071_-1.report",OK
signal,25072,1110.915,1069.145,911.262,810.264,50,0.05554575,0.05345725,0.0455631,0.0405132,0.94445425,0.94654275,0.9544369,0.9594868,0.986699347242,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25072_-1.report",OK
signal,25073,565.484,545.165,463.683,408.433,50,0.0282742,0.02725825,0.02318415,0.02042165,0.9717258,0.97274175,0.97681585,0.97957835,0.996453003658,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25073_-1.report",OK
dummy,25056,1274.335,1221.579,1046.97,921.079,50,0.06371675,0.06107895,0.0523485,0.04605395,0.93628325,0.93892105,0.9476515,0.95394605,0.982756687254,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25056_-1.report",OK
dummy,25074,1212.043,1164.259,997.428,877.352,50,0.06060215,0.05821295,0.0498714,0.0438676,0.93939785,0.94178705,0.9501286,0.9561324,0.984304932144,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25074_-1.report",OK
