fit_model,de0_fixed,dthe_fixed,dthp_fixed,dpe_fixed,dpp_fixed,sign_convention,run,dp_idx,dp_label,dp_lo,dp_hi,e0_MeV,the0_deg,pe0_MeV,q0_MeV,thq0_deg,W0_MeV,dW_MeV,dW_err_MeV,dEm_MeV,dEm_err_MeV,dPmz_MeV,dPmz_err_MeV,dPmx_MeV,dPmx_err_MeV,dthe,dpe,dthp,dpp,pred_dW_MeV,pred_dEm_MeV,pred_dPmz_MeV,pred_dPmx_MeV,res_dW_MeV,res_dEm_MeV,res_dPmz_MeV,res_dPmx_MeV,sse,det_AtA,maxAbsAtA,near_singular_warn,large_param_warn
dpeDppDthp,1,1,0,0,0,data_minus_sim,23848,4,b4,1,2,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,21.978302,0.33741,189.827606,15.603494,-11.02615,0.102122,-13.557468,0.126685,0,-6.32137096641182,10.0188241348073,-28.2891524542882,54.5074132472804,104.124215635433,-90.2545323018498,-13.557468,-32.5291112472804,85.7033903645671,79.2283823018498,-3.5527136788005e-15,14680.3507606874,3979.51142220752,174.056876024388,0,1
dpeDppDthp,1,1,0,0,0,data_minus_sim,23848,5,b5,2,3,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,965.163444,0.450771,25.4066,0.191735,-16.266375,0.256234,-15.908872,0.361283,0,-104.092986598358,256.123247156315,252.71759608679,897.564700253774,203.506809360055,148.378120570058,-15.908872,67.598743746226,-178.100209360055,-164.644495570058,-2.66453525910038e-14,63397.0846516822,3979.51142220752,174.056876024388,0,1
dpeDppDthp,1,1,0,0,0,data_minus_sim,23849,0,full,-10,20,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,19.365838,0.294696,3.988586,0.112943,-0.576284,0.134699,-10.071908,0.136234,0,-2.22828643064424,-0.132661335914743,2.20174440142659,19.2138904604372,4.61662955461261,0.0329261504712495,-10.071908,0.151947539562752,-0.628043554612613,-0.609210150471249,1.77635683940025e-15,0.788663768706823,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23849,1,b1,-2,-1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,10.541527,0.925988,-1.965297,0.23527,4.802919,0.297804,-6.425862,0.402583,0,-1.22453868046261,-0.310818507624915,2.46916557744495,10.5588544396308,-2.03691636816714,4.73344731171132,-6.425862,-0.017327439630753,0.0716193681671435,0.069471688288683,8.88178419700125e-16,0.0102558895344982,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23849,2,b2,-1,0,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,13.117493,0.815898,0.682134,0.227784,1.654847,0.310792,-7.702907,0.33602,0,-1.5088340342584,-0.325613902227186,2.04164558601098,13.0102537351263,1.12538519905941,2.08480624039393,-7.702907,0.107239264873689,-0.443251199059409,-0.429959240393932,8.88178419700125e-16,0.39283683379838,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23849,3,b3,0,1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,15.501274,0.754546,2.585812,0.208907,0.18456,0.293566,-9.803945,0.338664,0,-1.78389480620596,-0.571049589798833,1.93256904434154,15.3820258150001,3.0786995729344,0.662667147613331,-9.803945,0.119248184999899,-0.4928875729344,-0.478107147613331,1.77635683940025e-15,0.485744733777889,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23849,4,b4,1,2,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,21.683814,0.701176,5.294871,0.218219,-1.429042,0.289818,-11.81723,0.339031,0,-2.49596173782831,-0.291579674924411,2.24803553520054,21.5219797439643,5.96377924103673,-0.780192589508399,-11.81723,0.161834256035746,-0.668908241036729,-0.648849410491601,1.77635683940025e-15,0.894634118848793,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23849,5,b5,2,3,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,25.624646,0.66583,9.659712,0.276337,-3.836743,0.271012,-12.3718,0.349111,0,-2.96808864729498,0.102098209469502,1.93032309609995,25.5929979924102,9.79052245761108,-3.70985521016572,-12.3718,0.0316480075897694,-0.130810457611075,-0.126887789834277,0,0.0342134834138484,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23850,0,full,-10,20,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,19.234531,0.276174,3.887077,0.107656,-0.770276,0.121492,-10.105921,0.131412,0,-2.20943910404158,-0.163371957382651,2.16480521400403,19.0513752362562,4.64411325896443,-0.035941303228233,-10.105921,0.183155763743784,-0.757036258964433,-0.734334696771767,1.77635683940025e-15,1.14589737806232,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23850,1,b1,-2,-1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,11.075022,0.769426,-1.777965,0.206645,4.397174,0.288469,-5.703749,0.304632,0,-1.28170403921389,-0.0523834552726228,2.46051390006403,11.0517753343925,-1.68187974226561,4.49037790901637,-5.703749,0.0232466656074521,-0.0960852577343871,-0.0932039090163732,1.77635683940025e-15,0.0184597528716807,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23850,2,b2,-1,0,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,11.098082,0.793982,1.189041,0.208835,0.860338,0.296341,-6.815612,0.326782,0,-1.2777920512958,-0.353790318383275,1.57297435125205,11.0180433570727,1.51986408509299,1.18124055519488,-6.815612,0.0800386429273114,-0.33082308509299,-0.320902555194882,0,0.218828547922693,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23850,3,b3,0,1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,17.241931,0.674502,3.014577,0.212671,-0.351215,0.288571,-10.420918,0.302394,0,-1.9785775831842,-0.512407724533328,2.04742961475272,17.0607209324461,3.76357112840536,0.375318728937575,-10.420918,0.181210067553899,-0.74899412840536,-0.726533728937575,1.77635683940025e-15,1.12168055225253,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23850,4,b4,1,2,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,20.434622,0.573949,5.307053,0.201038,-1.175396,0.25223,-11.380992,0.296426,0,-2.35895430714401,-0.332302588719807,2.10832743314796,20.3406030011758,5.69566097873106,-0.798441370884979,-11.380992,0.0940189988241542,-0.388607978731064,-0.376954629115021,1.77635683940025e-15,0.301950525684582,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23850,5,b5,2,3,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,27.577472,0.711225,9.709577,0.269293,-4.347336,0.281666,-12.379547,0.327918,0,-3.18168261574549,0.345131913340571,2.1230932483966,27.4347590229397,10.2994514109987,-3.77515039910595,-12.379547,0.14271297706027,-0.589874410998693,-0.572185600894047,3.5527136788005e-15,0.695715176442941,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23851,0,full,-10,20,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,19.152572,0.260336,3.857953,0.103753,-0.879353,0.117674,-9.867511,0.122684,0,-2.19831889770987,-0.112466301237161,2.13964461883787,18.9554888082744,4.67255538607311,-0.0891784355942846,-9.867511,0.197083191725621,-0.814602386073111,-0.790174564405715,0,1.32679467409053,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23851,1,b1,-2,-1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,10.298555,0.745053,-1.800956,0.18206,3.893494,0.31285,-6.096766,0.320211,0,-1.1871124876798,-0.265882122204765,2.27485480326772,10.2361388503821,-1.54297182609326,4.1437418948325,-6.096766,0.0624161496178992,-0.25798417390674,-0.250247894832499,8.88178419700125e-16,0.133075618587565,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23851,2,b2,-1,0,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,10.792934,0.700755,0.66778,0.193478,0.613583,0.311092,-7.310744,0.317076,0,-1.23276557335635,-0.537681599919115,1.55174327037321,10.6297926353296,1.34209090274177,1.26767306032567,-7.310744,0.163141364670397,-0.674310902741766,-0.654090060325674,8.88178419700125e-16,0.909144105439777,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23851,3,b3,0,1,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,16.70917,0.617787,2.725126,0.187754,-0.341301,0.28597,-9.433083,0.283328,0,-1.91467374647045,-0.321941702759202,2.00674135306256,16.5096960275085,3.54961018116409,0.458459029983836,-9.433083,0.19947397249155,-0.824484181164086,-0.799760029983836,0,1.35918013625112,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23851,4,b4,1,2,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,20.687632,0.595168,5.38085,0.195377,-1.449179,0.257137,-11.208582,0.293767,0,-2.38474639256715,-0.256664476031415,2.09337368589868,20.563000937658,5.89598657696368,-0.94949003852525,-11.208582,0.12463106234199,-0.515136576963676,-0.49968896147475,0,0.53058765284606,29232.1772995751,138.444063524715,0,0
dpeDppDthp,1,1,0,0,0,data_minus_sim,23851,5,b5,2,3,8583.1,19.34,5660.95219641949,3744.68294441193,30.0426629097654,938.3,27.042452,0.683361,10.140147,0.263854,-4.133434,0.253429,-11.924538,0.31881,0,-3.13040514652869,0.407798212464115,2.03031803365257,26.9926077523173,10.3461678318062,-3.93359120084524,-11.924538,0.0498442476826888,-0.206020831806248,-0.199842799154765,1.77635683940025e-15,0.0848661765392031,29232.1772995751,138.444063524715,0,0
