run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25049,signal,LH2,PI-SIDIS,35.59,65.728,0.9985,1.0,1.025713,-1.0,1.0,ps6,1.0,130.864,1.76289
25050,signal,LH2,PI-SIDIS,37.054,71.965,0.9984,1.0,1.02693,-1.0,1.0,ps6,1.0,132.145,1.70062
25051,signal,LH2,PI-SIDIS,36.245,40.951,0.9984,1.0,1.026465,1.0,-1.0,ps5,1.0,146.323,2.36092
25052,signal,LH2,PI-SIDIS,23.856,43.088,0.9983,1.0,1.017423,-1.0,1.0,ps6,1.0,136.243,2.08232
25053,signal,LH2,PI-SIDIS,11.997,21.66,0.9983,1.0,1.008774,-1.0,1.0,ps6,1.0,136.447,2.74823
25069,signal,LH2,PI-SIDIS,35.93,66.865,0.9984,1.0,1.026071,-1.0,1.0,ps6,1.0,131.532,1.75151
25070,signal,LH2,PI-SIDIS,35.081,62.811,0.9983,1.0,1.025533,-1.0,1.0,ps6,1.0,132.732,1.81659
25071,signal,LH2,PI-SIDIS,36.719,72.741,0.9984,1.0,1.026738,-1.0,1.0,ps6,1.0,131.136,1.67976
25072,signal,LH2,PI-SIDIS,24.31,40.969,0.9986,1.0,1.017767,-1.0,1.0,ps6,1.0,137.939,2.14616
25073,signal,LH2,PI-SIDIS,12.049,22.853,0.9984,1.0,1.00879,-1.0,1.0,ps6,1.0,145.509,2.74509
25056,dummy,Dummy,PI-SIDIS,36.772,77.473,0.9985,1.0,1.0,-1.0,1.0,ps6,1.0,83.8533,1.26419
25074,dummy,Dummy,PI-SIDIS,35.136,45.91,0.9984,1.0,1.0,-1.0,1.0,ps6,1.0,86.2925,1.65339
