run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24627,signal,LH2,PI+SIDIS,65.367,0.9987,1.0,99.9724,35.4525,1.030507,-1.0,1.0,ps6,1.0
24628,signal,LH2,PI+SIDIS,52.111,0.9986,1.0,99.972,36.1207,1.030379,1.0,-1.0,ps5,1.0
24629,signal,LH2,PI+SIDIS,72.124,0.9985,1.0,99.9727,36.1583,1.027921,-1.0,1.0,ps6,1.0
24630,signal,LH2,PI+SIDIS,63.54,0.9987,1.0,99.9725,35.8877,1.029335,-1.0,1.0,ps6,1.0
24631,signal,LH2,PI+SIDIS,83.375,0.9985,1.0,99.9719,34.4195,1.032591,-1.0,1.0,ps6,1.0
24632,signal,LH2,PI+SIDIS,82.739,0.9989,1.0,99.9721,32.8891,1.035425,-1.0,1.0,ps6,1.0
24633,signal,LH2,PI+SIDIS,24.053,0.998,1.0,99.9719,33.354,1.035225,-1.0,1.0,ps6,1.0
24634,signal,LH2,PI+SIDIS,78.282,0.9986,1.0,99.9721,33.3633,1.03374,-1.0,1.0,ps6,1.0
24635,signal,LH2,PI+SIDIS,52.178,0.9988,1.0,99.9812,33.1782,1.022297,-1.0,1.0,ps6,1.0
24636,signal,LH2,PI+SIDIS,34.094,0.9982,1.0,99.9906,33.4576,1.0116,-1.0,1.0,ps6,1.0
24674,signal,LH2,PI+SIDIS,125.1,0.9987,1.0,99.9686,33.4427,1.032393,-1.0,1.0,ps6,1.0
24675,signal,LH2,PI+SIDIS,98.818,0.9987,1.0,99.9689,33.5884,1.035912,-1.0,1.0,ps6,1.0
24676,signal,LH2,PI+SIDIS,82.088,0.9985,1.0,99.9692,33.6059,1.035187,-1.0,1.0,ps6,1.0
24677,signal,LH2,PI+SIDIS,92.259,0.9986,1.0,99.9689,33.5175,1.037323,-1.0,1.0,ps6,1.0
24678,signal,LH2,PI+SIDIS,86.418,0.9987,1.0,99.9691,33.5405,1.035833,-1.0,1.0,ps6,1.0
24679,signal,LH2,PI+SIDIS,79.094,0.9985,1.0,99.9697,33.4557,1.033814,-1.0,1.0,ps6,1.0
24680,signal,LH2,PI+SIDIS,111.98,0.9982,1.0,99.9692,33.4045,1.034937,-1.0,1.0,ps6,1.0
24681,signal,LH2,PI+SIDIS,67.155,0.9987,1.0,99.9784,33.6335,1.026885,-1.0,1.0,ps6,1.0
24682,signal,LH2,PI+SIDIS,31.722,0.9988,1.0,99.9895,33.5892,1.012952,-1.0,1.0,ps6,1.0
24683,signal,LH2,PI+SIDIS,26.259,0.9992,1.0,99.969,34.0198,1.036702,-1.0,1.0,ps6,1.0
24641,dummy,Dummy,PI+SIDIS,53.139,0.9987,1.0,99.985,33.1467,1.0,-1.0,1.0,ps6,1.0
24642,dummy,Dummy,PI+SIDIS,72.985,0.9986,1.0,99.9844,33.3574,1.0,-1.0,1.0,ps6,1.0
24643,dummy,Dummy,PI+SIDIS,56.812,0.999,1.0,99.9848,33.447,1.0,-1.0,1.0,ps6,1.0
24684,dummy,Dummy,PI+SIDIS,65.076,0.9986,1.0,99.9847,34.5043,1.0,-1.0,1.0,ps6,1.0
24685,dummy,Dummy,PI+SIDIS,72.658,0.9982,1.0,99.9846,33.663,1.0,-1.0,1.0,ps6,1.0
24686,dummy,Dummy,PI+SIDIS,69.753,0.9985,1.0,99.9846,33.7695,1.0,-1.0,1.0,ps6,1.0
24865,positron,LH2,PI+SIDIS,95.859,0.9968,1.0,99.9665,33.3903,1.038368,-1.0,1.0,ps6,1.0
24866,positron,LH2,PI+SIDIS,87.716,0.9978,1.0,99.9679,33.3797,1.035273,-1.0,1.0,ps6,1.0
24867,positron,LH2,PI+SIDIS,96.113,0.9971,1.0,99.967,34.0958,1.036897,-1.0,1.0,ps6,1.0
