category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25122,33.778,132.623,24.3734,0.299914,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25122_-1.root",OK
signal,25123,38.641,79.132,13.6683,0.190408,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25123_-1.root",OK
signal,25124,20.018,79.484,24.9971,0.335143,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25124_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,71.5123356274
# FIT_aerr,97.8619083669
# FIT_b,0.829775881064
# FIT_berr,3.07687062212
# FIT_b_over_berr,0.269681758829
# FIT_chi2,1766.57486816
# FIT_ndf,1
# FIT_chi2ndf,1766.57486816
# FIT_prob,0
