run,spec,run_type,target,hms_p,shms_p,fit_variable,all_events,selected_events,fit_mean,fit_sigma,fit_entries,fit_attempted,fit_status,fit_valid,covariance_status,fit_chi2,fit_ndf,fit_chi2_ndf,fit_edm,candidate_mean,candidate_sigma,failure_reason,status
27116,shms,SHMSDIS,LH2,-1.165,-2.766,P.gtr.beta,818658,181812,0.993116,0.0477309,181812,1,0,1,3,11.3243,10,1.13243,1.68295e-08,0.993116,0.0477309,,OK
27120,shms,SHMSDIS,LH2,-1.165,-2.766,P.gtr.beta,3641708,804798,0.994246,0.0457998,804798,1,0,1,3,24.68,10,2.468,4.1123e-06,0.994246,0.0457998,,OK
27121,shms,SHMSDIS,LH2,-1.165,-2.766,P.gtr.beta,2770100,1207553,0.996182,0.0475955,1.20755e+06,1,0,1,3,9.98466,10,0.998466,9.01791e-07,0.996182,0.0475955,,OK
