run,spec,run_type,target,hms_p,shms_p,fit_variable,all_events,selected_events,fit_mean,fit_sigma,fit_entries,status
28290,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,70564,8905,51.3499,0.443266,8905,OK
28291,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,153688,15375,51.312,0.352839,15375,OK
28292,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,132308,16631,51.3308,0.385643,16631,OK
28293,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,127214,16490,51.3062,0.357316,16490,OK
28294,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,62966,8151,51.3091,0.361423,8151,OK
28295,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,219345,29849,51.3067,0.354376,29849,OK
28296,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,94861,12588,51.3061,0.356025,12588,OK
28298,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,216222,29713,51.3257,0.356982,29713,OK
28299,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,216864,29241,51.3433,0.356833,29241,OK
28300,coin,PI-SIDIS,Dummy,-5.343,-3.837,CTime.ePiCoinTime_ROC2,38524,3679,51.3115,0.364857,3679,OK
28301,coin,PI-SIDIS,Dummy,-5.343,-3.837,CTime.ePiCoinTime_ROC2,39750,3861,51.2936,0.358282,3861,OK
28302,coin,PI-SIDIS,Dummy,-5.343,-3.837,CTime.ePiCoinTime_ROC2,40180,3886,51.3024,0.355604,3886,OK
28303,coin,PI-SIDIS,Dummy,-5.343,-3.837,CTime.ePiCoinTime_ROC2,49314,4774,51.3536,0.364791,4774,OK
28304,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,200959,27512,51.3229,0.37384,27512,OK
28305,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,216525,29483,51.2961,0.373769,29483,OK
28306,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,343151,48696,51.2793,0.362664,48696,OK
28307,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,241613,33611,51.2913,0.371083,33611,OK
28308,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,351059,49351,51.2915,0.371014,49351,OK
28309,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,296983,41416,51.2931,0.366455,41416,OK
28310,coin,PI-SIDIS,Dummy,-5.343,-3.837,CTime.ePiCoinTime_ROC2,50111,5252,51.3246,0.355166,5252,OK
28311,coin,PI-SIDIS,Dummy,-5.343,-3.837,CTime.ePiCoinTime_ROC2,50706,5187,51.3438,0.373924,5187,OK
28312,coin,PI-SIDIS,Dummy,-5.343,-3.837,CTime.ePiCoinTime_ROC2,48369,4932,51.33,0.366804,4932,OK
28313,coin,PI-SIDIS,Dummy,-5.343,-3.837,CTime.ePiCoinTime_ROC2,61547,6226,51.351,0.370049,6226,OK
28314,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,85045,11586,51.3371,0.384244,11586,OK
28315,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,282140,39514,51.3342,0.369518,39514,OK
28317,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,300699,42283,51.344,0.368394,42283,OK
28318,coin,PI-SIDIS,LH2,-5.343,-3.837,CTime.ePiCoinTime_ROC2,356675,50876,51.329,0.369514,50876,OK
28319,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,632213,97060,51.3052,0.368443,97060,OK
28321,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,493060,75343,51.3041,0.372802,75343,OK
28322,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,706912,109348,51.3003,0.37533,109348,OK
28323,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,676901,104072,51.3082,0.370544,104072,OK
28324,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,73391,8559,51.332,0.362219,8559,OK
28325,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,80242,9885,51.3247,0.358714,9885,OK
28326,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,76060,8923,51.324,0.362624,8923,OK
28327,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,81531,9925,51.3204,0.370509,9925,OK
28328,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,1545383,235625,51.2586,0.373965,235625,OK
28330,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,233612,34958,51.2611,0.372899,34958,OK
28331,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,1469118,224320,51.2601,0.371007,224320,OK
28332,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,1384691,212276,51.2444,0.368664,212276,OK
28333,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,819754,124999,51.2415,0.370013,124999,OK
28334,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,709559,108579,51.2616,0.368002,108579,OK
28335,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,745719,113851,51.2669,0.368499,113851,OK
28336,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,609392,94506,51.257,0.366025,94506,OK
28337,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,417244,60236,51.2777,0.368641,60236,OK
28338,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,437646,63064,51.2743,0.366956,63064,OK
28339,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,419123,61037,51.2809,0.364825,61037,OK
28340,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,471483,68416,51.2777,0.362955,68416,OK
28341,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,598472,64575,51.275,0.367587,64575,OK
28345,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,52196,5378,51.3385,0.373054,5378,OK
28346,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,60248,6370,51.3171,0.357751,6370,OK
28347,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,58630,6329,51.3051,0.36099,6329,OK
28348,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,59273,6428,51.2986,0.359896,6428,OK
28351,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,1694536,246769,51.2999,0.370278,246769,OK
28352,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,1925322,279452,51.2693,0.374833,279452,OK
28353,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,1412449,200068,51.2624,0.377104,200068,OK
28356,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,447903,64360,51.2873,0.367642,64360,OK
28357,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,268118,35589,51.3172,0.363106,35589,OK
28358,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,249558,33820,51.3223,0.363185,33820,OK
28359,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,265780,36373,51.3168,0.366088,36373,OK
28360,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,252235,34193,51.3195,0.358735,34193,OK
28361,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,39449,3419,51.3241,0.335944,3419,OK
28362,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,42534,3843,51.333,0.352214,3843,OK
28363,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,44661,4230,51.3367,0.351864,4230,OK
28364,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,32324,3186,51.3372,0.353637,3186,OK
28365,coin,PI-SIDIS,Dummy,-5.343,-2.978,CTime.ePiCoinTime_ROC2,22390,2084,51.3382,0.342504,2084,OK
28373,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,1073531,147952,51.2983,0.357511,147952,OK
28374,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,906332,124475,51.2972,0.356071,124475,OK
28375,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,204702,27938,51.2892,0.349502,27938,OK
28376,coin,PI-SIDIS,LD2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,761194,105268,51.2845,0.358299,105268,OK
28377,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,250740,34129,51.2969,0.346393,34129,OK
28378,coin,PI-SIDIS,LH2,-5.343,-2.978,CTime.ePiCoinTime_ROC2,305411,42110,51.2944,0.353261,42110,OK
28379,coin,PI+SIDIS,LD2,-5.343,5.154,CTime.ePiCoinTime_ROC2,399193,39755,51.2689,0.343825,39755,OK
28417,coin,PI+SIDIS,LD2,-5.343,5.051,CTime.ePiCoinTime_ROC2,1401954,120345,51.2539,0.371572,120345,OK
28418,coin,PI+SIDIS,LD2,-5.343,5.051,CTime.ePiCoinTime_ROC2,1409114,121609,51.2556,0.368566,121609,OK
28419,coin,PI-SIDIS,LD2,-5.343,-5.051,CTime.ePiCoinTime_ROC2,1232162,83885,51.2473,0.371063,83885,OK
28420,coin,PI-SIDIS,LD2,-5.343,-5.051,CTime.ePiCoinTime_ROC2,267448,18047,51.2437,0.370581,18047,OK
28421,coin,PI-SIDIS,Dummy,-5.343,-5.051,CTime.ePiCoinTime_ROC2,52489,4560,51.243,0.354245,4560,OK
28422,coin,PI-SIDIS,Dummy,-5.343,-5.051,CTime.ePiCoinTime_ROC2,52247,4213,51.2364,0.366928,4213,OK
28423,coin,PI-SIDIS,LH2,-5.343,-5.051,CTime.ePiCoinTime_ROC2,323362,20378,51.244,0.369512,20378,OK
28424,coin,PI-SIDIS,LH2,-5.343,-5.051,CTime.ePiCoinTime_ROC2,305609,19215,51.2803,0.37051,19215,OK
28425,coin,PI+SIDIS,LH2,-3.642,3.632,CTime.ePiCoinTime_ROC2,1261941,115128,51.2492,0.386399,115128,OK
28426,coin,PI+SIDIS,LH2,-3.642,3.632,CTime.ePiCoinTime_ROC2,1211917,111226,51.2478,0.382484,111226,OK
28429,coin,PI+SIDIS,Dummy,-3.642,3.632,CTime.ePiCoinTime_ROC2,121839,10289,51.2923,0.362536,10289,OK
28431,coin,PI+SIDIS,Dummy,-3.642,3.632,CTime.ePiCoinTime_ROC2,122786,10407,51.2942,0.372144,10407,OK
28432,coin,PI+SIDIS,Dummy,-3.642,3.632,CTime.ePiCoinTime_ROC2,65864,5645,51.2962,0.367878,5645,OK
28440,coin,PI+SIDIS,LD2,-3.642,3.632,CTime.ePiCoinTime_ROC2,1766360,135705,51.2924,0.400734,135705,OK
28441,coin,PI+SIDIS,LD2,-3.642,3.632,CTime.ePiCoinTime_ROC2,2219294,170367,51.2811,0.388711,170367,OK
28444,coin,PI+SIDIS,LD2,-3.642,3.632,CTime.ePiCoinTime_ROC2,435977,18895,51.3305,0.387589,18895,OK
28445,coin,PI+SIDIS,LD2,-3.642,3.632,CTime.ePiCoinTime_ROC2,601771,25908,51.3274,0.372875,25908,OK
28446,coin,PI+SIDIS,LD2,-3.642,3.632,CTime.ePiCoinTime_ROC2,631931,27256,51.3279,0.375229,27256,OK
28447,coin,PI+SIDIS,LD2,-3.642,3.632,CTime.ePiCoinTime_ROC2,584213,25186,51.3265,0.384843,25186,OK
28448,coin,PI+SIDIS,LD2,-3.642,3.632,CTime.ePiCoinTime_ROC2,617100,26285,51.3194,0.377124,26285,OK
28450,coin,PI+SIDIS,Dummy,-3.642,3.632,CTime.ePiCoinTime_ROC2,40143,1691,51.3103,0.375283,1691,OK
28451,coin,PI+SIDIS,Dummy,-3.642,3.632,CTime.ePiCoinTime_ROC2,63925,2656,51.3311,0.375804,2656,OK
28452,coin,PI+SIDIS,Dummy,-3.642,3.632,CTime.ePiCoinTime_ROC2,55977,2354,51.3012,0.373154,2354,OK
28453,coin,PI+SIDIS,LH2,-3.642,3.632,CTime.ePiCoinTime_ROC2,151192,8488,51.3008,0.371741,8488,OK
28454,coin,PI+SIDIS,LH2,-3.642,3.632,CTime.ePiCoinTime_ROC2,171145,9676,51.2885,0.360642,9676,OK
28455,coin,PI+SIDIS,LH2,-3.642,3.632,CTime.ePiCoinTime_ROC2,184209,10423,51.295,0.373795,10423,OK
28456,coin,PI+SIDIS,LH2,-3.642,3.632,CTime.ePiCoinTime_ROC2,156232,8755,51.2903,0.3762,8755,OK
28457,coin,PI+SIDIS,LH2,-3.642,3.632,CTime.ePiCoinTime_ROC2,177563,10128,51.2879,0.364153,10128,OK
28458,coin,PI+SIDIS,LH2,-3.642,3.632,CTime.ePiCoinTime_ROC2,180074,10322,51.279,0.36681,10322,OK
28459,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,792911,81739,51.2442,0.379188,81739,OK
28460,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,882236,80763,51.2517,0.378846,80763,OK
28461,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,834515,76370,51.2483,0.378419,76370,OK
28462,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,905114,82664,51.2428,0.380913,82664,OK
28463,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,547016,43959,51.3198,0.372902,43959,OK
28464,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,482431,38060,51.3232,0.37768,38060,OK
28465,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,717597,57234,51.2765,0.35913,57234,OK
28466,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,368276,29219,51.2532,0.359402,29219,OK
28467,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,461840,36878,51.2574,0.360524,36878,OK
28468,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,822844,74018,51.3116,0.368636,74018,OK
28469,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,792388,71454,51.2919,0.37211,71454,OK
28470,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,903020,92605,51.2629,0.378739,92605,OK
28471,coin,PI+SIDIS,C,-5.343,2.978,CTime.ePiCoinTime_ROC2,889512,91297,51.2595,0.378076,91297,OK
