run,spec,run_type,target,hms_p,shms_p,fit_variable,all_events,selected_events,fit_mean,fit_sigma,fit_entries,status
27375,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,24005,69,51.2899,0.330627,69,OK
27376,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,23294,50,51.3182,0.406058,50,OK
27377,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,25117,51,51.3044,0.335483,51,OK
27378,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,24012,61,51.0235,0.695843,61,OK
27381,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,97840,1343,51.2546,0.334049,1343,OK
27382,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,94608,1242,51.1847,0.350696,1242,OK
27383,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,101432,1318,51.3261,0.410205,1318,OK
27384,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,98049,1281,51.2642,0.380971,1281,OK
27385,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,46234,504,51.2292,0.465548,504,OK
27386,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,95058,1256,51.2531,0.342256,1256,OK
27387,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,85538,1102,51.346,0.337895,1102,OK
27388,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,87433,1100,51.3071,0.307458,1100,OK
27389,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,93993,1264,51.2877,0.402777,1264,OK
27390,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,96463,1284,51.2771,0.426336,1284,OK
27391,coin,PI-SIDIS,LH2,-1.165,-3.837,CTime.ePiCoinTime_ROC2,92351,1185,51.234,0.365139,1185,OK
27392,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,26396,70,50.8568,0.764381,70,OK
27393,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,23006,68,51.1929,0.27368,68,OK
27394,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,21816,59,51.2933,0.25352,59,OK
27395,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,29950,106,51.2691,0.305153,106,OK
27396,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,23869,77,51.2516,0.300326,77,OK
27397,coin,PI-SIDIS,Dummy,-1.165,-3.837,CTime.ePiCoinTime_ROC2,24886,65,51.4768,0.42053,65,OK
27399,coin,PI-SIDIS,LD2,-1.165,-2.987,CTime.ePiCoinTime_ROC2,139615,2497,51.3411,0.40356,2497,OK
27400,coin,PI-SIDIS,LD2,-1.165,-2.987,CTime.ePiCoinTime_ROC2,130675,2473,51.3679,0.423923,2473,OK
27401,coin,PI-SIDIS,LD2,-1.165,-2.987,CTime.ePiCoinTime_ROC2,126211,2320,51.318,0.387824,2320,OK
27402,coin,PI-SIDIS,LD2,-1.165,-2.987,CTime.ePiCoinTime_ROC2,163684,3139,51.3388,0.384422,3139,OK
27403,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,15989,148,51.2682,0.190022,148,OK
27406,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,131631,2633,51.2761,0.310842,2633,OK
27407,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,125311,2450,51.3049,0.341709,2450,OK
27408,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,126196,2532,51.2632,0.399274,2532,OK
27409,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,124342,2433,,,2433,FIT_FAILED
27410,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,76738,1492,51.3519,0.346009,1492,OK
27411,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,125763,2458,51.2932,0.387835,2458,OK
27412,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,122384,2357,51.275,0.382366,2357,OK
27413,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,129996,2485,51.2371,0.38781,2485,OK
27414,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,114844,2220,51.3048,0.358416,2220,OK
27418,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,82604,2259,,,2259,FIT_FAILED
27419,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,60918,1631,,,1631,FIT_FAILED
27420,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,69143,1870,51.1998,0.337291,1870,OK
27421,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,87991,2417,51.218,0.386479,2417,OK
27423,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,88915,2589,51.194,0.402497,2589,OK
27424,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,97188,2668,51.2388,0.405692,2668,OK
27425,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,76398,2076,51.2537,0.336056,2076,OK
27426,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,90217,2671,51.1889,0.329622,2671,OK
27427,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,82438,2255,51.2338,0.433246,2255,OK
27428,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,93489,2772,51.252,0.367306,2772,OK
27429,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,1360298,2877,51.2674,0.343308,2877,OK
27432,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,24394,125,51.2958,0.374107,125,OK
27433,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,23397,104,51.2665,0.229006,104,OK
27435,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,18146,89,51.2849,0.485683,89,OK
27436,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,23354,115,51.4036,0.513828,115,OK
27437,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,33260,182,51.1866,0.400153,182,OK
27439,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,127347,2508,51.3066,0.326107,2508,OK
27440,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,108901,2034,51.2398,0.347639,2034,OK
27442,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,407675,19540,,,19540,FIT_FAILED
27443,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,383313,18146,51.2482,0.351994,18146,OK
27444,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,436330,20733,51.2393,0.342163,20733,OK
27445,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,453123,21684,,,21684,FIT_FAILED
27446,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,455264,21955,,,21955,FIT_FAILED
27447,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,437885,20787,,,20787,FIT_FAILED
27448,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,432268,20445,51.2379,0.352535,20445,OK
27449,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,426006,19720,51.2431,0.36344,19720,OK
27451,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,7013021,20252,,,20252,FIT_FAILED
27454,coin,PI-SIDIS,Dummy,-1.165,-2.738,CTime.ePiCoinTime_ROC2,298233,14081,,,14081,FIT_FAILED
27455,coin,PI-SIDIS,Dummy,-1.165,-2.738,CTime.ePiCoinTime_ROC2,349960,16731,51.3083,0.357709,16731,OK
27456,coin,PI-SIDIS,Dummy,-1.165,-2.738,CTime.ePiCoinTime_ROC2,353807,16805,51.2636,0.366658,16805,OK
27458,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,476624,21686,51.2593,0.359095,21686,OK
27459,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,93534,4045,51.286,0.349381,4045,OK
27460,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,457798,21004,,,21004,FIT_FAILED
27461,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,459504,21026,51.282,0.361454,21026,OK
27462,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,492673,22390,,,22390,FIT_FAILED
27463,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,358687,16023,,,16023,FIT_FAILED
27464,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,456220,20842,51.2468,0.342569,20842,OK
27465,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,461752,21019,51.3076,0.378227,21019,OK
27466,coin,PI-SIDIS,LH2,-1.165,-2.738,CTime.ePiCoinTime_ROC2,499950,22718,51.2945,0.371067,22718,OK
27467,coin,PI+SIDIS,LH2,-1.165,4.929,CTime.ePiCoinTime_ROC2,450854,17974,51.2787,0.377077,17974,OK
27468,coin,PI+SIDIS,LH2,-1.165,4.929,CTime.ePiCoinTime_ROC2,561928,22864,51.2974,0.374381,22864,OK
27471,coin,PI+SIDIS,Dummy,-1.165,4.929,CTime.ePiCoinTime_ROC2,55525,2085,51.3244,0.323695,2085,OK
27473,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,528362,34692,51.284,0.377383,34692,OK
27474,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,599335,39690,51.2966,0.373654,39690,OK
27475,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,539182,35561,51.3193,0.362099,35561,OK
27476,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,558003,36491,51.3199,0.366668,36491,OK
27477,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,534709,34728,51.3135,0.359967,34728,OK
27478,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,542159,35095,51.3081,0.365767,35095,OK
27479,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,501972,32305,51.2996,0.365383,32305,OK
27480,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,559458,36131,51.299,0.372396,36131,OK
27481,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,916439,3903,,,3903,FIT_FAILED
27482,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,498619,32235,51.2849,0.36244,32235,OK
27483,coin,PI+SIDIS,LH2,-1.165,2.738,CTime.ePiCoinTime_ROC2,624416,40428,53.125,0.284614,40428,OK
27486,coin,PI+SIDIS,Dummy,-1.165,2.738,CTime.ePiCoinTime_ROC2,267418,17943,51.2745,0.364844,17943,OK
27487,coin,PI+SIDIS,Dummy,-1.165,2.738,CTime.ePiCoinTime_ROC2,264967,17633,51.2883,0.372314,17633,OK
27614,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,25435,147,51.2993,0.520477,147,OK
27615,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,25690,195,51.3254,0.370312,195,OK
27616,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,25077,196,51.3357,0.460544,196,OK
27617,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,27169,202,51.2871,0.396518,202,OK
27618,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,25341,180,51.2477,0.451872,180,OK
27619,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,24677,149,51.3545,0.353289,149,OK
27620,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,25893,179,51.3248,0.276072,179,OK
27621,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,24473,169,51.263,0.188616,169,OK
27622,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,23800,145,51.2084,0.305988,145,OK
27623,coin,PI-SIDIS,Dummy,-1.165,-2.978,CTime.ePiCoinTime_ROC2,40201,288,51.3516,0.340248,288,OK
27624,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,79515,1553,51.3205,0.389836,1553,OK
27625,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,145423,2688,51.2673,0.336634,2688,OK
27626,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,143225,2814,51.229,0.37906,2814,OK
27627,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,119721,2261,51.2679,0.378705,2261,OK
27628,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,114947,2243,51.3018,0.358327,2243,OK
27629,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,126794,2419,51.248,0.416486,2419,OK
27630,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,132274,2604,51.2195,0.359223,2604,OK
27631,coin,PI-SIDIS,LD2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,134486,2585,51.2313,0.357902,2585,OK
27632,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,80275,2215,,,2215,FIT_FAILED
27633,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,94705,2604,,,2604,FIT_FAILED
27634,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,91572,2635,51.221,0.427493,2635,OK
27635,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,75407,2078,51.2713,0.372235,2078,OK
27636,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,92269,2641,51.2356,0.337589,2641,OK
27637,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,88050,2420,51.2555,0.347178,2420,OK
27638,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,98254,2738,51.2897,0.357479,2738,OK
27639,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,89842,2511,51.2273,0.352045,2511,OK
27640,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,86033,2376,51.1902,0.34833,2376,OK
27641,coin,PI-SIDIS,LH2,-1.165,-2.978,CTime.ePiCoinTime_ROC2,98270,2860,51.269,0.360129,2860,OK
27642,coin,PI+SIDIS,LH2,-1.165,5.051,CTime.ePiCoinTime_ROC2,127706,4026,51.2824,0.35235,4026,OK
27643,coin,PI+SIDIS,Dummy,-1.165,5.051,CTime.ePiCoinTime_ROC2,9742,68,51.3011,0.337995,68,OK
27644,coin,PI+SIDIS,Dummy,-1.165,5.051,CTime.ePiCoinTime_ROC2,3835,35,,,35,LOW_STATISTICS
27650,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,241726,8093,51.314,0.378659,8093,OK
27651,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,233158,7728,51.305,0.376407,7728,OK
27652,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,234689,7773,51.2855,0.391056,7773,OK
27653,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,227268,7696,51.2794,0.355284,7696,OK
27654,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,232569,7965,51.2764,0.37866,7965,OK
27655,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,234931,7877,51.3125,0.379097,7877,OK
27656,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,230040,7724,51.2725,0.361448,7724,OK
27657,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,235246,7840,51.3003,0.359627,7840,OK
27658,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,224537,7323,51.2942,0.384032,7323,OK
27659,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,238440,7961,51.2596,0.350693,7961,OK
27664,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,168363,8244,51.2503,0.372764,8244,OK
27665,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,167531,8116,51.2924,0.381271,8116,OK
27666,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,181167,8898,51.2608,0.376024,8898,OK
27667,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,191460,9468,51.2577,0.37015,9468,OK
27668,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,180559,8896,51.2438,0.359926,8896,OK
27669,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,78613,3251,51.3265,0.363899,3251,OK
27670,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,300483,14943,51.2562,0.353516,14943,OK
27671,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,178161,8941,51.2916,0.366072,8941,OK
27672,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,188164,9334,51.3143,0.392106,9334,OK
27673,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,157654,7821,51.2405,0.34185,7821,OK
27674,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,2163165,7122,51.2347,0.378058,7122,OK
27675,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,708988,2330,51.2517,0.337615,2330,OK
27678,coin,PI+SIDIS,Dummy,-1.165,2.806,CTime.ePiCoinTime_ROC2,52996,1652,51.3367,0.333964,1652,OK
27679,coin,PI+SIDIS,Dummy,-1.165,2.806,CTime.ePiCoinTime_ROC2,52524,1605,51.3187,0.33175,1605,OK
27681,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,237569,8239,51.3066,0.38396,8239,OK
27682,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,216692,7388,51.3318,0.379901,7388,OK
27683,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,234479,7971,51.3009,0.393941,7971,OK
27684,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,240475,8241,51.2928,0.376731,8241,OK
27685,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,131975,4364,51.2703,0.383755,4364,OK
27686,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,303895,10402,,,10402,FIT_FAILED
27687,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,221151,7486,51.2599,0.370488,7486,OK
27688,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,235455,7973,51.2705,0.345823,7973,OK
27689,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,230281,7934,51.2552,0.369713,7934,OK
27690,coin,PI+SIDIS,LD2,-1.165,2.806,CTime.ePiCoinTime_ROC2,231755,7870,51.2426,0.359012,7870,OK
27691,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,168049,8232,51.3758,0.405368,8232,OK
27692,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,165037,8087,51.3166,0.375066,8087,OK
27693,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,178895,8986,51.2736,0.361545,8986,OK
27694,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,187553,9359,51.2583,0.371821,9359,OK
27695,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,186840,9175,51.2542,0.368115,9175,OK
27696,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,188960,9599,51.293,0.366745,9599,OK
27697,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,198039,9813,51.3136,0.360531,9813,OK
27698,coin,PI+SIDIS,LH2,-1.165,2.806,CTime.ePiCoinTime_ROC2,186605,9342,51.2752,0.381473,9342,OK
27699,coin,PI+SIDIS,Dummy,-1.165,2.806,CTime.ePiCoinTime_ROC2,55315,1747,51.2902,0.376684,1747,OK
27700,coin,PI+SIDIS,Dummy,-1.165,2.806,CTime.ePiCoinTime_ROC2,54165,1559,51.2926,0.357654,1559,OK
27701,coin,PI+SIDIS,Dummy,-1.165,2.806,CTime.ePiCoinTime_ROC2,54027,1638,51.3251,0.338098,1638,OK
27702,coin,PI+SIDIS,Dummy,-1.165,2.806,CTime.ePiCoinTime_ROC2,54314,1707,51.3357,0.370206,1707,OK
27703,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,183981,7014,51.2223,0.330749,7014,OK
27704,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,179119,7114,51.282,0.357679,7114,OK
27705,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,168226,6445,51.2492,0.342468,6445,OK
27706,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,177218,6760,51.1988,0.373743,6760,OK
27707,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,185434,7150,51.237,0.349039,7150,OK
27708,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,192803,7523,51.2592,0.351879,7523,OK
27709,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,197662,7517,51.272,0.374306,7517,OK
27710,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,196925,7642,51.226,0.376101,7642,OK
27711,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,190231,7297,51.2455,0.396506,7297,OK
27712,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,180597,6919,51.2895,0.374612,6919,OK
27713,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,2913833,7373,51.279,0.356512,7373,OK
27714,coin,PI-SIDIS,Dummy,-1.165,-2.806,CTime.ePiCoinTime_ROC2,54052,1223,51.22,0.3441,1223,OK
27715,coin,PI-SIDIS,Dummy,-1.165,-2.806,CTime.ePiCoinTime_ROC2,41025,862,51.2688,0.372625,862,OK
27716,coin,PI-SIDIS,Dummy,-1.165,-2.806,CTime.ePiCoinTime_ROC2,55668,1278,51.2901,0.360589,1278,OK
27717,coin,PI-SIDIS,Dummy,-1.165,-2.806,CTime.ePiCoinTime_ROC2,80575,1899,51.3235,0.358345,1899,OK
27718,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,195945,7351,51.228,0.379774,7351,OK
27719,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,189910,7174,51.2129,0.318829,7174,OK
27720,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,173322,6341,51.2223,0.380706,6341,OK
27721,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,187058,7030,51.2133,0.322061,7030,OK
27722,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,188501,6984,51.2198,0.37398,6984,OK
27723,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,195610,7477,51.2067,0.334198,7477,OK
27724,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,154781,5689,51.2349,0.32597,5689,OK
27725,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,184285,6993,51.2267,0.334563,6993,OK
27726,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,175710,6482,51.2362,0.379159,6482,OK
27727,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,103427,3632,51.2833,0.36706,3632,OK
27728,coin,PI-SIDIS,LH2,-1.165,-2.806,CTime.ePiCoinTime_ROC2,190803,7379,51.3992,0.376729,7379,OK
27730,coin,PI-SIDIS,Dummy,-1.165,-2.806,CTime.ePiCoinTime_ROC2,55354,1266,51.2523,0.337692,1266,OK
27731,coin,PI-SIDIS,Dummy,-1.165,-2.806,CTime.ePiCoinTime_ROC2,60465,1410,51.2559,0.342355,1410,OK
27732,coin,PI-SIDIS,Dummy,-1.165,-2.806,CTime.ePiCoinTime_ROC2,54920,1216,51.2,0.311083,1216,OK
27756,coin,PI-SIDIS,LH2,-3.254,-2.661,CTime.ePiCoinTime_ROC2,3377215,463081,51.2107,0.355345,463081,OK
27757,coin,PI-SIDIS,LH2,-3.254,-2.661,CTime.ePiCoinTime_ROC2,484331,65880,51.2113,0.35036,65880,OK
27758,coin,PI-SIDIS,LH2,-3.254,-2.738,CTime.ePiCoinTime_ROC2,-1,-1,,,,MISSING_TREE
27759,coin,PI-SIDIS,LH2,-3.254,-2.738,CTime.ePiCoinTime_ROC2,1680156,214303,51.2638,0.362286,214303,OK
27760,coin,PI-SIDIS,LH2,-3.254,-2.738,CTime.ePiCoinTime_ROC2,8821416,378651,51.2586,0.36507,378651,OK
27762,coin,PI-SIDIS,LH2,-3.254,-2.738,CTime.ePiCoinTime_ROC2,996349,127715,51.2622,0.36559,127715,OK
27763,coin,PI-SIDIS,Dummy,-3.254,-2.738,CTime.ePiCoinTime_ROC2,499806,63195,51.2964,0.344458,63195,OK
27765,coin,PI-SIDIS,Dummy,-3.254,-2.738,CTime.ePiCoinTime_ROC2,185167,24679,,,24679,FIT_FAILED
