run,spec,run_type,target,hms_p,shms_p,fit_variable,all_events,selected_events,fit_mean,fit_sigma,fit_entries,fit_attempted,fit_status,fit_valid,covariance_status,fit_chi2,fit_ndf,fit_chi2_ndf,fit_edm,candidate_mean,candidate_sigma,failure_reason,status
28259,hms,HMSDIS,Cu,-5.343,2.978,H.gtr.beta,3098424,1478947,1.00668,0.0315221,1.47895e+06,1,0,1,3,25.3574,10,2.53574,3.10799e-07,1.00668,0.0315221,,OK
28265,hms,HMSDIS,LH2,-5.343,2.978,H.gtr.beta,4518601,2469170,1.00622,0.0309765,2.46917e+06,1,0,1,3,77.4032,10,7.74032,2.02148e-07,1.00622,0.0309765,,OK
28266,hms,HMSDIS,LH2,-5.343,2.978,H.gtr.beta,2610723,1056256,1.00644,0.0311771,1.05626e+06,1,0,1,3,28.595,10,2.8595,1.08092e-07,1.00644,0.0311771,,OK
28284,hms,HMSDIS,Dummy,-5.343,-3.837,H.gtr.beta,862617,445623,1.00603,0.0315477,445623,1,0,1,3,11.808,10,1.1808,3.19281e-06,1.00603,0.0315477,,OK
28343,hms,HMSDIS,LH2,-5.343,-2.978,H.gtr.beta,3103815,1690602,1.00682,0.0312344,1.6906e+06,1,0,1,3,29.2152,10,2.92152,1.70522e-07,1.00682,0.0312344,,OK
28344,hms,HMSDIS,LH2,-5.343,-2.978,H.gtr.beta,2508291,1005402,1.00714,0.0316803,1.0054e+06,1,0,1,3,22.4051,10,2.24051,2.45264e-07,1.00714,0.0316803,,OK
28349,hms,HMSDIS,Dummy,-5.343,-2.978,H.gtr.beta,459595,237501,1.00567,0.0314452,237501,1,0,1,3,15.9429,10,1.59429,3.17405e-08,1.00567,0.0314452,,OK
28350,hms,HMSDIS,Dummy,-5.343,-2.978,H.gtr.beta,808019,416972,1.00646,0.0320844,416972,1,0,1,3,24.8405,10,2.48405,2.27323e-07,1.00646,0.0320844,,OK
28354,hms,HMSDIS,LD2,-5.343,-2.978,H.gtr.beta,1690724,883933,1.00695,0.0317937,883933,1,0,1,3,27.5822,10,2.75822,2.73543e-07,1.00695,0.0317937,,OK
28427,hms,HMSDIS,LH2,-3.642,3.632,H.gtr.beta,1497709,563584,1.00849,0.03243,563584,1,0,1,3,10.3751,10,1.03751,4.66262e-07,1.00849,0.03243,,OK
28428,hms,HMSDIS,LH2,-3.642,3.632,H.gtr.beta,2188612,281943,1.00808,0.0322649,281943,1,0,1,3,20.903,10,2.0903,1.9104e-07,1.00808,0.0322649,,OK
