toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_A,dthe_B,dthe_C,dthe_E,dthe_D,dpe_A,dpe_B,dpe_C,dpe_E,dpe_D,dpp_A,dpp_B,dpp_C,dpp_E,dpp_D,dthp
586,True,Optimization terminated successfully.,18800,24603,950.2400,0,1,0.1194,-0.8489,-0.7710,-0.2375,-0.4825,-0.6891,0.4928,0.6011,-0.0397,0.3594,-0.7274,-0.1433,2.2436,3.2404,2.6501,0.9386
587,True,Optimization terminated successfully.,13273,17462,1292.1714,0,1,-0.2906,-0.3850,-0.2898,-2.3615,-1.6328,-0.0798,-0.1021,0.6995,3.3343,1.7358,-2.7970,1.0657,1.3548,-2.0466,0.1989,1.6412
588,True,Optimization terminated successfully.,10382,13714,3224.6872,0,1,0.3261,-1.1788,-0.6193,-1.2445,-1.8259,-1.0473,0.7717,-0.5165,0.0717,1.3623,0.4663,-0.4866,2.5518,1.9993,-0.5605,0.4613
589,True,Optimization terminated successfully.,7133,9559,5343.3568,0,1,0.0379,-1.0174,-0.3424,-0.6201,-0.8431,-0.5887,0.5806,-0.4597,-1.0638,-0.6696,-1.0620,-0.0934,1.1816,3.6843,1.4328,1.0314
590,True,Optimization terminated successfully.,10005,13225,1038.7628,0,1,0.1152,-0.6951,-0.5961,-0.6417,-1.6622,-0.6816,0.4063,0.4525,0.4719,2.6456,-0.7452,0.3970,1.7687,2.0166,-0.8270,0.9753
591,True,Optimization terminated successfully.,23984,31420,942.6603,0,1,0.0473,-0.6169,-0.7920,-0.5737,-1.1430,-0.5815,0.0834,1.6199,0.8277,2.3236,-1.0981,0.7755,1.0362,1.9580,-0.6107,1.0814
592,True,Optimization terminated successfully.,18030,23681,437.7431,0,1,-0.3759,-0.8778,-1.0659,-0.6727,-1.3036,0.0760,0.8700,2.3163,1.3410,2.0435,-3.3156,-0.3925,-0.1790,1.3418,-0.0880,1.9344
593,True,Optimization terminated successfully.,23510,30800,894.7151,1,0,-0.2961,-0.8567,-0.3202,0.6405,-1.2206,-0.0715,0.7175,0.6590,-1.3825,1.2256,-2.8750,-0.4063,2.3456,5.1948,0.6297,1.5850
594,True,Optimization terminated successfully.,14251,18688,811.4067,1,0,-0.0378,-0.2986,-1.5408,0.7317,-1.7651,-0.4609,-0.3611,2.6264,-1.5134,2.8317,-1.5133,1.4911,-0.9892,5.4400,-1.4137,1.1715
595,True,Optimization terminated successfully.,22831,29755,500.8753,0,1,-0.2365,-0.9215,0.0577,-1.2626,-0.5737,-0.1457,0.8621,-0.0508,2.1119,0.4768,-2.5801,-0.4428,3.0998,0.0054,2.4315,1.6377
596,True,Optimization terminated successfully.,10483,13840,2303.0491,0,1,-0.0179,-0.9700,-0.2258,-0.6270,-0.9281,-0.4703,0.8630,0.7340,0.5555,0.5356,-1.4420,-0.4157,2.1061,2.7121,-0.0261,1.2790
597,True,Optimization terminated successfully.,17988,23498,686.6225,0,1,-0.0499,-0.7291,-0.4768,0.4157,-0.9884,-0.4181,0.5520,0.7343,-0.9433,1.4741,-1.6480,0.0521,1.9303,4.6252,0.9192,1.3229
598,True,Optimization terminated successfully.,9804,12954,5664.2266,0,1,0.4950,-0.8184,-1.2477,-0.7005,-1.4759,-1.3433,-0.2560,-0.1807,-0.6542,-0.3037,1.4497,0.8379,1.4001,2.7666,0.5946,-0.0812
599,True,Optimization terminated successfully.,12436,16362,881.8673,0,1,-0.2714,-0.9868,-1.5524,-0.8112,-1.7137,-0.1148,0.8949,2.0645,1.0796,1.5735,-2.7057,-0.6441,-0.2262,1.3505,0.3538,1.5656
600,True,Optimization terminated successfully.,18472,24254,1439.8423,0,1,0.1151,-1.3366,0.3099,-1.4118,-0.2252,-0.6861,1.3115,-0.5203,2.6050,-0.2289,-0.7251,-1.1556,3.7559,-0.6965,3.0681,1.0077
601,True,Optimization terminated successfully.,28353,37052,1130.7635,1,0,-0.1427,-1.2820,0.4424,-1.3956,0.5536,-0.3000,1.4940,-0.7335,2.3151,-1.1859,-2.0496,-1.4638,3.9371,-0.3194,5.1924,1.5051
602,True,Optimization terminated successfully.,8314,11090,4452.0117,0,1,0.2914,-1.1220,-0.9454,-1.6016,-1.1504,-0.9944,0.5280,-0.0444,0.7005,-0.1478,0.2862,-0.5756,0.9166,0.8214,2.6358,0.4515
603,True,Optimization terminated successfully.,16423,21555,426.4499,0,1,0.0322,-0.3973,-0.2272,0.1407,-0.5266,-0.5820,-0.1211,0.2458,-0.8061,0.2194,-1.1044,1.1323,2.3857,4.1708,2.7445,1.0138
604,True,Optimization terminated successfully.,18689,24407,892.5541,1,0,-0.3365,-1.2806,-1.7298,0.7858,-1.7545,0.0278,1.5010,3.0438,-1.0263,3.1355,-3.1598,-1.4761,-1.6394,5.0061,-1.4639,1.8346
605,True,Optimization terminated successfully.,17592,22946,1181.1989,0,1,0.2971,-0.8520,-0.5507,-0.4218,-0.0277,-0.9961,0.4111,0.7240,-0.2967,-0.3709,0.3181,0.2327,1.6601,3.1656,3.7627,0.5440
606,True,Optimization terminated successfully.,8507,11259,3743.6558,0,1,0.1409,-0.9994,-1.3244,-0.7728,-1.4351,-0.7496,0.7151,0.6375,-0.3541,1.5781,-0.5456,-0.3013,0.1671,1.4731,1.1047,0.7817
607,True,Optimization terminated successfully.,14817,19532,1046.7283,0,1,-0.0967,-0.9264,-0.9383,-1.1684,-0.9033,-0.3720,0.7161,1.0768,1.5321,0.3946,-1.8035,-0.1864,0.7470,0.4366,2.6624,1.2762
608,True,Optimization terminated successfully.,9735,12882,7591.7697,0,1,-0.0468,-1.1505,-0.6651,-1.0261,0.5535,-0.5073,0.5630,-0.3374,0.8102,0.0447,-1.4162,-0.0445,0.4494,-0.4974,2.1071,0.8458
609,True,Optimization terminated successfully.,12884,16874,1725.0029,0,1,0.0339,-1.4056,-1.2797,-1.7970,-0.7721,-0.5332,1.4813,1.6364,3.4628,1.8463,-1.2229,-1.4814,0.2899,-2.1661,0.6213,1.2912
610,True,Optimization terminated successfully.,24373,31786,455.9804,0,1,-0.2612,-0.6989,-0.9717,-0.9794,-1.2837,-0.1024,0.5692,1.9245,1.6538,1.8354,-2.7238,0.0703,0.2655,0.6634,0.3913,1.6914
611,True,Optimization terminated successfully.,8510,11308,3288.8505,0,1,0.4249,-0.7639,-0.5051,-1.3387,-1.8370,-1.1751,0.0821,1.2254,0.8327,2.2935,0.9479,0.6050,-0.4775,0.9216,-0.0690,0.4228
612,True,Optimization terminated successfully.,9127,12060,3593.5801,0,1,0.1742,-0.9715,-0.6502,-1.2862,-1.1328,-0.7942,0.4583,0.4999,0.9477,0.3600,-0.3537,0.3151,1.7298,0.9008,-0.2972,0.8007
613,True,Optimization terminated successfully.,9375,12360,6275.8185,0,1,-0.1050,-0.8742,-1.1028,-0.8541,0.0971,-0.4165,0.3539,0.1024,0.3154,-0.2592,-1.7058,0.1548,1.8949,1.7672,0.1645,0.9782
614,True,Optimization terminated successfully.,9201,12118,4598.3350,0,1,0.3005,-0.9988,-1.4825,-0.8537,-0.7606,-1.0463,0.2893,-0.3099,-0.3207,0.0518,0.4269,0.3220,1.7429,2.3685,0.8182,0.2535
615,True,Optimization terminated successfully.,7590,10108,7347.5551,0,1,0.2619,-1.1492,0.1221,-0.9469,-0.8578,-1.0026,0.1744,-0.3535,0.0545,0.2662,0.2749,0.5091,0.9290,1.8321,-0.2112,0.2909
616,True,Optimization terminated successfully.,20814,27250,544.7797,0,1,-0.1288,-0.7573,-0.8707,-0.6665,-0.2317,-0.2982,0.5559,1.8185,0.8575,0.0073,-2.0219,0.0431,0.4319,1.9801,3.1635,1.4409
617,True,Optimization terminated successfully.,19648,25637,578.7487,0,1,-0.0507,-0.9060,-0.1754,-0.1976,-0.5382,-0.4274,0.7396,0.0222,0.1930,0.0606,-1.6049,-0.2092,2.8577,2.9655,2.8300,1.2468
618,True,Optimization terminated successfully.,27264,35652,1221.9301,0,1,-0.3409,-1.4741,-0.7908,-0.7068,-0.3277,0.0214,1.7677,0.7936,0.8675,-0.3737,-3.1225,-1.9276,1.0507,1.2669,3.8861,1.8471
619,True,Optimization terminated successfully.,14921,19641,2629.0951,0,1,0.2571,-0.7075,-1.3762,-1.8802,-0.3635,-0.9744,-0.0282,0.3152,1.2546,-0.9499,0.1831,0.6418,1.8812,0.3215,3.3396,0.3377
620,True,Optimization terminated successfully.,17456,22872,442.2865,0,1,-0.3489,-1.0852,-1.0422,-0.2638,-1.0406,0.0487,1.1901,2.1385,0.4231,1.4014,-3.2248,-0.9212,-0.0730,2.6010,0.9012,1.8963
621,True,Optimization terminated successfully.,13801,18157,1042.1891,0,1,0.0850,-0.7555,-0.9817,-2.0312,-1.3067,-0.6433,0.3644,1.2227,3.1095,1.3395,-0.8875,0.3265,1.2220,-1.9084,0.7970,0.9850
622,True,Optimization terminated successfully.,32746,42585,1013.6008,0,1,-0.3243,-0.3492,-1.2214,-0.4080,-1.9442,0.0027,0.1522,2.4928,0.9277,3.7056,-3.0699,0.8092,-0.6687,1.6864,-2.4091,1.8476
623,True,Optimization terminated successfully.,16939,22186,953.6238,0,1,0.1685,-0.7625,-0.4175,-1.0264,-1.3692,-0.7442,0.4781,0.3071,1.1747,1.8841,-0.5000,0.1237,2.6833,1.5053,-0.3915,0.9856
624,True,Optimization terminated successfully.,22115,28821,478.8851,0,1,-0.2305,-0.7522,-1.4973,-0.3401,-0.6068,-0.1488,0.5770,2.6742,0.3713,0.6418,-2.5760,0.1013,-0.9888,2.6108,2.1174,1.6560
625,True,Optimization terminated successfully.,20516,26812,438.4500,0,1,-0.1875,-0.8497,-0.8108,0.0427,-0.2383,-0.2227,0.7192,1.5149,-0.1733,-0.2849,-2.3180,-0.2171,0.7671,3.5190,3.5322,1.5175
626,True,Optimization terminated successfully.,23911,31264,992.4339,0,1,-0.5564,-1.6844,0.6288,-1.0335,-1.1775,0.3863,2.3223,-0.6066,2.1788,1.4924,-4.3589,-2.6863,4.0583,0.0189,0.4549,2.3257
627,True,Optimization terminated successfully.,34380,44754,1061.6372,0,1,-0.0148,-0.9152,0.4254,-1.3375,-0.5654,-0.4324,1.0309,-0.5636,2.1645,1.1426,-1.5781,-0.6440,3.7012,-0.1656,1.5855,1.3755
628,True,Optimization terminated successfully.,17820,23414,1216.9402,0,1,0.1546,-0.8360,-1.0589,-0.4933,-2.0972,-0.7292,0.5287,1.6483,-0.2151,3.2716,-0.5532,0.0268,0.2598,3.2245,-1.8305,0.9775
629,True,Optimization terminated successfully.,19484,25464,915.8116,0,1,0.0695,-0.2649,-1.3942,-1.3129,-2.3194,-0.6216,-0.3826,2.0577,1.6345,3.7089,-0.9552,1.5406,-0.2668,0.5637,-2.5582,0.9889
630,True,Optimization terminated successfully.,19123,25025,677.3661,0,1,-0.2891,-1.2436,-0.8527,-0.8602,-1.8244,-0.0497,1.3836,1.3506,1.3798,2.2747,-2.8817,-1.2958,1.1317,1.0594,-0.6729,1.7468
631,True,Optimization terminated successfully.,24407,31871,471.2712,0,1,-0.2391,-0.7075,-0.4414,-0.7084,-1.2857,-0.1350,0.5197,0.9171,1.1909,1.8765,-2.6009,0.1182,1.6850,1.5461,0.3768,1.6209
632,True,Optimization terminated successfully.,11106,14717,3161.5272,0,1,0.1585,-1.1402,-1.5700,-1.5993,-1.2253,-0.8110,0.6183,1.1027,0.2210,0.8599,-0.3500,-0.4334,0.1784,1.3688,0.9196,0.6541
633,True,Optimization terminated successfully.,11894,15693,776.6120,0,1,-0.3124,-0.5126,-2.2616,-0.6104,-2.1647,-0.0269,0.2598,3.9109,1.0235,3.4142,-2.9558,0.5556,-2.8770,1.7670,-2.1413,1.7673
634,True,Optimization terminated successfully.,35588,46232,510.9932,0,1,-0.1970,-0.6189,-0.4626,-1.5545,-1.2244,-0.2026,0.3017,0.8348,2.5381,1.6073,-2.3720,0.4732,1.8196,-0.6813,0.4543,1.5419
635,True,Optimization terminated successfully.,8792,11700,2651.3881,0,1,0.4266,-0.6055,-0.5721,-1.2341,-2.2346,-1.1947,-0.2427,0.3744,1.3485,1.9619,0.9903,0.8889,2.2853,1.4551,-1.8561,0.2135
636,True,Optimization terminated successfully.,8607,11417,3254.1179,0,1,0.1301,-1.0210,-1.5696,-0.2027,-1.1085,-0.7478,0.6048,0.5695,-0.0658,1.3095,-0.5389,0.1663,0.3421,2.0100,0.4964,0.8315
637,True,Optimization terminated successfully.,36084,46906,612.9651,0,1,-0.3549,-1.1814,-0.3882,-0.9032,-1.3515,0.0453,1.3891,0.7419,1.5831,1.4494,-3.2195,-1.2930,1.8851,0.9379,0.6918,1.8951
638,True,Optimization terminated successfully.,18500,24286,494.9238,0,1,-0.0912,-0.8086,-0.5127,-0.8537,-0.2311,-0.3755,0.6289,0.5978,1.2014,-0.1226,-1.8020,-0.1101,2.0885,1.4954,3.2741,1.3318
639,True,Optimization terminated successfully.,24393,31885,519.0060,0,1,-0.2266,-0.8779,-1.0047,-0.2070,-1.1670,-0.1387,0.7970,1.8006,0.3638,1.6825,-2.5734,-0.3217,0.3976,2.6693,0.5701,1.6318
640,True,Optimization terminated successfully.,12444,16303,694.4447,0,1,-0.6325,-1.7330,-0.5862,-1.2055,-1.1789,0.5064,2.4870,1.5561,2.4421,1.8731,-4.7655,-2.9589,0.7230,-0.3223,0.4789,2.5298
641,True,Optimization terminated successfully.,15275,20019,2716.3112,0,1,0.3297,-1.0115,-1.7738,-0.7220,-0.7588,-1.0188,0.7198,3.1311,-0.3866,2.0266,0.4167,-0.2303,-1.8430,2.9206,-0.5268,0.6816
642,True,Optimization terminated successfully.,16321,21393,809.2336,0,1,-0.1969,-1.0215,0.3078,-2.1009,-1.0661,-0.1976,0.9841,-0.6561,3.3621,1.4229,-2.3729,-0.6529,4.1062,-1.9847,0.7568,1.5668
643,True,Optimization terminated successfully.,18045,23677,464.9325,0,1,-0.2574,-0.9363,-1.1935,-0.9019,-0.1583,-0.1095,0.9530,2.1521,1.2495,-0.6363,-2.7007,-0.5803,-0.2374,1.3046,3.8141,1.6651
644,True,Optimization terminated successfully.,15165,19865,4276.2501,0,1,0.2762,-0.7499,-0.7333,0.1145,-1.1422,-0.9447,0.1405,0.4504,-0.3509,1.4356,0.1462,1.0739,-0.0204,3.8548,-0.7526,0.6573
645,True,Optimization terminated successfully.,21234,27848,799.7324,0,1,-0.2890,-1.6069,-0.6498,-0.7790,-1.1844,-0.0348,2.0267,1.5094,2.0057,1.8449,-2.9167,-2.3003,0.9742,0.1628,0.5509,1.8619
646,True,Optimization terminated successfully.,6782,9066,5836.0129,0,1,0.2484,-0.7005,-1.3114,0.4533,-2.0984,-0.9840,-0.1556,-0.5615,-0.2446,1.4531,0.2007,0.8654,1.7372,3.2599,-1.9890,0.2326
647,True,Optimization terminated successfully.,18121,23706,776.3141,0,1,-0.3901,-0.5520,-0.6509,-0.7423,0.0653,0.0759,0.2898,1.3521,1.4249,-0.6514,-3.3506,0.2907,1.0051,0.7466,4.2259,1.8089
648,True,Optimization terminated successfully.,7739,10263,9766.3879,0,1,0.1436,-1.1384,-0.9170,0.0352,0.4673,-0.8273,0.3138,-0.8272,0.0405,0.2302,-0.3459,-0.5335,1.9664,2.3403,0.0554,0.3286
649,True,Optimization terminated successfully.,23904,31295,485.6284,0,1,-0.4892,-1.3117,-1.3322,-1.8670,-0.8132,0.2840,1.7016,2.7740,3.3577,1.0272,-4.0224,-1.7335,-0.8568,-1.6792,1.5699,2.2563
650,True,Optimization terminated successfully.,10485,13849,3361.5672,0,1,0.1491,-0.7881,-0.9270,-0.8885,-1.2476,-0.7788,0.2351,-0.5903,0.0187,0.2206,-0.4661,0.4691,2.6299,2.4965,0.3592,0.6727
651,True,Optimization terminated successfully.,20293,26480,745.4411,0,1,-0.3317,-0.6427,-1.8035,-1.8173,-0.5142,0.0240,0.5829,3.4210,3.5399,0.8546,-3.1267,0.0944,-1.9034,-1.8393,1.6042,1.9236
652,True,Optimization terminated successfully.,13240,17374,1373.4249,1,0,0.1998,-1.1850,1.0549,0.0332,-1.1068,-0.8464,0.9359,-2.2147,-0.3675,0.6936,-0.2128,-0.6824,6.3147,3.4499,1.4318,0.7037
653,True,Optimization terminated successfully.,16626,21782,682.0885,0,1,-0.2868,-0.6608,-1.1330,-2.1001,-1.5096,-0.0573,0.4964,2.0246,3.5040,2.3140,-2.8442,0.2034,-0.0034,-2.0981,-0.3890,1.7665
654,True,Optimization terminated successfully.,16289,21335,642.8898,0,1,0.0219,-0.5835,-0.8964,0.0246,-1.2640,-0.5257,0.2779,1.4177,0.0381,2.1238,-1.2689,0.5543,0.9607,3.3983,-0.3326,1.1743
655,True,Optimization terminated successfully.,16210,21279,6164.0963,0,1,-0.1614,-0.8196,-0.7019,-0.8558,-0.4364,-0.3208,0.2835,0.5692,1.0682,0.5110,-2.0268,0.8870,-0.5346,-0.1553,0.6654,1.1923
656,True,Optimization terminated successfully.,21752,28501,552.1475,0,1,-0.1943,-0.7721,-0.3730,-1.0022,-0.1067,-0.2210,0.6043,0.6267,1.6207,-0.5426,-2.3240,0.0056,2.0903,0.7352,3.7162,1.5321
657,True,Optimization terminated successfully.,17988,23592,1183.7388,0,1,0.1515,-0.0321,-0.7471,-2.1064,-1.3048,-0.7640,-0.7767,0.8979,3.0253,1.3994,-0.4871,2.2379,1.2826,-1.6388,0.6032,0.7961
658,True,Optimization terminated successfully.,17508,22859,908.0871,0,1,-0.1368,-0.8261,-2.0261,-0.9523,-0.6962,-0.2706,0.7825,3.8539,1.7016,1.4019,-2.1176,-0.2002,-2.6409,0.4993,1.2441,1.5764
659,True,Optimization terminated successfully.,19812,26010,3033.8072,0,1,-0.0948,-1.0402,-0.7487,-0.9133,-1.5589,-0.3751,0.8770,-0.2112,0.7066,0.3181,-1.7971,-0.4465,2.4917,1.5315,0.0673,1.2960
660,True,Optimization terminated successfully.,27327,35496,575.2761,0,1,-0.2182,-0.8252,0.2976,-0.9672,0.0200,-0.1732,0.7230,-0.3275,1.7938,-0.4552,-2.4894,-0.1594,3.4518,0.4721,3.7810,1.5843
661,True,Optimization terminated successfully.,16116,21146,852.0996,1,0,-0.2080,-0.9239,-0.0427,-1.1399,0.1686,-0.1898,0.8082,-0.1989,1.5001,-1.7206,-2.4293,-0.4126,2.9552,0.7103,5.3160,1.5219
662,True,Optimization terminated successfully.,6916,9312,6791.9152,0,1,0.0202,-1.0278,-0.6832,-0.4440,-0.6064,-0.5780,0.6952,-1.1427,-1.4736,0.3518,-1.1606,-0.4195,2.2892,4.0514,-0.1621,0.9788
663,True,Optimization terminated successfully.,8750,11579,4174.8466,0,1,0.0718,-1.0370,-1.0618,-1.0970,-1.1080,-0.6659,0.5717,-0.1244,0.2347,-0.3018,-0.8398,-0.0793,0.8183,1.3137,2.1700,0.8019
664,True,Optimization terminated successfully.,10864,14328,3492.6479,0,1,0.2969,-0.9620,-1.4659,-0.7658,-0.8740,-0.9773,0.4951,1.2878,0.9602,-0.3425,0.2461,-0.0834,-0.9685,0.4345,3.8275,0.5795
665,True,Optimization terminated successfully.,17300,22680,746.7324,0,1,-0.2735,-0.2519,-1.1889,-1.3829,0.1484,-0.0916,-0.2010,2.3095,2.4143,-0.6696,-2.7744,1.3098,-0.4571,-0.5652,3.9986,1.6270
666,True,Optimization terminated successfully.,22297,29229,3684.9205,0,1,0.2059,-0.9633,-0.5159,0.2012,0.1602,-0.7916,0.8069,1.0737,-0.1500,-0.0487,-0.3186,-0.2663,1.4112,3.5168,0.9695,1.0513
667,True,Optimization terminated successfully.,8742,11621,5715.8998,0,1,-0.2078,-1.1259,-0.4601,-0.8259,-0.2713,-0.2572,0.7522,1.2424,1.3488,0.7134,-2.2397,0.1979,-1.3252,-0.5082,1.6313,1.2153
668,True,Optimization terminated successfully.,32379,42064,601.5478,0,1,-0.3216,-1.0692,-1.6872,0.2678,-0.1677,0.0018,1.1922,3.2528,-0.4874,-0.2931,-3.0544,-0.8083,-1.8655,3.8997,3.3714,1.8093
669,True,Optimization terminated successfully.,9251,12280,6398.7098,0,1,0.1814,-1.0097,-1.0424,-1.1758,-1.3049,-0.8736,0.1937,-0.1539,0.1819,0.9142,-0.1825,0.5270,0.3528,0.8528,0.0856,0.4014
670,True,Optimization terminated successfully.,12180,15989,586.5699,0,1,-0.1490,-0.4307,-0.0777,-0.6410,0.0499,-0.2821,0.0287,0.1709,0.5324,-0.8626,-2.1256,0.9092,2.6730,2.1799,4.0409,1.3999
671,True,Optimization terminated successfully.,9914,13113,5001.9292,0,1,0.0915,-1.1240,-0.7211,-0.1390,-1.2635,-0.7246,0.5562,-0.1191,-0.6132,0.4858,-0.6768,0.3755,1.3591,2.4806,-0.0481,0.6322
672,True,Optimization terminated successfully.,18410,24137,1019.5697,0,1,0.1799,0.3297,-1.2087,-1.0068,-1.5135,-0.8160,-1.3597,1.8828,1.2080,2.0952,-0.3068,3.1925,0.1449,1.3549,-0.7839,0.7001
673,True,Optimization terminated successfully.,13311,17556,640.5608,0,1,-0.0300,-0.6423,-0.2419,-1.1613,-0.6569,-0.4790,0.2918,0.0686,1.4489,0.0117,-1.4510,0.4933,2.7492,0.7433,2.7152,1.1304
674,True,Optimization terminated successfully.,8644,11429,7391.2683,0,1,-0.0691,-0.9651,-0.8269,0.1907,-0.1361,-0.4807,0.3732,-0.0199,-0.6631,-0.0683,-1.5109,0.5071,0.8471,2.6657,0.0806,0.9251
675,True,Optimization terminated successfully.,10821,14266,1219.5585,0,1,-0.1678,-1.0901,-0.2073,-0.1865,-1.7494,-0.2547,1.0163,-0.3314,-0.7706,2.0459,-2.2105,-0.7721,2.9310,4.0746,-0.4280,1.4399
676,False,Maximum number of iterations has been exceeded.,50000,64641,799.5590,0,0,-0.0882,-1.0638,0.2948,-0.2261,-0.2462,-0.3782,0.8436,-0.1958,-0.0598,0.3853,-1.8022,-0.3889,3.2150,3.0894,2.7795,1.2799
677,True,Optimization terminated successfully.,11412,15030,3402.1635,1,0,0.0249,-0.3949,-0.8716,0.1714,-1.7936,-0.5789,-0.1932,0.5558,-1.5492,0.2085,-1.1171,1.0785,1.2470,5.3218,-0.0115,0.9636
678,True,Optimization terminated successfully.,34127,44565,1196.0587,0,1,0.1197,-0.5422,0.1585,-0.5526,-0.1008,-0.5836,0.3561,-0.1943,0.6292,-0.8558,-1.0650,0.1746,2.9362,1.7564,4.5642,1.2320
679,True,Optimization terminated successfully.,26003,33933,527.8007,0,1,-0.1831,-0.8374,-0.3123,-0.3442,-0.1121,-0.2313,0.6905,0.6843,0.5537,-0.8339,-2.2792,-0.1690,1.9898,2.4362,4.1418,1.5102
680,True,Optimization terminated successfully.,26392,34421,550.1740,0,1,-0.3050,-0.8456,-1.1865,-1.0584,-1.0020,-0.0355,0.7904,2.2209,1.8481,1.1062,-2.9362,-0.3073,-0.1623,0.2996,1.4317,1.7627
681,True,Optimization terminated successfully.,9060,12040,4132.3817,0,1,0.1551,-1.2406,-0.7543,-0.7441,-2.0079,-0.8022,0.7239,-0.8304,-0.3092,0.9086,-0.3836,-0.6321,2.4584,2.4790,0.1554,0.5847
682,True,Optimization terminated successfully.,12111,15922,1185.5817,0,1,-0.1530,-0.9318,-0.3864,-2.2237,-0.2509,-0.2739,0.7342,0.2197,3.1082,-1.0809,-2.1427,-0.2513,2.0606,-1.9055,4.3258,1.4604
683,True,Optimization terminated successfully.,38541,50114,753.6921,0,1,-0.2952,-1.1092,-2.3091,-0.6276,-0.4154,-0.0553,1.2647,4.0989,0.9837,0.9145,-2.8891,-1.1456,-2.9506,1.6761,2.0356,1.7843
684,True,Optimization terminated successfully.,19468,25654,2609.8916,0,1,-0.2583,-0.7821,-0.6926,-1.4529,-1.8028,-0.1543,0.3497,0.6503,1.4656,0.5494,-2.5979,0.0764,1.5002,0.8391,0.0060,1.3956
685,True,Optimization terminated successfully.,9082,12066,6849.7950,0,1,-0.1085,-1.2318,-0.5598,0.3653,-1.1488,-0.4759,0.3847,0.4148,0.3848,0.8076,-1.5626,0.3395,0.5235,0.4405,0.4840,0.6585
686,True,Optimization terminated successfully.,6974,9278,6297.0930,0,1,0.3319,-1.0397,-1.0637,-0.9927,-1.4544,-1.0809,0.3047,-0.0678,-0.3372,-0.0287,0.5597,-0.1830,1.0464,2.6236,-0.1475,0.3233
687,True,Optimization terminated successfully.,8461,11232,5102.0714,0,1,0.4477,-1.3390,-0.5616,-0.6291,-2.0070,-1.2347,0.8128,-0.7080,-0.3985,1.7135,1.1239,-0.5880,1.6360,2.4356,-0.6980,0.2354
688,True,Optimization terminated successfully.,8440,11234,8189.0370,0,1,0.1638,-1.3278,-0.6107,-0.4509,0.2904,-0.8232,0.8068,-0.3934,-0.2824,0.8208,-0.3320,-0.3574,0.7150,1.7091,0.3049,0.5477
689,True,Optimization terminated successfully.,9916,13106,939.7063,0,1,0.1579,-0.6030,-0.2924,-1.8588,-1.5755,-0.7376,0.2314,0.0768,2.7227,1.9563,-0.5309,0.6160,2.5785,-1.0008,-0.0672,0.9652
690,True,Optimization terminated successfully.,14588,19186,925.0720,0,1,-0.2315,-0.4304,-2.4074,-1.0111,0.2865,-0.1489,0.1039,4.4811,1.7750,-0.6509,-2.5685,0.9392,-3.6700,0.4057,4.0329,1.5850
691,True,Optimization terminated successfully.,8886,11742,4563.9476,0,1,0.4570,-0.6810,-1.4124,-1.8875,-1.6566,-1.2837,-0.3637,0.8165,0.9052,1.2718,1.2409,1.1911,-0.5231,0.3000,0.4598,-0.0313
692,True,Optimization terminated successfully.,13434,17633,1416.6639,0,1,0.1684,-0.8998,-0.4272,-0.3201,-1.5924,-0.7598,0.6269,0.1037,-0.3317,0.9517,-0.4687,-0.1244,2.4934,3.5663,0.1107,0.9808
693,True,Optimization terminated successfully.,9535,12561,2637.0677,0,1,-0.2296,-0.9512,-1.1725,-1.2864,-1.1507,-0.1789,0.7557,-0.0851,1.6240,2.1335,-2.5018,0.0184,1.9417,-0.1312,-0.8585,1.4616
694,True,Optimization terminated successfully.,15955,20999,1049.3779,0,1,-0.6312,-1.6514,-0.3402,0.6032,-2.8409,0.4791,2.1622,0.9214,-0.7728,4.6484,-4.6920,-2.5254,1.5001,4.2901,-4.0593,2.4003
695,True,Optimization terminated successfully.,15187,19914,1114.7310,0,1,0.0846,-0.6932,0.0995,0.6326,-1.4752,-0.6406,0.2649,-0.3097,-0.5865,2.7957,-0.8850,0.4202,3.7324,4.5484,-1.6260,0.9908
696,True,Optimization terminated successfully.,16162,21294,531.0779,0,1,-0.2313,-0.9945,-1.2505,-0.5711,-1.1365,-0.1350,0.9761,2.2029,0.8782,1.7601,-2.5988,-0.5443,-0.2606,1.8136,0.5526,1.6629
697,True,Optimization terminated successfully.,11659,15308,862.6646,0,1,-0.0614,-1.3508,-1.2019,-0.2418,-1.0250,-0.4263,1.4279,1.5273,0.2154,1.6087,-1.6234,-1.3915,0.5933,2.8813,0.7091,1.2704
698,True,Optimization terminated successfully.,9387,12414,1158.4975,0,1,-0.0823,-0.9710,0.3714,-1.6452,-1.1592,-0.3625,0.9722,-0.7575,1.9968,0.4972,-1.8031,-0.5856,4.2577,-0.0336,1.2313,1.4227
699,True,Optimization terminated successfully.,16686,21793,4846.7924,0,1,0.2140,-0.7578,-0.7453,-0.7087,-2.0729,-0.8868,0.0702,-0.7144,-0.5106,0.8222,-0.0925,0.5812,2.4622,3.0959,-1.1732,0.5782
700,True,Optimization terminated successfully.,17118,22435,483.1813,0,1,-0.1796,-0.5876,-1.0918,0.0880,-0.9887,-0.2411,0.2740,1.9134,-0.3774,1.3432,-2.2469,0.5274,0.2106,3.6405,1.0763,1.4791
