fit_type,dthe_A,dthe_B,dthe_C,dthe_E,dthe_D,dpe_A,dpe_B,dpe_C,dpe_E,dpe_D,dpp_A,dpp_B,dpp_C,dpp_E,dpp_D,dthp,chi2,n_obs,n_params,ndf,chi2_ndf,success,message,nit,nfev
combined_4and5_float_all_except_dthp,-0.0632,-0.8637,-1.0121,-0.9986,-0.1370,-0.4529,0.5598,0.4741,1.0251,0.3034,-1.5662,0.5652,-0.1187,0.2718,0.0914,1.0481,6831.6254,20,16,4,1707.9063,True,Optimization terminated successfully.,9166,12175
