category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status
signal,24907,18.419,2861.14,24.5172,0.0322202,92.1866,0.789949,31.283,1,0.9985,1.00643,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24907_-1.root",OK
signal,24908,18.886,3254.48,26.1951,0.0281525,91.6217,0.73746,35.816,1,0.9983,1.0066,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24908_-1.root",OK
signal,24909,9.396,1760.55,17.8443,0.0550846,96.9792,0.982948,18.239,1,0.9986,1.00328,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24909_-1.root",OK
signal,24910,9.472,1643.02,17.2657,0.0584041,95.9594,1.00839,17.208,1,0.9983,1.00331,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24910_-1.root",OK
signal,24938,19.079,3241.84,26.2272,0.0281843,91.369,0.739197,35.778,1,0.9983,1.00666,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24938_-1.root",OK
signal,24939,18.573,1378.12,17.0932,0.0637854,87.9042,1.09029,15.803,1,0.9985,1.00649,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24939_-1.root",OK
signal,24943,18.84,3566.25,27.5726,0.0252326,89.9858,0.695728,39.952,1,0.9985,1.00658,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24943_-1.root",OK
signal,24944,18.783,3407.74,26.8126,0.0271204,92.4192,0.727167,37.174,1,0.9984,1.00656,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24944_-1.root",OK
signal,24945,18.778,2315.59,22.1311,0.0388811,90.0327,0.860481,25.927,1,0.9985,1.00656,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24945_-1.root",OK
signal,24946,9.601,1727.77,17.7255,0.054919,94.8876,0.973465,18.299,1,0.9984,1.00335,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24946_-1.root",OK
signal,24947,9.499,1732.28,17.6452,0.0565607,97.9786,0.998023,17.769,1,0.9983,1.00332,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24947_-1.root",OK
dummy,24924,37.695,2077.31,20.4065,0.013497,28.0376,0.275428,74.209,1,0.9984,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24924_-1.root",OK
dummy,24952,39.088,2475.41,22.3372,0.0112113,27.7525,0.250428,89.339,1,0.9984,1,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24952_-1.root",OK
