run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
25049,signal,LH2,PI-SIDIS,66.309,0.9985,1.0,99.9571,33.4718,1.025713,-1.0,1.0,ps6,1.0
25050,signal,LH2,PI-SIDIS,72.172,0.9984,1.0,99.9565,33.1982,1.02693,-1.0,1.0,ps6,1.0
25051,signal,LH2,PI-SIDIS,40.906,0.9984,1.0,99.9567,33.0113,1.026465,1.0,-1.0,ps5,1.0
25052,signal,LH2,PI-SIDIS,43.298,0.9983,1.0,99.9721,32.9632,1.017423,-1.0,1.0,ps6,1.0
25053,signal,LH2,PI-SIDIS,21.84,0.9983,1.0,99.9862,33.2721,1.008774,-1.0,1.0,ps6,1.0
25069,signal,LH2,PI-SIDIS,67.392,0.9984,1.0,99.957,33.2794,1.026071,-1.0,1.0,ps6,1.0
25070,signal,LH2,PI-SIDIS,62.888,0.9983,1.0,99.9572,33.1559,1.025533,-1.0,1.0,ps6,1.0
25071,signal,LH2,PI-SIDIS,72.941,0.9984,1.0,99.9566,33.1225,1.026738,-1.0,1.0,ps6,1.0
25072,signal,LH2,PI-SIDIS,41.182,0.9986,1.0,99.9719,32.8845,1.017767,-1.0,1.0,ps6,1.0
25073,signal,LH2,PI-SIDIS,23.03,0.9984,1.0,99.9862,32.9392,1.00879,-1.0,1.0,ps6,1.0
25056,dummy,Dummy,PI-SIDIS,77.876,0.9985,1.0,99.9656,32.9283,1.0,-1.0,1.0,ps6,1.0
25074,dummy,Dummy,PI-SIDIS,46.288,0.9984,1.0,99.9654,33.1488,1.0,-1.0,1.0,ps6,1.0
