category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,24187,45.333,5.544,3.90839,0.0940139,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24187_-1.root",OK
signal,24188,47.438,8.237,3.82938,0.0897092,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24188_-1.root",OK
signal,24189,42.729,7.242,3.72007,0.092755,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24189_-1.root",OK
signal,24190,46.466,8.061,3.7068,0.0876839,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24190_-1.root",OK
signal,24191,38.999,6.512,3.83508,0.0953385,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24191_-1.root",OK
signal,24192,44.543,7.585,3.73666,0.0891275,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24192_-1.root",OK
signal,24193,42.421,7.031,3.70333,0.0939078,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24193_-1.root",OK
signal,24194,45.369,7.851,3.73801,0.0900697,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24194_-1.root",OK
signal,24195,41.848,7.112,3.7037,0.0875557,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24195_-1.root",OK
signal,24196,30.717,4.147,3.653,0.109936,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24196_-1.root",OK
signal,24197,16.919,1.638,3.67365,0.136047,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24197_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-1.92392922612
# FIT_aerr,1.03576166997
# FIT_b,0.208055479869
# FIT_berr,0.0251652029038
# FIT_b_over_berr,8.26758602599
# FIT_chi2,4.62218115196
# FIT_ndf,9
# FIT_chi2ndf,0.513575683551
# FIT_prob,0.865922657842
