run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,normyield_err,ctmean,ctsigma,boil_corr,h_EL_CLEAN,p_EL_CLEAN
27254,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,112.21,59.987,111.97,59.861,99.913,53.413,283.13,151.36,155.5,83.13,1.0,0.999,0.9817,0.976,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,640.0,142.615,497.385,4.57365,0.234612,49.9336,0.412128,1.0,0.209,48.965
27255,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,114.31,60.123,114.05,59.986,101.13,53.189,288.31,151.63,157.05,82.598,1.0,0.999,0.9816,0.9751,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,691.0,144.385,546.615,4.93928,0.239433,49.9832,0.420192,1.0,0.209,48.817
27257,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,110.44,59.76,110.21,59.636,97.868,52.955,279.49,151.22,152.42,82.474,0.9998,0.9988,0.9762,0.9763,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,696.0,143.231,552.769,5.16368,0.248388,49.9716,0.433678,1.0,0.208,48.631
27258,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,106.02,59.675,105.84,59.573,94.303,53.08,268.3,151.01,146.94,82.711,1.0,0.9985,0.9798,0.9761,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,638.0,129.154,508.846,4.94988,0.247613,49.9063,0.449381,1.0,0.208,48.695
27259,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,111.98,60.0,111.82,59.91,99.828,53.485,282.74,151.48,155.52,83.325,0.9999,0.9986,0.979,0.9761,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,654.0,137.308,516.692,4.75767,0.237372,49.9093,0.402975,1.0,0.209,49.061
27261,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,111.15,60.009,110.92,59.883,98.901,53.394,280.55,151.46,153.91,83.094,0.9998,0.999,0.9709,0.9672,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-999,646.0,146.692,499.308,4.999,0.25668,49.8998,0.436402,1.0,0.209,49.024
27262,6.449,LH2,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,66116.647,60.189,65953.553,60.041,58407.747,53.17,166621.62,151.6,90609.574,82.48,0.9998,0.9989,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99976,95.0908,-999,-999,-999,-999,-999,-999,-999,1.0,0.21,-999
27264,6.449,LH2,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,42864.189,59.136,42765.289,59.0,37858.886,52.23,109014.5,150.3,58842.225,81.18,0.9999,0.999,-999,-999,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,1.0,95.1797,-999,-999,-999,-999,-999,-999,-999,1.0,0.204,-999
27265,6.449,DUMMY,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,63.039,39.865,62.772,39.696,55.591,35.155,237.81,150.38,86.631,54.784,1.0,1.0,1.0,0.9675,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,79.0,4.46154,74.5385,1.23191,0.147215,49.9251,0.43301,1.0,0.051,7.191
27266,6.449,DUMMY,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,71.811,40.452,71.538,40.298,63.564,35.806,269.84,152.0,99.006,55.771,1.0,1.0,0.9571,0.9695,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,66.0,5.30769,60.6923,0.877874,0.117872,49.9349,0.481522,1.0,0.051,7.372
27267,6.449,DUMMY,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,62.234,39.371,61.989,39.215,55.156,34.893,235.56,149.02,85.883,54.331,1.0,0.9992,0.9795,0.9737,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,73.0,5.07692,67.9231,1.12939,0.142445,49.9423,0.262402,1.0,0.05,7.179
27269,6.449,DUMMY,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,70.438,40.43,70.244,40.318,62.265,35.738,264.62,151.89,96.765,55.541,1.0,0.9985,0.9863,0.972,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,68.0,4.69231,63.3077,0.930132,0.121476,49.8651,0.331115,1.0,0.052,7.433
27270,6.449,DUMMY,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,33633.984,39.949,33546.694,39.845,29567.371,35.11,126754.7,150.5,45883.873,54.49,0.9999,0.9991,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,99.0938,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999
27271,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,8.743,49.963,8.727,49.876,7.747,44.273,26.657,152.34,12.075,69.01,1.0,0.9984,0.9836,0.9775,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,35.0,11.6923,23.3077,2.74229,0.704948,49.7906,0.569062,1.0,0.226,3.146
27272,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,73.953,47.08,73.663,46.895,65.51,41.705,234.25,149.13,102.12,65.013,0.9999,0.9989,0.9836,0.9784,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,386.0,107.231,278.769,3.88254,0.276539,49.8347,0.460391,1.0,0.213,40.233
27273,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,82.731,48.286,82.421,48.105,73.488,42.892,259.7,151.58,114.51,66.839,1.0,0.9987,0.9813,0.9784,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,446.0,115.538,330.462,4.11262,0.26543,49.7867,0.361201,1.0,0.219,41.221
27274,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,74.663,47.004,74.426,46.855,66.245,41.705,236.8,149.08,103.08,64.896,1.0,0.9989,0.984,0.978,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,413.0,100.385,312.615,4.31042,0.282818,49.7666,0.377904,1.0,0.213,40.064
27275,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,65.867,45.121,65.694,45.002,58.161,39.842,212.03,145.25,90.358,61.898,0.9998,0.9992,0.979,0.9794,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,352.0,90.0769,261.923,4.08767,0.295669,49.8783,0.486182,1.0,0.205,38.297
27276,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,77.59,46.437,77.375,46.308,68.696,41.114,246.98,147.82,107.07,64.082,0.9996,0.999,0.9795,0.9782,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,407.0,103.923,303.077,4.02045,0.270236,49.8216,0.446609,1.0,0.21,39.502
27277,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,81.052,47.965,80.828,47.833,72.002,42.61,255.26,151.06,112.24,66.423,0.9999,0.999,0.9759,0.9785,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,433.0,110.231,322.769,4.09609,0.266644,49.7627,0.380047,1.0,0.216,40.93
27278,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,77.619,46.981,77.288,46.781,68.785,41.634,245.74,148.74,107.03,64.787,0.9998,0.9988,0.9834,0.9779,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,412.0,106.462,305.538,4.058,0.272251,49.7688,0.386061,1.0,0.212,39.968
27279,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,82.642,48.027,82.358,47.862,72.84,42.33,259.75,150.95,113.09,65.727,0.9998,0.9989,0.9788,0.9776,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,436.0,113.692,322.308,4.01841,0.262929,49.8625,0.408264,1.0,0.217,40.733
27280,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,34.844,47.617,34.73,47.461,30.64,41.872,109.88,150.16,47.585,65.029,0.9998,0.9984,0.9782,0.9789,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,182.0,45.5385,136.462,4.02988,0.402214,49.8415,0.50803,1.0,0.215,40.266
27281,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,118.34,48.082,118.01,47.947,105.11,42.705,371.99,151.13,163.7,66.509,1.0,0.9991,0.9819,0.977,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,680.0,163.846,516.154,4.49261,0.229067,49.7376,0.416854,1.0,0.217,41.12
27282,6.449,C,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,11015.741,47.216,10985.72,47.087,9751.342,41.79,34927.345,149.7,15159.115,64.97,0.9998,0.9986,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99935,95.4942,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999
27283,6.449,C,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,38628.964,47.431,38502.605,47.276,34091.554,41.86,122008.23,149.8,52955.253,65.02,0.9998,0.9987,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,95.4763,-999,-999,-999,-999,-999,-999,-999,1.0,0.215,-999
27284,6.449,C,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,32805.068,46.92,32661.804,46.715,28846.742,41.25,103810.69,148.4,44796.533,64.07,0.9997,0.9988,-999,-999,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,0.9993,95.4832,-999,-999,-999,-999,-999,-999,-999,1.0,0.211,-999
27285,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,80.765,47.813,80.491,47.65,71.66,42.423,254.05,150.4,111.68,66.12,0.9999,0.9984,0.9805,0.9736,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,269.0,91.0769,177.923,2.27824,0.212729,49.6864,0.396039,1.0,0.208,37.369
27286,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,78.819,47.412,78.585,47.271,70.087,42.159,248.8,149.66,109.12,65.639,0.9995,0.999,0.9761,0.9747,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,250.0,92.0769,157.923,2.06969,0.210134,49.6575,0.493627,1.0,0.207,37.017
27287,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,76.508,47.285,76.318,47.168,67.714,41.85,241.75,149.41,105.21,65.029,0.9999,0.9982,0.9813,0.9756,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,247.0,88.2308,158.769,2.13979,0.214704,49.7529,0.390783,1.0,0.206,36.805
27288,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,34.842,48.204,34.751,48.077,30.716,42.496,109.24,151.13,47.704,65.997,1.0,0.9981,0.9789,0.9749,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,112.0,43.8462,68.1538,2.01886,0.318176,49.6631,0.635558,1.0,0.21,37.442
27289,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,135.66,47.93,135.15,47.749,120.16,42.454,425.83,150.44,187.32,66.181,0.9999,0.9983,0.9782,0.9737,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,503.0,163.692,339.308,2.58733,0.173145,49.6938,0.418175,1.0,0.209,37.34
27290,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,81.873,47.374,81.586,47.208,72.819,42.135,258.27,149.44,113.43,65.639,0.9998,0.9982,0.9778,0.9736,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,282.0,98.7692,183.231,2.31506,0.215011,49.6803,0.47034,1.0,0.207,36.936
27291,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,84.741,48.293,84.472,48.14,75.492,43.023,265.9,151.53,117.58,67.009,0.9999,0.9981,0.9823,0.9731,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,295.0,98.0769,196.923,2.40394,0.212335,49.5824,0.432524,1.0,0.211,37.689
27292,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,67.875,46.185,67.683,46.055,60.535,41.191,216.65,147.42,94.305,64.17,0.9996,0.9984,0.978,0.9741,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,224.0,78.1538,145.846,2.22061,0.230915,49.588,0.433985,1.0,0.202,35.991
27293,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,78.729,47.382,78.543,47.27,70.256,42.283,248.77,149.72,109.48,65.891,1.0,0.9982,0.9792,0.9745,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,284.0,94.7692,189.231,2.48064,0.223735,49.5547,0.421643,1.0,0.207,37.014
27294,6.449,Cu,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,81.212,48.028,81.012,47.91,72.256,42.732,255.2,150.92,112.47,66.518,0.9998,0.9981,0.978,0.973,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,275.0,92.0,183.0,2.32994,0.213834,49.5406,0.423998,1.0,0.21,37.511
27295,6.449,Cu,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,43889.9,47.786,43722.992,47.604,38733.463,42.17,137890.23,150.1,60087.717,65.42,0.9998,0.9983,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99956,95.5941,-999,-999,-999,-999,-999,-999,-999,1.0,0.209,-999
27297,6.449,Cu,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,28973.885,48.097,28846.801,47.886,25551.33,42.41,90847.849,150.8,39726.701,65.94,0.9993,0.9984,-999,-999,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,1.0,95.588,-999,-999,-999,-999,-999,-999,-999,1.0,0.21,-999
27298,6.449,Al,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,70956.251,40.443,70691.277,40.292,62717.193,35.74,265863.08,151.5,97766.411,55.72,0.9998,0.9986,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,99.1099,-999,-999,-999,-999,-999,-999,-999,1.0,0.064,-999
27299,6.449,Al,-1.165,44.83,2.978,10.24,HMSDIS,0.44,4.4,0.52,2.0,30608.852,39.25,30506.659,39.119,27089.407,34.73,115717.59,148.3,42213.026,54.13,0.9995,0.9988,-999,-999,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,1.0,99.1178,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999
27300,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,52.419,29.442,52.173,29.304,46.327,26.021,270.39,151.87,72.183,40.544,0.9998,0.9982,0.9794,0.9764,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,479.0,115.923,363.077,7.15543,0.435322,49.435,0.440681,1.0,0.189,47.573
27301,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,50.454,29.244,50.217,29.106,44.61,25.856,260.04,150.72,69.491,40.277,0.9998,0.9979,0.9813,0.9766,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,469.0,108.846,360.154,7.37296,0.447284,49.4272,0.422819,1.0,0.188,47.098
27302,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,53.226,29.234,52.997,29.108,47.087,25.862,274.65,150.85,73.347,40.285,0.9999,0.9985,0.9823,0.9779,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,470.0,117.923,352.077,6.81995,0.423978,49.3724,0.432743,1.0,0.187,47.092
27303,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,48.091,29.01,47.914,28.903,42.564,25.676,248.57,149.94,66.311,40.001,0.9998,0.9986,0.9771,0.9781,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,465.0,105.538,359.462,7.70089,0.465987,49.1474,0.424428,1.0,0.186,46.752
27304,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,47.679,28.857,47.512,28.756,42.224,25.556,246.33,149.09,65.758,39.8,0.9999,0.9987,0.9838,0.9784,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,447.0,101.846,345.154,7.45389,0.460571,48.9506,0.416734,1.0,0.185,46.547
27305,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,47.855,29.035,47.664,28.918,42.351,25.695,247.35,150.07,65.973,40.027,0.9998,0.9984,0.9785,0.9779,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,436.0,104.769,331.231,7.13467,0.453904,48.8651,0.42487,1.0,0.186,46.784
27306,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,72.058,29.039,71.703,28.896,63.74,25.687,371.74,149.81,99.28,40.009,0.9997,0.9989,0.9799,0.9782,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,649.0,156.846,492.154,7.04561,0.368078,48.9353,0.499442,1.0,0.186,46.78
27307,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,45.23,29.22,45.035,29.094,40.033,25.863,233.55,150.88,62.349,40.28,0.9997,0.999,0.9845,0.9785,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,419.0,101.231,317.769,7.24144,0.47078,47.3801,1.22493,1.0,0.191,47.137
27308,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,47.361,28.813,47.188,28.707,41.942,25.516,244.84,148.95,65.331,39.745,0.9997,0.999,0.9765,0.9802,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,388.0,105.308,282.692,6.1374,0.432089,49.6288,0.449379,1.0,0.187,46.495
27309,6.449,LD2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,30.255,28.877,30.146,28.773,26.8,25.579,156.46,149.33,41.741,39.839,0.9999,0.999,0.9816,0.9789,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,268.0,67.9231,200.077,6.80779,0.562431,49.5784,0.461509,1.0,0.188,46.619
27310,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,99.952,54.937,99.682,54.789,89.136,48.993,272.57,149.81,138.85,76.317,0.9999,0.999,0.9804,0.9752,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,567.0,114.846,452.154,4.67445,0.248081,49.625,0.417343,1.0,0.193,44.913
27311,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,96.828,55.504,96.609,55.378,85.867,49.221,262.49,150.46,133.37,76.453,0.9999,0.999,0.9783,0.9769,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,546.0,115.308,430.692,4.58604,0.250823,49.6972,0.442296,1.0,0.196,45.202
27312,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,98.067,54.488,97.877,54.383,86.662,48.152,268.1,148.96,134.62,74.802,0.9999,0.9993,0.9816,0.9759,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,585.0,117.077,467.923,4.92307,0.256423,49.7083,0.396676,1.0,0.192,44.222
27313,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,85.871,54.804,85.665,54.672,76.138,48.591,234.2,149.47,118.64,75.717,0.9997,0.9993,0.9764,0.9766,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,482.0,102.385,379.615,4.56128,0.265941,49.6924,0.443501,1.0,0.192,44.542
27314,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,92.143,55.053,91.831,54.866,81.918,48.944,250.35,149.58,127.72,76.313,1.0,0.9986,0.9815,0.977,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,523.0,113.923,409.077,4.5817,0.258274,49.6734,0.436481,1.0,0.194,44.83
27315,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,91.594,55.33,91.355,55.185,81.616,49.303,248.59,150.16,127.21,76.847,0.9997,0.9988,0.9813,0.975,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,549.0,109.538,439.462,4.95921,0.266431,49.6453,0.4212,1.0,0.195,45.143
27316,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,92.932,54.854,92.706,54.72,82.401,48.638,253.1,149.39,128.08,75.604,1.0,0.9989,0.9784,0.9764,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,565.0,111.154,453.846,5.03837,0.265868,49.6949,0.428179,1.0,0.194,44.607
27317,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,116.0,54.924,115.73,54.793,102.67,48.611,315.87,149.54,159.64,75.582,0.9999,0.9989,0.9829,0.9758,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,671.0,134.308,536.692,4.77597,0.232282,49.6862,0.472134,1.0,0.193,44.584
27318,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,86.115,52.849,85.913,52.725,76.642,47.035,238.74,146.52,119.5,73.339,0.9997,0.999,0.9797,0.9752,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,461.0,99.6923,361.308,4.33503,0.259745,49.6597,0.407262,1.0,0.186,43.035
27319,6.449,LH2,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,96.191,55.314,95.97,55.187,85.701,49.281,261.15,150.17,133.58,76.817,0.9997,0.9992,0.9836,0.9774,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,579.0,117.385,461.615,4.94651,0.259847,49.7185,0.406385,1.0,0.195,45.139
27320,6.449,DUMMY,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,63.473,39.28,63.227,39.127,55.803,34.533,239.97,148.5,86.635,53.613,0.9985,0.9992,0.9669,0.9721,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,61.0,4.0,57.0,0.932208,0.128055,49.9326,0.513282,1.0,0.051,7.106
27321,6.449,DUMMY,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,61.427,39.875,61.184,39.717,54.1,35.118,231.05,149.98,84.205,54.661,1.0,0.9992,0.9853,0.9741,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,51.0,3.84615,47.1538,0.793956,0.120593,49.8408,0.380189,1.0,0.051,7.24
27322,6.449,DUMMY,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,70.67,39.205,70.393,39.051,62.535,34.692,267.35,148.31,97.549,54.116,1.0,0.9971,0.9679,0.9666,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,64.0,4.46154,59.5385,0.878053,0.118297,49.7095,0.562747,1.0,0.05,7.148
27323,6.449,DUMMY,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,66.004,39.777,65.748,39.622,58.468,35.235,248.47,149.74,91.094,54.896,1.0,0.9992,0.9833,0.9683,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,72.0,3.92308,68.0769,1.07288,0.134007,49.7906,0.413997,1.0,0.051,7.273
27324,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,79.202,47.617,78.937,47.458,69.818,41.975,249.73,150.14,108.39,65.166,0.9999,0.999,0.9794,0.9781,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,412.0,103.308,308.692,4.01297,0.266402,49.7925,0.448605,1.0,0.215,40.665
27326,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,80.497,47.643,80.227,47.483,71.032,42.041,253.62,150.11,110.58,65.453,0.9999,0.9985,0.9846,0.9785,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,440.0,113.308,326.692,4.17695,0.270836,49.7829,0.431208,1.0,0.214,40.558
27327,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,79.403,47.726,79.137,47.565,70.455,42.347,249.89,150.19,109.92,66.069,0.9999,0.9985,0.9799,0.9796,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,476.0,107.846,368.154,4.76655,0.284925,49.7627,0.415103,1.0,0.214,40.756
27328,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,81.955,48.019,81.681,47.859,72.834,42.675,257.28,150.74,113.52,66.517,0.9997,0.9985,0.9804,0.9776,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,426.0,115.231,310.769,3.90696,0.262167,49.748,0.448659,1.0,0.216,41.045
27329,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,70.274,47.599,70.039,47.44,62.127,42.081,221.62,150.11,96.581,65.418,0.9999,0.999,0.9838,0.9789,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,341.0,95.2308,245.769,3.5981,0.273236,49.7711,0.397581,1.0,0.215,40.542
27330,6.449,C,-1.165,44.83,2.978,10.24,PI+SIDIS,0.44,4.4,0.52,2.0,65.017,46.551,64.796,46.392,57.363,41.071,206.5,147.85,89.191,63.859,0.9997,0.9985,0.9785,0.9786,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,327.0,87.6923,239.308,3.78894,0.289247,49.7976,0.47124,1.0,0.209,39.554
