Detector,2026 rsidis,2025 rsidis,diff,status
hchv13:14:011:IMon,0,0,0,MATCH
hchv13:14:011:V0Set,1000,1000,0,MATCH
hchv13:14:011:VMon,0,0,0,MATCH
hchv13:14:012:IMon,0,0,0,MATCH
hchv13:14:012:V0Set,930,930,0,MATCH
hchv13:14:012:VMon,0,0,0,MATCH
hchv13:14:013:IMon,0,0,0,MATCH
hchv13:14:013:V0Set,780,780,0,MATCH
hchv13:14:013:VMon,0,0,0,MATCH
hchv13:14:014:IMon,0,0,0,MATCH
hchv13:14:014:V0Set,940,940,0,MATCH
hchv13:14:014:VMon,0,0,0,MATCH
hchv13:14:015:IMon,0,0,0,MATCH
hchv13:14:015:V0Set,1050,1050,0,MATCH
hchv13:14:015:VMon,0,0,0,MATCH
hchv13:14:022:IMon,0,0,0,MATCH
hchv13:14:022:V0Set,1700,1340,360,MISMATCH
hchv13:14:022:VMon,0,0,0,MATCH
hchv13:14:023:IMon,0,0,0,MATCH
hchv13:14:023:V0Set,1650,1315,335,MISMATCH
hchv13:14:023:VMon,0,0,0,MATCH
hchv14:00:000:IMon,213.5,213.5,0.0,MATCH
hchv14:00:000:V0Set,1050,1050,0,MATCH
hchv14:00:000:VMon,1050,1050,0,MATCH
hchv14:00:001:IMon,309.5,309.5,0.0,MATCH
hchv14:00:001:V0Set,1529,1529,0,MATCH
hchv14:00:001:VMon,1528.5,1529,-0.5,MATCH
hchv14:00:002:IMon,231.5,231.5,0.0,MATCH
hchv14:00:002:V0Set,1140,1140,0,MATCH
hchv14:00:002:VMon,1139.5,1140,-0.5,MATCH
hchv14:00:003:IMon,259.5,259,0.5,MATCH
hchv14:00:003:V0Set,1281,1281,0,MATCH
hchv14:00:003:VMon,1281,1281,0,MATCH
hchv14:00:004:IMon,782,780.5,1.5,MATCH
hchv14:00:004:V0Set,1820,1820,0,MATCH
hchv14:00:004:VMon,1819.5,1820,-0.5,MATCH
hchv14:00:005:IMon,287,287,0,MATCH
hchv14:00:005:V0Set,1437,1437,0,MATCH
hchv14:00:005:VMon,1437,1437,0,MATCH
hchv14:00:006:IMon,211,211,0,MATCH
hchv14:00:006:V0Set,1038,1038,0,MATCH
hchv14:00:006:VMon,1038,1038,0,MATCH
hchv14:00:007:IMon,234,234.5,-0.5,MATCH
hchv14:00:007:V0Set,1160,1160,0,MATCH
hchv14:00:007:VMon,1160,1160,0,MATCH
hchv14:00:008:IMon,237.5,237.5,0.0,MATCH
hchv14:00:008:V0Set,1181,1181,0,MATCH
hchv14:00:008:VMon,1181,1181,0,MATCH
hchv14:00:009:IMon,261.5,261.5,0.0,MATCH
hchv14:00:009:V0Set,1295,1295,0,MATCH
hchv14:00:009:VMon,1294.5,1294.5,0.0,MATCH
hchv14:00:010:IMon,264.5,264.5,0.0,MATCH
hchv14:00:010:V0Set,1142,1142,0,MATCH
hchv14:00:010:VMon,1141.5,1142,-0.5,MATCH
hchv14:00:011:IMon,263.5,263.5,0.0,MATCH
hchv14:00:011:V0Set,1310,1310,0,MATCH
hchv14:00:011:VMon,1309.5,1310,-0.5,MATCH
hchv14:00:012:IMon,774.5,772,2.5,MATCH
hchv14:00:012:V0Set,1813,1813,0,MATCH
hchv14:00:012:VMon,1812.5,1812.5,0.0,MATCH
hchv14:00:013:IMon,206,206,0,MATCH
hchv14:00:013:V0Set,1021,1021,0,MATCH
hchv14:00:013:VMon,1021,1021,0,MATCH
hchv14:00:014:IMon,299.5,299.5,0.0,MATCH
hchv14:00:014:V0Set,1478,1478,0,MATCH
hchv14:00:014:VMon,1477.5,1478,-0.5,MATCH
hchv14:00:015:IMon,257,257,0,MATCH
hchv14:00:015:V0Set,1274,1274,0,MATCH
hchv14:00:015:VMon,1274,1274,0,MATCH
hchv14:00:016:IMon,197.5,197,0.5,MATCH
hchv14:00:016:V0Set,975,975,0,MATCH
hchv14:00:016:VMon,975,975,0,MATCH
hchv14:00:017:IMon,726,724,2,MATCH
hchv14:00:017:V0Set,1739,1739,0,MATCH
hchv14:00:017:VMon,1738.5,1738.5,0.0,MATCH
hchv14:00:018:IMon,804,802,2,MATCH
hchv14:00:018:V0Set,1845,1845,0,MATCH
hchv14:00:018:VMon,1844.5,1844.5,0.0,MATCH
hchv14:00:019:IMon,221,221,0,MATCH
hchv14:00:019:V0Set,1096,1096,0,MATCH
hchv14:00:019:VMon,1095.5,1095.5,0.0,MATCH
hchv14:00:020:IMon,339,339,0,MATCH
hchv14:00:020:V0Set,1679,1679,0,MATCH
hchv14:00:020:VMon,1678.5,1678.5,0.0,MATCH
hchv14:00:021:IMon,229.5,229.5,0.0,MATCH
hchv14:00:021:V0Set,1137,1137,0,MATCH
hchv14:00:021:VMon,1136.5,1137,-0.5,MATCH
hchv14:00:022:IMon,225.5,225.5,0.0,MATCH
hchv14:00:022:V0Set,1115,1115,0,MATCH
hchv14:00:022:VMon,1114.5,1114.5,0.0,MATCH
hchv14:00:023:IMon,278,278,0,MATCH
hchv14:00:023:V0Set,1380,1380,0,MATCH
hchv14:00:023:VMon,1379,1379.5,-0.5,MATCH
hchv14:02:000:IMon,217.5,217.5,0.0,MATCH
hchv14:02:000:V0Set,1075,1075,0,MATCH
hchv14:02:000:VMon,1075.5,1075.5,0.0,MATCH
hchv14:02:001:IMon,790.5,788.5,2.0,MATCH
hchv14:02:001:V0Set,1830,1830,0,MATCH
hchv14:02:001:VMon,1830,1830,0,MATCH
hchv14:02:002:IMon,746,744,2,MATCH
hchv14:02:002:V0Set,1770,1770,0,MATCH
hchv14:02:002:VMon,1770.5,1770.5,0.0,MATCH
hchv14:02:003:IMon,728,726,2,MATCH
hchv14:02:003:V0Set,1760,1760,0,MATCH
hchv14:02:003:VMon,1760.5,1760.5,0.0,MATCH
hchv14:02:004:IMon,826,824,2,MATCH
hchv14:02:004:V0Set,1890,1890,0,MATCH
hchv14:02:004:VMon,1890,1890,0,MATCH
hchv14:02:005:IMon,760.5,758.5,2.0,MATCH
hchv14:02:005:V0Set,1800,1800,0,MATCH
hchv14:02:005:VMon,1800.5,1800,0.5,MATCH
hchv14:02:006:IMon,788,786,2,MATCH
hchv14:02:006:V0Set,1830,1830,0,MATCH
hchv14:02:006:VMon,1830.5,1830.5,0.0,MATCH
hchv14:02:007:IMon,661,659,2,MATCH
hchv14:02:007:V0Set,1685,1685,0,MATCH
hchv14:02:007:VMon,1684.5,1685,-0.5,MATCH
hchv14:02:008:IMon,771.5,769,2.5,MATCH
hchv14:02:008:V0Set,1810,1810,0,MATCH
hchv14:02:008:VMon,1810.5,1810,0.5,MATCH
hchv14:02:009:IMon,772,770,2,MATCH
hchv14:02:009:V0Set,1810,1810,0,MATCH
hchv14:02:009:VMon,1810,1810,0,MATCH
hchv14:02:010:IMon,754,752.5,1.5,MATCH
hchv14:02:010:V0Set,1797,1797,0,MATCH
hchv14:02:010:VMon,1797,1797,0,MATCH
hchv14:02:011:IMon,313.5,313.5,0.0,MATCH
hchv14:02:011:V0Set,1563,1563,0,MATCH
hchv14:02:011:VMon,1563,1562.5,0.5,MATCH
hchv14:02:012:IMon,813,811,2,MATCH
hchv14:02:012:V0Set,1875,1875,0,MATCH
hchv14:02:012:VMon,1875,1875,0,MATCH
hchv14:02:013:IMon,284.5,284.5,0.0,MATCH
hchv14:02:013:V0Set,1415,1415,0,MATCH
hchv14:02:013:VMon,1415,1415,0,MATCH
hchv14:02:015:IMon,805.5,802.5,3.0,MATCH
hchv14:02:015:V0Set,1840,1840,0,MATCH
hchv14:02:015:VMon,1840,1840,0,MATCH
hchv14:02:016:IMon,737,735.5,1.5,MATCH
hchv14:02:016:V0Set,1760,1760,0,MATCH
hchv14:02:016:VMon,1760,1760,0,MATCH
hchv14:02:017:IMon,759,757.5,1.5,MATCH
hchv14:02:017:V0Set,1778,1778,0,MATCH
hchv14:02:017:VMon,1778,1778,0,MATCH
hchv14:02:018:IMon,701,699,2,MATCH
hchv14:02:018:V0Set,1725,1725,0,MATCH
hchv14:02:018:VMon,1725.5,1725.5,0.0,MATCH
hchv14:02:019:IMon,809.5,808,1.5,MATCH
hchv14:02:019:V0Set,1850,1850,0,MATCH
hchv14:02:019:VMon,1850,1850.5,-0.5,MATCH
hchv14:02:020:IMon,805,803.5,1.5,MATCH
hchv14:02:020:V0Set,1859,1859,0,MATCH
hchv14:02:020:VMon,1859,1859,0,MATCH
hchv14:02:021:IMon,744.5,743,1.5,MATCH
hchv14:02:021:V0Set,1790,1790,0,MATCH
hchv14:02:021:VMon,1790.5,1790.5,0.0,MATCH
hchv14:02:022:IMon,765,763.5,1.5,MATCH
hchv14:02:022:V0Set,1799,1799,0,MATCH
hchv14:02:022:VMon,1799.5,1799.5,0.0,MATCH
hchv14:02:023:IMon,704,702.5,1.5,MATCH
hchv14:02:023:V0Set,1729,1729,0,MATCH
hchv14:02:023:VMon,1729,1729,0,MATCH
hchv14:04:000:IMon,343.5,344,-0.5,MATCH
hchv14:04:000:V0Set,1705,1705,0,MATCH
hchv14:04:000:VMon,1704.5,1705,-0.5,MATCH
hchv14:04:001:IMon,770.5,768.5,2.0,MATCH
hchv14:04:001:V0Set,1790,1790,0,MATCH
hchv14:04:001:VMon,1790,1790,0,MATCH
hchv14:04:002:IMon,274,274,0,MATCH
hchv14:04:002:V0Set,1346,1346,0,MATCH
hchv14:04:002:VMon,1346,1346,0,MATCH
hchv14:04:003:IMon,788.5,787,1.5,MATCH
hchv14:04:003:V0Set,1835,1835,0,MATCH
hchv14:04:003:VMon,1834.5,1834.5,0.0,MATCH
hchv14:04:005:IMon,761.5,759.5,2.0,MATCH
hchv14:04:005:V0Set,1795,1795,0,MATCH
hchv14:04:005:VMon,1795,1795,0,MATCH
hchv14:04:006:IMon,193.5,194,-0.5,MATCH
hchv14:04:006:V0Set,960,960,0,MATCH
hchv14:04:006:VMon,960,960.5,-0.5,MATCH
hchv14:04:007:IMon,793,790.5,2.5,MATCH
hchv14:04:007:V0Set,1842,1842,0,MATCH
hchv14:04:007:VMon,1842,1842.5,-0.5,MATCH
hchv14:04:008:IMon,241,241,0,MATCH
hchv14:04:008:V0Set,1200,1200,0,MATCH
hchv14:04:008:VMon,1200,1200.5,-0.5,MATCH
hchv14:04:009:IMon,877,875,2,MATCH
hchv14:04:009:V0Set,1936,1936,0,MATCH
hchv14:04:009:VMon,1935,1935.5,-0.5,MATCH
hchv14:04:010:IMon,848.5,846.5,2.0,MATCH
hchv14:04:010:V0Set,1897,1897,0,MATCH
hchv14:04:010:VMon,1896.5,1897,-0.5,MATCH
hchv14:04:011:IMon,752.5,750,2.5,MATCH
hchv14:04:011:V0Set,1772,1772,0,MATCH
hchv14:04:011:VMon,1771.5,1771.5,0.0,MATCH
hchv14:04:012:IMon,958,956,2,MATCH
hchv14:04:012:V0Set,2037,2037,0,MATCH
hchv14:04:012:VMon,2036.5,2036.5,0.0,MATCH
hchv14:04:013:IMon,811,809.5,1.5,MATCH
hchv14:04:013:V0Set,1870,1870,0,MATCH
hchv14:04:013:VMon,1869,1869,0,MATCH
hchv14:04:014:IMon,757,755,2,MATCH
hchv14:04:014:V0Set,1790,1790,0,MATCH
hchv14:04:014:VMon,1789.5,1789,0.5,MATCH
hchv14:04:015:IMon,780.5,778.5,2.0,MATCH
hchv14:04:015:V0Set,1825,1825,0,MATCH
hchv14:04:015:VMon,1824.5,1825,-0.5,MATCH
hchv14:04:016:IMon,759,757,2,MATCH
hchv14:04:016:V0Set,1785,1785,0,MATCH
hchv14:04:016:VMon,1785,1785,0,MATCH
hchv14:04:017:IMon,795,793.5,1.5,MATCH
hchv14:04:017:V0Set,1835,1835,0,MATCH
hchv14:04:017:VMon,1835,1835,0,MATCH
hchv14:04:018:IMon,731,728.5,2.5,MATCH
hchv14:04:018:V0Set,1769,1769,0,MATCH
hchv14:04:018:VMon,1768.5,1768.5,0.0,MATCH
hchv14:04:019:IMon,839.5,837.5,2.0,MATCH
hchv14:04:019:V0Set,1885,1885,0,MATCH
hchv14:04:019:VMon,1884.5,1884.5,0.0,MATCH
hchv14:04:020:IMon,316.5,316,0.5,MATCH
hchv14:04:020:V0Set,1565,1565,0,MATCH
hchv14:04:020:VMon,1565,1564.5,0.5,MATCH
hchv14:04:021:IMon,765.5,763,2.5,MATCH
hchv14:04:021:V0Set,1810,1810,0,MATCH
hchv14:04:021:VMon,1810,1810,0,MATCH
hchv14:04:022:IMon,362.5,362,0.5,MATCH
hchv14:04:022:V0Set,1790,1790,0,MATCH
hchv14:04:022:VMon,1790,1789.5,0.5,MATCH
hchv14:04:023:IMon,801.5,799.5,2.0,MATCH
hchv14:04:023:V0Set,1842,1842,0,MATCH
hchv14:04:023:VMon,1841.5,1841.5,0.0,MATCH
hchv14:06:000:IMon,793,791,2,MATCH
hchv14:06:000:V0Set,1825,1825,0,MATCH
hchv14:06:000:VMon,1824.5,1824.5,0.0,MATCH
hchv14:06:001:IMon,856,853.5,2.5,MATCH
hchv14:06:001:V0Set,1900,1900,0,MATCH
hchv14:06:001:VMon,1899.5,1899.5,0.0,MATCH
hchv14:06:002:IMon,751,748.5,2.5,MATCH
hchv14:06:002:V0Set,1790,1790,0,MATCH
hchv14:06:002:VMon,1790,1789.5,0.5,MATCH
hchv14:06:003:IMon,771.5,769,2.5,MATCH
hchv14:06:003:V0Set,1800,1800,0,MATCH
hchv14:06:003:VMon,1800,1800,0,MATCH
hchv14:06:004:IMon,828,825.5,2.5,MATCH
hchv14:06:004:V0Set,1870,1870,0,MATCH
hchv14:06:004:VMon,1870,1870,0,MATCH
hchv14:06:005:IMon,711.5,709,2.5,MATCH
hchv14:06:005:V0Set,1730,1730,0,MATCH
hchv14:06:005:VMon,1729.5,1729.5,0.0,MATCH
hchv14:06:006:IMon,804.5,802.5,2.0,MATCH
hchv14:06:006:V0Set,1860,1860,0,MATCH
hchv14:06:006:VMon,1859.5,1859.5,0.0,MATCH
hchv14:06:007:IMon,725.5,723,2.5,MATCH
hchv14:06:007:V0Set,1758,1758,0,MATCH
hchv14:06:007:VMon,1757.5,1758,-0.5,MATCH
hchv14:06:009:IMon,246.5,246.5,0.0,MATCH
hchv14:06:009:V0Set,1227,1227,0,MATCH
hchv14:06:009:VMon,1227,1226.5,0.5,MATCH
hchv14:06:015:IMon,688,686,2,MATCH
hchv14:06:015:V0Set,1715,1715,0,MATCH
hchv14:06:015:VMon,1714.5,1714.5,0.0,MATCH
hchv14:06:016:IMon,764.5,764.5,0.0,MATCH
hchv14:06:016:V0Set,2251,2251,0,MATCH
hchv14:06:016:VMon,2249.5,2250,-0.5,MATCH
hchv14:06:017:IMon,708.5,708.5,0.0,MATCH
hchv14:06:017:V0Set,2051,2051,0,MATCH
hchv14:06:017:VMon,2050,2050,0,MATCH
hchv14:06:018:IMon,676.5,676.5,0.0,MATCH
hchv14:06:018:V0Set,2001,2001,0,MATCH
hchv14:06:018:VMon,2000,2000,0,MATCH
hchv14:06:019:IMon,705.5,705.5,0.0,MATCH
hchv14:06:019:V0Set,2086,2086,0,MATCH
hchv14:06:019:VMon,2084.5,2085,-0.5,MATCH
hchv14:08:003:IMon,369,369,0,MATCH
hchv14:08:003:V0Set,1820,1820,0,MATCH
hchv14:08:003:VMon,1820.5,1820.5,0.0,MATCH
hchv14:08:004:IMon,376,376,0,MATCH
hchv14:08:004:V0Set,1860,1860,0,MATCH
hchv14:08:004:VMon,1860,1860.5,-0.5,MATCH
hchv14:08:005:IMon,366.5,366.5,0.0,MATCH
hchv14:08:005:V0Set,1805,1805,0,MATCH
hchv14:08:005:VMon,1805,1805.5,-0.5,MATCH
hchv14:08:006:IMon,359,359,0,MATCH
hchv14:08:006:V0Set,1770,1770,0,MATCH
hchv14:08:006:VMon,1770,1770.5,-0.5,MATCH
hchv14:08:007:IMon,385.5,385.5,0.0,MATCH
hchv14:08:007:V0Set,1900,1900,0,MATCH
hchv14:08:007:VMon,1900,1900.5,-0.5,MATCH
hchv14:08:008:IMon,386,386,0,MATCH
hchv14:08:008:V0Set,1900,1900,0,MATCH
hchv14:08:008:VMon,1900,1900.5,-0.5,MATCH
hchv14:08:009:IMon,407,407,0,MATCH
hchv14:08:009:V0Set,2000,2000,0,MATCH
hchv14:08:009:VMon,2000,2000.5,-0.5,MATCH
hchv14:08:010:IMon,373,373,0,MATCH
hchv14:08:010:V0Set,1835,1835,0,MATCH
hchv14:08:010:VMon,1835.5,1835.5,0.0,MATCH
hchv14:08:011:IMon,381.5,381.5,0.0,MATCH
hchv14:08:011:V0Set,1880,1880,0,MATCH
hchv14:08:011:VMon,1880,1880.5,-0.5,MATCH
hchv14:08:013:IMon,385,385,0,MATCH
hchv14:08:013:V0Set,1900,1900,0,MATCH
hchv14:08:013:VMon,1900,1900,0,MATCH
hchv14:08:014:IMon,361.5,362,-0.5,MATCH
hchv14:08:014:V0Set,1780,1780,0,MATCH
hchv14:08:014:VMon,1780,1780,0,MATCH
hchv14:08:015:IMon,391.5,391.5,0.0,MATCH
hchv14:08:015:V0Set,1930,1930,0,MATCH
hchv14:08:015:VMon,1930.5,1930.5,0.0,MATCH
hchv14:08:016:IMon,386.5,386.5,0.0,MATCH
hchv14:08:016:V0Set,1905,1905,0,MATCH
hchv14:08:016:VMon,1905,1905.5,-0.5,MATCH
hchv14:08:017:IMon,372.5,373,-0.5,MATCH
hchv14:08:017:V0Set,1840,1840,0,MATCH
hchv14:08:017:VMon,1840,1840.5,-0.5,MATCH
hchv14:08:018:IMon,415,415,0,MATCH
hchv14:08:018:V0Set,2040,2040,0,MATCH
hchv14:08:018:VMon,2040.5,2040.5,0.0,MATCH
hchv14:10:000:IMon,415,411,4,MATCH
hchv14:10:000:V0Set,2050,2030,20,MISMATCH
hchv14:10:000:VMon,2050,2030.5,19.5,MISMATCH
hchv14:10:001:IMon,0,363,-363,MISMATCH
hchv14:10:001:V0Set,1790,1790,0,MATCH
hchv14:10:001:VMon,0.5,1790.5,-1790.0,MISMATCH
hchv14:10:002:IMon,366.5,366.5,0.0,MATCH
hchv14:10:002:V0Set,1800,1800,0,MATCH
hchv14:10:002:VMon,1801,1801,0,MATCH
hchv14:10:003:IMon,396.5,396.5,0.0,MATCH
hchv14:10:003:V0Set,1955,1955,0,MATCH
hchv14:10:003:VMon,1955.5,1955.5,0.0,MATCH
hchv14:10:004:IMon,400.5,400.5,0.0,MATCH
hchv14:10:004:V0Set,1980,1980,0,MATCH
hchv14:10:004:VMon,1980,1980.5,-0.5,MATCH
hchv14:10:005:IMon,365,365,0,MATCH
hchv14:10:005:V0Set,1800,1800,0,MATCH
hchv14:10:005:VMon,1800,1800,0,MATCH
hchv14:10:006:IMon,390.5,390.5,0.0,MATCH
hchv14:10:006:V0Set,1920,1920,0,MATCH
hchv14:10:006:VMon,1920.5,1920.5,0.0,MATCH
hchv14:10:007:IMon,391.5,391.5,0.0,MATCH
hchv14:10:007:V0Set,1930,1930,0,MATCH
hchv14:10:007:VMon,1930,1930.5,-0.5,MATCH
hchv14:10:008:IMon,385.5,385.5,0.0,MATCH
hchv14:10:008:V0Set,1890,1890,0,MATCH
hchv14:10:008:VMon,1890,1890.5,-0.5,MATCH
hchv14:10:009:IMon,379.5,379.5,0.0,MATCH
hchv14:10:009:V0Set,1860,1860,0,MATCH
hchv14:10:009:VMon,1860.5,1860.5,0.0,MATCH
hchv14:10:010:IMon,378.5,378.5,0.0,MATCH
hchv14:10:010:V0Set,1865,1865,0,MATCH
hchv14:10:010:VMon,1865,1865.5,-0.5,MATCH
hchv14:10:011:IMon,404,404,0,MATCH
hchv14:10:011:V0Set,1995,1995,0,MATCH
hchv14:10:011:VMon,1994.5,1995,-0.5,MATCH
hchv14:10:012:IMon,381,381,0,MATCH
hchv14:10:012:V0Set,1885,1885,0,MATCH
hchv14:10:012:VMon,1885,1885.5,-0.5,MATCH
hchv14:10:013:IMon,403,403,0,MATCH
hchv14:10:013:V0Set,1985,1985,0,MATCH
hchv14:10:013:VMon,1985,1985,0,MATCH
hchv14:10:014:IMon,411.5,411.5,0.0,MATCH
hchv14:10:014:V0Set,2030,2030,0,MATCH
hchv14:10:014:VMon,2030.5,2030.5,0.0,MATCH
hchv14:10:018:IMon,382.5,382.5,0.0,MATCH
hchv14:10:018:V0Set,1880,1880,0,MATCH
hchv14:10:018:VMon,1880,1880.5,-0.5,MATCH
hchv14:10:019:IMon,385,385,0,MATCH
hchv14:10:019:V0Set,1900,1900,0,MATCH
hchv14:10:019:VMon,1900,1900.5,-0.5,MATCH
hchv14:10:020:IMon,0,272.5,-272.5,MISMATCH
hchv14:10:020:V0Set,1700,1700,0,MATCH
hchv14:10:020:VMon,0,1700.5,-1700.5,MISMATCH
hchv14:10:021:IMon,0,269.5,-269.5,MISMATCH
hchv14:10:021:V0Set,1680,1680,0,MATCH
hchv14:10:021:VMon,0.5,1680.5,-1680.0,MISMATCH
hchv14:10:022:IMon,0.5,258,-257.5,MISMATCH
hchv14:10:022:V0Set,1610,1610,0,MATCH
hchv14:10:022:VMon,0.5,1610.5,-1610.0,MISMATCH
hchv14:10:023:IMon,0,248,-248,MISMATCH
hchv14:10:023:V0Set,1550,1550,0,MATCH
hchv14:10:023:VMon,0.5,1550,-1549.5,MISMATCH
hchv14:12:000:IMon,619.5,619.5,0.0,MATCH
hchv14:12:000:V0Set,1780,1780,0,MATCH
hchv14:12:000:VMon,1780,1780,0,MATCH
hchv14:12:001:IMon,602,602,0,MATCH
hchv14:12:001:V0Set,1730,1730,0,MATCH
hchv14:12:001:VMon,1729.5,1729,0.5,MATCH
hchv14:12:002:IMon,580.5,580,0.5,MATCH
hchv14:12:002:V0Set,1670,1670,0,MATCH
hchv14:12:002:VMon,1670,1670,0,MATCH
hchv14:12:003:IMon,582.5,582.5,0.0,MATCH
hchv14:12:003:V0Set,1630,1630,0,MATCH
hchv14:12:003:VMon,1629.5,1629.5,0.0,MATCH
hchv14:12:004:IMon,635.5,635.5,0.0,MATCH
hchv14:12:004:V0Set,1780,1780,0,MATCH
hchv14:12:004:VMon,1779.5,1779.5,0.0,MATCH
hchv14:12:005:IMon,579.5,579.5,0.0,MATCH
hchv14:12:005:V0Set,1620,1620,0,MATCH
hchv14:12:005:VMon,1619.5,1619.5,0.0,MATCH
hchv14:12:006:IMon,613.5,613.5,0.0,MATCH
hchv14:12:006:V0Set,1720,1720,0,MATCH
hchv14:12:006:VMon,1719.5,1720,-0.5,MATCH
hchv14:12:007:IMon,552.5,552.5,0.0,MATCH
hchv14:12:007:V0Set,1550,1550,0,MATCH
hchv14:12:007:VMon,1549,1549.5,-0.5,MATCH
hchv14:12:008:IMon,582,582,0,MATCH
hchv14:12:008:V0Set,1620,1620,0,MATCH
hchv14:12:008:VMon,1619.5,1619.5,0.0,MATCH
hchv14:12:009:IMon,567,567,0,MATCH
hchv14:12:009:V0Set,1590,1590,0,MATCH
hchv14:12:009:VMon,1589.5,1589.5,0.0,MATCH
hchv14:12:010:IMon,578,578,0,MATCH
hchv14:12:010:V0Set,1620,1620,0,MATCH
hchv14:12:010:VMon,1619,1619.5,-0.5,MATCH
hchv14:12:011:IMon,516,516,0,MATCH
hchv14:12:011:V0Set,1450,1450,0,MATCH
hchv14:12:011:VMon,1449.5,1449.5,0.0,MATCH
hchv14:12:012:IMon,565,565,0,MATCH
hchv14:12:012:V0Set,1630,1630,0,MATCH
hchv14:12:012:VMon,1629,1629,0,MATCH
hchv14:12:013:IMon,559,559.5,-0.5,MATCH
hchv14:12:013:V0Set,1570,1570,0,MATCH
hchv14:12:013:VMon,1569.5,1569.5,0.0,MATCH
hchv15:00:000:IMon,1927.9,1927.9,0.0,MATCH
hchv15:00:000:V0Set,1227,1227,0,MATCH
hchv15:00:000:VMon,1227.09,1227.14,-0.05,MATCH
hchv15:00:001:IMon,2017.65,2017.66,-0.01,MATCH
hchv15:00:001:V0Set,1282,1282,0,MATCH
hchv15:00:001:VMon,1282.18,1282.21,-0.03,MATCH
hchv15:00:002:IMon,1969.07,1969.18,-0.11,MATCH
hchv15:00:002:V0Set,1249,1249,0,MATCH
hchv15:00:002:VMon,1249.24,1249.28,-0.04,MATCH
hchv15:00:003:IMon,2166.48,2166.47,0.01,MATCH
hchv15:00:003:V0Set,1375,1375,0,MATCH
hchv15:00:003:VMon,1374.91,1374.94,-0.03,MATCH
hchv15:00:004:IMon,1978.98,1978.93,0.05,MATCH
hchv15:00:004:V0Set,1255,1255,0,MATCH
hchv15:00:004:VMon,1255.32,1255.35,-0.03,MATCH
hchv15:00:005:IMon,2027.1,2027.06,0.04,MATCH
hchv15:00:005:V0Set,1285,1285,0,MATCH
hchv15:00:005:VMon,1285.34,1285.36,-0.02,MATCH
hchv15:00:006:IMon,2133.93,2133.84,0.09,MATCH
hchv15:00:006:V0Set,1352,1352,0,MATCH
hchv15:00:006:VMon,1352.39,1352.41,-0.02,MATCH
hchv15:00:007:IMon,2132.4,2132.52,-0.12,MATCH
hchv15:00:007:V0Set,1351,1351,0,MATCH
hchv15:00:007:VMon,1351.27,1351.28,-0.01,MATCH
hchv15:00:008:IMon,2474.1,2474.1,0.0,MATCH
hchv15:00:008:V0Set,1574,1574,0,MATCH
hchv15:00:008:VMon,1574.05,1574.05,0.00,MATCH
hchv15:00:009:IMon,1959.53,1959.62,-0.09,MATCH
hchv15:00:009:V0Set,1242,1242,0,MATCH
hchv15:00:009:VMon,1242.09,1242.12,-0.03,MATCH
hchv15:00:010:IMon,2215.7,2215.58,0.12,MATCH
hchv15:00:010:V0Set,1405,1405,0,MATCH
hchv15:00:010:VMon,1405.04,1405.07,-0.03,MATCH
hchv15:00:011:IMon,2232.98,2232.93,0.05,MATCH
hchv15:00:011:V0Set,1415,1415,0,MATCH
hchv15:00:011:VMon,1414.92,1414.94,-0.02,MATCH
hchv15:00:012:IMon,2582.37,2581.97,0.40,MATCH
hchv15:00:012:V0Set,1640,1640,0,MATCH
hchv15:00:012:VMon,1639.72,1639.71,0.01,MATCH
hchv15:00:013:IMon,2238.14,2237.88,0.26,MATCH
hchv15:00:013:V0Set,1420,1420,0,MATCH
hchv15:00:013:VMon,1419.93,1419.92,0.01,MATCH
hchv15:00:016:IMon,1854.92,1855,-0.08,MATCH
hchv15:00:016:V0Set,1175,1175,0,MATCH
hchv15:00:016:VMon,1175.22,1175.24,-0.02,MATCH
hchv15:00:017:IMon,1851.23,1851.35,-0.12,MATCH
hchv15:00:017:V0Set,1172,1172,0,MATCH
hchv15:00:017:VMon,1172.16,1172.19,-0.03,MATCH
hchv15:00:018:IMon,2007.52,2007.57,-0.05,MATCH
hchv15:00:018:V0Set,1272,1272,0,MATCH
hchv15:00:018:VMon,1272.05,1272.09,-0.04,MATCH
hchv15:00:019:IMon,2113.99,2113.98,0.01,MATCH
hchv15:00:019:V0Set,1340,1340,0,MATCH
hchv15:00:019:VMon,1340.14,1340.17,-0.03,MATCH
hchv15:00:020:IMon,2053.47,2053.37,0.10,MATCH
hchv15:00:020:V0Set,1300,1300,0,MATCH
hchv15:00:020:VMon,1299.93,1299.94,-0.01,MATCH
hchv15:00:021:IMon,2334.35,2334.28,0.07,MATCH
hchv15:00:021:V0Set,1479,1479,0,MATCH
hchv15:00:021:VMon,1479.06,1479.05,0.01,MATCH
hchv15:00:022:IMon,2282.17,2282.04,0.13,MATCH
hchv15:00:022:V0Set,1445,1445,0,MATCH
hchv15:00:022:VMon,1444.98,1445,-0.02,MATCH
hchv15:00:023:IMon,2188.91,2188.83,0.08,MATCH
hchv15:00:023:V0Set,1387,1387,0,MATCH
hchv15:00:023:VMon,1387.06,1387.06,0.00,MATCH
hchv15:02:000:IMon,2127.31,2127.41,-0.10,MATCH
hchv15:02:000:V0Set,1351,1351,0,MATCH
hchv15:02:000:VMon,1351.09,1351.13,-0.04,MATCH
hchv15:02:001:IMon,2145.38,2145.48,-0.10,MATCH
