Detector,2026 rsidis,2025 rsidis,diff,status
hchv16:06:020:VMon,1425.84,1425.85,-0.01,MATCH
hchv16:06:021:IMon,2386.07,2386.17,-0.10,MATCH
hchv16:06:021:V0Set,1517,1517,0,MATCH
hchv16:06:021:VMon,1516.96,1516.94,0.02,MATCH
hchv16:06:022:IMon,2674.76,2674.38,0.38,MATCH
hchv16:06:022:V0Set,1700,1700,0,MATCH
hchv16:06:022:VMon,1699.83,1699.83,0.00,MATCH
hchv16:09:000:IMon,2414.09,2414.07,0.02,MATCH
hchv16:09:000:V0Set,1535,1535,0,MATCH
hchv16:09:000:VMon,1534.88,1534.89,-0.01,MATCH
hchv16:09:001:IMon,2625.95,2625.99,-0.04,MATCH
hchv16:09:001:V0Set,1670,1670,0,MATCH
hchv16:09:001:VMon,1669.96,1669.92,0.04,MATCH
hchv16:09:002:IMon,2344.92,2345.16,-0.24,MATCH
hchv16:09:002:V0Set,1490,1490,0,MATCH
hchv16:09:002:VMon,1489.92,1489.92,0.00,MATCH
hchv16:09:003:IMon,2328.67,2328.87,-0.20,MATCH
hchv16:09:003:V0Set,1480,1480,0,MATCH
hchv16:09:003:VMon,1479.85,1479.85,0.00,MATCH
hchv16:09:004:IMon,2433.32,2432.95,0.37,MATCH
hchv16:09:004:V0Set,1548,1548,0,MATCH
hchv16:09:004:VMon,1548.07,1547.94,0.13,MATCH
hchv16:09:005:IMon,2254.44,2254.32,0.12,MATCH
hchv16:09:005:V0Set,1432,1432,0,MATCH
hchv16:09:005:VMon,1432.05,1431.91,0.14,MATCH
hchv16:09:006:IMon,2284.78,2284.79,-0.01,MATCH
hchv16:09:006:V0Set,1452,1452,0,MATCH
hchv16:09:006:VMon,1451.99,1451.86,0.13,MATCH
hchv16:09:007:IMon,2480.37,2480.31,0.06,MATCH
hchv16:09:007:V0Set,1579,1579,0,MATCH
hchv16:09:007:VMon,1579.04,1578.9,0.14,MATCH
hchv16:09:008:IMon,2463.28,2463.34,-0.06,MATCH
hchv16:09:008:V0Set,1566,1566,0,MATCH
hchv16:09:008:VMon,1565.86,1565.88,-0.02,MATCH
hchv16:09:009:IMon,2400.2,2400.23,-0.03,MATCH
hchv16:09:009:V0Set,1531,1531,0,MATCH
hchv16:09:009:VMon,1531.04,1531.01,0.03,MATCH
hchv16:09:010:IMon,2270.36,2270.61,-0.25,MATCH
hchv16:09:010:V0Set,1442,1442,0,MATCH
hchv16:09:010:VMon,1441.98,1441.96,0.02,MATCH
hchv16:09:020:IMon,-0.45,-0.36,-0.09,MATCH
hchv16:09:020:V0Set,1940,1940,0,MATCH
hchv16:09:020:VMon,1940.17,1940.12,0.05,MATCH
hchv16:09:021:IMon,-0.3,0.16,-0.46,MATCH
hchv16:09:021:V0Set,1940,1940,0,MATCH
hchv16:09:021:VMon,1940.2,1940.18,0.02,MATCH
hchv16:09:022:IMon,-0.29,-0.24,-0.05,MATCH
hchv16:09:022:V0Set,1940,1940,0,MATCH
hchv16:09:022:VMon,1939.98,1939.96,0.02,MATCH
hchv16:09:023:IMon,-0.26,0.1,-0.36,MATCH
hchv16:09:023:V0Set,1940,1940,0,MATCH
hchv16:09:023:VMon,1940.04,1940.01,0.03,MATCH
hchv16:14:000:IMon,1097.26,1084.99,12.27,MISMATCH
hchv16:14:000:V0Set,2657,2657,0,MATCH
hchv16:14:000:VMon,2656.77,2656.76,0.01,MATCH
hchv16:14:001:IMon,1144.51,1143.95,0.56,MATCH
hchv16:14:001:V0Set,2693,2693,0,MATCH
hchv16:14:001:VMon,2692.82,2692.8,0.02,MATCH
hchv17:02:000:IMon,672.52,672.87,-0.35,MATCH
hchv17:02:000:V0Set,1690,1690,0,MATCH
hchv17:02:000:VMon,1689.98,1689.96,0.02,MATCH
hchv17:02:001:IMon,777.95,778.39,-0.44,MATCH
hchv17:02:001:V0Set,1815,1815,0,MATCH
hchv17:02:001:VMon,1814.94,1814.92,0.02,MATCH
hchv17:02:002:IMon,842.53,842.86,-0.33,MATCH
hchv17:02:002:V0Set,1900,1900,0,MATCH
hchv17:02:002:VMon,1899.96,1899.95,0.01,MATCH
hchv17:02:003:IMon,800.57,800.86,-0.29,MATCH
hchv17:02:003:V0Set,1844,1844,0,MATCH
hchv17:02:003:VMon,1844.03,1844.01,0.02,MATCH
hchv17:02:004:IMon,643.92,643.42,0.50,MATCH
hchv17:02:004:V0Set,1660,1660,0,MATCH
hchv17:02:004:VMon,1660.06,1660,0.06,MATCH
hchv17:02:005:IMon,751.79,751.1,0.69,MATCH
hchv17:02:005:V0Set,1793,1793,0,MATCH
hchv17:02:005:VMon,1792.98,1792.83,0.15,MATCH
hchv17:02:006:IMon,780.37,780.1,0.27,MATCH
hchv17:02:006:V0Set,1817,1817,0,MATCH
hchv17:02:006:VMon,1816.94,1816.88,0.06,MATCH
hchv17:02:007:IMon,845.84,845.55,0.29,MATCH
hchv17:02:007:V0Set,1897,1897,0,MATCH
hchv17:02:007:VMon,1896.97,1896.89,0.08,MATCH
hchv17:02:008:IMon,771.34,770.49,0.85,MATCH
hchv17:02:008:V0Set,1815,1815,0,MATCH
hchv17:02:008:VMon,1814.79,1814.75,0.04,MATCH
hchv17:02:009:IMon,796.21,795.39,0.82,MATCH
hchv17:02:009:V0Set,1830,1830,0,MATCH
hchv17:02:009:VMon,1829.84,1829.81,0.03,MATCH
hchv17:02:010:IMon,785.59,784.88,0.71,MATCH
hchv17:02:010:V0Set,1825,1825,0,MATCH
hchv17:02:010:VMon,1824.9,1824.87,0.03,MATCH
hchv17:02:011:IMon,788.18,787.39,0.79,MATCH
hchv17:02:011:V0Set,1827,1827,0,MATCH
hchv17:02:011:VMon,1826.8,1826.79,0.01,MATCH
hchv17:02:012:IMon,663.99,663.5,0.49,MATCH
hchv17:02:012:V0Set,1690,1690,0,MATCH
hchv17:02:012:VMon,1690.06,1690.05,0.01,MATCH
hchv17:02:013:IMon,715.74,715.46,0.28,MATCH
hchv17:02:013:V0Set,1738,1738,0,MATCH
hchv17:02:013:VMon,1738.03,1737.99,0.04,MATCH
hchv17:02:014:IMon,712.97,712.71,0.26,MATCH
hchv17:02:014:V0Set,1750,1750,0,MATCH
hchv17:02:014:VMon,1749.94,1749.94,0.00,MATCH
hchv17:02:015:IMon,727.71,727.45,0.26,MATCH
hchv17:02:015:V0Set,1765,1765,0,MATCH
hchv17:02:015:VMon,1764.97,1764.94,0.03,MATCH
hchv17:02:016:IMon,743.79,743.44,0.35,MATCH
hchv17:02:016:V0Set,1785,1785,0,MATCH
hchv17:02:016:VMon,1784.82,1784.83,-0.01,MATCH
hchv17:02:017:IMon,722.9,722.54,0.36,MATCH
hchv17:02:017:V0Set,1743,1743,0,MATCH
hchv17:02:017:VMon,1742.89,1742.89,0.00,MATCH
hchv17:02:018:IMon,756.99,756.78,0.21,MATCH
hchv17:02:018:V0Set,1803,1803,0,MATCH
hchv17:02:018:VMon,1802.8,1802.81,-0.01,MATCH
hchv17:02:019:IMon,743.69,743.42,0.27,MATCH
hchv17:02:019:V0Set,1780,1780,0,MATCH
hchv17:02:019:VMon,1779.91,1779.93,-0.02,MATCH
hchv17:02:020:IMon,688.36,687.9,0.46,MATCH
hchv17:02:020:V0Set,1710,1710,0,MATCH
hchv17:02:020:VMon,1709.72,1709.77,-0.05,MATCH
hchv17:02:021:IMon,792.43,792.01,0.42,MATCH
hchv17:02:021:V0Set,1840,1840,0,MATCH
hchv17:02:021:VMon,1839.81,1839.86,-0.05,MATCH
hchv17:02:022:IMon,802.66,802.47,0.19,MATCH
hchv17:02:022:V0Set,1850,1850,0,MATCH
hchv17:02:022:VMon,1849.72,1849.79,-0.07,MATCH
hchv17:02:023:IMon,752.18,752.02,0.16,MATCH
hchv17:02:023:V0Set,1800,1800,0,MATCH
hchv17:02:023:VMon,1799.83,1799.9,-0.07,MATCH
hchv17:05:000:IMon,739.49,739.67,-0.18,MATCH
hchv17:05:000:V0Set,1770,1770,0,MATCH
hchv17:05:000:VMon,1769.92,1769.94,-0.02,MATCH
hchv17:05:001:IMon,773.74,774.03,-0.29,MATCH
hchv17:05:001:V0Set,1820,1820,0,MATCH
hchv17:05:001:VMon,1819.8,1819.81,-0.01,MATCH
hchv17:05:002:IMon,717.9,718.15,-0.25,MATCH
hchv17:05:002:V0Set,1750,1750,0,MATCH
hchv17:05:002:VMon,1749.85,1749.85,0.00,MATCH
hchv17:05:003:IMon,751.89,752.35,-0.46,MATCH
hchv17:05:003:V0Set,1785,1785,0,MATCH
hchv17:05:003:VMon,1784.99,1784.99,0.00,MATCH
hchv17:05:004:IMon,723.02,722.4,0.62,MATCH
hchv17:05:004:V0Set,1758,1758,0,MATCH
hchv17:05:004:VMon,1757.88,1757.91,-0.03,MATCH
hchv17:05:005:IMon,750.36,749.88,0.48,MATCH
hchv17:05:005:V0Set,1795,1795,0,MATCH
hchv17:05:005:VMon,1794.65,1794.66,-0.01,MATCH
hchv17:05:006:IMon,691.13,690.71,0.42,MATCH
hchv17:05:006:V0Set,1715,1715,0,MATCH
hchv17:05:006:VMon,1714.8,1714.83,-0.03,MATCH
hchv17:05:007:IMon,694.78,694.24,0.54,MATCH
hchv17:05:007:V0Set,1715,1715,0,MATCH
hchv17:05:007:VMon,1714.76,1714.74,0.02,MATCH
hchv17:05:008:IMon,757.88,757.01,0.87,MATCH
hchv17:05:008:V0Set,1790,1790,0,MATCH
hchv17:05:008:VMon,1789.88,1789.87,0.01,MATCH
hchv17:05:009:IMon,788.31,787.53,0.78,MATCH
hchv17:05:009:V0Set,1840,1840,0,MATCH
hchv17:05:009:VMon,1839.82,1839.83,-0.01,MATCH
hchv17:05:010:IMon,787.01,786.49,0.52,MATCH
hchv17:05:010:V0Set,1835,1835,0,MATCH
hchv17:05:010:VMon,1834.79,1834.78,0.01,MATCH
hchv17:05:011:IMon,785.24,785.21,0.03,MATCH
hchv17:05:011:V0Set,1829,1829,0,MATCH
hchv17:05:011:VMon,1828.86,1828.85,0.01,MATCH
hchv17:05:012:IMon,720.79,720.49,0.30,MATCH
hchv17:05:012:V0Set,1754,1754,0,MATCH
hchv17:05:012:VMon,1753.8,1753.83,-0.03,MATCH
hchv17:05:013:IMon,728.8,728.41,0.39,MATCH
hchv17:05:013:V0Set,1758,1758,0,MATCH
hchv17:05:013:VMon,1757.96,1757.95,0.01,MATCH
hchv17:05:014:IMon,711.37,710.98,0.39,MATCH
hchv17:05:014:V0Set,1738,1738,0,MATCH
hchv17:05:014:VMon,1737.94,1737.95,-0.01,MATCH
hchv17:05:015:IMon,739.68,739.4,0.28,MATCH
hchv17:05:015:V0Set,1762,1762,0,MATCH
hchv17:05:015:VMon,1761.94,1761.94,0.00,MATCH
hchv17:05:016:IMon,741.71,741.21,0.50,MATCH
hchv17:05:016:V0Set,1780,1780,0,MATCH
hchv17:05:016:VMon,1779.77,1779.76,0.01,MATCH
hchv17:05:017:IMon,760.07,759.79,0.28,MATCH
hchv17:05:017:V0Set,1800,1800,0,MATCH
hchv17:05:017:VMon,1799.89,1799.86,0.03,MATCH
hchv17:05:018:IMon,690.39,690.04,0.35,MATCH
hchv17:05:018:V0Set,1712,1712,0,MATCH
hchv17:05:018:VMon,1711.94,1711.91,0.03,MATCH
hchv17:05:019:IMon,744.42,744.24,0.18,MATCH
hchv17:05:019:V0Set,1773,1773,0,MATCH
hchv17:05:019:VMon,1772.9,1772.84,0.06,MATCH
hchv17:05:020:IMon,880.48,880.1,0.38,MATCH
hchv17:05:020:V0Set,1950,1950,0,MATCH
hchv17:05:020:VMon,1949.67,1949.7,-0.03,MATCH
hchv17:05:021:IMon,711.88,711.37,0.51,MATCH
hchv17:05:021:V0Set,1750,1750,0,MATCH
hchv17:05:021:VMon,1749.86,1749.95,-0.09,MATCH
hchv17:05:022:IMon,782.37,781.91,0.46,MATCH
hchv17:05:022:V0Set,1823,1823,0,MATCH
hchv17:05:022:VMon,1822.79,1822.85,-0.06,MATCH
hchv17:05:023:IMon,791.71,791.42,0.29,MATCH
hchv17:05:023:V0Set,1845,1845,0,MATCH
hchv17:05:023:VMon,1844.83,1844.9,-0.07,MATCH
hchv17:08:000:IMon,738.74,738.61,0.13,MATCH
hchv17:08:000:V0Set,1780,1780,0,MATCH
hchv17:08:000:VMon,1779.96,1779.94,0.02,MATCH
hchv17:08:001:IMon,685.24,685.23,0.01,MATCH
hchv17:08:001:V0Set,1702,1702,0,MATCH
hchv17:08:001:VMon,1701.91,1701.88,0.03,MATCH
hchv17:08:002:IMon,723.51,723.44,0.07,MATCH
hchv17:08:002:V0Set,1765,1765,0,MATCH
hchv17:08:002:VMon,1764.97,1764.98,-0.01,MATCH
hchv17:08:003:IMon,691.32,691.45,-0.13,MATCH
hchv17:08:003:V0Set,1720,1720,0,MATCH
hchv17:08:003:VMon,1719.86,1719.84,0.02,MATCH
hchv17:08:004:IMon,726.59,725.49,1.10,MATCH
hchv17:08:004:V0Set,1750,1750,0,MATCH
hchv17:08:004:VMon,1750.03,1749.49,0.54,MATCH
hchv17:08:005:IMon,711.83,711.34,0.49,MATCH
hchv17:08:005:V0Set,1740,1740,0,MATCH
hchv17:08:005:VMon,1739.68,1739.69,-0.01,MATCH
hchv17:08:006:IMon,724.08,723.42,0.66,MATCH
hchv17:08:006:V0Set,1765,1765,0,MATCH
hchv17:08:006:VMon,1764.73,1764.71,0.02,MATCH
hchv17:08:007:IMon,722.03,721.46,0.57,MATCH
hchv17:08:007:V0Set,1755,1755,0,MATCH
hchv17:08:007:VMon,1754.87,1754.86,0.01,MATCH
hchv17:08:008:IMon,863.84,862.96,0.88,MATCH
hchv17:08:008:V0Set,1920,1920,0,MATCH
hchv17:08:008:VMon,1919.78,1919.76,0.02,MATCH
hchv17:08:009:IMon,726.21,725.27,0.94,MATCH
hchv17:08:009:V0Set,1760,1760,0,MATCH
hchv17:08:009:VMon,1759.88,1759.86,0.02,MATCH
hchv17:08:010:IMon,831.44,831.5,-0.06,MATCH
hchv17:08:010:V0Set,1865,1865,0,MATCH
hchv17:08:010:VMon,1864.73,1864.7,0.03,MATCH
hchv17:08:011:IMon,798.04,798.17,-0.13,MATCH
hchv17:08:011:V0Set,1848,1848,0,MATCH
hchv17:08:011:VMon,1847.87,1847.85,0.02,MATCH
hchv17:08:012:IMon,707.49,707.03,0.46,MATCH
hchv17:08:012:V0Set,1735,1735,0,MATCH
hchv17:08:012:VMon,1735.02,1734.89,0.13,MATCH
hchv17:08:013:IMon,711.37,710.89,0.48,MATCH
hchv17:08:013:V0Set,1734,1734,0,MATCH
hchv17:08:013:VMon,1733.81,1733.72,0.09,MATCH
hchv17:08:014:IMon,687.9,687.45,0.45,MATCH
hchv17:08:014:V0Set,1725,1725,0,MATCH
hchv17:08:014:VMon,1725.01,1724.89,0.12,MATCH
hchv17:08:015:IMon,671.59,671.17,0.42,MATCH
hchv17:08:015:V0Set,1695,1695,0,MATCH
hchv17:08:015:VMon,1695.02,1694.91,0.11,MATCH
hchv17:08:016:IMon,695.86,695.3,0.56,MATCH
hchv17:08:016:V0Set,1735,1735,0,MATCH
hchv17:08:016:VMon,1734.98,1734.97,0.01,MATCH
hchv17:08:017:IMon,753.36,752.94,0.42,MATCH
hchv17:08:017:V0Set,1800,1800,0,MATCH
hchv17:08:017:VMon,1799.83,1799.81,0.02,MATCH
hchv17:08:018:IMon,699.1,698.56,0.54,MATCH
hchv17:08:018:V0Set,1733,1733,0,MATCH
hchv17:08:018:VMon,1732.83,1732.82,0.01,MATCH
hchv17:08:019:IMon,696.05,695.73,0.32,MATCH
hchv17:08:019:V0Set,1724,1724,0,MATCH
hchv17:08:019:VMon,1723.9,1723.87,0.03,MATCH
hchv17:08:020:IMon,747.96,747.45,0.51,MATCH
hchv17:08:020:V0Set,1785,1785,0,MATCH
hchv17:08:020:VMon,1784.86,1784.89,-0.03,MATCH
hchv17:08:021:IMon,708.54,707.99,0.55,MATCH
hchv17:08:021:V0Set,1736,1736,0,MATCH
hchv17:08:021:VMon,1735.91,1735.88,0.03,MATCH
hchv17:08:022:IMon,773.06,772.87,0.19,MATCH
hchv17:08:022:V0Set,1805,1805,0,MATCH
hchv17:08:022:VMon,1804.74,1804.74,0.00,MATCH
hchv17:08:023:IMon,690.3,689.79,0.51,MATCH
hchv17:08:023:V0Set,1720,1720,0,MATCH
hchv17:08:023:VMon,1719.87,1719.88,-0.01,MATCH
hchv17:11:000:IMon,0.09,0.11,-0.02,MATCH
hchv17:11:000:V0Set,1926,1926,0,MATCH
hchv17:11:000:VMon,1926.02,1926.03,-0.01,MATCH
hchv17:11:001:IMon,-0.26,-0.06,-0.20,MATCH
hchv17:11:001:V0Set,1926,1926,0,MATCH
hchv17:11:001:VMon,1926.07,1926.06,0.01,MATCH
hchv17:11:002:IMon,-0.19,-0.19,0.00,MATCH
hchv17:11:002:V0Set,1926,1926,0,MATCH
hchv17:11:002:VMon,1926.16,1926.16,0.00,MATCH
hchv17:11:003:IMon,-0.25,-0.03,-0.22,MATCH
hchv17:11:003:V0Set,1926,1926,0,MATCH
hchv17:11:003:VMon,1926.12,1926.12,0.00,MATCH
hchv17:11:008:IMon,808.5,808.12,0.38,MATCH
hchv17:11:008:V0Set,1860,1860,0,MATCH
hchv17:11:008:VMon,1859.89,1859.86,0.03,MATCH
hchv17:11:009:IMon,754.92,754.41,0.51,MATCH
hchv17:11:009:V0Set,1800,1800,0,MATCH
hchv17:11:009:VMon,1799.84,1799.81,0.03,MATCH
hchv17:11:010:IMon,858.79,858.06,0.73,MATCH
hchv17:11:010:V0Set,1920,1920,0,MATCH
hchv17:11:010:VMon,1919.82,1919.79,0.03,MATCH
hchv17:11:011:IMon,750.31,749.86,0.45,MATCH
hchv17:11:011:V0Set,1785,1785,0,MATCH
hchv17:11:011:VMon,1784.81,1784.79,0.02,MATCH
hchv17:11:020:IMon,803.75,803.33,0.42,MATCH
hchv17:11:020:V0Set,1869,1869,0,MATCH
hchv17:11:020:VMon,1869.04,1868.94,0.10,MATCH
hchv17:11:021:IMon,862.18,861.73,0.45,MATCH
hchv17:11:021:V0Set,1935,1935,0,MATCH
hchv17:11:021:VMon,1935.09,1934.88,0.21,MATCH
hchv17:11:022:IMon,723.22,723.09,0.13,MATCH
hchv17:11:022:V0Set,1755,1755,0,MATCH
hchv17:11:022:VMon,1754.9,1754.82,0.08,MATCH
hchv17:11:023:IMon,816.6,816.65,-0.05,MATCH
hchv17:11:023:V0Set,1872,1872,0,MATCH
hchv17:11:023:VMon,1871.97,1871.91,0.06,MATCH
hchv17:14:000:IMon,691.67,691.21,0.46,MATCH
hchv17:14:000:V0Set,1710,1710,0,MATCH
hchv17:14:000:VMon,1709.83,1709.81,0.02,MATCH
hchv17:14:001:IMon,716.07,715.92,0.15,MATCH
hchv17:14:001:V0Set,1745,1745,0,MATCH
hchv17:14:001:VMon,1745.09,1745.07,0.02,MATCH
hchv17:14:002:IMon,743.77,743.54,0.23,MATCH
hchv17:14:002:V0Set,1780,1780,0,MATCH
hchv17:14:002:VMon,1779.92,1779.9,0.02,MATCH
hchv17:14:003:IMon,694.52,694.41,0.11,MATCH
hchv17:14:003:V0Set,1726,1726,0,MATCH
hchv17:14:003:VMon,1725.83,1725.8,0.03,MATCH
hchv17:14:004:IMon,739.72,739.32,0.40,MATCH
hchv17:14:004:V0Set,1775,1775,0,MATCH
hchv17:14:004:VMon,1774.93,1774.9,0.03,MATCH
hchv17:14:005:IMon,675.96,675.49,0.47,MATCH
hchv17:14:005:V0Set,1695,1695,0,MATCH
hchv17:14:005:VMon,1694.89,1694.85,0.04,MATCH
hchv17:14:006:IMon,758.68,758.13,0.55,MATCH
hchv17:14:006:V0Set,1800,1800,0,MATCH
hchv17:14:006:VMon,1799.97,1799.91,0.06,MATCH
hchv17:14:007:IMon,701.27,700.68,0.59,MATCH
hchv17:14:007:V0Set,1735,1735,0,MATCH
hchv17:14:007:VMon,1734.77,1734.76,0.01,MATCH
hchv17:14:008:IMon,723.97,723.07,0.90,MATCH
hchv17:14:008:V0Set,1760,1760,0,MATCH
hchv17:14:008:VMon,1759.8,1759.75,0.05,MATCH
hchv17:14:009:IMon,778.81,778.09,0.72,MATCH
hchv17:14:009:V0Set,1815,1815,0,MATCH
hchv17:14:009:VMon,1814.82,1814.83,-0.01,MATCH
hchv17:14:010:IMon,650.74,651.01,-0.27,MATCH
hchv17:14:010:V0Set,1675,1675,0,MATCH
hchv17:14:010:VMon,1674.91,1674.88,0.03,MATCH
hchv17:14:011:IMon,768.12,768.26,-0.14,MATCH
hchv17:14:011:V0Set,1810,1810,0,MATCH
hchv17:14:011:VMon,1809.78,1809.78,0.00,MATCH
hchv17:14:012:IMon,753.28,753.08,0.20,MATCH
hchv17:14:012:V0Set,1790,1790,0,MATCH
hchv17:14:012:VMon,1789.68,1789.63,0.05,MATCH
hchv17:14:013:IMon,717.12,716.73,0.39,MATCH
hchv17:14:013:V0Set,1750,1750,0,MATCH
hchv17:14:013:VMon,1749.89,1749.81,0.08,MATCH
hchv17:14:014:IMon,801.24,800.94,0.30,MATCH
hchv17:14:014:V0Set,1850,1850,0,MATCH
hchv17:14:014:VMon,1849.81,1849.76,0.05,MATCH
hchv17:14:015:IMon,726.86,726.46,0.40,MATCH
hchv17:14:015:V0Set,1769,1769,0,MATCH
hchv17:14:015:VMon,1768.93,1768.85,0.08,MATCH
hchv17:14:016:IMon,778.42,778.08,0.34,MATCH
hchv17:14:016:V0Set,1823,1823,0,MATCH
hchv17:14:016:VMon,1822.92,1822.91,0.01,MATCH
hchv17:14:017:IMon,744.38,744.03,0.35,MATCH
hchv17:14:017:V0Set,1781,1781,0,MATCH
hchv17:14:017:VMon,1781.03,1781.01,0.02,MATCH
hchv17:14:018:IMon,820.41,820.17,0.24,MATCH
hchv17:14:018:V0Set,1877,1877,0,MATCH
hchv17:14:018:VMon,1876.8,1876.81,-0.01,MATCH
hchv17:14:019:IMon,736.82,736.47,0.35,MATCH
hchv17:14:019:V0Set,1760,1760,0,MATCH
hchv17:14:019:VMon,1760.04,1760.05,-0.01,MATCH
hchv17:14:020:IMon,778.82,778.37,0.45,MATCH
hchv17:14:020:V0Set,1840,1840,0,MATCH
hchv17:14:020:VMon,1839.71,1839.72,-0.01,MATCH
hchv17:14:021:IMon,820.29,819.85,0.44,MATCH
hchv17:14:021:V0Set,1870,1870,0,MATCH
hchv17:14:021:VMon,1869.83,1869.86,-0.03,MATCH
hchv17:14:022:IMon,825.5,825.69,-0.19,MATCH
hchv17:14:022:V0Set,1871,1871,0,MATCH
hchv17:14:022:VMon,1870.65,1870.68,-0.03,MATCH
hchv17:14:023:IMon,798.78,798.82,-0.04,MATCH
hchv17:14:023:V0Set,1841,1841,0,MATCH
hchv17:14:023:VMon,1840.9,1840.93,-0.03,MATCH
