category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,25506,1450.029,1393.359,1235.648,1098.105,50,0.07250145,0.06966795,0.0617824,0.05490525,0.92749855,0.93033205,0.9382176,0.94509475,0.977059292236,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25506_-1.report",OK
signal,25507,1472.331,1414.898,1255.001,1115.818,50,0.07361655,0.0707449,0.06275005,0.0557909,0.92638345,0.9292551,0.93724995,0.9442091,0.976369187808,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25507_-1.report",OK
signal,25508,1473.449,1415.925,1255.889,1116.886,50,0.07367245,0.07079625,0.06279445,0.0558443,0.92632755,0.92920375,0.93720555,0.9441557,0.976333894911,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25508_-1.report",OK
signal,25509,1473.129,1415.497,1255.785,1116.687,50,0.07365645,0.07077485,0.06278925,0.05583435,0.92634355,0.92922515,0.93721075,0.94416565,0.976342859687,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25509_-1.report",OK
signal,25510,1417.65,1361.91,1208.37,1074.492,50,0.0708825,0.0680955,0.0604185,0.0537246,0.9291175,0.9319045,0.9395815,0.9462754,0.978020999717,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25510_-1.report",OK
signal,25511,1466.591,1409.471,1250.235,1111.81,50,0.07332955,0.07047355,0.06251175,0.0555905,0.92667045,0.92952645,0.93748825,0.9444095,0.976539906784,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25511_-1.report",OK
signal,25512,759.841,730.865,646.938,570.175,50,0.03799205,0.03654325,0.0323469,0.02850875,0.96200795,0.96345675,0.9676531,0.97149125,0.993456188947,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25512_-1.report",OK
signal,25513,766.322,737.287,652.485,574.911,50,0.0383161,0.03686435,0.03262425,0.02874555,0.9616839,0.96313565,0.96737575,0.97125445,0.993346294967,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25513_-1.report",OK
signal,25532,1460.274,1401.513,1242.252,1100.523,50,0.0730137,0.07007565,0.0621126,0.05502615,0.9269863,0.92992435,0.9378874,0.94497385,0.976828714287,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25532_-1.report",OK
signal,25533,1462.312,1403.308,1243.978,1103.286,50,0.0731156,0.0701654,0.0621989,0.0551643,0.9268844,0.9298346,0.9378011,0.9448357,0.976757361454,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25533_-1.report",OK
signal,25534,1436.584,1379.654,1222.552,1085.132,50,0.0718292,0.0689827,0.0611276,0.0542566,0.9281708,0.9310173,0.9388724,0.9457434,0.977509160709,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25534_-1.report",OK
signal,25536,1388.748,1333.445,1181.417,1048.903,50,0.0694374,0.06667225,0.05907085,0.05244515,0.9305626,0.93332775,0.94092915,0.94755485,0.978926909373,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25536_-1.report",OK
signal,25538,1378.943,1323.725,1172.703,1040.239,50,0.06894715,0.06618625,0.05863515,0.05201195,0.93105285,0.93381375,0.94136485,0.94798805,0.979227132394,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25538_-1.report",OK
dummy,25514,793.418,760.201,679.177,587.873,50,0.0396709,0.03801005,0.03395885,0.02939365,0.9603291,0.96198995,0.96604115,0.97060635,0.992914270614,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_25514_-1.report",OK
