mode,group_id,curve_label,setting_id,pt_bin,z_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,npts,npts_fit,phi_min,phi_max,phi_span,phi_occ,phi_nsectors,dominant_wfrac,M0,M0_err,A,A_err,B,B_err,A_sig,B_sig,chi2,ndf,chi2_ndf,prob,fit_tier,fit_status,cov_status,fit_flag_bits,valid_fit_default,valid_M0_default,valid_A_default,valid_B_default,attempts,note
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.36,10,10,1.37445,4.90874,3.53429,6,8,0.203581,0.00460592,0.000781623,0.598437,0.156698,0.153031,0.0785905,3.81905,1.9472,2.60589,7,0.37227,0.918914,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.253722,0.00576527,0.00130039,0.807211,0.153358,0.222107,0.073973,5.26356,3.00254,6.55071,5,1.31014,0.256255,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.269897,0.0013697,6.09075e-05,-0.999997,1.98881,-0.667092,0.0928809,0.502812,7.18223,4.22933,5,0.845865,0.516893,2,0,3,25088,1,1,0,1,t2:ok_or_best,PARAM_AT_LIMIT;A_ERR_BAD;A_SIG_LOW
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,0,-1,0,0.1,0.05,-999,-999,0.9,6,6,2.15984,4.12334,1.9635,4,8,0.271049,0.000801208,5.50903e-05,-0.999993,1.99489,-0.604892,0.151857,0.501277,3.98331,4.65026,3,1.55009,0.199273,2,0,3,25088,1,1,0,1,t2:ok_or_best,PARAM_AT_LIMIT;A_ERR_BAD;A_SIG_LOW
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.36,10,10,1.37445,4.90874,3.53429,6,8,0.212095,0.00416453,0.000669841,0.531419,0.155315,0.1055,0.0745247,3.42155,1.41564,3.52569,7,0.503671,0.832497,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.193895,0.00452313,0.000619921,0.66746,0.112932,0.193167,0.0493024,5.91027,3.91801,5.30431,5,1.06086,0.379881,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.206418,0.00274294,0.00058018,0.41568,0.226089,0.0757255,0.100088,1.83857,0.756593,5.48985,5,1.09797,0.35906,2,0,3,131072,1,1,1,0,t2:ok_or_best,B_SIG_LOW
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,1,-1,0.1,0.2,0.15,-999,-999,0.9,8,8,1.76715,4.51604,2.74889,4,8,0.25693,0.00227863,0.000417055,0.869506,0.115648,0.241295,0.058805,7.51857,4.1033,5.23358,5,1.04672,0.388044,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.36,5,5,2.55254,4.12334,1.5708,3,8,0.409516,0.00139857,0.000155149,-1,1.96956,-0.973676,0.269189,0.507727,3.61707,3.93303,2,1.96651,0.139944,2,0,3,25344,0,0,0,0,t2:ok_or_best,PHI_UNIFORM_FAIL;PARAM_AT_LIMIT;A_ERR_BAD;A_SIG_LOW
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.5,8,8,1.76715,4.51604,2.74889,4,8,0.241448,0.00521668,0.00117949,0.735125,0.163878,0.223811,0.0646128,4.4858,3.46388,18.8037,5,3.76075,0.00209081,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.67,pass4/pi+sidis/LH2/z0p67/x0p25/q23p3/hmsPneg1p531_shmsP4p868_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.67,8,8,1.76715,4.51604,2.74889,4,8,0.221434,0.00335034,0.000579204,0.624946,0.148311,0.179952,0.0622008,4.21374,2.89308,8.77883,5,1.75577,0.118218,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.90,pass4/pi+sidis/LH2/z0p9/x0p25/q23p3/hmsPneg1p531_shmsP6p538_hmsTh29p045_shmsTh7p865_thpq2,2,-1,0.2,0.3,0.25,-999,-999,0.9,8,8,1.76715,4.51604,2.74889,4,8,0.179903,0.00159199,0.000295364,0.677122,0.150749,0.175655,0.0706218,4.49172,2.48726,8.31419,5,1.66284,0.139749,2,0,3,0,1,1,1,1,t2:ok_or_best,
group,grp_LH2_zOv_x0p25_Q23p3_tpq2p0,z = 0.50,pass4/pi+sidis/LH2/z0p5/x0p25/q23p3/hmsPneg1p531_shmsP3p632_hmsTh29p045_shmsTh7p865_thpq2,3,-1,0.3,0.4,0.35,-999,-999,0.5,4,4,2.94524,4.12334,1.1781,3,8,0.419699,0.00172779,0.000734722,-0.992616,1.49081,-0.91079,1.20638,0.665825,0.754979,1.7673,1,1.7673,0.183717,2,0,3,221952,0,0,0,0,t2:ok_or_best,PHI_UNIFORM_FAIL;PARAM_AT_LIMIT;A_ERR_BAD;A_SIG_LOW;B_ERR_BAD;B_SIG_LOW
