category,run,ctime_raw_withstart,ctime_good_withstart,coinc_blocking_ratio,rootfile,status
signal,24222,238019,227389,0.95534,"./Pass0p1_ROOTfiles/coin_replay_production_24222_-1.root",OK
signal,24223,1.39948e+06,1.22481e+06,0.875183,"./Pass0p1_ROOTfiles/coin_replay_production_24223_-1.root",OK
signal,24224,240174,229160,0.954142,"./Pass0p1_ROOTfiles/coin_replay_production_24224_-1.root",OK
signal,24225,88382,84376,0.954674,"./Pass0p1_ROOTfiles/coin_replay_production_24225_-1.root",OK
signal,24226,248463,237305,0.955092,"./Pass0p1_ROOTfiles/coin_replay_production_24226_-1.root",OK
signal,24227,304128,290278,0.95446,"./Pass0p1_ROOTfiles/coin_replay_production_24227_-1.root",OK
signal,24228,227487,217087,0.954283,"./Pass0p1_ROOTfiles/coin_replay_production_24228_-1.root",OK
signal,24229,121357,116403,0.959178,"./Pass0p1_ROOTfiles/coin_replay_production_24229_-1.root",OK
signal,24230,39819,38465,0.965996,"./Pass0p1_ROOTfiles/coin_replay_production_24230_-1.root",OK
signal,24257,245934,234294,0.95267,"./Pass0p1_ROOTfiles/coin_replay_production_24257_-1.root",OK
signal,24258,221395,211296,0.954385,"./Pass0p1_ROOTfiles/coin_replay_production_24258_-1.root",OK
signal,24259,228604,217849,0.952954,"./Pass0p1_ROOTfiles/coin_replay_production_24259_-1.root",OK
signal,24260,208008,198349,0.953564,"./Pass0p1_ROOTfiles/coin_replay_production_24260_-1.root",OK
signal,24261,171197,163300,0.953872,"./Pass0p1_ROOTfiles/coin_replay_production_24261_-1.root",OK
signal,24262,202377,192996,0.953646,"./Pass0p1_ROOTfiles/coin_replay_production_24262_-1.root",OK
signal,24263,124015,119110,0.960448,"./Pass0p1_ROOTfiles/coin_replay_production_24263_-1.root",OK
signal,24264,39203,37923,0.967349,"./Pass0p1_ROOTfiles/coin_replay_production_24264_-1.root",OK
positron,24554,372597,349398,0.937737,"./Pass0p1_ROOTfiles/coin_replay_production_24554_-1.root",OK
dummy,24232,95145,91069,0.95716,"./Pass0p1_ROOTfiles/coin_replay_production_24232_-1.root",OK
dummy,24233,90614,86604,0.955746,"./Pass0p1_ROOTfiles/coin_replay_production_24233_-1.root",OK
dummy,24234,94002,89856,0.955895,"./Pass0p1_ROOTfiles/coin_replay_production_24234_-1.root",OK
dummy,24268,92842,88967,0.958262,"./Pass0p1_ROOTfiles/coin_replay_production_24268_-1.root",OK
dummy,24269,80629,77308,0.958811,"./Pass0p1_ROOTfiles/coin_replay_production_24269_-1.root",OK
positron_dummy,24555,84866,80405,0.947435,"./Pass0p1_ROOTfiles/coin_replay_production_24555_-1.root",OK
