category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,24222,47.482,25.388,6.23683,0.123401,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24222_-1.root",OK
signal,24223,50.928,28.308,6.63817,0.181572,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24223_-1.root",OK
signal,24224,49.107,26.578,6.40816,0.125069,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24224_-1.root",OK
signal,24225,50.88,27.981,6.67907,0.209822,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24225_-1.root",OK
signal,24226,47.516,20.224,6.51608,0.123184,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24226_-1.root",OK
signal,24227,47.347,24.796,6.62932,0.112186,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24227_-1.root",OK
signal,24228,48.278,25.749,6.3139,0.1274,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24228_-1.root",OK
signal,24229,31.926,12.817,6.4117,0.143982,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24229_-1.root",OK
signal,24230,17.017,4.048,7.40753,0.199055,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24230_-1.root",OK
signal,24257,48.261,25.242,6.5202,0.125188,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24257_-1.root",OK
signal,24258,44.119,23.638,6.63332,0.131455,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24258_-1.root",OK
signal,24259,46.179,25.008,6.6135,0.13064,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24259_-1.root",OK
signal,24260,45.837,24.983,6.60581,0.135972,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24260_-1.root",OK
signal,24261,42.636,22.808,6.71664,0.149924,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24261_-1.root",OK
signal,24262,43.866,23.603,6.10199,0.13352,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24262_-1.root",OK
signal,24263,32.774,13.094,6.52879,0.144873,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24263_-1.root",OK
signal,24264,17.18,4.04,7.11071,0.199539,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24264_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-8.58591997842
# FIT_aerr,1.53063796951
# FIT_b,0.708902356046
# FIT_berr,0.0354975107696
# FIT_b_over_berr,19.9704807654
# FIT_chi2,34.8477198089
# FIT_ndf,15
# FIT_chi2ndf,2.32318132059
# FIT_prob,0.00258478055992
