category,run,BCM2_I,BCM2_Q_mC,hms_elclean_counts,hms_elclean_counts_per_mC,hms_elclean_counts_per_mC_err,yield,yield_err,rootfile,status
signal,24222,48.745,83.874,1670361,19915.12268,15.40911923,6.55014,0.129449,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24222_-1.root",OK
signal,24223,50.98,41.312,824735,19963.56991,21.98269793,7.88505,0.211327,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24223_-1.root",OK
signal,24224,50.299,83.482,1667291,19971.8622,15.46724119,6.70438,0.131105,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24224_-1.root",OK
signal,24225,50.932,30.553,611569,20016.65958,25.59580964,7.05075,0.220404,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24225_-1.root",OK
signal,24226,48.252,86.956,1741408,20026.31216,15.17576923,6.8335,0.129029,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24226_-1.root",OK
signal,24227,48.59,106.18,2126532,20027.61349,13.73387974,6.97326,0.11784,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24227_-1.root",OK
signal,24228,48.463,79.903,1592994,19936.59813,15.79588578,6.63091,0.133565,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24228_-1.root",OK
signal,24229,33.004,57.67,1162021,20149.48847,18.69205443,7.07299,0.154188,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24229_-1.root",OK
signal,24230,17.164,31.372,636227,20280.09053,25.4251686,7.67793,0.205923,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24230_-1.root",OK
signal,24257,48.528,84.917,1701452,20036.64755,15.36084858,6.90366,0.13186,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24257_-1.root",OK
signal,24258,46.078,77.114,1545282,20038.92938,16.12020802,6.77017,0.136057,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24258_-1.root",OK
signal,24259,47.618,78.551,1581071,20127.95509,16.00751687,6.97475,0.137515,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24259_-1.root",OK
signal,24260,47.723,72.201,1447521,20048.48963,16.66361503,6.97807,0.143281,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24260_-1.root",OK
signal,24261,43.215,59.873,1206325,20148.0634,18.34430002,6.82243,0.154791,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24261_-1.root",OK
signal,24262,46.449,70.011,1409495,20132.47918,16.95764303,6.45023,0.140721,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24262_-1.root",OK
signal,24263,32.952,57.843,1172295,20266.84301,18.7183536,6.81827,0.151051,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24263_-1.root",OK
signal,24264,17.271,30.185,614913,20371.4759,25.97859486,7.57001,0.209044,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24264_-1.root",OK
# FIT_MODEL,pol0
# FIT_c,20062.6418146
# FIT_cerr,4.20989652898
# FIT_chi2,641.653804013
# FIT_ndf,16
# FIT_chi2ndf,40.1033627508
# FIT_prob,3.29353027609e-126
