category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24222,1567.334,1470.128,1178.138,994.123,50,0.0783667,0.0735064,0.0589069,0.04970615,0.9216333,0.9264936,0.9410931,0.95029385,0.976906210279,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24222_-1.report",OK
signal,24223,1637.946,1536.922,1232.232,1040.171,50,0.0818973,0.0768461,0.0616116,0.05200855,0.9181027,0.9231539,0.9383884,0.94799145,0.974852700354,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24223_-1.report",OK
signal,24224,1619.013,1519.523,1218.178,1028.677,50,0.08095065,0.07597615,0.0609089,0.05143385,0.91904935,0.92402385,0.9390911,0.94856615,0.97539463249,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24224_-1.report",OK
signal,24225,1638.548,1537.728,1233.01,1041.401,50,0.0819274,0.0768864,0.0616505,0.05207005,0.9180726,0.9231136,0.9383495,0.94792995,0.974822002169,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24225_-1.report",OK
signal,24226,1559.474,1463.616,1172.529,989.805,50,0.0779737,0.0731808,0.05862645,0.04949025,0.9220263,0.9268192,0.94137355,0.95050975,0.977111387435,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24226_-1.report",OK
signal,24227,1569.571,1473.143,1180.787,996.73,50,0.07847855,0.07365715,0.05903935,0.0498365,0.92152145,0.92634285,0.94096065,0.9501635,0.9768162285,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24227_-1.report",OK
signal,24228,1557.78,1460.86,1171.605,989.044,50,0.077889,0.073043,0.05858025,0.0494522,0.922111,0.926957,0.94141975,0.9505478,0.977162556831,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24228_-1.report",OK
signal,24229,1096.33,1030.472,823.025,686.05,50,0.0548165,0.0515236,0.04115125,0.0343025,0.9451835,0.9484764,0.95884875,0.9656975,0.988454778064,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24229_-1.report",OK
signal,24230,584.731,550.577,438.736,360.863,50,0.02923655,0.02752885,0.0219368,0.01804315,0.97076345,0.97247115,0.9780632,0.98195685,0.996638200998,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24230_-1.report",OK
signal,24257,1556.996,1464.698,1174.583,992.83,50,0.0778498,0.0732349,0.05872915,0.0496415,0.9221502,0.9267651,0.94127085,0.9503585,0.977076920096,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24257_-1.report",OK
signal,24258,1482.489,1394.747,1118.318,944.659,50,0.07412445,0.06973735,0.0559159,0.04723295,0.92587555,0.93026265,0.9440841,0.95276705,0.979135849996,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24258_-1.report",OK
signal,24259,1534.349,1444.577,1158.371,978.829,50,0.07671745,0.07222885,0.05791855,0.04894145,0.92328255,0.92777115,0.94208145,0.95105855,0.977689325464,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24259_-1.report",OK
signal,24260,1536.89,1447.047,1160.085,980.031,50,0.0768445,0.07235235,0.05800425,0.04900155,0.9231555,0.92764765,0.94199575,0.95099845,0.977623487593,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24260_-1.report",OK
signal,24261,1399.19,1315.753,1054.632,890.729,50,0.0699595,0.06578765,0.0527316,0.04453645,0.9300405,0.93421235,0.9472684,0.95546355,0.981345708891,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24261_-1.report",OK
signal,24262,1504.679,1415.771,1134.538,958.591,50,0.07523395,0.07078855,0.0567269,0.04792955,0.92476605,0.92921145,0.9432731,0.95207045,0.978538544244,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24262_-1.report",OK
signal,24263,1092.948,1029.649,822.458,686.056,50,0.0546474,0.05148245,0.0411229,0.0343028,0.9453526,0.94851755,0.9588771,0.9656972,0.988482985842,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24263_-1.report",OK
signal,24264,586.738,553.928,441.21,363.174,50,0.0293369,0.0276964,0.0220605,0.0181587,0.9706631,0.9723036,0.9779395,0.9818413,0.996603125585,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24264_-1.report",OK
positron,24554,1540.78,1456.551,1165.672,980.412,50,0.077039,0.07282755,0.0582836,0.0490206,0.922961,0.92717245,0.9417164,0.9509794,0.977463381529,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24554_-1.report",OK
