run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,normyield_err,ctmean,ctsigma,boil_corr,h_EL_CLEAN,p_EL_CLEAN
27829,8.581,LH2,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,97.719,58.393,97.302,58.144,86.046,51.418,249.99,149.38,133.64,79.86,0.9994,0.9944,0.9873,0.985,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99985,-999,10372.0,2384.46,7987.54,83.4028,1.07277,51.1711,0.502438,1.0,6.82,-999
27830,8.581,LH2,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,105.95,58.571,105.53,58.343,93.378,51.62,270.8,149.7,144.96,80.138,0.9994,0.9944,0.9868,0.9842,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99982,-999,11325.0,2593.46,8731.54,84.1278,1.03433,51.1966,0.500299,1.0,6.842,-999
27831,8.581,LH2,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,90.616,57.545,90.314,57.353,79.864,50.717,234.62,148.99,123.97,78.727,0.9994,0.9944,0.9882,0.9845,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99983,-999,9627.0,2193.46,7433.54,83.6683,1.114,51.1491,0.473408,1.0,6.723,62.61
27832,8.581,LH2,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,102.0,58.666,101.7,58.494,89.865,51.685,260.69,149.93,139.45,80.208,0.9994,0.9951,0.9869,0.9839,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99984,-999,10920.0,2502.54,8417.46,84.1836,1.05427,51.1966,0.501081,1.0,6.858,-999
27833,8.581,LH2,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,73.474,59.193,73.262,59.022,64.664,52.096,186.9,150.57,100.36,80.854,0.9994,0.9945,0.9863,0.9847,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99982,-999,7883.0,1820.85,6062.15,84.0973,1.24258,51.2157,0.502854,1.0,6.923,64.399
27834,8.581,LH2,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,103.83,60.052,103.42,59.816,91.239,52.767,262.3,151.7,141.59,81.888,0.9994,0.9968,0.9792,0.9752,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.9995,-999,11314.0,2579.92,8734.08,86.6888,1.06495,51.1104,0.476903,1.0,7.021,-999
27835,8.581,LH2,-3.254,19.18,-2.806,12.98,HMSDIS,-999,-999,-999,-999,44214.547,57.865,44017.574,57.607,38805.309,50.78,113175.43,148.1,60199.577,78.78,0.9994,0.994,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99951,97.6309,-999,-999,-999,-999,-999,-999,-999,1.0,6.765,62.8
27836,8.581,Dummy,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,85.594,49.598,85.153,49.342,74.88,43.39,259.9,150.6,116.2,67.337,0.9996,0.9957,0.9885,0.9847,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,-999,2545.0,204.231,2340.77,27.9277,0.603749,51.2262,0.450501,1.0,2.117,20.982
27837,8.581,Dummy,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,75.256,44.433,74.914,44.232,65.793,38.846,236.25,139.49,102.07,60.265,0.9997,0.9953,0.9881,0.9869,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,-999,2361.0,175.846,2185.15,29.5653,0.659309,51.1487,0.456087,1.0,1.898,18.806
27838,8.581,Dummy,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,26.624,44.687,26.51,44.497,23.248,39.021,86.648,145.43,36.07,60.543,0.9997,0.9951,0.9871,0.9905,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,745.0,62.0,683.0,26.0188,1.04311,51.1445,0.456745,1.0,1.907,18.933
27839,8.581,Dummy,-3.254,19.18,-2.806,12.98,PI-SIDIS,-999,-999,-999,-999,88.589,49.502,88.228,49.3,77.316,43.203,269.27,150.46,119.97,67.038,0.9997,0.9942,0.9872,0.9877,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,-999,2764.0,213.692,2550.31,29.2758,0.605302,51.1289,0.466263,1.0,2.113,20.996
27840,8.581,Dummy,-3.254,19.18,-2.806,12.98,HMSDIS,-999,-999,-999,-999,48453.342,48.806,48248.581,48.599,42246.124,42.55,148207.29,149.2,65553.916,66.03,0.9996,0.9954,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99592,99.3579,-999,-999,-999,-999,-999,-999,-999,1.0,2.082,20.6
27841,8.581,LH2,-3.254,19.18,5.051,12.98,PI+SIDIS,-999,-999,-999,-999,164.19,59.255,163.53,59.018,143.42,51.759,417.42,150.64,222.59,80.33,0.9995,0.9921,0.9889,0.9861,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,-999,20627.0,230.538,20396.5,126.547,0.891462,51.0463,0.485011,1.0,6.929,5.476
27842,8.581,Dummy,-3.254,19.18,5.051,12.98,PI+SIDIS,-999,-999,-999,-999,14.685,26.607,14.62,26.489,12.794,23.182,63.364,114.8,19.853,35.97,1.0,1.0,0.9829,0.9857,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,356.0,1.84615,354.154,24.5754,1.30954,51.0995,0.493669,1.0,-999,-999
27843,8.581,Dummy,-3.254,19.18,5.051,12.98,PI+SIDIS,-999,-999,-999,-999,35.161,39.904,35.018,39.741,30.738,34.885,120.19,136.4,47.732,54.17,1.0,0.9946,0.9911,0.9841,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,865.0,3.84615,861.154,24.9891,0.853595,50.9854,0.466873,1.0,1.706,-999
27844,8.581,LH2,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,77.386,50.047,77.078,49.847,67.822,43.861,232.3,150.23,105.33,68.121,0.9995,0.9946,0.9825,0.9814,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99971,-999,15413.0,2677.69,12735.3,168.49,1.65345,51.1647,0.521642,1.0,5.859,23.939
27845,8.581,LH2,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,85.055,49.813,84.628,49.564,74.569,43.673,255.26,149.49,115.78,67.81,0.9995,0.9948,0.9808,0.9816,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99972,-999,17063.0,2936.77,14126.2,170.182,1.58406,51.201,0.514383,1.0,5.835,23.725
27846,8.581,LH2,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,79.814,49.788,79.406,49.533,70.037,43.689,239.52,149.41,108.72,67.819,0.9995,0.9945,0.9826,0.9815,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99972,-999,15923.0,2730.38,13192.6,169.405,1.631,51.1566,0.519135,1.0,5.826,23.672
27847,8.581,LD2,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,41.357,28.455,41.149,28.312,36.189,24.9,216.98,149.29,56.172,38.649,0.9994,0.9958,0.9831,0.9811,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99961,-999,14642.0,2933.38,11708.6,290.31,3.02327,51.1164,0.536424,1.0,6.182,26.945
27848,8.581,LD2,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,41.996,28.034,41.802,27.905,36.798,24.564,220.35,147.09,57.113,38.126,0.9994,0.996,0.9832,0.9811,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99966,-999,14435.0,2946.92,11488.1,280.379,2.95523,51.1045,0.524399,1.0,6.09,26.491
27849,8.581,LD2,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,59.97,28.585,59.656,28.435,52.551,25.048,314.11,149.72,81.566,38.878,0.9995,0.9962,0.982,0.981,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99962,-999,21119.0,4258.0,16861.0,288.364,2.50459,51.1087,0.522373,1.0,6.213,27.01
27850,8.581,LD2,-3.254,19.18,2.806,12.98,HMSDIS,-999,-999,-999,-999,26654.273,28.338,26489.602,28.163,23358.155,24.83,139690.09,148.5,36255.93,38.54,0.9995,0.996,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99932,95.5276,-999,-999,-999,-999,-999,-999,-999,1.0,6.148,26.7
27852,8.581,Dummy,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,57.19,51.252,56.9,50.992,50.4,45.168,169.87,152.23,78.243,70.119,0.9996,0.9939,0.9868,0.9845,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99999,-999,2700.0,196.846,2503.15,44.7031,0.930565,51.2304,0.469811,1.0,2.189,-999
27853,8.581,Dummy,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,83.228,49.986,82.87,49.772,73.457,44.118,249.46,149.82,114.03,68.488,0.9995,0.9957,0.9866,0.9841,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,-999,4064.0,280.308,3783.69,46.4213,0.784202,51.1572,0.463698,1.0,2.137,-999
27854,8.581,Dummy,-3.254,19.18,2.806,12.98,HMSDIS,-999,-999,-999,-999,43816.553,51.343,43637.96,51.133,38692.726,45.33,129872.79,152.1,60069.703,70.38,0.9996,0.9955,-999,-999,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,0.99937,98.8352,-999,-999,-999,-999,-999,-999,-999,1.0,2.191,5.915
27855,8.581,LH2,-3.254,19.18,2.806,12.98,PI+SIDIS,-999,-999,-999,-999,83.114,50.615,82.785,50.415,73.425,44.714,247.85,150.93,113.95,69.398,0.9995,0.9969,0.9695,0.9698,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.99921,-999,16623.0,2904.62,13718.4,171.093,1.61876,51.0109,0.500624,1.0,5.923,24.328
27856,8.581,LH2,-3.254,19.18,2.806,12.98,HMSDIS,-999,-999,-999,-999,41792.941,50.662,41591.526,50.418,36721.2,44.51,124535.22,150.9,56911.897,68.98,0.9995,0.9949,-999,-999,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,0.99887,96.0002,-999,-999,-999,-999,-999,-999,-999,1.0,5.929,24.1
27857,8.581,LH2,-3.254,19.18,2.806,12.98,HMSDIS,-999,-999,-999,-999,45947.615,50.451,45703.912,50.184,40186.544,44.12,137498.35,150.9,62250.958,68.35,0.9995,0.9966,-999,-999,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,0.99896,96.0073,-999,-999,-999,-999,-999,-999,-999,1.0,5.901,23.9
27858,8.581,LH2,-3.254,22.89,5.154,14.78,PI+SIDIS,-999,-999,-999,-999,146.66,58.73,146.12,58.513,129.14,51.715,371.22,148.65,200.54,80.306,0.9995,0.9859,0.9878,0.9886,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,6047.0,16.9231,6030.08,41.7645,0.538643,51.117,0.468685,1.0,2.172,-999
27859,8.581,Dummy,-3.254,22.89,5.154,14.78,PI+SIDIS,-999,-999,-999,-999,33.215,51.443,33.079,51.232,29.277,45.344,98.36,152.33,45.456,70.403,1.0,0.9804,1.0,0.9808,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,223.0,0.307692,222.692,6.86392,0.460302,51.2096,0.546332,1.0,-999,-999
27860,8.581,LH2,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,96.721,58.929,96.436,58.755,85.517,52.103,244.06,148.7,132.72,80.864,0.9997,0.9856,0.989,0.9838,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,-999,5341.0,130.154,5210.85,54.9421,0.771285,51.206,0.46833,1.0,2.179,10.261
27861,8.581,LH2,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,102.75,58.977,102.36,58.754,90.829,52.133,259.26,148.8,141.01,80.935,0.9994,0.9887,0.9919,0.9855,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,-999,5654.0,140.846,5513.15,54.6846,0.746549,51.247,0.509725,1.0,2.18,10.242
27862,8.581,LH2,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,105.36,60.554,104.91,60.295,93.165,53.542,262.8,151.03,144.62,83.117,0.9996,0.9885,0.9839,0.9848,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,-999,5650.0,146.923,5503.08,53.2846,0.728541,51.2732,0.499718,1.0,2.238,10.521
27863,8.581,LH2,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,100.51,59.026,100.12,58.798,88.931,52.224,253.82,149.05,138.0,81.044,0.9996,0.9898,0.9897,0.9843,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,-999,5452.0,140.846,5311.15,53.9139,0.750275,51.2416,0.51724,1.0,2.181,10.256
27864,8.581,LH2,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,101.68,58.493,101.35,58.301,89.811,51.661,257.84,148.31,139.24,80.098,0.9996,0.9894,0.9873,0.9823,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99995,-999,5637.0,134.077,5502.92,55.2971,0.755144,51.2099,0.461665,1.0,2.163,10.17
27865,8.581,LH2,-3.254,22.89,3.837,14.78,HMSDIS,-999,-999,-999,-999,49737.041,59.495,49590.753,59.32,43650.094,52.21,125189.87,149.7,67607.146,80.87,0.9996,0.9905,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99695,99.1997,-999,-999,-999,-999,-999,-999,-999,1.0,2.2,10.31
27867,8.581,Dummy,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,102.39,51.08,101.84,50.806,90.249,45.021,304.02,151.66,140.19,69.936,0.9995,0.9874,0.9882,0.983,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1326.0,12.0,1314.0,13.1315,0.364035,51.048,0.464389,1.0,0.632,-999
27868,8.581,Dummy,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,52.413,50.775,52.147,50.517,46.27,44.824,155.91,151.04,71.879,69.633,0.9997,0.9836,0.9953,0.9836,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,615.0,5.84615,609.154,11.8798,0.483814,51.0597,0.46705,1.0,-999,-999
27870,8.581,Dummy,-3.254,22.89,3.837,14.78,HMSDIS,-999,-999,-999,-999,46689.182,50.392,46496.47,50.184,41002.916,44.25,141146.29,152.3,63559.523,68.6,0.9996,0.9939,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99932,99.7912,-999,-999,-999,-999,-999,-999,-999,1.0,0.624,2.383
27871,8.581,LH2,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,104.84,59.096,104.54,58.929,92.187,51.962,267.23,150.62,143.11,80.667,0.9995,0.9855,0.9897,0.9823,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,-999,5768.0,144.231,5623.77,54.7899,0.740633,51.0202,0.502569,1.0,2.185,10.303
27872,8.581,LH2,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,93.553,58.211,93.213,58.0,82.535,51.356,239.31,148.9,128.22,79.788,0.9995,0.99,0.9922,0.9819,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,5363.0,126.538,5236.46,57.2415,0.801256,51.1142,0.49617,1.0,2.151,10.142
27873,8.581,LH2,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,87.646,58.236,87.257,57.977,77.439,51.454,224.75,149.33,120.3,79.934,0.9995,0.9892,0.9873,0.983,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99993,-999,4818.0,116.846,4701.15,54.8404,0.810465,51.141,0.467166,1.0,2.152,10.121
27874,8.581,Dummy,-3.254,22.89,3.837,14.78,PI+SIDIS,-999,-999,-999,-999,112.4,48.729,111.87,48.499,99.31,43.053,343.58,148.95,154.2,66.85,0.9997,0.986,0.9921,0.9821,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1397.0,14.6923,1382.31,12.5852,0.340432,51.1353,0.470943,1.0,0.603,-999
27875,8.581,LD2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,22.418,52.812,22.349,52.65,19.86,46.785,60.303,142.05,30.825,72.617,0.9996,0.9934,0.9768,0.9755,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99983,-999,2148.0,391.077,1756.92,80.6337,2.14191,51.1659,0.538871,1.0,3.449,31.543
27876,8.581,LD2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,84.436,53.835,84.136,53.643,74.72,47.64,234.63,149.6,115.98,73.948,0.9995,0.9929,0.9791,0.9752,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99982,-999,8541.0,1405.54,7135.46,87.0247,1.13424,51.1916,0.518498,1.0,3.515,31.941
27877,8.581,LD2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,91.763,53.097,91.433,52.907,81.136,46.948,255.62,147.91,125.92,72.863,0.9996,0.9931,0.9781,0.9757,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99984,-999,9202.0,1506.0,7696.0,86.3155,1.08263,51.1896,0.516827,1.0,3.466,31.328
27878,8.581,LD2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,86.07,53.854,85.665,53.601,75.972,47.536,239.31,149.73,117.91,73.778,0.9996,0.9939,0.9791,0.9755,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99983,-999,8684.0,1441.77,7242.23,86.7139,1.12288,51.1315,0.526904,1.0,3.519,31.717
27879,8.581,LD2,-3.254,22.89,2.978,14.78,HMSDIS,-999,-999,-999,-999,38856.7,51.82,38658.323,51.556,34269.809,45.7,109563.3,146.1,53194.46,70.94,0.9995,0.9938,-999,-999,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,0.99941,95.6345,-999,-999,-999,-999,-999,-999,-999,1.0,3.384,30.4
27881,8.581,Dummy,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,74.883,48.448,74.503,48.202,65.932,42.657,229.24,148.31,102.31,66.197,0.9996,0.992,0.9821,0.9808,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,990.0,32.7692,957.231,13.105,0.43131,51.14,0.4533,1.0,-999,-999
27883,8.581,Dummy,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,9.003,47.715,8.964,47.507,7.924,41.995,27.772,147.19,12.296,65.166,1.0,1.0,1.0,0.9743,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,114.0,4.38462,109.615,12.551,1.22433,51.181,0.481124,1.0,-999,-999
27884,8.581,Dummy,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,82.75,48.051,82.364,47.827,72.809,42.278,254.78,147.94,112.97,65.601,0.9997,0.9939,0.9843,0.9803,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99992,-999,1014.0,33.2308,980.769,12.1516,0.395033,51.1488,0.46808,1.0,0.594,-999
27885,8.581,Dummy,-3.254,22.89,2.978,14.78,HMSDIS,-999,-999,-999,-999,47647.066,50.302,47377.741,50.017,41889.437,44.22,144127.61,152.1,65017.971,68.64,0.9996,0.9943,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99932,99.3801,-999,-999,-999,-999,-999,-999,-999,1.0,0.623,3.73
27886,8.581,LH2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,92.037,58.802,91.63,58.543,81.096,51.813,235.21,150.28,125.85,80.412,0.9995,0.9897,0.9844,0.979,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99992,-999,5637.0,509.846,5127.15,57.1882,0.840348,51.2113,0.516686,1.0,2.17,17.104
27887,8.581,LH2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,80.748,55.622,80.448,55.415,71.178,49.03,211.47,145.67,110.44,76.076,0.9996,0.9923,0.9818,0.9788,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99993,-999,4851.0,441.385,4409.62,56.0271,0.888029,51.2596,0.507631,1.0,2.054,16.134
27888,8.581,LH2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,62.851,53.976,62.642,53.796,55.419,47.593,166.45,142.95,85.973,73.833,0.9996,0.9909,0.9849,0.9789,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99997,-999,3942.0,333.462,3608.54,58.8727,1.02766,51.2531,0.513444,1.0,1.994,15.644
27891,8.581,LH2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,101.73,59.085,101.32,58.846,89.686,52.087,259.07,150.46,139.17,80.83,0.9996,0.9892,0.9819,0.9799,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99993,-999,6141.0,553.462,5587.54,56.3042,0.792392,51.264,0.503575,1.0,2.184,17.175
27892,8.581,LH2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,105.47,59.476,104.99,59.203,92.983,52.43,267.82,151.02,144.3,81.366,0.9997,0.987,0.9831,0.9787,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99991,-999,6517.0,577.231,5939.77,57.8254,0.788583,51.2759,0.503603,1.0,2.198,17.217
27893,8.581,LH2,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,82.856,54.404,82.507,54.176,73.071,47.98,220.98,145.09,113.4,74.46,0.9995,0.9948,0.9775,0.9727,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.99988,-999,4878.0,443.231,4434.77,55.293,0.873841,51.2824,0.498668,1.0,2.009,15.718
27894,8.581,LH2,-3.254,22.89,2.978,14.78,HMSDIS,-999,-999,-999,-999,47911.037,57.673,47742.665,57.47,42294.764,50.91,123113.45,148.1,65633.325,79.0,0.9996,0.9903,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99663,97.585,-999,-999,-999,-999,-999,-999,-999,1.0,2.135,16.7
27895,8.581,LH2,-3.254,22.89,2.978,14.78,HMSDIS,-999,-999,-999,-999,48548.114,57.407,48388.666,57.218,42875.448,50.69,124994.28,147.8,66526.88,78.66,0.9996,0.9948,-999,-999,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,0.99932,97.5836,-999,-999,-999,-999,-999,-999,-999,1.0,2.119,16.6
27896,8.581,Al,-3.254,22.89,2.978,14.78,HMSDIS,-999,-999,-999,-999,41794.346,49.395,41594.874,49.159,36842.565,43.54,126688.44,149.7,57193.854,67.59,0.9997,0.9944,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99963,99.3928,-999,-999,-999,-999,-999,-999,-999,1.0,0.681,3.573
27897,8.581,Al,-3.254,22.89,2.978,14.78,HMSDIS,-999,-999,-999,-999,45334.771,50.199,45086.996,49.924,39946.837,44.23,136894.73,151.5,62011.022,68.66,0.9997,0.9942,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99922,99.3937,-999,-999,-999,-999,-999,-999,-999,1.0,0.69,3.624
27898,8.581,Cu,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,46.053,54.44,45.842,54.192,40.678,48.087,120.66,142.64,63.119,74.614,0.9995,0.995,0.9787,0.978,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99991,-999,1342.0,223.0,1119.0,24.9738,0.822789,51.2426,0.497967,1.0,1.733,16.978
27899,8.581,Cu,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,95.87,59.021,95.484,58.782,84.735,52.165,243.47,149.89,131.49,80.95,0.9995,0.9959,0.9798,0.9768,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99992,-999,2894.0,477.462,2416.54,25.9244,0.580767,51.2583,0.513741,1.0,1.877,18.398
27900,8.581,Cu,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,103.28,59.385,102.93,59.185,91.354,52.525,261.42,150.3,141.77,81.516,0.9995,0.9961,0.9787,0.9766,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99992,-999,3125.0,516.769,2608.23,25.9597,0.559917,51.2527,0.518906,1.0,1.889,18.452
27901,8.581,Cu,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,102.31,59.505,101.99,59.319,90.533,52.654,258.67,150.44,140.49,81.714,0.9996,0.9955,0.9807,0.9769,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,-999,3126.0,506.769,2619.23,26.2998,0.564891,51.2495,0.531486,1.0,1.893,18.494
27902,8.581,Cu,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,99.497,58.872,99.196,58.694,88.066,52.108,252.77,149.56,136.68,80.877,0.9996,0.9963,0.984,0.9766,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999,-999,3000.0,489.923,2510.08,25.9236,0.569219,51.263,0.516971,1.0,1.873,18.285
27903,8.581,Cu,-3.254,22.89,2.978,14.78,HMSDIS,-999,-999,-999,-999,35788.384,60.785,35667.899,60.58,31682.09,53.81,89691.046,152.3,49173.17,83.51,0.9995,0.9966,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99383,97.0051,-999,-999,-999,-999,-999,-999,-999,1.0,1.933,18.9
27904,8.581,Cu,-3.254,22.89,2.978,14.78,HMSDIS,-999,-999,-999,-999,30933.994,57.272,30809.583,57.042,27376.912,50.68,79609.287,147.3,42488.533,78.66,0.9996,0.9965,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.99485,97.0582,-999,-999,-999,-999,-999,-999,-999,1.0,1.819,17.76
27905,8.581,C,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,86.133,49.643,85.663,49.372,75.713,43.638,260.97,150.41,117.32,67.618,0.9996,0.9939,0.9845,0.9791,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,-999,4424.0,488.769,3935.23,46.9407,0.796754,51.2943,0.504953,1.0,2.077,15.809
27906,8.581,C,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,81.775,48.712,81.365,48.468,71.534,42.612,249.08,148.37,110.86,66.037,0.9996,0.9944,0.9839,0.9785,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99998,-999,4191.0,463.154,3727.85,46.8429,0.816926,51.3086,0.509344,1.0,2.035,15.444
27907,8.581,C,-3.254,22.89,2.978,14.78,PI+SIDIS,-999,-999,-999,-999,81.298,49.381,80.933,49.16,71.368,43.35,246.45,149.69,110.87,67.343,0.9997,0.9947,0.9801,0.9799,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99992,-999,4249.0,463.769,3785.23,47.7473,0.825687,51.2904,0.512099,1.0,2.065,15.72
