run,ebeam,target,hms_p,hms_th,shms_p,shms_th,run_type,x,Q2,z,thpq,BCM1_Q,BCM1_I,BCM2_Q,BCM2_I,BCM4A_Q,BCM4A_I,BCM4B_Q,BCM4B_I,BCM4C_Q,BCM4C_I,h_esing_Eff,h_hadron_Eff,p_esing_Eff,p_hadron_Eff,ps1,ps2,ps3,ps4,ps5,ps6,comp_livetime,electr_deadtime,coin,randoms,ransubcoin,normyield,normyield_err,ctmean,ctsigma,boil_corr,h_EL_CLEAN,p_EL_CLEAN
27429,6.449,LH2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,108.09,60.899,107.81,60.743,96.126,54.157,268.52,151.28,149.74,84.367,0.9996,0.9983,0.9711,0.96,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.99951,-999,313.0,94.3077,218.692,2.2522,0.184298,51.2373,0.384335,1.0,-999,-999
27430,6.449,LH2,-1.165,44.83,-2.978,10.245,HMSDIS,0.44,4.4,0.52,2.0,54662.682,57.734,54463.666,57.523,48583.694,51.31,139385.58,147.2,75663.848,79.91,0.9999,0.9984,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,95.6213,-999,-999,-999,-999,-999,-999,-999,1.0,0.199,-999
27431,6.449,LH2,-1.165,44.83,-2.978,10.245,HMSDIS,0.44,4.4,0.52,2.0,53842.223,60.447,53675.204,60.26,47891.586,53.76,133675.69,150.0,74574.878,83.72,0.9998,0.9983,-999,-999,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,0.99903,95.5463,-999,-999,-999,-999,-999,-999,-999,1.0,0.209,-999
27432,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,72.655,40.252,72.33,40.072,64.321,35.635,273.12,151.31,100.18,55.503,1.0,0.9987,0.9709,0.9633,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,-999,42.0,3.0,39.0,0.561548,0.0935701,51.321,0.418534,1.0,-999,-999
27433,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,68.607,39.832,68.32,39.666,60.77,35.283,258.34,149.99,94.651,54.954,1.0,0.998,0.9761,0.96,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,25.0,3.15385,21.8462,0.334179,0.0768549,51.3874,0.232457,1.0,-999,-999
27435,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,45.99,39.772,45.755,39.569,40.755,35.245,173.18,149.77,63.47,54.889,1.0,0.9957,0.9651,0.9562,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,31.0,2.30769,28.6923,0.658301,0.128109,51.3533,0.356949,1.0,-999,82.888
27436,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,58.692,40.136,58.449,39.97,51.853,35.459,220.48,150.77,80.767,55.232,1.0,1.0,0.9812,0.9671,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,34.0,3.61538,30.3846,0.539591,0.103973,51.2002,0.549036,1.0,-999,-999
27437,6.449,Dummy,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,95.138,40.396,94.65,40.189,84.204,35.754,355.98,151.15,131.13,55.681,1.0,0.9995,0.973,0.9529,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,65.0,5.61538,59.3846,0.660642,0.0899886,51.1734,0.361007,1.0,-999,-999
27438,6.449,Dummy,-1.165,44.83,-2.978,10.245,HMSDIS,0.44,4.4,0.52,2.0,36055.239,39.895,35884.657,39.706,31826.576,35.21,135653.59,150.1,49477.341,54.74,0.9999,0.9988,-999,-999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,98.9771,-999,-999,-999,-999,-999,-999,-999,1.0,-999,83.0
27439,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,48.876,28.205,48.665,28.084,42.85,24.728,260.78,150.49,66.478,38.363,0.9997,0.9986,0.9832,0.9747,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,-999,257.0,86.9231,170.077,3.59908,0.343629,51.2877,0.341662,1.0,-999,-999
27440,6.449,LD2,-1.165,44.83,-2.978,10.245,PI-SIDIS,0.44,4.4,0.52,2.0,40.829,28.119,40.669,28.009,35.955,24.762,218.18,150.26,55.969,38.545,1.0,0.9982,0.9823,0.9742,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,-999,259.0,67.9231,191.077,4.83989,0.411731,51.201,0.376577,1.0,-999,-999
27442,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,34.018,21.165,33.843,21.056,29.888,18.595,191.93,119.41,44.995,27.994,0.9997,0.9987,0.9844,0.9753,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99987,-999,1961.0,638.0,1323.0,40.2447,1.36382,51.2176,0.363695,1.0,1.292,-999
27443,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,31.998,21.182,31.845,21.081,28.128,18.62,180.61,119.55,42.4,28.068,0.9998,0.9988,0.9845,0.9748,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.00049,-999,1829.0,593.462,1235.54,39.9587,1.40028,51.2213,0.364815,1.0,1.293,-999
27444,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,36.532,21.115,36.374,21.023,32.136,18.574,206.34,119.26,48.451,28.003,0.9999,0.9987,0.985,0.9748,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99985,-999,2195.0,670.154,1524.85,43.1701,1.34188,51.2167,0.361872,1.0,1.289,-999
27445,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,37.871,21.338,37.705,21.244,33.315,18.77,213.94,120.54,50.523,28.466,0.9999,0.9986,0.9845,0.9751,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99987,-999,2168.0,699.385,1468.62,40.0984,1.28698,51.2265,0.363789,1.0,1.303,-999
27446,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,38.019,21.347,37.837,21.244,33.467,18.791,214.89,120.65,50.815,28.531,0.9997,0.9987,0.9848,0.9747,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99988,-999,2157.0,712.154,1444.85,39.3359,1.28038,51.2322,0.368086,1.0,1.303,-999
27447,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,36.445,21.23,36.255,21.12,32.094,18.696,206.09,120.05,49.446,28.804,0.9998,0.9986,0.985,0.9745,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99985,-999,2114.0,668.077,1445.92,41.0878,1.32232,51.2281,0.363443,1.0,1.298,-999
27448,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,35.916,21.145,35.748,21.046,31.672,18.646,203.36,119.72,49.32,29.036,0.9998,0.9988,0.9848,0.975,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99989,-999,2045.0,664.692,1380.31,39.7594,1.31878,51.2158,0.360099,1.0,1.294,-999
27449,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,34.644,21.201,34.494,21.109,30.585,18.717,196.37,120.17,47.668,29.172,0.9998,0.9985,0.9848,0.9747,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999,-999,1965.0,637.846,1327.15,39.6335,1.34023,51.2261,0.367352,1.0,1.305,-999
27451,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,37.427,21.259,37.27,21.17,33.07,18.784,212.3,120.59,51.581,29.299,0.9998,0.9988,0.9729,0.9623,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.96409,-999,2128.0,668.923,1459.08,42.2063,1.35043,51.2153,0.360692,1.0,1.314,-999
27452,6.449,LH2,-1.165,26.6,-2.738,7.5,HMSDIS,-999,-999,-999,-999,17188.236,21.206,17117.601,21.119,15194.692,18.74,97554.559,120.3,23709.629,29.25,0.9998,0.9987,-999,-999,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,0.99952,95.5721,-999,-999,-999,-999,-999,-999,-999,1.0,1.309,-999
27453,6.449,LH2,-1.165,26.6,-2.738,7.5,HMSDIS,-999,-999,-999,-999,18830.121,21.128,18745.017,21.033,16651.791,18.68,106902.41,119.9,25982.144,29.15,0.9996,0.9987,-999,-999,-1.0,-1.0,33.0,-1.0,-1.0,-1.0,0.99911,95.5787,-999,-999,-999,-999,-999,-999,-999,1.0,1.308,-999
27454,6.449,Dummy,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,72.887,46.012,72.571,45.813,64.286,40.583,228.46,144.22,100.03,63.153,0.9998,0.9985,0.9858,0.976,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99988,-999,1421.0,460.462,960.538,13.6149,0.540932,51.2715,0.342304,1.0,1.007,-999
27455,6.449,Dummy,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,84.843,49.156,84.495,48.955,74.642,43.246,258.78,149.93,116.19,67.319,0.9998,0.9987,0.985,0.9771,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99992,-999,1620.0,553.231,1066.77,12.9726,0.495843,51.288,0.351383,1.0,1.073,-999
27456,6.449,Dummy,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,85.899,49.58,85.572,49.392,75.926,43.824,261.79,151.1,118.59,68.453,0.9998,0.9987,0.9843,0.9747,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99988,-999,1656.0,557.692,1098.31,13.2204,0.496141,51.2324,0.359084,1.0,1.082,-999
27457,6.449,Dummy,-1.165,26.6,-2.738,7.5,HMSDIS,-999,-999,-999,-999,37664.608,46.931,37519.417,46.75,33372.828,41.58,117326.75,146.1,52144.17,64.97,0.9997,0.9985,-999,-999,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,0.99972,95.9008,-999,-999,-999,-999,-999,-999,-999,1.0,1.027,-999
27458,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,38.056,21.361,37.879,21.262,33.617,18.869,215.88,121.17,52.499,29.469,0.9998,0.9984,0.9853,0.9755,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99987,-999,2181.0,710.846,1470.15,39.9507,1.28489,51.2388,0.364908,1.0,1.322,-999
27459,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,7.093,20.998,7.055,20.885,6.245,18.489,40.104,118.72,9.739,28.831,0.9999,0.9986,0.9849,0.9731,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99987,-999,389.0,133.923,255.077,37.3121,2.923,51.2769,0.372863,1.0,-999,287.08
27460,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,36.585,21.245,36.415,21.147,32.031,18.601,205.71,119.46,49.819,28.93,0.9998,0.9987,0.9845,0.9747,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99986,-999,2089.0,684.923,1404.08,39.7214,1.30922,51.2748,0.339205,1.0,1.314,-999
27461,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,36.708,21.181,36.547,21.089,32.246,18.607,207.07,119.48,50.317,29.034,0.9996,0.9985,0.9849,0.9751,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99986,-999,2031.0,684.308,1346.69,37.9525,1.28642,51.2528,0.358271,1.0,1.311,-999
27462,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,39.373,21.321,39.207,21.231,34.708,18.795,222.87,120.68,54.258,29.381,0.9997,0.9981,0.9854,0.9745,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99988,-999,2185.0,733.846,1451.15,38.1414,1.24437,51.2032,0.377725,1.0,1.319,-999
27463,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,28.181,21.322,28.062,21.232,24.898,18.839,159.87,120.96,38.913,29.442,0.9999,0.9984,0.9854,0.9749,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99985,-999,1541.0,522.769,1018.23,37.3714,1.45945,51.2047,0.348743,1.0,1.322,-999
27464,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,36.551,21.109,36.374,21.006,32.213,18.603,206.88,119.47,50.276,29.035,0.9998,0.9982,0.9848,0.9743,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99987,-999,2112.0,679.769,1432.23,40.5799,1.31812,51.2355,0.349806,1.0,1.304,-999
27465,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,36.935,21.106,36.754,21.002,32.369,18.497,207.88,118.79,50.387,28.793,0.9999,0.9984,0.9845,0.975,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99985,-999,2090.0,685.769,1404.23,39.3432,1.29693,51.276,0.357506,1.0,1.307,-999
27466,6.449,LH2,-1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,39.782,21.452,39.598,21.354,34.957,18.851,224.5,121.06,54.617,29.453,0.9998,0.9984,0.9844,0.9744,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99986,-999,2222.0,743.769,1478.23,38.4702,1.24244,51.2744,0.351096,1.0,1.328,-999
27467,6.449,LH2,-1.165,26.6,4.929,7.5,PI+SIDIS,-999,-999,-999,-999,72.797,59.126,72.679,59.03,64.644,52.504,173.18,140.65,97.207,78.951,0.9997,0.9977,0.9832,0.9803,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99977,-999,3930.0,448.923,3481.08,48.9697,0.885748,51.2653,0.374626,1.0,3.629,32.977
27468,6.449,LH2,-1.165,26.6,4.929,7.5,PI+SIDIS,-999,-999,-999,-999,92.834,62.249,92.623,62.108,82.416,55.264,218.5,146.51,127.25,85.33,0.9996,0.9978,0.9847,0.9799,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99977,-999,5146.0,570.846,4575.15,50.5255,0.795582,51.2792,0.372086,1.0,3.827,34.715
27469,6.449,LH2,-1.165,26.6,4.929,7.5,HMSDIS,-999,-999,-999,-999,47329.022,64.454,47190.47,64.265,41978.432,57.16,108029.17,147.1,64713.139,88.12,0.9997,0.9977,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99903,97.8526,-999,-999,-999,-999,-999,-999,-999,1.0,3.955,35.9
27470,6.449,LH2,-1.165,26.6,4.929,7.5,HMSDIS,-999,-999,-999,-999,86355.451,63.571,86157.597,63.425,76611.996,56.39,197651.16,145.5,118066.04,86.91,0.9998,0.9977,-999,-999,-1.0,-1.0,65.0,-1.0,-1.0,-1.0,0.99855,97.8545,-999,-999,-999,-999,-999,-999,-999,1.0,3.909,35.4
27471,6.449,Dummy,-1.165,26.6,4.929,7.5,PI+SIDIS,-999,-999,-999,-999,92.185,49.428,91.815,49.23,81.635,43.771,279.92,150.09,127.6,68.419,0.9998,0.9978,0.9866,0.9863,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,1093.0,32.6923,1060.31,11.7175,0.365773,51.3063,0.340454,1.0,1.087,5.812
27472,6.449,Dummy,-1.165,26.6,4.929,7.5,HMSDIS,-999,-999,-999,-999,-999,50.529,-999,50.326,-999,44.73,2751.093,152.3,1262.726,69.92,0.9996,0.9968,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,1.0,99.6539,-999,-999,-999,-999,-999,-999,-999,1.0,-999,0.96
27473,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,42.267,24.533,42.065,24.416,37.203,21.594,238.96,138.7,58.139,33.745,0.9998,0.9982,0.9807,0.981,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99983,-999,3877.0,1145.23,2731.77,66.472,1.53222,51.2505,0.364503,1.0,1.518,34.867
27474,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,47.216,25.221,46.944,25.076,41.49,22.162,266.48,142.34,64.825,34.627,0.9998,0.9983,0.9823,0.9803,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99984,-999,4377.0,1318.38,3058.62,66.7418,1.46028,51.27,0.367378,1.0,1.56,35.746
27475,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,42.396,25.356,42.171,25.222,37.225,22.264,239.1,143.0,58.163,34.786,0.9997,0.9984,0.9804,0.9809,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99979,-999,3889.0,1164.15,2724.85,66.1548,1.53138,51.2768,0.356885,1.0,1.569,35.915
27476,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,43.999,25.178,43.786,25.056,38.612,22.096,248.0,141.91,60.305,34.509,0.9998,0.9985,0.9802,0.9807,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99986,-999,3972.0,1206.23,2765.77,64.6776,1.49093,51.2765,0.356663,1.0,1.558,35.638
27477,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,42.041,25.072,41.843,24.954,36.866,21.986,236.79,141.21,57.441,34.256,0.9998,0.9985,0.9819,0.9819,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99985,-999,3688.0,1152.23,2535.77,61.9776,1.50203,51.28,0.358426,1.0,1.552,35.491
27478,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,42.831,24.968,42.63,24.851,37.544,21.887,241.19,140.6,58.525,34.117,0.9998,0.9985,0.9801,0.9815,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9998,-999,3837.0,1170.77,2666.23,63.988,1.50395,51.274,0.357371,1.0,1.544,35.336
27479,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,39.274,24.873,39.052,24.732,34.441,21.812,221.21,140.09,53.746,34.038,0.9998,0.9987,0.9815,0.9811,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99982,-999,3531.0,1061.69,2469.31,64.7206,1.57537,51.2671,0.351361,1.0,1.539,35.241
27480,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,44.236,25.286,44.008,25.155,38.895,22.233,249.8,142.79,60.814,34.762,0.9997,0.9987,0.9804,0.9819,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99982,-999,3899.0,1202.46,2696.54,62.6696,1.46831,51.2677,0.363934,1.0,1.565,35.85
27481,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,5.049,25.549,5.024,25.42,4.444,22.489,28.547,144.45,6.95,35.166,0.9998,0.9989,0.97,0.9691,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.9349,-999,414.0,130.692,283.308,62.2534,4.52496,51.2574,0.341611,1.0,-999,36.273
27482,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,39.145,24.94,38.957,24.821,34.512,21.989,221.67,141.23,53.956,34.377,0.9998,0.9987,0.9824,0.9816,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99983,-999,3578.0,1057.15,2520.85,66.1979,1.58854,51.2527,0.366466,1.0,1.543,35.452
27483,6.449,LH2,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,49.203,25.11,48.98,24.996,43.422,22.159,278.85,142.3,67.867,34.635,0.9998,0.9987,0.9813,0.9814,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99984,-999,4463.0,1342.15,3120.85,65.1958,1.41165,51.2462,0.362391,1.0,1.555,35.713
27484,6.449,LH2,-1.165,26.6,2.738,7.5,HMSDIS,-999,-999,-999,-999,20800.856,24.926,20709.256,24.816,18370.491,22.01,117980.72,141.3,28716.42,34.41,0.9998,0.999,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,1.0,95.6141,-999,-999,-999,-999,-999,-999,-999,1.0,1.543,35.4
27485,6.449,LH2,-1.165,26.6,2.738,7.5,HMSDIS,-999,-999,-999,-999,21669.431,25.015,21572.753,24.903,19147.549,22.1,122970.6,141.9,29926.509,34.54,0.9997,0.9988,-999,-999,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,0.09301,95.6001,-999,-999,-999,-999,-999,-999,-999,1.0,1.549,35.6
27486,6.449,Dummy,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,82.939,49.13,82.539,48.892,73.629,43.614,252.08,149.32,115.12,68.195,0.9998,0.9988,0.9834,0.9844,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99991,-999,2138.0,598.462,1539.54,19.0076,0.576986,51.2394,0.366906,1.0,1.078,21.943
27487,6.449,Dummy,-1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,82.156,49.281,81.795,49.064,72.816,43.678,249.45,149.63,113.76,68.244,0.9998,0.9987,0.9832,0.9848,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99991,-999,2003.0,592.385,1410.62,17.5671,0.563661,51.2581,0.380677,1.0,1.081,21.96
27488,6.449,Dummy,-1.165,26.6,2.738,7.5,HMSDIS,-999,-999,-999,-999,44330.708,50.018,44143.283,49.806,39052.213,44.06,133920.76,151.1,60827.446,68.63,0.9997,0.9988,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99989,96.931,-999,-999,-999,-999,-999,-999,-999,1.0,1.098,22.2
27490,6.449,LH2,1.165,26.6,4.929,7.5,PI+SIDIS,-999,-999,-999,-999,47.472,62.995,47.387,62.882,42.096,55.861,108.8,144.38,63.179,83.838,0.9984,0.9963,0.9831,0.981,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99964,-999,48.0,40.8462,7.15385,0.154192,0.154139,51.3,0.5,1.0,-999,35.236
27491,6.449,LH2,1.165,26.6,4.929,7.5,HMSDIS,-999,-999,-999,-999,60829.082,64.558,60737.601,64.461,54004.087,57.31,137210.17,145.6,80947.156,85.91,0.9986,0.9963,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,1.0,97.7985,-999,-999,-999,-999,-999,-999,-999,1.0,0.835,36.0
27492,6.449,LH2,1.165,26.6,4.929,7.5,PI+SIDIS,-999,-999,-999,-999,70.482,67.746,70.38,67.647,62.636,60.204,155.04,149.02,93.828,90.185,0.9984,0.9961,0.9843,0.9802,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9996,-999,81.0,57.1538,23.8462,0.346358,0.134223,51.3,0.5,1.0,-999,37.914
27493,6.449,Dummy,1.165,26.6,4.929,7.5,PI+SIDIS,-999,-999,-999,-999,45.966,50.684,45.787,50.487,40.826,45.017,138.15,152.33,63.885,70.443,1.0,0.9967,0.9835,0.9836,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-999,2.0,1.23077,0.769231,0.0170803,0.0321364,51.3,0.5,1.0,-999,-999
27494,6.449,Dummy,1.165,26.6,4.929,7.5,HMSDIS,-999,-999,-999,-999,45704.014,49.559,45510.161,49.349,40582.654,44.0,138402.91,150.0,63476.424,68.83,0.9988,0.9983,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99994,99.6606,-999,-999,-999,-999,-999,-999,-999,1.0,0.159,5.847
27495,6.449,Dummy,1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,75.927,44.056,75.55,43.837,66.711,38.708,255.81,148.43,103.88,60.28,0.9981,0.9982,0.9822,0.9846,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99994,-999,107.0,49.6154,57.3846,0.772949,0.141794,51.3,0.5,1.0,-999,19.402
27496,6.449,LH2,1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,47.753,25.12,47.517,24.995,41.963,22.074,269.54,141.79,65.577,34.496,0.999,0.9979,0.98,0.982,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99978,-999,288.0,174.846,113.154,2.42796,0.372545,51.3,0.5,1.0,-999,35.646
27497,6.449,LH2,1.165,26.6,2.738,7.5,PI+SIDIS,-999,-999,-999,-999,47.514,25.219,47.296,25.103,41.902,22.24,269.14,142.85,65.537,34.785,0.9983,0.9975,0.9822,0.9819,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99976,-999,270.0,170.538,99.4615,2.14588,0.363023,51.3,0.5,1.0,-999,35.839
27498,6.449,LH2,1.165,26.6,2.738,7.5,HMSDIS,-999,-999,-999,-999,24663.722,25.193,24554.998,25.082,21787.092,22.25,139955.59,142.9,34080.793,34.81,0.9989,0.9977,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99963,95.5946,-999,-999,-999,-999,-999,-999,-999,1.0,0.317,35.8
27499,6.449,LH2,1.165,26.6,2.738,7.5,HMSDIS,-999,-999,-999,-999,23057.333,25.441,22954.753,25.328,20383.397,22.49,130931.31,144.4,31886.815,35.18,0.9983,0.9978,-999,-999,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,0.99948,95.6,-999,-999,-999,-999,-999,-999,-999,1.0,0.32,36.1
27500,6.449,LH2,1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,41.487,21.296,41.287,21.193,36.334,18.651,233.41,119.81,56.596,29.052,0.9987,0.9979,0.9853,0.9758,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99978,-999,198.0,103.0,95.0,2.36161,0.356728,51.3,0.5,1.0,-999,-999
27501,6.449,LH2,1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,38.967,21.3,38.785,21.201,34.265,18.73,220.12,120.32,53.586,29.29,0.9988,0.9979,0.9849,0.9758,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9998,-999,172.0,92.0,80.0,2.11677,0.354082,51.3,0.5,1.0,-999,-999
27502,6.449,Dummy,1.165,26.6,-2.738,7.5,PI-SIDIS,-999,-999,-999,-999,62.88,48.947,62.62,48.744,55.759,43.403,191.47,149.04,87.25,67.916,0.9981,0.9978,0.9844,0.9758,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99988,-999,46.0,40.4615,5.53846,0.0908226,0.114921,51.3,0.5,1.0,-999,-999
27504,6.449,Dummy,1.165,31.29,-2.766,8.28,PI-SIDIS,-999,-999,-999,-999,88.572,44.766,88.203,44.58,77.91,39.377,297.11,150.16,121.42,61.372,0.9979,0.9982,0.9865,0.9781,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99996,-999,31.0,17.3077,13.6923,0.159052,0.0660501,51.3,0.5,1.0,-999,-999
27505,6.449,LH2,1.165,31.29,-2.766,8.28,PI-SIDIS,-999,-999,-999,-999,51.649,27.448,51.361,27.295,45.382,24.118,285.46,151.7,70.985,37.723,0.9988,0.998,0.9855,0.9758,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.99986,-999,80.0,56.6923,23.3077,0.46568,0.18351,51.3,0.5,1.0,-999,-999
