category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,23964,19.469,558.485,2.51226,0.115964,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23964_-1.root",OK
signal,23965,17.545,504.041,2.34864,0.118077,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23965_-1.root",OK
signal,23966,19.218,551.812,2.47401,0.112457,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_23966_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,5.96351401909
# FIT_aerr,4.09275044284
# FIT_b,28.3903730606
# FIT_berr,0.218123624235
# FIT_b_over_berr,130.157259032
# FIT_chi2,0.104095816367
# FIT_ndf,1
# FIT_chi2ndf,0.104095816367
# FIT_prob,0.746968780935
