category,run,BCM2_I,shms_elclean_kHz,yield,yield_err,rootfile,status
signal,25491,50.712,92.906,25.6349,0.259028,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25491_-1.root",OK
signal,25492,49.847,91.461,25.2364,0.262383,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25492_-1.root",OK
signal,25493,50.642,93.27,25.5922,0.271596,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25493_-1.root",OK
signal,25494,46.974,85.874,25.0696,0.290839,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25494_-1.root",OK
signal,25495,49.641,91.283,25.0899,0.251448,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25495_-1.root",OK
signal,25496,24.787,42.529,26.2242,0.343637,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25496_-1.root",OK
signal,25497,24.791,42.563,26.6581,0.337624,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_25497_-1.root",OK
# FIT_MODEL,pol1
# FIT_a,-5.89287019424
# FIT_aerr,0.266769610661
# FIT_b,1.95409487535
# FIT_berr,0.00606993311488
# FIT_b_over_berr,321.930215435
# FIT_chi2,0.163233222042
# FIT_ndf,5
# FIT_chi2ndf,0.0326466444084
# FIT_prob,0.999459721425
