schema_version,mode,group_id,curve_label,setting_id,pt_bin,z_bin,phi_bin,pt_lo,pt_hi,pt_center,z_lo,z_hi,z_center,phi_lo,phi_hi,phi_center,n_sig,n_pos,n_dum,n_posdum,n_net,n_sim,y_sig,y_pos,y_dum,y_posdum,y_net,y_net_err,y_sim,y_sim_err,sim_scale,sigma_model,mean_xB,mean_Q2,nominal_z,xsec,xsec_err,rel_net_err,rel_sim_err,rel_xsec_err,flag_bits,valid_default,note
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,0,0.2,0.3,0.25,0,1,0.5,0,0.392699,0.19635,1,0,0,0,1,0,0.00181787,0,0,0,0.00181787,0.00249822,0,0,1e-06,0.00324496,0.25,3.3,0.36,-999,-999,1.37426,-999,-999,1027,0,MC_EMPTY;MC_STARVED;SIM_ZERO
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,1,0.2,0.3,0.25,0,1,0.5,0.392699,0.785398,0.589049,1,0,0,0,1,1,0.00242366,0,0,0,0.00242366,0.00242366,0.000135246,0.000135246,1e-06,0.00324496,0.25,3.3,0.36,0.0581509,0.0822378,1,1,1.41421,262,0,MC_STARVED;MC_BAD_RELERR;XSEC_BAD_RELERR
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,2,0.2,0.3,0.25,0,1,0.5,0.785398,1.1781,0.981748,2,0,0,0,2,45,0.00424134,0,-0.0024423,0,0.00488069,0.00350975,0.00233833,0.000525192,1e-06,0.00324496,0.25,3.3,0.36,0.00677306,0.00510261,0.71911,0.224601,0.753369,258,0,MC_STARVED;XSEC_BAD_RELERR
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,3,0.2,0.3,0.25,0,1,0.5,1.1781,1.5708,1.37445,22,0,1,0,22,184,0.046647,0,-0.00122109,0,0.0469667,0.0116345,0.00714409,0.000815954,1e-06,0.00324496,0.25,3.3,0.36,0.021333,0.00581921,0.247717,0.114214,0.272779,2,0,MC_STARVED
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,4,0.2,0.3,0.25,0,1,0.5,1.5708,1.9635,1.76715,56,0,14,2,56,280,0.10783,-0.00281544,0.0463964,0.0149912,0.102424,0.0197157,0.0130211,0.00129533,1e-06,0.00324496,0.25,3.3,0.36,0.0255247,0.00553063,0.192492,0.099479,0.216677,2,0,MC_STARVED
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,5,0.2,0.3,0.25,0,1,0.5,1.9635,2.35619,2.15984,76,0,13,0,76,652,0.148425,-0.00844805,0.0366079,0,0.14729,0.0226984,0.044685,0.00271287,1e-06,0.00324496,0.25,3.3,0.36,0.010696,0.00177162,0.154107,0.060711,0.165634,2,0,MC_STARVED
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,6,0.2,0.3,0.25,0,1,0.5,2.35619,2.74889,2.55254,129,1,34,1,129,2986,0.220503,0.00563001,0.101316,0.00428708,0.189473,0.0319869,0.22897,0.0063321,1e-06,0.00324496,0.25,3.3,0.36,0.0026852,0.000459358,0.16882,0.0276547,0.171071,0,1,
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,7,0.2,0.3,0.25,0,1,0.5,2.74889,3.14159,2.94524,140,2,43,0,140,5887,0.242926,0.00281544,0.146479,-0.0021416,0.201204,0.0355741,0.454612,0.00884932,1e-06,0.00324496,0.25,3.3,0.36,0.00143617,0.000255457,0.176806,0.0194656,0.177874,0,1,
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,8,0.2,0.3,0.25,0,1,0.5,3.14159,3.53429,3.33794,157,1,39,0,157,7462,0.290176,0.00563348,0.139169,-0.00428319,0.24699,0.0344669,0.560908,0.00976445,1e-06,0.00324496,0.25,3.3,0.36,0.00142888,0.000200943,0.139548,0.0174083,0.140629,0,1,
1,group,grp_pass4_piplus_LH2_zOv_x0p25_q23p3_thpq2,z0p36,pass4/pi+sidis/LH2/z0p36/x0p25/q23p3/hmsPneg1p531_shmsP2p615_hmsTh29p045_shmsTh7p865_thpq2,2,0,9,0.2,0.3,0.25,0,1,0.5,3.53429,3.92699,3.73064,251,3,68,1,251,7281,0.471301,0.00281196,0.245378,-0.0171211,0.399772,0.0464067,0.584921,0.0102977,1e-06,0.00324496,0.25,3.3,0.36,0.00221781,0.000260394,0.116083,0.0176053,0.11741,0,1,
