run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25205,signal,LH2,PI-SIDIS,31.314,57.837,0.999,1.0,1.025325,-1.0,1.0,ps6,1.0,166.791,2.38322
25206,signal,LH2,PI-SIDIS,31.064,56.796,0.9992,1.0,1.024116,-1.0,1.0,ps6,1.0,165.35,2.41186
25207,signal,LH2,PI-SIDIS,32.016,61.145,0.9992,1.0,1.024267,-1.0,1.0,ps6,1.0,166.308,2.32493
25208,signal,LH2,PI-SIDIS,32.167,47.436,0.9991,1.0,1.024364,1.0,-1.0,ps5,1.0,189.304,2.73827
25210,signal,LH2,PI-SIDIS,15.832,29.004,0.9992,1.0,1.011545,-1.0,1.0,ps6,1.0,167.712,2.96039
25211,signal,LH2,PI-SIDIS,15.991,28.865,0.9992,1.0,1.011703,-1.0,1.0,ps6,1.0,173.616,3.00968
25217,signal,LH2,PI-SIDIS,31.954,56.748,0.9991,1.0,1.022126,-1.0,1.0,ps6,1.0,162.183,2.39806
25218,signal,LH2,PI-SIDIS,31.024,62.992,0.9991,1.0,1.021545,-1.0,1.0,ps6,1.0,161.388,2.27819
25219,signal,LH2,PI-SIDIS,31.985,64.64,0.9991,1.0,1.022566,-1.0,1.0,ps6,1.0,169.363,2.27295
25220,signal,LH2,PI-SIDIS,16.079,31.107,0.9992,1.0,1.011773,-1.0,1.0,ps6,1.0,174.865,2.89863
25221,signal,LH2,PI-SIDIS,16.111,28.44,0.9992,1.0,1.011786,-1.0,1.0,ps6,1.0,170.471,3.01278
25214,dummy,Dummy,PI-SIDIS,39.163,65.416,0.999,1.0,1.0,-1.0,1.0,ps6,1.0,107.33,1.82356
25222,dummy,Dummy,PI-SIDIS,39.213,73.178,0.999,1.0,1.0,-1.0,1.0,ps6,1.0,107.285,1.72213
