run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25280,signal,LD2,PI+SIDIS,20.255,35.622,0.9991,1.0,1.007075,-1.0,1.0,ps6,1.0,503.454,4.51187
25281,signal,LD2,PI+SIDIS,20.357,35.862,0.9991,1.0,1.007111,-1.0,1.0,ps6,1.0,522.793,4.57467
25282,signal,LD2,PI+SIDIS,10.128,16.904,0.9992,1.0,1.003538,-1.0,1.0,ps6,1.0,525.163,6.17093
25283,signal,LD2,PI+SIDIS,10.183,18.25,0.9993,1.0,1.003557,-1.0,1.0,ps6,1.0,518.465,5.91129
25309,signal,LD2,PI+SIDIS,19.892,34.886,0.9989,1.0,1.006948,-1.0,1.0,ps6,1.0,512.04,4.58932
25310,signal,LD2,PI+SIDIS,20.268,9.413,0.999,1.0,1.00708,-1.0,1.0,ps6,1.0,526.894,8.93867
25311,signal,LD2,PI+SIDIS,19.65,23.409,0.9991,1.0,1.006864,-1.0,1.0,ps6,1.0,519.008,5.63968
25312,signal,LD2,PI+SIDIS,10.107,17.856,0.9991,1.0,1.00353,-1.0,1.0,ps6,1.0,521.114,6.01287
25313,signal,LD2,PI+SIDIS,10.187,18.19,0.9991,1.0,1.003558,-1.0,1.0,ps6,1.0,531.172,5.99748
25314,signal,LD2,PI+SIDIS,19.273,15.146,0.999,1.0,1.006732,-1.0,1.0,ps6,1.0,519.222,7.0088
25293,dummy,Dummy,PI+SIDIS,39.346,67.402,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,160.399,1.7844
25317,dummy,Dummy,PI+SIDIS,38.772,67.094,0.9992,1.0,1.0,-1.0,1.0,ps6,1.0,157.581,1.78311
