run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25539,signal,LH2,PI+SIDIS,22.136,34.519,0.9983,1.0,1.014832,-1.0,1.0,ps6,1.0,261.005,3.31878
25540,signal,LH2,PI+SIDIS,21.611,37.606,0.9985,1.0,1.014591,-1.0,1.0,ps6,1.0,261.186,3.17503
25541,signal,LH2,PI+SIDIS,21.396,34.487,0.9984,1.0,1.014546,-1.0,1.0,ps6,1.0,260.592,3.31644
25542,signal,LH2,PI+SIDIS,22.169,39.499,0.9985,1.0,1.015024,-1.0,1.0,ps6,1.0,260.745,3.11807
25543,signal,LH2,PI+SIDIS,21.829,38.299,0.9983,1.0,1.014892,-1.0,1.0,ps6,1.0,256.927,3.1494
25544,signal,LH2,PI+SIDIS,22.013,36.897,0.9983,1.0,1.014939,-1.0,1.0,ps6,1.0,254.904,3.18173
25545,signal,LH2,PI+SIDIS,20.655,30.255,0.9986,1.0,1.014261,-1.0,1.0,ps6,1.0,262.164,3.5371
25547,signal,LH2,PI+SIDIS,22.17,40.287,0.9984,1.0,1.015082,-1.0,1.0,ps6,1.0,257.054,3.05593
25548,signal,LH2,PI+SIDIS,21.915,20.713,0.9982,1.0,1.014919,-1.0,1.0,ps6,1.0,256.988,4.24895
25546,dummy,Dummy,PI+SIDIS,28.886,59.731,0.9984,1.0,1.0,-1.0,1.0,ps6,1.0,138.023,1.88377
