category,run,BCM2_I,yield,yield_err,shms34_rate_kHz,rootfile,status
signal,24886,49.9,43.1432,0.319553,450.418,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24886_-1.root",OK
signal,24887,47.414,43.6889,0.358659,427.428,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24887_-1.root",OK
signal,24888,50.868,44.1402,0.327564,459.095,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24888_-1.root",OK
signal,24889,35.905,44.8615,0.350451,317.422,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24889_-1.root",OK
signal,24890,18.087,46.1397,0.461511,154.412,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24890_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,44.1902642744
# FIT_Cerr,0.158662383007
# FIT_chi2,34.2248761156
# FIT_ndf,4
# FIT_chi2ndf,8.5562190289
# FIT_prob,6.70099806972e-07
