category,run,BCM2_I,yield,yield_err,hms34_rate_kHz,shms34_rate_kHz,total34_rate_kHz,rootfile,status
signal,24322,28.186,7.24297,0.183631,29.989,844.852,874.841,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24322_-1.root",OK
signal,24323,27.82,7.35674,0.251183,29.604,834.066,863.67,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24323_-1.root",OK
signal,24324,28.175,7.24326,0.184569,29.978,844.572,874.55,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24324_-1.root",OK
signal,24325,28.197,7.2567,0.185452,30,845.062,875.062,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24325_-1.root",OK
signal,24326,28.016,6.94481,0.19106,29.81,839.851,869.661,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24326_-1.root",OK
signal,24327,27.236,7.22061,0.191754,29.016,817.889,846.905,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24327_-1.root",OK
signal,24328,28.262,6.64797,0.18053,30.123,848.678,878.801,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24328_-1.root",OK
signal,24329,28.23,6.8136,0.185136,30.078,847.455,877.533,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24329_-1.root",OK
signal,24330,27.331,7.11238,0.208606,29.103,820.307,849.41,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24330_-1.root",OK
signal,24331,18.801,7.45381,0.275337,20.085,571.24,591.325,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24331_-1.root",OK
signal,24332,10.155,7.25073,0.278749,10.894,312.746,323.64,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24332_-1.root",OK
signal,24385,28.195,7.11068,0.301429,30.009,844.905,874.914,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24385_-1.root",OK
signal,24386,28.456,7.26051,0.170608,30.246,851.676,881.922,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24386_-1.root",OK
signal,24387,28.341,6.7925,0.176556,30.102,847.49,877.592,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24387_-1.root",OK
signal,24388,28.171,6.79701,0.167396,30.065,843.447,873.512,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24388_-1.root",OK
signal,24389,26.534,7.57734,0.201535,28.336,795.579,823.915,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24389_-1.root",OK
signal,24390,27.899,7.15742,0.191645,29.683,832.733,862.416,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24390_-1.root",OK
signal,24396,28.377,7.56004,0.193459,30.306,849.964,880.27,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24396_-1.root",OK
signal,24397,28.252,7.47991,0.189981,30.185,846.184,876.369,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24397_-1.root",OK
signal,24398,19.22,7.76054,0.223479,20.622,583.751,604.373,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24398_-1.root",OK
signal,24399,10.198,7.81345,0.306417,10.97,313.586,324.556,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24399_-1.root",OK
signal,24424,28.117,7.35557,0.190119,29.985,841.34,871.325,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24424_-1.root",OK
signal,24425,28.329,7.64808,0.191603,30.215,847.664,877.879,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24425_-1.root",OK
signal,24426,19.178,7.46006,0.220801,20.54,581.806,602.346,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24426_-1.root",OK
signal,24427,10.171,7.81886,0.289252,10.947,312.738,323.685,"./Skimmed_ROOTfiles/skimmed_coin_replay_production_24427_-1.root",OK
# FIT_MODEL,pol0
# FIT_C,7.23334306225
# FIT_Cerr,0.0406601032226
# FIT_chi2,59.4095427415
# FIT_ndf,24
# FIT_chi2ndf,2.47539761423
# FIT_prob,7.73559487857e-05
