run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24322,signal,LH2,PI+SIDIS,28.07,51.264,0.9985,1.0,1.020855,-1.0,1.0,ps6,1.0,39.1711,1.08299
24323,signal,LH2,PI+SIDIS,27.67,30.527,0.9986,1.0,1.020337,1.0,-1.0,ps5,1.0,41.224,1.44886
24324,signal,LH2,PI+SIDIS,28.032,50.521,0.9988,1.0,1.020718,-1.0,1.0,ps6,1.0,38.4152,1.0842
24325,signal,LH2,PI+SIDIS,28.065,49.748,0.9984,1.0,1.020828,-1.0,1.0,ps6,1.0,39.4026,1.10427
24326,signal,LH2,PI+SIDIS,26.876,46.157,0.9987,1.0,1.019812,-1.0,1.0,ps6,1.0,37.165,1.1271
24327,signal,LH2,PI+SIDIS,26.651,46.112,0.9989,1.0,1.018752,-1.0,1.0,ps6,1.0,38.3628,1.1357
24328,signal,LH2,PI+SIDIS,27.876,49.925,0.9985,1.0,1.019176,-1.0,1.0,ps6,1.0,36.5083,1.07761
24329,signal,LH2,PI+SIDIS,28.146,48.646,0.9986,1.0,1.01952,-1.0,1.0,ps6,1.0,37.5069,1.09955
24330,signal,LH2,PI+SIDIS,26.501,39.234,0.9982,1.0,1.018931,-1.0,1.0,ps6,1.0,38.8077,1.23423
24331,signal,LH2,PI+SIDIS,18.186,20.542,0.9986,1.0,1.013272,-1.0,1.0,ps6,1.0,40.6517,1.63488
24332,signal,LH2,PI+SIDIS,10.048,17.252,0.9983,1.0,1.007309,-1.0,1.0,ps6,1.0,38.3768,1.64213
24385,signal,LH2,PI+SIDIS,28.057,18.753,0.9985,1.0,1.019838,-1.0,1.0,ps6,1.0,40.0188,1.79516
24386,signal,LH2,PI+SIDIS,28.32,58.827,0.9985,1.0,1.020765,-1.0,1.0,ps6,1.0,38.4175,0.998173
24387,signal,LH2,PI+SIDIS,27.976,52.836,0.9987,1.0,1.020908,-1.0,1.0,ps6,1.0,36.6512,1.03979
24388,signal,LH2,PI+SIDIS,27.829,58.987,0.9986,1.0,1.020268,-1.0,1.0,ps6,1.0,36.416,0.98162
24389,signal,LH2,PI+SIDIS,25.803,43.071,0.9986,1.0,1.018165,-1.0,1.0,ps6,1.0,40.134,1.1889
24390,signal,LH2,PI+SIDIS,26.798,46.496,0.9983,1.0,1.019454,-1.0,1.0,ps6,1.0,38.2061,1.12732
24396,signal,LH2,PI+SIDIS,27.924,48.73,0.9985,1.0,1.019665,-1.0,1.0,ps6,1.0,38.2149,1.08033
24397,signal,LH2,PI+SIDIS,27.655,49.002,0.9984,1.0,1.019334,-1.0,1.0,ps6,1.0,38.2207,1.06461
24398,signal,LH2,PI+SIDIS,19.059,32.658,0.9986,1.0,1.013593,-1.0,1.0,ps6,1.0,40.3102,1.27027
24399,signal,LH2,PI+SIDIS,10.113,15.143,0.9991,1.0,1.00757,-1.0,1.0,ps6,1.0,40.2654,1.76589
24424,signal,LH2,PI+SIDIS,27.549,48.952,0.9991,1.0,1.020535,-1.0,1.0,ps6,1.0,37.2067,1.0649
24425,signal,LH2,PI+SIDIS,27.875,49.803,0.999,1.0,1.020592,-1.0,1.0,ps6,1.0,37.8013,1.0691
24426,signal,LH2,PI+SIDIS,18.63,32.944,0.9984,1.0,1.013602,-1.0,1.0,ps6,1.0,37.6802,1.25281
24427,signal,LH2,PI+SIDIS,10.028,16.777,0.9985,1.0,1.007488,-1.0,1.0,ps6,1.0,39.4737,1.66321
24559,positron,LH2,PI+SIDIS,28.179,63.78,0.9954,1.0,1.021003,-1.0,1.0,ps6,1.0,1.46324,0.156399
24603,positron,LH2,PI+SIDIS,29.542,74.129,0.9955,1.0,1.021478,-1.0,1.0,ps6,1.0,0.63954,0.172209
24335,dummy,Dummy,PI+SIDIS,21.185,8.515,0.9981,1.0,1.0,-1.0,1.0,ps6,1.0,17.7295,1.85324
24336,dummy,Dummy,PI+SIDIS,36.437,60.939,0.9986,1.0,1.0,-1.0,1.0,ps6,1.0,18.5282,0.717808
24337,dummy,Dummy,PI+SIDIS,38.636,68.464,0.9988,1.0,1.0,-1.0,1.0,ps6,1.0,20.2073,0.697846
24338,dummy,Dummy,PI+SIDIS,40.777,75.751,0.9986,1.0,1.0,-1.0,1.0,ps6,1.0,18.9664,0.652109
24339,dummy,Dummy,PI+SIDIS,38.967,69.552,0.9985,1.0,1.0,-1.0,1.0,ps6,1.0,19.2888,0.676911
24400,dummy,Dummy,PI+SIDIS,37.545,49.558,0.9986,1.0,1.0,-1.0,1.0,ps6,1.0,18.8979,0.787541
24401,dummy,Dummy,PI+SIDIS,35.086,52.328,0.9989,1.0,1.0,-1.0,1.0,ps6,1.0,19.0185,0.762819
24402,dummy,Dummy,PI+SIDIS,38.401,69.681,0.9986,1.0,1.0,-1.0,1.0,ps6,1.0,19.1081,0.665638
24560,positron_dummy,Dummy,PI+SIDIS,37.257,91.026,0.9969,1.0,1.0,-1.0,1.0,ps6,1.0,0.849319,0.113285
24601,positron_dummy,Dummy,PI+SIDIS,38.036,91.626,0.9952,1.0,1.0,-1.0,1.0,ps6,1.0,0.384823,0.130729
