run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25423,signal,LH2,PI-SIDIS,58.879,107.99,0.9984,1.0,1.021257,-1.0,1.0,ps6,1.0,57.7034,0.764284
25424,signal,LH2,PI-SIDIS,54.634,101.24,0.9981,1.0,1.021454,-1.0,1.0,ps6,1.0,57.0017,0.784874
25425,signal,LH2,PI-SIDIS,58.848,104.68,0.9984,1.0,1.022032,-1.0,1.0,ps6,1.0,55.3613,0.761639
25426,signal,LH2,PI-SIDIS,55.6,99.25,0.9985,1.0,1.023403,-1.0,1.0,ps6,1.0,55.9924,0.785334
25427,signal,LH2,PI-SIDIS,57.485,102.41,0.9982,1.0,1.022706,-1.0,1.0,ps6,1.0,55.2723,0.768688
25428,signal,LH2,PI-SIDIS,59.955,119.85,0.9983,1.0,1.021278,1.0,-1.0,ps5,1.0,56.366,0.715139
25429,signal,LH2,PI-SIDIS,29.633,53.505,0.9983,1.0,1.016953,-1.0,1.0,ps6,1.0,57.7502,1.06255
25430,signal,LH2,PI-SIDIS,28.765,50.401,0.9982,1.0,1.017253,-1.0,1.0,ps6,1.0,55.7212,1.07828
25463,positron,LH2,PI-SIDIS,53.895,120.88,0.9931,1.0,1.023595,-1.0,1.0,ps6,1.0,0.067036,0.0278027
25432,dummy,Dummy,PI-SIDIS,39.981,73.074,0.9988,1.0,1.0,-1.0,1.0,ps6,1.0,40.4025,0.769264
25433,dummy,Dummy,PI-SIDIS,38.696,53.632,0.9991,1.0,1.0,-1.0,1.0,ps6,1.0,38.8906,0.878635
