fit_model,de0_fixed,dthe_fixed,dthp_fixed,dpp_fixed,sign_convention,run,dp_idx,dp_label,dp_lo,dp_hi,e0_MeV,the0_deg,pe0_MeV,q0_MeV,thq0_deg,W0_MeV,dW_MeV,dW_err_MeV,dEm_MeV,dEm_err_MeV,dPmz_MeV,dPmz_err_MeV,dPmx_MeV,dPmx_err_MeV,dthe,dpe,dthp,dpp,pred_dW_MeV,pred_dEm_MeV,pred_dPmz_MeV,pred_dPmx_MeV,res_dW_MeV,res_dEm_MeV,res_dPmz_MeV,res_dPmx_MeV,sse
dpeOnly,1,1,1,1,data_minus_sim,23842,1,b1,-2,-1,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,5.941647,0.258656,130.06571,2.13912,-9.965215,0.138097,-6.561971,0.152198,0,-6.02185649244468,0,0,51.9247837365596,42.5182242832316,-24.6740984720428,-34.6264098744169,-45.9831367365596,87.5474857167684,14.7088834720428,28.0644388744169,10782.9751017909
dpeOnly,1,1,1,1,data_minus_sim,23842,2,b2,-1,0,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,8.952156,0.194358,122.475671,1.048177,-9.528166,0.090453,-7.730092,0.103779,0,-5.89140618614923,0,0,50.7999472428209,41.5971602579023,-24.1395882745181,-33.8763046901276,-41.8477912428209,80.8785107420977,14.6114222745181,26.1462126901276,9189.689230684
dpeOnly,1,1,1,1,data_minus_sim,23842,3,b3,0,1,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,14.568055,0.174283,126.475553,3.673522,-9.880713,0.089419,-10.87823,0.099029,0,-6.44417266863554,0,0,55.5662979680385,45.5000512198662,-26.4045068487192,-37.0547794364828,-40.9982429680385,80.9755017801338,16.5237938487192,26.1765494364828,9196.13531856637
dpeOnly,1,1,1,1,data_minus_sim,23842,4,b4,1,2,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,21.571391,0.343003,189.412676,16.592742,-10.964857,0.107664,-13.335843,0.133299,0,-9.45088301804204,0,0,81.4923200921604,66.7293822660599,-38.7242735736895,-54.3437309521531,-59.9209290921604,122.68329373394,27.7594165736895,41.0078879521531,21093.9403874839
dpeOnly,1,1,1,1,data_minus_sim,23842,5,b5,2,3,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,964.888122,0.525987,25.656263,0.217889,-16.279669,0.295266,-16.366537,0.395563,0,-49.7649085393324,0,0,429.108883085566,351.372628252528,-203.907923626589,-286.154298530326,535.779238914434,-325.716365252528,187.628254626589,269.787761530326,501140.341650813
dpeOnly,1,1,1,1,data_minus_sim,23844,0,full,-10,20,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,13.412685,0.082722,132.864509,1.916171,-9.965812,0.040152,-10.307015,0.046817,0,-6.62923794611015,0,0,57.1620640780533,46.8067324708353,-27.1627977322522,-38.1189273714923,-43.7493790780533,86.0577765291647,17.1969857322522,27.8119123714923,10389.1878588937
dpeOnly,1,1,1,1,data_minus_sim,23844,1,b1,-2,-1,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,6.263236,0.208748,132.645502,2.867687,-9.925241,0.107127,-6.75564,0.11637,0,-6.14789467154384,0,0,53.0115756919117,43.4081358202986,-25.1905303143212,-35.3511447887724,-46.7483396919117,89.2373661797014,15.2652893143212,28.5955047887724,11199.4467386151
dpeOnly,1,1,1,1,data_minus_sim,23844,2,b2,-1,0,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,8.811912,0.156973,120.079002,2.314004,-9.649887,0.074603,-7.637423,0.083116,0,-5.78704120508409,0,0,49.9000372103788,40.8602755981948,-23.711960710981,-33.2761933099525,-41.0881252103788,79.2187264018052,14.062073710981,25.6387703099525,8818.9291060874
dpeOnly,1,1,1,1,data_minus_sim,23844,3,b3,0,1,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,14.911205,0.148225,125.353417,3.10565,-9.816783,0.074385,-10.955403,0.082868,0,-6.41669706436498,0,0,55.3293835195507,45.306055579791,-26.2919276522204,-36.8967913581861,-40.4181785195507,80.047361420209,16.4751446522204,25.9413883581861,8985.59524643766
dpeOnly,1,1,1,1,data_minus_sim,23844,4,b4,1,2,8583.1,12.465,7060.65053801548,2274.83648305919,42.0620737637424,938.300000000001,21.711339,0.332363,189.190617,14.456088,-10.909752,0.096751,-13.418464,0.121321,0,-9.45024037606226,0,0,81.4867787701675,66.7248447956196,-38.7216403971083,-54.3400356823269,-59.7754397701675,122.46577220438,27.8118883971083,40.9215716823269,21019.0447264971
