category,run,BCM2_I,Nnet,Nnet_err,norm_factor,yield,yield_err,BCM2_Q_mC,comp_livetime,h_esing_Eff,boil_corr,ps_choice,ps_factor,PeakCenterNs,CoinLoNs,CoinHiNs,RandomWindowListNs,rootfile,status,fit_included,fit_excluded_reason
signal,24960,8.437,207.075,6.76436,0.402264,83.2989,2.72106,2.497,1,0.9985,1.00295,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24960_-1.root",OK,1,""
signal,24961,8.188,1331.81,16.8084,0.068162,90.779,1.14569,14.735,1,0.9985,1.00286,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24961_-1.root",OK,1,""
signal,24962,8.081,1221.34,16.1525,0.0726932,88.783,1.17418,13.816,1,0.9985,1.00282,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24962_-1.root",OK,1,""
signal,24964,7.914,1361.78,16.9451,0.0675433,91.9788,1.14453,14.873,1,0.9982,1.00276,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24964_-1.root",OK,1,""
signal,24965,3.917,889.538,12.6503,0.109011,96.9691,1.37902,9.197,1,0.9988,1.00137,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24965_-1.root",OK,1,""
signal,24966,3.98,695.1,11.2202,0.135275,94.0297,1.51781,7.413,1,0.9986,1.00139,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24966_-1.root",OK,1,""
signal,24998,7.987,1422.41,17.3714,0.0631855,89.8759,1.09762,15.896,1,0.9984,1.00279,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24998_-1.root",OK,1,""
signal,24999,7.992,1397.44,17.24,0.0640275,89.4744,1.10383,15.687,1,0.9984,1.00279,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_24999_-1.root",OK,1,""
signal,25000,3.971,736.35,11.5378,0.128178,94.3838,1.47889,7.825,1,0.9984,1.00139,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25000_-1.root",OK,1,""
signal,25001,3.996,655.2,10.9297,0.13995,91.6953,1.52961,7.169,1,0.9981,1.0014,"ps6",1,51.125,50.125,52.125,"42.125-44.125;58.125-60.125;38.125-40.125;62.125-64.125","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25001_-1.root",OK,1,""
signal,25007,8.052,1374.38,16.9975,0.0673927,92.6228,1.1455,14.904,1,0.9984,1.00281,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25007_-1.root",OK,1,""
signal,25008,7.888,169.238,6.00785,0.511963,86.6434,3.0758,1.961,1,0.9988,1.00276,"ps6",1,51.275,50.275,52.275,"42.275-44.275;58.275-60.275;38.275-40.275;62.275-64.275","./Skimmed_ROOTfiles/skimmed_coin_replay_production_25008_-1.root",OK,1,""
#FIT,fit_const,fit_const_err,chi2,ndf,chi2_ndf,prob,n_fit_points
#FIT,91.4178,0.384937,46.2998,11,4.20907,2.8618e-06,12
