run,category,target_raw,run_type_raw,BCM4A_Q,h_esing_Eff,comp_livetime,electr_deadtime,fan_mean,boil_corr,ps5,ps6,ps_choice,ps_factor
24690,signal,LH2,PI-SIDIS,89.903,0.9986,1.0,99.9787,32.7509,1.040451,-1.0,1.0,ps6,1.0
24691,signal,LH2,PI-SIDIS,68.915,0.9987,1.0,99.9789,32.6161,1.039718,1.0,-1.0,ps5,1.0
24692,signal,LH2,PI-SIDIS,82.479,0.9983,1.0,99.9792,32.6071,1.037402,-1.0,1.0,ps6,1.0
24693,signal,LH2,PI-SIDIS,80.228,0.9989,1.0,99.9793,32.6895,1.035851,-1.0,1.0,ps6,1.0
24694,signal,LH2,PI-SIDIS,87.032,0.9986,1.0,99.9793,33.1305,1.034785,-1.0,1.0,ps6,1.0
24695,signal,LH2,PI-SIDIS,101.43,0.9984,1.0,99.9786,33.2079,1.040078,-1.0,1.0,ps6,1.0
24696,signal,LH2,PI-SIDIS,8.367,0.999,1.0,99.9787,33.0731,1.040195,-1.0,1.0,ps6,1.0
24697,signal,LH2,PI-SIDIS,91.772,0.9985,1.0,99.9788,33.3771,1.036871,-1.0,1.0,ps6,1.0
24698,signal,LH2,PI-SIDIS,86.132,0.9986,1.0,99.9791,33.5739,1.03554,-1.0,1.0,ps6,1.0
24699,signal,LH2,PI-SIDIS,108.36,0.9985,1.0,99.9789,34.2151,1.035202,-1.0,1.0,ps6,1.0
24701,signal,LH2,PI-SIDIS,100.7,0.9985,1.0,99.9791,33.2579,1.034181,-1.0,1.0,ps6,1.0
24702,signal,LH2,PI-SIDIS,70.081,0.9988,1.0,99.9855,33.3755,1.026298,-1.0,1.0,ps6,1.0
24703,signal,LH2,PI-SIDIS,48.428,0.9978,1.0,99.9925,33.2234,1.013767,-1.0,1.0,ps6,1.0
24713,signal,LH2,PI-SIDIS,105.62,0.9987,1.0,99.9789,33.317,1.035018,-1.0,1.0,ps6,1.0
24714,signal,LH2,PI-SIDIS,110.12,0.9983,1.0,99.9787,33.3831,1.036583,-1.0,1.0,ps6,1.0
24715,signal,LH2,PI-SIDIS,107.76,0.9984,1.0,99.9787,33.3905,1.036321,-1.0,1.0,ps6,1.0
24716,signal,LH2,PI-SIDIS,115.1,0.9984,1.0,99.9787,33.3093,1.037743,-1.0,1.0,ps6,1.0
24717,signal,LH2,PI-SIDIS,105.19,0.9986,1.0,99.9784,33.1919,1.039715,-1.0,1.0,ps6,1.0
24718,signal,LH2,PI-SIDIS,111.23,0.999,1.0,99.9787,33.7805,1.035954,-1.0,1.0,ps6,1.0
24719,signal,LH2,PI-SIDIS,103.64,0.9986,1.0,99.9782,34.0261,1.039073,-1.0,1.0,ps6,1.0
24720,signal,LH2,PI-SIDIS,76.301,0.9988,1.0,99.9852,34.4987,1.025261,-1.0,1.0,ps6,1.0
24721,signal,LH2,PI-SIDIS,74.751,0.9986,1.0,99.9852,33.6231,1.026023,-1.0,1.0,ps6,1.0
24722,signal,LH2,PI-SIDIS,73.848,0.9984,1.0,99.9851,33.3818,1.027191,-1.0,1.0,ps6,1.0
24723,signal,LH2,PI-SIDIS,70.397,0.9985,1.0,99.9853,33.8591,1.024824,-1.0,1.0,ps6,1.0
24724,signal,LH2,PI-SIDIS,37.054,0.9989,1.0,99.9927,33.8921,1.013227,-1.0,1.0,ps6,1.0
24725,signal,LH2,PI-SIDIS,38.898,0.998,1.0,99.9926,33.5233,1.013014,-1.0,1.0,ps6,1.0
24726,signal,LH2,PI-SIDIS,32.38,0.9988,1.0,99.9926,33.6916,1.013746,-1.0,1.0,ps6,1.0
24727,signal,LH2,PI-SIDIS,27.471,0.998,1.0,99.9927,33.4887,1.013581,-1.0,1.0,ps6,1.0
24728,signal,LH2,PI-SIDIS,33.107,0.9977,1.0,99.9929,33.4768,1.013254,-1.0,1.0,ps6,1.0
24729,signal,LH2,PI-SIDIS,32.481,0.9979,1.0,99.9929,33.2902,1.012711,-1.0,1.0,ps6,1.0
24707,dummy,Dummy,PI-SIDIS,70.981,0.9989,1.0,99.9883,33.0833,1.0,-1.0,1.0,ps6,1.0
24708,dummy,Dummy,PI-SIDIS,71.092,0.9983,1.0,99.9879,33.2578,1.0,-1.0,1.0,ps6,1.0
24709,dummy,Dummy,PI-SIDIS,73.376,0.9983,1.0,99.9881,33.2426,1.0,-1.0,1.0,ps6,1.0
24710,dummy,Dummy,PI-SIDIS,37.872,0.9985,1.0,99.9939,33.3813,1.0,-1.0,1.0,ps6,1.0
24730,dummy,Dummy,PI-SIDIS,66.002,0.998,1.0,99.9883,33.3982,1.0,-1.0,1.0,ps6,1.0
24731,dummy,Dummy,PI-SIDIS,72.385,0.9982,1.0,99.9883,33.2212,1.0,-1.0,1.0,ps6,1.0
24732,dummy,Dummy,PI-SIDIS,66.847,0.9983,1.0,99.9883,32.9851,1.0,-1.0,1.0,ps6,1.0
24733,dummy,Dummy,PI-SIDIS,34.915,0.999,1.0,99.9942,32.9753,1.0,-1.0,1.0,ps6,1.0
24861,positron,LH2,PI-SIDIS,74.693,0.9969,1.0,99.9786,33.3761,1.029684,-1.0,1.0,ps6,1.0
24862,positron,LH2,PI-SIDIS,73.275,0.996,1.0,99.9796,33.2479,1.032631,-1.0,1.0,ps6,1.0
24863,positron,LH2,PI-SIDIS,70.978,0.9965,1.0,99.9805,33.2293,1.028388,-1.0,1.0,ps6,1.0
24864,positron,LH2,PI-SIDIS,97.905,0.9947,1.0,99.9792,33.4466,1.034548,-1.0,1.0,ps6,1.0
