run,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD,muD_err,sigD,sigD_err,statusD,chi2D,ndfD,muS,muS_err,sigS,sigS_err,statusS,chi2S,ndfS,dmu_GeV,dmu_err_GeV,dmu_MeV,dmu_err_MeV,fit_valid
23841,5,b5,2.000000,3.000000,W,0.925432,1.000027,409.000000,0.000000,1.000000,491.000000,0.000000,0.963195,0.000747,0.014060,0.000710,0,11.048007,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23841,5,b5,2.000000,3.000000,Em,0.012830,0.035869,379.000000,0.000000,1.000000,491.000000,0.000000,0.025171,0.000262,0.004718,0.000233,0,18.628728,9,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23841,5,b5,2.000000,3.000000,Pmz,-0.046429,0.016294,411.000000,0.000000,1.000000,491.000000,0.000000,-0.016223,0.000450,0.008920,0.000499,0,17.240684,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23841,5,b5,2.000000,3.000000,Pmy,-0.016903,0.049976,387.000000,0.000000,1.000000,491.000000,0.000000,0.018372,0.000597,0.011098,0.000541,0,21.429022,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23842,0,full,-10.000000,20.000000,W,0.911735,1.009158,83780.000000,202.477405,413.774564,124188.000000,95136.000000,0.958541,0.000080,0.020621,0.000079,0,761.682918,10,0.945327,0.000057,0.013600,0.000047,0,1401.708591,8,0.013215,0.000098,13.214794,0.098183,1
23842,0,full,-10.000000,20.000000,Em,0.005385,0.034399,71477.000000,133.623838,534.912040,124188.000000,95136.000000,0.019395,0.000031,0.006913,0.000031,0,1709.344944,11,0.005647,0.000016,0.003384,0.000013,0,2583.339924,8,0.013748,0.000035,13.747715,0.035081,1
23842,0,full,-10.000000,20.000000,Pmz,-0.055714,0.016856,83761.000000,205.874800,406.854068,124188.000000,95136.000000,-0.015229,0.000040,0.009769,0.000041,0,7288.384570,9,-0.005253,0.000027,0.006067,0.000020,0,5178.062234,6,-0.009976,0.000048,-9.976365,0.048470,1
23842,0,full,-10.000000,20.000000,Pmy,-0.022651,0.039590,103827.000000,259.091408,400.735019,124188.000000,95136.000000,0.008391,0.000034,0.010765,0.000033,0,2301.549366,8,-0.000725,0.000022,0.006433,0.000017,0,62.773445,5,0.009116,0.000041,9.115874,0.040666,1
23842,1,b1,-2.000000,-1.000000,W,0.904636,1.006417,12890.000000,41.400083,311.352035,18389.000000,21789.000000,0.952694,0.000222,0.021594,0.000230,0,425.654265,11,0.946604,0.000128,0.015242,0.000110,0,575.709121,9,0.006090,0.000257,6.090087,0.256763,1
23842,1,b1,-2.000000,-1.000000,Em,0.004097,0.031276,9419.000000,27.095950,347.616524,18389.000000,21789.000000,0.016896,0.000068,0.005596,0.000065,0,426.804966,11,0.006038,0.000031,0.003338,0.000025,0,738.357096,8,0.010858,0.000074,10.858093,0.074423,1
23842,1,b1,-2.000000,-1.000000,Pmz,-0.063136,0.018005,12578.000000,43.058421,292.114754,18389.000000,21789.000000,-0.015834,0.000125,0.009984,0.000131,0,2266.788606,11,-0.005869,0.000058,0.006607,0.000045,0,1872.477551,7,-0.009965,0.000138,-9.965239,0.138057,1
23842,1,b1,-2.000000,-1.000000,Pmy,-0.024366,0.036162,15510.000000,49.076705,316.035885,18389.000000,21789.000000,0.005964,0.000079,0.009491,0.000076,0,352.625506,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.006189,0.000089,6.189398,0.089126,1
23842,2,b2,-1.000000,0.000000,W,0.906167,1.008518,22646.000000,62.247354,363.806629,28009.000000,24193.000000,0.954492,0.000164,0.021757,0.000163,0,446.767344,11,0.945509,0.000103,0.013617,0.000085,0,735.973734,9,0.008983,0.000194,8.982902,0.193916,1
23842,2,b2,-1.000000,0.000000,Em,0.004293,0.030834,19013.000000,40.321398,471.536230,28009.000000,24193.000000,0.016724,0.000046,0.005468,0.000041,0,488.058824,10,0.005530,0.000025,0.003159,0.000021,0,646.932141,7,0.011194,0.000053,11.194041,0.052756,1
23842,2,b2,-1.000000,0.000000,Pmz,-0.056390,0.017590,23150.000000,63.224036,366.158214,28009.000000,24193.000000,-0.014705,0.000078,0.009788,0.000079,0,2206.090501,9,-0.005177,0.000047,0.005832,0.000032,0,1749.053969,6,-0.009528,0.000091,-9.528122,0.090506,1
23842,2,b2,-1.000000,0.000000,Pmy,-0.019710,0.035127,24914.000000,66.879036,372.523310,28009.000000,24193.000000,0.007454,0.000062,0.009503,0.000057,0,312.268867,6,-0.000854,0.000040,0.006181,0.000030,0,8.051835,5,0.008308,0.000074,8.307773,0.074128,1
23842,3,b3,0.000000,1.000000,W,0.913897,1.007975,25817.000000,58.459643,441.620895,29928.000000,17090.000000,0.959530,0.000135,0.019685,0.000130,0,292.668039,10,0.944753,0.000107,0.012555,0.000096,0,155.950821,6,0.014777,0.000173,14.776807,0.172525,1
23842,3,b3,0.000000,1.000000,Em,0.005503,0.034108,23304.000000,38.541564,604.645932,29928.000000,17090.000000,0.019180,0.000053,0.006637,0.000052,0,731.114736,11,0.005491,0.000031,0.003366,0.000025,0,357.181009,7,0.013689,0.000061,13.688956,0.061161,1
23842,3,b3,0.000000,1.000000,Pmz,-0.052406,0.016478,26308.000000,58.441747,450.157660,29928.000000,17090.000000,-0.014820,0.000073,0.010220,0.000071,0,1926.470583,9,-0.004939,0.000052,0.005783,0.000036,0,833.786610,5,-0.009881,0.000089,-9.880938,0.089410,1
23842,3,b3,0.000000,1.000000,Pmy,-0.019045,0.036951,26920.000000,59.305980,453.917125,29928.000000,17090.000000,0.008994,0.000063,0.009919,0.000057,0,219.469690,6,-0.001006,0.000050,0.006460,0.000037,0,14.970839,5,0.009999,0.000080,9.999309,0.080422,1
23842,4,b4,1.000000,2.000000,W,0.926403,1.004121,17413.000000,23.035610,755.916601,19289.000000,5564.000000,0.964294,0.000128,0.015764,0.000120,0,138.413675,8,0.943278,0.000170,0.011700,0.000143,0,9.712906,5,0.021016,0.000213,21.015720,0.212569,1
23842,4,b4,1.000000,2.000000,Em,0.010072,0.038194,16611.000000,3.991891,4161.185974,19289.000000,5564.000000,0.023621,0.000054,0.006250,0.000051,0,193.864789,11,0.005406,0.000054,0.003668,0.000046,0,49.963137,7,0.018215,0.000077,18.215099,0.076541,1
23842,4,b4,1.000000,2.000000,Pmz,-0.045389,0.011361,17699.000000,23.711129,746.442723,19289.000000,5564.000000,-0.015660,0.000070,0.008495,0.000067,0,890.815647,7,-0.004707,0.000082,0.005670,0.000059,0,123.683140,5,-0.010952,0.000108,-10.952327,0.107846,1
23842,4,b4,1.000000,2.000000,Pmy,-0.015736,0.040249,17279.000000,23.544503,733.886810,19289.000000,5564.000000,0.012335,0.000082,0.010553,0.000075,0,220.088966,7,-0.000365,0.000097,0.007191,0.000075,0,8.326839,5,0.012700,0.000128,12.700373,0.127567,1
23842,5,b5,2.000000,3.000000,W,0.928501,1.001540,763.000000,0.000000,1.000000,917.000000,0.000000,0.964888,0.000526,0.013439,0.000520,0,24.974115,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23842,5,b5,2.000000,3.000000,Em,0.011921,0.037682,729.000000,0.000000,1.000000,917.000000,0.000000,0.025656,0.000218,0.005399,0.000212,0,27.512111,10,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23842,5,b5,2.000000,3.000000,Pmz,-0.046145,0.016519,748.000000,0.000000,1.000000,917.000000,0.000000,-0.016280,0.000295,0.007856,0.000292,0,39.304581,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
