run,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD,muD_err,sigD,sigD_err,statusD,chi2D,ndfD,muS,muS_err,sigS,sigS_err,statusS,chi2S,ndfS,dmu_GeV,dmu_err_GeV,dmu_MeV,dmu_err_MeV,fit_valid
23842,5,b5,2.000000,3.000000,Pmy,-0.015074,0.050240,692.000000,0.000000,1.000000,917.000000,0.000000,0.018047,0.000435,0.011063,0.000406,0,14.231464,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23844,0,full,-10.000000,20.000000,W,0.911084,1.012072,157753.000000,202.477405,779.114094,234754.000000,95136.000000,0.958895,0.000058,0.021298,0.000055,0,2654.279537,12,0.945327,0.000057,0.013600,0.000047,0,1401.708591,8,0.013569,0.000082,13.568674,0.081551,1
23844,0,full,-10.000000,20.000000,Em,0.005281,0.034329,134019.000000,133.623838,1002.957268,234754.000000,95136.000000,0.019286,0.000023,0.006942,0.000023,0,3215.979525,11,0.005647,0.000016,0.003384,0.000013,0,2583.339924,8,0.013639,0.000028,13.638935,0.027859,1
23844,0,full,-10.000000,20.000000,Pmz,-0.055756,0.016809,157957.000000,205.874800,767.247861,234754.000000,95136.000000,-0.015219,0.000029,0.009742,0.000029,0,13924.312546,9,-0.005253,0.000027,0.006067,0.000020,0,5178.062234,6,-0.009966,0.000040,-9.965801,0.040150,1
23844,0,full,-10.000000,20.000000,Pmy,-0.022595,0.039392,196205.000000,259.091408,757.280999,234754.000000,95136.000000,0.008362,0.000025,0.010820,0.000024,0,4291.280690,8,-0.000725,0.000022,0.006433,0.000017,0,62.773445,5,0.009087,0.000033,9.086917,0.033296,1
23844,1,b1,-2.000000,-1.000000,W,0.904434,1.006795,24722.000000,41.400083,597.148566,35295.000000,21789.000000,0.953034,0.000162,0.021860,0.000152,0,722.748469,12,0.946604,0.000128,0.015242,0.000110,0,575.709121,9,0.006430,0.000206,6.429943,0.206461,1
23844,1,b1,-2.000000,-1.000000,Em,0.003790,0.032020,18507.000000,32.764685,564.845957,35295.000000,21789.000000,0.016758,0.000048,0.005529,0.000045,0,781.815473,11,0.006038,0.000031,0.003338,0.000025,0,738.357096,8,0.010721,0.000057,10.720794,0.057019,1
23844,1,b1,-2.000000,-1.000000,Pmz,-0.063276,0.018190,24121.000000,43.058421,560.192398,35295.000000,21789.000000,-0.015794,0.000090,0.009990,0.000094,0,4295.037702,11,-0.005869,0.000058,0.006607,0.000045,0,1872.477551,7,-0.009925,0.000107,-9.925265,0.107076,1
23844,1,b1,-2.000000,-1.000000,Pmy,-0.024273,0.035702,29529.000000,49.076705,601.690758,35295.000000,21789.000000,0.005840,0.000057,0.009561,0.000055,0,723.767767,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.006066,0.000071,6.065554,0.070951,1
23844,2,b2,-1.000000,0.000000,W,0.906332,1.008124,42118.000000,62.247354,676.623138,52106.000000,24193.000000,0.954351,0.000118,0.021338,0.000117,0,892.490869,11,0.945509,0.000103,0.013617,0.000085,0,735.973734,9,0.008843,0.000156,8.842658,0.156425,1
23844,2,b2,-1.000000,0.000000,Em,0.004160,0.030810,35269.000000,40.321398,874.696854,52106.000000,24193.000000,0.016658,0.000035,0.005527,0.000031,0,979.909392,10,0.005530,0.000025,0.003159,0.000021,0,646.932141,7,0.011128,0.000043,11.128186,0.042859,1
23844,2,b2,-1.000000,0.000000,Pmz,-0.056317,0.017341,43124.000000,63.224036,682.082368,52106.000000,24193.000000,-0.014826,0.000058,0.009724,0.000058,0,4274.829842,9,-0.005177,0.000047,0.005832,0.000032,0,1749.053969,6,-0.009650,0.000075,-9.649842,0.074668,1
23844,2,b2,-1.000000,0.000000,Pmy,-0.019820,0.034743,46381.000000,66.879036,693.505805,52106.000000,24193.000000,0.007441,0.000045,0.009415,0.000042,0,623.793840,6,-0.000854,0.000040,0.006181,0.000030,0,8.051835,5,0.008294,0.000060,8.294397,0.060475,1
23844,3,b3,0.000000,1.000000,W,0.913660,1.010071,48733.000000,58.459643,833.617813,56251.000000,17090.000000,0.959873,0.000100,0.020255,0.000099,0,865.479835,11,0.944753,0.000107,0.012555,0.000096,0,155.950821,6,0.015120,0.000146,15.120033,0.146151,1
23844,3,b3,0.000000,1.000000,Em,0.005349,0.034060,43728.000000,38.541564,1134.567342,56251.000000,17090.000000,0.019081,0.000039,0.006671,0.000038,0,1384.407778,11,0.005491,0.000031,0.003366,0.000025,0,357.181009,7,0.013590,0.000050,13.589816,0.049562,1
23844,3,b3,0.000000,1.000000,Pmz,-0.052397,0.016399,49641.000000,58.441747,849.409928,56251.000000,17090.000000,-0.014756,0.000053,0.010124,0.000051,0,3742.575446,9,-0.004939,0.000052,0.005783,0.000036,0,833.786610,5,-0.009817,0.000074,-9.817007,0.074374,1
23844,3,b3,0.000000,1.000000,Pmy,-0.018930,0.036552,50652.000000,59.305980,854.079131,56251.000000,17090.000000,0.008970,0.000046,0.010023,0.000042,0,389.094700,6,-0.001006,0.000050,0.006460,0.000037,0,14.970839,5,0.009976,0.000068,9.975836,0.068240,1
23844,4,b4,1.000000,2.000000,W,0.925859,1.004311,32545.000000,23.035610,1412.812598,36034.000000,5564.000000,0.964434,0.000095,0.016029,0.000090,0,254.775480,8,0.943278,0.000170,0.011700,0.000143,0,9.712906,5,0.021156,0.000195,21.155668,0.194936,1
23844,4,b4,1.000000,2.000000,Em,0.009964,0.038283,31265.000000,6.744592,4635.565889,36034.000000,5564.000000,0.023563,0.000041,0.006318,0.000038,0,384.365603,11,0.005406,0.000054,0.003668,0.000046,0,49.963137,7,0.018157,0.000067,18.156537,0.067398,1
23844,4,b4,1.000000,2.000000,Pmz,-0.045373,0.011287,33049.000000,23.711129,1393.818043,36034.000000,5564.000000,-0.015605,0.000051,0.008584,0.000049,0,1579.363020,7,-0.004707,0.000082,0.005670,0.000059,0,123.683140,5,-0.010897,0.000097,-10.897222,0.096954,1
23844,4,b4,1.000000,2.000000,Pmy,-0.015976,0.040131,32307.000000,23.544503,1372.167439,36034.000000,5564.000000,0.012352,0.000060,0.010492,0.000054,0,356.598927,7,-0.000365,0.000097,0.007191,0.000075,0,8.326839,5,0.012717,0.000114,12.717051,0.114277,1
23844,5,b5,2.000000,3.000000,W,0.925792,1.003456,1499.000000,0.000000,1.000000,1833.000000,0.000000,0.964756,0.000390,0.014429,0.000331,0,12.743559,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23844,5,b5,2.000000,3.000000,Em,0.012463,0.036338,1464.000000,0.000000,1.000000,1833.000000,0.000000,0.024943,0.000151,0.005273,0.000147,0,17.128101,9,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23844,5,b5,2.000000,3.000000,Pmz,-0.045893,0.017980,1490.000000,0.000000,1.000000,1833.000000,0.000000,-0.015601,0.000224,0.008359,0.000233,0,80.071924,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23844,5,b5,2.000000,3.000000,Pmy,-0.017012,0.049940,1403.000000,0.000000,1.000000,1833.000000,0.000000,0.017637,0.000325,0.011743,0.000300,0,18.572279,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23845,0,full,-10.000000,20.000000,W,0.911071,1.011713,142040.000000,202.477405,701.510373,211038.000000,95136.000000,0.958761,0.000061,0.021316,0.000058,0,2410.486082,12,0.945327,0.000057,0.013600,0.000047,0,1401.708591,8,0.013435,0.000084,13.434684,0.083708,1
23845,0,full,-10.000000,20.000000,Em,0.005293,0.034329,120691.000000,133.623838,903.214586,211038.000000,95136.000000,0.019293,0.000024,0.006921,0.000024,0,3191.675379,11,0.005647,0.000016,0.003384,0.000013,0,2583.339924,8,0.013646,0.000029,13.645863,0.028948,1
23845,0,full,-10.000000,20.000000,Pmz,-0.055573,0.016721,142253.000000,205.874800,690.968491,211038.000000,95136.000000,-0.015204,0.000031,0.009742,0.000031,0,12610.568661,9,-0.005253,0.000027,0.006067,0.000020,0,5178.062234,6,-0.009951,0.000041,-9.950748,0.041247,1
23845,0,full,-10.000000,20.000000,Pmy,-0.022586,0.039440,176247.000000,259.091408,680.250270,211038.000000,95136.000000,0.008357,0.000026,0.010803,0.000025,0,3914.715473,8,-0.000725,0.000022,0.006433,0.000017,0,62.773445,5,0.009082,0.000034,9.082361,0.034339,1
23845,1,b1,-2.000000,-1.000000,W,0.903143,1.010695,22123.000000,41.400083,534.370914,31461.000000,21789.000000,0.953350,0.000179,0.022962,0.000177,0,953.569576,13,0.946604,0.000128,0.015242,0.000110,0,575.709121,9,0.006746,0.000221,6.746178,0.220551,1
23845,1,b1,-2.000000,-1.000000,Em,0.003944,0.030965,16195.000000,32.391463,499.977422,31461.000000,21789.000000,0.016592,0.000049,0.005341,0.000044,0,436.854106,10,0.006038,0.000031,0.003338,0.000025,0,738.357096,8,0.010555,0.000058,10.554574,0.057644,1
23845,1,b1,-2.000000,-1.000000,Pmz,-0.062511,0.017591,21541.000000,43.058421,500.273805,31461.000000,21789.000000,-0.015903,0.000096,0.010000,0.000097,0,3211.645647,10,-0.005869,0.000058,0.006607,0.000045,0,1872.477551,7,-0.010034,0.000112,-10.033626,0.112313,1
23845,1,b1,-2.000000,-1.000000,Pmy,-0.024006,0.035664,26372.000000,49.076705,537.362887,31461.000000,21789.000000,0.005835,0.000060,0.009517,0.000058,0,642.174009,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.006061,0.000073,6.060619,0.073466,1
23845,2,b2,-1.000000,0.000000,W,0.906408,1.007763,38322.000000,62.247354,615.640626,47278.000000,24193.000000,0.954198,0.000125,0.021548,0.000124,0,761.835714,11,0.945509,0.000103,0.013617,0.000085,0,735.973734,9,0.008690,0.000161,8.689781,0.161465,1
23845,2,b2,-1.000000,0.000000,Em,0.004185,0.030882,32049.000000,40.321398,794.838512,47278.000000,24193.000000,0.016619,0.000036,0.005481,0.000033,0,960.144125,10,0.005530,0.000025,0.003159,0.000021,0,646.932141,7,0.011089,0.000044,11.089428,0.044152,1
23845,2,b2,-1.000000,0.000000,Pmz,-0.056381,0.017594,39149.000000,63.224036,619.210710,47278.000000,24193.000000,-0.014773,0.000061,0.009831,0.000062,0,3803.092286,9,-0.005177,0.000047,0.005832,0.000032,0,1749.053969,6,-0.009597,0.000077,-9.596813,0.076870,1
23845,2,b2,-1.000000,0.000000,Pmy,-0.019903,0.035035,41955.000000,66.879036,627.326622,47278.000000,24193.000000,0.007363,0.000047,0.009411,0.000044,0,555.539117,6,-0.000854,0.000040,0.006181,0.000030,0,8.051835,5,0.008217,0.000062,8.216902,0.062246,1
23845,3,b3,0.000000,1.000000,W,0.913518,1.010149,43694.000000,58.459643,747.421597,50682.000000,17090.000000,0.959813,0.000105,0.020169,0.000103,0,803.934386,11,0.944753,0.000107,0.012555,0.000096,0,155.950821,6,0.015060,0.000150,15.059584,0.149743,1
23845,3,b3,0.000000,1.000000,Em,0.005483,0.034017,39392.000000,38.541564,1022.065421,50682.000000,17090.000000,0.019117,0.000040,0.006590,0.000039,0,1310.300726,11,0.005491,0.000031,0.003366,0.000025,0,357.181009,7,0.013625,0.000051,13.625212,0.050961,1
23845,3,b3,0.000000,1.000000,Pmz,-0.052561,0.016568,44688.000000,58.441747,764.658868,50682.000000,17090.000000,-0.014712,0.000055,0.010126,0.000054,0,3418.349081,9,-0.004939,0.000052,0.005783,0.000036,0,833.786610,5,-0.009773,0.000076,-9.772818,0.075936,1
23845,3,b3,0.000000,1.000000,Pmy,-0.018732,0.036700,45775.000000,59.305980,771.844591,50682.000000,17090.000000,0.009061,0.000049,0.009995,0.000044,0,414.523372,6,-0.001006,0.000050,0.006460,0.000037,0,14.970839,5,0.010067,0.000070,10.066504,0.069835,1
23845,4,b4,1.000000,2.000000,W,0.926375,1.003739,29147.000000,23.035610,1265.301853,32274.000000,5564.000000,0.964420,0.000099,0.015849,0.000093,0,219.135745,8,0.943278,0.000170,0.011700,0.000143,0,9.712906,5,0.021142,0.000197,21.141885,0.196844,1
23845,4,b4,1.000000,2.000000,Em,0.010131,0.037559,27250.000000,3.945909,6905.886241,32274.000000,5564.000000,0.023544,0.000043,0.006333,0.000040,0,320.705792,11,0.005406,0.000054,0.003668,0.000046,0,49.963137,7,0.018138,0.000069,18.138408,0.068835,1
23845,4,b4,1.000000,2.000000,Pmz,-0.044797,0.010795,29670.000000,23.711129,1251.311124,32274.000000,5564.000000,-0.015518,0.000053,0.008365,0.000049,0,1070.197705,6,-0.004707,0.000082,0.005670,0.000059,0,123.683140,5,-0.010811,0.000098,-10.810962,0.097892,1
23845,4,b4,1.000000,2.000000,Pmy,-0.016077,0.039937,28940.000000,23.544503,1229.161658,32274.000000,5564.000000,0.012248,0.000064,0.010549,0.000058,0,340.223868,7,-0.000365,0.000097,0.007191,0.000075,0,8.326839,5,0.012613,0.000116,12.613360,0.116301,1
23845,5,b5,2.000000,3.000000,W,0.927286,0.998595,1349.000000,0.000000,1.000000,1599.000000,0.000000,0.964086,0.000378,0.013203,0.000344,0,17.195945,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23845,5,b5,2.000000,3.000000,Em,0.012145,0.036915,1279.000000,0.000000,1.000000,1599.000000,0.000000,0.025308,0.000163,0.005306,0.000157,0,9.194102,9,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23845,5,b5,2.000000,3.000000,Pmz,-0.044967,0.015219,1345.000000,0.000000,1.000000,1599.000000,0.000000,-0.016371,0.000222,0.007846,0.000231,0,76.451517,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23845,5,b5,2.000000,3.000000,Pmy,-0.015639,0.049380,1263.000000,0.000000,1.000000,1599.000000,0.000000,0.017466,0.000361,0.012191,0.000359,0,34.716534,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23846,0,full,-10.000000,20.000000,W,0.911292,1.012078,186347.000000,202.477405,920.334789,277305.000000,95136.000000,0.959064,0.000053,0.021301,0.000051,0,3131.556726,12,0.945327,0.000057,0.013600,0.000047,0,1401.708591,8,0.013737,0.000078,13.737324,0.078346,1
23846,0,full,-10.000000,20.000000,Em,0.005462,0.034407,158318.000000,133.623838,1184.803563,277305.000000,95136.000000,0.019436,0.000021,0.006897,0.000020,0,3655.279171,11,0.005647,0.000016,0.003384,0.000013,0,2583.339924,8,0.013789,0.000026,13.788655,0.026254,1
23846,0,full,-10.000000,20.000000,Pmz,-0.055976,0.016853,186688.000000,205.874800,906.803551,277305.000000,95136.000000,-0.015299,0.000027,0.009821,0.000028,0,16395.619232,9,-0.005253,0.000027,0.006067,0.000020,0,5178.062234,6,-0.010046,0.000039,-10.045757,0.038518,1
23846,0,full,-10.000000,20.000000,Pmy,-0.022733,0.039523,231647.000000,259.091408,894.074420,277305.000000,95136.000000,0.008391,0.000023,0.010853,0.000022,0,4990.505862,8,-0.000725,0.000022,0.006433,0.000017,0,62.773445,5,0.009117,0.000032,9.116529,0.031888,1
23846,1,b1,-2.000000,-1.000000,W,0.904752,1.006894,28848.000000,41.400083,696.810203,41163.000000,21789.000000,0.953563,0.000153,0.022228,0.000156,0,763.563269,11,0.946604,0.000128,0.015242,0.000110,0,575.709121,9,0.006958,0.000199,6.958428,0.199456,1
23846,1,b1,-2.000000,-1.000000,Em,0.004190,0.031125,21011.000000,27.095950,775.429535,41163.000000,21789.000000,0.016882,0.000044,0.005528,0.000042,0,898.629440,11,0.006038,0.000031,0.003338,0.000025,0,738.357096,8,0.010844,0.000054,10.844413,0.054171,1
23846,1,b1,-2.000000,-1.000000,Pmz,-0.063057,0.017998,28200.000000,43.058421,654.924159,41163.000000,21789.000000,-0.015897,0.000083,0.010024,0.000086,0,5007.960734,11,-0.005869,0.000058,0.006607,0.000045,0,1872.477551,7,-0.010028,0.000101,-10.028217,0.101490,1
23846,1,b1,-2.000000,-1.000000,Pmy,-0.024396,0.035728,34551.000000,49.076705,704.020366,41163.000000,21789.000000,0.005842,0.000053,0.009584,0.000051,0,808.743031,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.006068,0.000068,6.067554,0.067668,1
23846,2,b2,-1.000000,0.000000,W,0.906684,1.008339,50323.000000,62.247354,808.435970,62219.000000,24193.000000,0.954767,0.000108,0.021462,0.000105,0,893.488428,11,0.945509,0.000103,0.013617,0.000085,0,735.973734,9,0.009258,0.000149,9.258105,0.149121,1
23846,2,b2,-1.000000,0.000000,Em,0.004338,0.031025,42054.000000,40.321398,1042.969790,62219.000000,24193.000000,0.016961,0.000033,0.005627,0.000030,0,1809.369164,11,0.005530,0.000025,0.003159,0.000021,0,646.932141,7,0.011431,0.000041,11.430985,0.041283,1
23846,2,b2,-1.000000,0.000000,Pmz,-0.056735,0.017597,51472.000000,63.224036,814.120760,62219.000000,24193.000000,-0.014792,0.000054,0.009804,0.000054,0,5127.967234,9,-0.005177,0.000047,0.005832,0.000032,0,1749.053969,6,-0.009616,0.000071,-9.615672,0.071065,1
23846,2,b2,-1.000000,0.000000,Pmy,-0.020064,0.035156,55265.000000,66.879036,826.342647,62219.000000,24193.000000,0.007484,0.000042,0.009489,0.000039,0,787.390900,6,-0.000854,0.000040,0.006181,0.000030,0,8.051835,5,0.008338,0.000058,8.337862,0.057979,1
23846,3,b3,0.000000,1.000000,W,0.913718,1.010002,57835.000000,58.459643,989.314965,66811.000000,17090.000000,0.959887,0.000092,0.020306,0.000092,0,1141.716623,11,0.944753,0.000107,0.012555,0.000096,0,155.950821,6,0.015134,0.000141,15.133527,0.141123,1
23846,3,b3,0.000000,1.000000,Em,0.005657,0.034013,52039.000000,38.541564,1350.204672,66811.000000,17090.000000,0.019258,0.000035,0.006569,0.000034,0,1440.441607,11,0.005491,0.000031,0.003366,0.000025,0,357.181009,7,0.013767,0.000046,13.766766,0.046428,1
23846,3,b3,0.000000,1.000000,Pmz,-0.052521,0.016300,58906.000000,58.441747,1007.943861,66811.000000,17090.000000,-0.014850,0.000048,0.010164,0.000048,0,4354.249252,9,-0.004939,0.000052,0.005783,0.000036,0,833.786610,5,-0.009911,0.000071,-9.911070,0.070870,1
23846,3,b3,0.000000,1.000000,Pmy,-0.018846,0.036605,60328.000000,59.305980,1017.232998,66811.000000,17090.000000,0.009002,0.000043,0.010028,0.000038,0,414.734115,6,-0.001006,0.000050,0.006460,0.000037,0,14.970839,5,0.010008,0.000066,10.007929,0.065678,1
23846,4,b4,1.000000,2.000000,W,0.925845,1.004585,38092.000000,23.035610,1653.613689,42360.000000,5564.000000,0.964567,0.000088,0.016007,0.000083,0,295.152107,8,0.943278,0.000170,0.011700,0.000143,0,9.712906,5,0.021288,0.000191,21.288293,0.191457,1
23846,4,b4,1.000000,2.000000,Em,0.010135,0.038347,36147.000000,3.991891,9055.107422,42360.000000,5564.000000,0.023711,0.000037,0.006276,0.000035,0,404.756505,11,0.005406,0.000054,0.003668,0.000046,0,49.963137,7,0.018305,0.000065,18.304683,0.065409,1
23846,4,b4,1.000000,2.000000,Pmz,-0.045947,0.011562,38727.000000,23.711129,1633.283651,42360.000000,5564.000000,-0.015702,0.000048,0.008621,0.000046,0,1964.237541,7,-0.004707,0.000082,0.005670,0.000059,0,123.683140,5,-0.010995,0.000095,-10.994909,0.095097,1
23846,4,b4,1.000000,2.000000,Pmy,-0.015668,0.040363,37796.000000,23.544503,1605.300415,42360.000000,5564.000000,0.012347,0.000056,0.010610,0.000051,0,440.798514,7,-0.000365,0.000097,0.007191,0.000075,0,8.326839,5,0.012712,0.000112,12.712299,0.112338,1
23846,5,b5,2.000000,3.000000,W,0.928195,1.001522,1661.000000,0.000000,1.000000,1969.000000,0.000000,0.964404,0.000380,0.014352,0.000347,0,16.093510,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23846,5,b5,2.000000,3.000000,Em,0.012211,0.037013,1577.000000,0.000000,1.000000,1969.000000,0.000000,0.025296,0.000145,0.005314,0.000124,0,23.498768,10,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23846,5,b5,2.000000,3.000000,Pmz,-0.045145,0.016458,1641.000000,0.000000,1.000000,1969.000000,0.000000,-0.016581,0.000211,0.008313,0.000214,0,76.021313,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23846,5,b5,2.000000,3.000000,Pmy,-0.015314,0.048818,1550.000000,0.000000,1.000000,1969.000000,0.000000,0.017660,0.000315,0.011848,0.000295,0,30.836814,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23847,0,full,-10.000000,20.000000,W,0.911396,1.011961,145225.000000,202.477405,717.240523,216516.000000,95136.000000,0.959097,0.000060,0.021316,0.000057,0,2280.675045,12,0.945327,0.000057,0.013600,0.000047,0,1401.708591,8,0.013770,0.000083,13.770150,0.083202,1
23847,0,full,-10.000000,20.000000,Em,0.005614,0.034456,123485.000000,133.623838,924.124029,216516.000000,95136.000000,0.019539,0.000024,0.006866,0.000023,0,2879.911966,11,0.005647,0.000016,0.003384,0.000013,0,2583.339924,8,0.013892,0.000028,13.891591,0.028485,1
23847,0,full,-10.000000,20.000000,Pmz,-0.055870,0.016590,145303.000000,205.874800,705.783320,216516.000000,95136.000000,-0.015354,0.000031,0.009784,0.000031,0,12690.950874,9,-0.005253,0.000027,0.006067,0.000020,0,5178.062234,6,-0.010101,0.000041,-10.101203,0.041079,1
23847,0,full,-10.000000,20.000000,Pmy,-0.022708,0.039596,180671.000000,259.091408,697.325325,216516.000000,95136.000000,0.008439,0.000026,0.010844,0.000025,0,3981.553808,8,-0.000725,0.000022,0.006433,0.000017,0,62.773445,5,0.009164,0.000034,9.163614,0.034163,1
23847,1,b1,-2.000000,-1.000000,W,0.904232,1.009573,22572.000000,41.400083,545.216303,32243.000000,21789.000000,0.953702,0.000173,0.022472,0.000166,0,898.405398,13,0.946604,0.000128,0.015242,0.000110,0,575.709121,9,0.007097,0.000215,7.097476,0.215050,1
23847,1,b1,-2.000000,-1.000000,Em,0.004298,0.031342,16392.000000,27.095950,604.961255,32243.000000,21789.000000,0.017031,0.000051,0.005536,0.000047,0,687.846450,11,0.006038,0.000031,0.003338,0.000025,0,738.357096,8,0.010993,0.000059,10.992996,0.059364,1
23847,1,b1,-2.000000,-1.000000,Pmz,-0.063071,0.017587,21875.000000,43.058421,508.030708,32243.000000,21789.000000,-0.016045,0.000093,0.010044,0.000096,0,3750.061357,11,-0.005869,0.000058,0.006607,0.000045,0,1872.477551,7,-0.010176,0.000110,-10.175581,0.109903,1
23847,1,b1,-2.000000,-1.000000,Pmy,-0.024435,0.036094,27219.000000,49.076705,554.621584,32243.000000,21789.000000,0.005915,0.000060,0.009624,0.000059,0,687.281444,7,-0.000225,0.000042,0.006054,0.000031,0,5.364760,5,0.006140,0.000074,6.139762,0.073590,1
23847,2,b2,-1.000000,0.000000,W,0.906753,1.007999,39276.000000,62.247354,630.966579,48540.000000,24193.000000,0.954681,0.000122,0.021493,0.000120,0,690.949492,11,0.945509,0.000103,0.013617,0.000085,0,735.973734,9,0.009172,0.000160,9.171961,0.159633,1
23847,2,b2,-1.000000,0.000000,Em,0.004486,0.031031,32934.000000,40.321398,816.787156,48540.000000,24193.000000,0.017055,0.000037,0.005645,0.000033,0,1355.753074,11,0.005530,0.000025,0.003159,0.000021,0,646.932141,7,0.011525,0.000045,11.525465,0.044650,1
23847,2,b2,-1.000000,0.000000,Pmz,-0.056238,0.017177,40235.000000,63.224036,636.387721,48540.000000,24193.000000,-0.014846,0.000060,0.009723,0.000061,0,3929.930253,9,-0.005177,0.000047,0.005832,0.000032,0,1749.053969,6,-0.009670,0.000076,-9.669790,0.075679,1
23847,2,b2,-1.000000,0.000000,Pmy,-0.019769,0.034850,43159.000000,66.879036,645.329273,48540.000000,24193.000000,0.007544,0.000047,0.009400,0.000043,0,575.734976,6,-0.000854,0.000040,0.006181,0.000030,0,8.051835,5,0.008397,0.000062,8.397435,0.061663,1
23847,3,b3,0.000000,1.000000,W,0.913673,1.010273,44582.000000,58.459643,762.611563,51757.000000,17090.000000,0.959981,0.000104,0.020206,0.000102,0,768.131714,11,0.944753,0.000107,0.012555,0.000096,0,155.950821,6,0.015228,0.000149,15.227801,0.149208,1
23847,3,b3,0.000000,1.000000,Em,0.005717,0.034066,40177.000000,38.541564,1042.433043,51757.000000,17090.000000,0.019319,0.000039,0.006550,0.000038,0,1171.837154,11,0.005491,0.000031,0.003366,0.000025,0,357.181009,7,0.013828,0.000050,13.827912,0.050196,1
23847,3,b3,0.000000,1.000000,Pmz,-0.052851,0.016463,45411.000000,58.441747,777.030161,51757.000000,17090.000000,-0.014879,0.000055,0.010158,0.000054,0,3425.918505,9,-0.004939,0.000052,0.005783,0.000036,0,833.786610,5,-0.009939,0.000076,-9.939361,0.075754,1
23847,3,b3,0.000000,1.000000,Pmy,-0.019080,0.037124,46606.000000,59.305980,785.856669,51757.000000,17090.000000,0.009145,0.000049,0.010073,0.000044,0,422.095039,6,-0.001006,0.000050,0.006460,0.000037,0,14.970839,5,0.010151,0.000070,10.151003,0.069834,1
23847,4,b4,1.000000,2.000000,W,0.926454,1.004234,29924.000000,23.035610,1299.032238,33060.000000,5564.000000,0.964716,0.000099,0.015917,0.000092,0,234.388856,8,0.943278,0.000170,0.011700,0.000143,0,9.712906,5,0.021438,0.000197,21.437863,0.196575,1
23847,4,b4,1.000000,2.000000,Em,0.010360,0.038358,28491.000000,3.991891,7137.219287,33060.000000,5564.000000,0.023790,0.000042,0.006262,0.000039,0,336.903216,11,0.005406,0.000054,0.003668,0.000046,0,49.963137,7,0.018384,0.000068,18.383731,0.068221,1
23847,4,b4,1.000000,2.000000,Pmz,-0.045276,0.010961,30379.000000,23.711129,1281.212695,33060.000000,5564.000000,-0.015757,0.000054,0.008637,0.000052,0,1446.591020,7,-0.004707,0.000082,0.005670,0.000059,0,123.683140,5,-0.011050,0.000098,-11.049890,0.098395,1
23847,4,b4,1.000000,2.000000,Pmy,-0.015946,0.040412,29630.000000,23.544503,1258.467862,33060.000000,5564.000000,0.012203,0.000063,0.010495,0.000057,0,359.706044,7,-0.000365,0.000097,0.007191,0.000075,0,8.326839,5,0.012569,0.000116,12.568636,0.115734,1
23847,5,b5,2.000000,3.000000,W,0.929514,1.000902,1289.000000,0.000000,1.000000,1549.000000,0.000000,0.965380,0.000402,0.013615,0.000370,0,14.832200,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23847,5,b5,2.000000,3.000000,Em,0.012475,0.037457,1244.000000,0.000000,1.000000,1549.000000,0.000000,0.025737,0.000168,0.005532,0.000154,0,9.368854,10,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
23847,5,b5,2.000000,3.000000,Pmz,-0.045967,0.014529,1284.000000,0.000000,1.000000,1549.000000,0.000000,-0.016508,0.000234,0.008128,0.000227,0,50.501816,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-999.000000,-999.000000,-999.000000,-999.000000,0
