setting,mode,bin,dp_idx,dp_lo,dp_hi,dthe_b1_fit,dthe_b1_fit_err,dthe_b2_fit,dthe_b2_fit_err,dthe_b3_fit,dthe_b3_fit_err,dthe_b4_fit,dthe_b4_fit_err,dthe_b5_fit,dthe_b5_fit_err,dpe_b1_fit,dpe_b1_fit_err,dpe_b2_fit,dpe_b2_fit_err,dpe_b3_fit,dpe_b3_fit_err,dpe_b4_fit,dpe_b4_fit_err,dpe_b5_fit,dpe_b5_fit_err,dthp_b1_fit,dthp_b1_fit_err,dthp_b2_fit,dthp_b2_fit_err,dthp_b3_fit,dthp_b3_fit_err,dthp_b4_fit,dthp_b4_fit_err,dthp_b5_fit,dthp_b5_fit_err,dpp_b1_fit,dpp_b1_fit_err,dpp_b2_fit,dpp_b2_fit_err,dpp_b3_fit,dpp_b3_fit_err,dpp_b4_fit,dpp_b4_fit_err,dpp_b5_fit,dpp_b5_fit_err,dW_measured,dW_err,dEm_measured,dEm_err,dPmz_measured,dPmz_err,dPmy_measured,dPmy_err,dW_pred,dW_pred_err,dEm_pred,dEm_pred_err,dPmz_pred,dPmz_pred_err,dPmy_pred,dPmy_pred_err,dW_resid,dW_resid_err,dEm_resid,dEm_resid_err,dPmz_resid,dPmz_resid_err,dPmy_resid,dPmy_resid_err,chi2_min,n_obs_used,n_params,ndf,chi2_ndf,fit_prob,fit_valid,fit_note,cov_dthe_b1_dthe_b1,cov_dthe_b1_dthe_b2,cov_dthe_b1_dthe_b3,cov_dthe_b1_dthe_b4,cov_dthe_b1_dthe_b5,cov_dthe_b1_dpe_b1,cov_dthe_b1_dpe_b2,cov_dthe_b1_dpe_b3,cov_dthe_b1_dpe_b4,cov_dthe_b1_dpe_b5,cov_dthe_b1_dthp_b1,cov_dthe_b1_dthp_b2,cov_dthe_b1_dthp_b3,cov_dthe_b1_dthp_b4,cov_dthe_b1_dthp_b5,cov_dthe_b1_dpp_b1,cov_dthe_b1_dpp_b2,cov_dthe_b1_dpp_b3,cov_dthe_b1_dpp_b4,cov_dthe_b1_dpp_b5,cov_dthe_b2_dthe_b1,cov_dthe_b2_dthe_b2,cov_dthe_b2_dthe_b3,cov_dthe_b2_dthe_b4,cov_dthe_b2_dthe_b5,cov_dthe_b2_dpe_b1,cov_dthe_b2_dpe_b2,cov_dthe_b2_dpe_b3,cov_dthe_b2_dpe_b4,cov_dthe_b2_dpe_b5,cov_dthe_b2_dthp_b1,cov_dthe_b2_dthp_b2,cov_dthe_b2_dthp_b3,cov_dthe_b2_dthp_b4,cov_dthe_b2_dthp_b5,cov_dthe_b2_dpp_b1,cov_dthe_b2_dpp_b2,cov_dthe_b2_dpp_b3,cov_dthe_b2_dpp_b4,cov_dthe_b2_dpp_b5,cov_dthe_b3_dthe_b1,cov_dthe_b3_dthe_b2,cov_dthe_b3_dthe_b3,cov_dthe_b3_dthe_b4,cov_dthe_b3_dthe_b5,cov_dthe_b3_dpe_b1,cov_dthe_b3_dpe_b2,cov_dthe_b3_dpe_b3,cov_dthe_b3_dpe_b4,cov_dthe_b3_dpe_b5,cov_dthe_b3_dthp_b1,cov_dthe_b3_dthp_b2,cov_dthe_b3_dthp_b3,cov_dthe_b3_dthp_b4,cov_dthe_b3_dthp_b5,cov_dthe_b3_dpp_b1,cov_dthe_b3_dpp_b2,cov_dthe_b3_dpp_b3,cov_dthe_b3_dpp_b4,cov_dthe_b3_dpp_b5,cov_dthe_b4_dthe_b1,cov_dthe_b4_dthe_b2,cov_dthe_b4_dthe_b3,cov_dthe_b4_dthe_b4,cov_dthe_b4_dthe_b5,cov_dthe_b4_dpe_b1,cov_dthe_b4_dpe_b2,cov_dthe_b4_dpe_b3,cov_dthe_b4_dpe_b4,cov_dthe_b4_dpe_b5,cov_dthe_b4_dthp_b1,cov_dthe_b4_dthp_b2,cov_dthe_b4_dthp_b3,cov_dthe_b4_dthp_b4,cov_dthe_b4_dthp_b5,cov_dthe_b4_dpp_b1,cov_dthe_b4_dpp_b2,cov_dthe_b4_dpp_b3,cov_dthe_b4_dpp_b4,cov_dthe_b4_dpp_b5,cov_dthe_b5_dthe_b1,cov_dthe_b5_dthe_b2,cov_dthe_b5_dthe_b3,cov_dthe_b5_dthe_b4,cov_dthe_b5_dthe_b5,cov_dthe_b5_dpe_b1,cov_dthe_b5_dpe_b2,cov_dthe_b5_dpe_b3,cov_dthe_b5_dpe_b4,cov_dthe_b5_dpe_b5,cov_dthe_b5_dthp_b1,cov_dthe_b5_dthp_b2,cov_dthe_b5_dthp_b3,cov_dthe_b5_dthp_b4,cov_dthe_b5_dthp_b5,cov_dthe_b5_dpp_b1,cov_dthe_b5_dpp_b2,cov_dthe_b5_dpp_b3,cov_dthe_b5_dpp_b4,cov_dthe_b5_dpp_b5,cov_dpe_b1_dthe_b1,cov_dpe_b1_dthe_b2,cov_dpe_b1_dthe_b3,cov_dpe_b1_dthe_b4,cov_dpe_b1_dthe_b5,cov_dpe_b1_dpe_b1,cov_dpe_b1_dpe_b2,cov_dpe_b1_dpe_b3,cov_dpe_b1_dpe_b4,cov_dpe_b1_dpe_b5,cov_dpe_b1_dthp_b1,cov_dpe_b1_dthp_b2,cov_dpe_b1_dthp_b3,cov_dpe_b1_dthp_b4,cov_dpe_b1_dthp_b5,cov_dpe_b1_dpp_b1,cov_dpe_b1_dpp_b2,cov_dpe_b1_dpp_b3,cov_dpe_b1_dpp_b4,cov_dpe_b1_dpp_b5,cov_dpe_b2_dthe_b1,cov_dpe_b2_dthe_b2,cov_dpe_b2_dthe_b3,cov_dpe_b2_dthe_b4,cov_dpe_b2_dthe_b5,cov_dpe_b2_dpe_b1,cov_dpe_b2_dpe_b2,cov_dpe_b2_dpe_b3,cov_dpe_b2_dpe_b4,cov_dpe_b2_dpe_b5,cov_dpe_b2_dthp_b1,cov_dpe_b2_dthp_b2,cov_dpe_b2_dthp_b3,cov_dpe_b2_dthp_b4,cov_dpe_b2_dthp_b5,cov_dpe_b2_dpp_b1,cov_dpe_b2_dpp_b2,cov_dpe_b2_dpp_b3,cov_dpe_b2_dpp_b4,cov_dpe_b2_dpp_b5,cov_dpe_b3_dthe_b1,cov_dpe_b3_dthe_b2,cov_dpe_b3_dthe_b3,cov_dpe_b3_dthe_b4,cov_dpe_b3_dthe_b5,cov_dpe_b3_dpe_b1,cov_dpe_b3_dpe_b2,cov_dpe_b3_dpe_b3,cov_dpe_b3_dpe_b4,cov_dpe_b3_dpe_b5,cov_dpe_b3_dthp_b1,cov_dpe_b3_dthp_b2,cov_dpe_b3_dthp_b3,cov_dpe_b3_dthp_b4,cov_dpe_b3_dthp_b5,cov_dpe_b3_dpp_b1,cov_dpe_b3_dpp_b2,cov_dpe_b3_dpp_b3,cov_dpe_b3_dpp_b4,cov_dpe_b3_dpp_b5,cov_dpe_b4_dthe_b1,cov_dpe_b4_dthe_b2,cov_dpe_b4_dthe_b3,cov_dpe_b4_dthe_b4,cov_dpe_b4_dthe_b5,cov_dpe_b4_dpe_b1,cov_dpe_b4_dpe_b2,cov_dpe_b4_dpe_b3,cov_dpe_b4_dpe_b4,cov_dpe_b4_dpe_b5,cov_dpe_b4_dthp_b1,cov_dpe_b4_dthp_b2,cov_dpe_b4_dthp_b3,cov_dpe_b4_dthp_b4,cov_dpe_b4_dthp_b5,cov_dpe_b4_dpp_b1,cov_dpe_b4_dpp_b2,cov_dpe_b4_dpp_b3,cov_dpe_b4_dpp_b4,cov_dpe_b4_dpp_b5,cov_dpe_b5_dthe_b1,cov_dpe_b5_dthe_b2,cov_dpe_b5_dthe_b3,cov_dpe_b5_dthe_b4,cov_dpe_b5_dthe_b5,cov_dpe_b5_dpe_b1,cov_dpe_b5_dpe_b2,cov_dpe_b5_dpe_b3,cov_dpe_b5_dpe_b4,cov_dpe_b5_dpe_b5,cov_dpe_b5_dthp_b1,cov_dpe_b5_dthp_b2,cov_dpe_b5_dthp_b3,cov_dpe_b5_dthp_b4,cov_dpe_b5_dthp_b5,cov_dpe_b5_dpp_b1,cov_dpe_b5_dpp_b2,cov_dpe_b5_dpp_b3,cov_dpe_b5_dpp_b4,cov_dpe_b5_dpp_b5,cov_dthp_b1_dthe_b1,cov_dthp_b1_dthe_b2,cov_dthp_b1_dthe_b3,cov_dthp_b1_dthe_b4,cov_dthp_b1_dthe_b5,cov_dthp_b1_dpe_b1,cov_dthp_b1_dpe_b2,cov_dthp_b1_dpe_b3,cov_dthp_b1_dpe_b4,cov_dthp_b1_dpe_b5,cov_dthp_b1_dthp_b1,cov_dthp_b1_dthp_b2,cov_dthp_b1_dthp_b3,cov_dthp_b1_dthp_b4,cov_dthp_b1_dthp_b5,cov_dthp_b1_dpp_b1,cov_dthp_b1_dpp_b2,cov_dthp_b1_dpp_b3,cov_dthp_b1_dpp_b4,cov_dthp_b1_dpp_b5,cov_dthp_b2_dthe_b1,cov_dthp_b2_dthe_b2,cov_dthp_b2_dthe_b3,cov_dthp_b2_dthe_b4,cov_dthp_b2_dthe_b5,cov_dthp_b2_dpe_b1,cov_dthp_b2_dpe_b2,cov_dthp_b2_dpe_b3,cov_dthp_b2_dpe_b4,cov_dthp_b2_dpe_b5,cov_dthp_b2_dthp_b1,cov_dthp_b2_dthp_b2,cov_dthp_b2_dthp_b3,cov_dthp_b2_dthp_b4,cov_dthp_b2_dthp_b5,cov_dthp_b2_dpp_b1,cov_dthp_b2_dpp_b2,cov_dthp_b2_dpp_b3,cov_dthp_b2_dpp_b4,cov_dthp_b2_dpp_b5,cov_dthp_b3_dthe_b1,cov_dthp_b3_dthe_b2,cov_dthp_b3_dthe_b3,cov_dthp_b3_dthe_b4,cov_dthp_b3_dthe_b5,cov_dthp_b3_dpe_b1,cov_dthp_b3_dpe_b2,cov_dthp_b3_dpe_b3,cov_dthp_b3_dpe_b4,cov_dthp_b3_dpe_b5,cov_dthp_b3_dthp_b1,cov_dthp_b3_dthp_b2,cov_dthp_b3_dthp_b3,cov_dthp_b3_dthp_b4,cov_dthp_b3_dthp_b5,cov_dthp_b3_dpp_b1,cov_dthp_b3_dpp_b2,cov_dthp_b3_dpp_b3,cov_dthp_b3_dpp_b4,cov_dthp_b3_dpp_b5,cov_dthp_b4_dthe_b1,cov_dthp_b4_dthe_b2,cov_dthp_b4_dthe_b3,cov_dthp_b4_dthe_b4,cov_dthp_b4_dthe_b5,cov_dthp_b4_dpe_b1,cov_dthp_b4_dpe_b2,cov_dthp_b4_dpe_b3,cov_dthp_b4_dpe_b4,cov_dthp_b4_dpe_b5,cov_dthp_b4_dthp_b1,cov_dthp_b4_dthp_b2,cov_dthp_b4_dthp_b3,cov_dthp_b4_dthp_b4,cov_dthp_b4_dthp_b5,cov_dthp_b4_dpp_b1,cov_dthp_b4_dpp_b2,cov_dthp_b4_dpp_b3,cov_dthp_b4_dpp_b4,cov_dthp_b4_dpp_b5,cov_dthp_b5_dthe_b1,cov_dthp_b5_dthe_b2,cov_dthp_b5_dthe_b3,cov_dthp_b5_dthe_b4,cov_dthp_b5_dthe_b5,cov_dthp_b5_dpe_b1,cov_dthp_b5_dpe_b2,cov_dthp_b5_dpe_b3,cov_dthp_b5_dpe_b4,cov_dthp_b5_dpe_b5,cov_dthp_b5_dthp_b1,cov_dthp_b5_dthp_b2,cov_dthp_b5_dthp_b3,cov_dthp_b5_dthp_b4,cov_dthp_b5_dthp_b5,cov_dthp_b5_dpp_b1,cov_dthp_b5_dpp_b2,cov_dthp_b5_dpp_b3,cov_dthp_b5_dpp_b4,cov_dthp_b5_dpp_b5,cov_dpp_b1_dthe_b1,cov_dpp_b1_dthe_b2,cov_dpp_b1_dthe_b3,cov_dpp_b1_dthe_b4,cov_dpp_b1_dthe_b5,cov_dpp_b1_dpe_b1,cov_dpp_b1_dpe_b2,cov_dpp_b1_dpe_b3,cov_dpp_b1_dpe_b4,cov_dpp_b1_dpe_b5,cov_dpp_b1_dthp_b1,cov_dpp_b1_dthp_b2,cov_dpp_b1_dthp_b3,cov_dpp_b1_dthp_b4,cov_dpp_b1_dthp_b5,cov_dpp_b1_dpp_b1,cov_dpp_b1_dpp_b2,cov_dpp_b1_dpp_b3,cov_dpp_b1_dpp_b4,cov_dpp_b1_dpp_b5,cov_dpp_b2_dthe_b1,cov_dpp_b2_dthe_b2,cov_dpp_b2_dthe_b3,cov_dpp_b2_dthe_b4,cov_dpp_b2_dthe_b5,cov_dpp_b2_dpe_b1,cov_dpp_b2_dpe_b2,cov_dpp_b2_dpe_b3,cov_dpp_b2_dpe_b4,cov_dpp_b2_dpe_b5,cov_dpp_b2_dthp_b1,cov_dpp_b2_dthp_b2,cov_dpp_b2_dthp_b3,cov_dpp_b2_dthp_b4,cov_dpp_b2_dthp_b5,cov_dpp_b2_dpp_b1,cov_dpp_b2_dpp_b2,cov_dpp_b2_dpp_b3,cov_dpp_b2_dpp_b4,cov_dpp_b2_dpp_b5,cov_dpp_b3_dthe_b1,cov_dpp_b3_dthe_b2,cov_dpp_b3_dthe_b3,cov_dpp_b3_dthe_b4,cov_dpp_b3_dthe_b5,cov_dpp_b3_dpe_b1,cov_dpp_b3_dpe_b2,cov_dpp_b3_dpe_b3,cov_dpp_b3_dpe_b4,cov_dpp_b3_dpe_b5,cov_dpp_b3_dthp_b1,cov_dpp_b3_dthp_b2,cov_dpp_b3_dthp_b3,cov_dpp_b3_dthp_b4,cov_dpp_b3_dthp_b5,cov_dpp_b3_dpp_b1,cov_dpp_b3_dpp_b2,cov_dpp_b3_dpp_b3,cov_dpp_b3_dpp_b4,cov_dpp_b3_dpp_b5,cov_dpp_b4_dthe_b1,cov_dpp_b4_dthe_b2,cov_dpp_b4_dthe_b3,cov_dpp_b4_dthe_b4,cov_dpp_b4_dthe_b5,cov_dpp_b4_dpe_b1,cov_dpp_b4_dpe_b2,cov_dpp_b4_dpe_b3,cov_dpp_b4_dpe_b4,cov_dpp_b4_dpe_b5,cov_dpp_b4_dthp_b1,cov_dpp_b4_dthp_b2,cov_dpp_b4_dthp_b3,cov_dpp_b4_dthp_b4,cov_dpp_b4_dthp_b5,cov_dpp_b4_dpp_b1,cov_dpp_b4_dpp_b2,cov_dpp_b4_dpp_b3,cov_dpp_b4_dpp_b4,cov_dpp_b4_dpp_b5,cov_dpp_b5_dthe_b1,cov_dpp_b5_dthe_b2,cov_dpp_b5_dthe_b3,cov_dpp_b5_dthe_b4,cov_dpp_b5_dthe_b5,cov_dpp_b5_dpe_b1,cov_dpp_b5_dpe_b2,cov_dpp_b5_dpe_b3,cov_dpp_b5_dpe_b4,cov_dpp_b5_dpe_b5,cov_dpp_b5_dthp_b1,cov_dpp_b5_dthp_b2,cov_dpp_b5_dthp_b3,cov_dpp_b5_dthp_b4,cov_dpp_b5_dthp_b5,cov_dpp_b5_dpp_b1,cov_dpp_b5_dpp_b2,cov_dpp_b5_dpp_b3,cov_dpp_b5_dpp_b4,cov_dpp_b5_dpp_b5,end_marker
A,unconstrained,b1,1,-2.000000,-1.000000,-60.591162,0.022225,-57.116051,0.016739,-65.847612,0.018054,4.905483,0.024348,nan,nan,98.197985,0.035664,92.265839,0.026904,105.824741,0.029140,-10.454115,0.039354,nan,nan,136.617411,0.052808,126.887328,0.040041,144.712875,0.043355,-23.200891,0.059379,nan,nan,-335.191354,0.119914,-315.495912,0.090442,-362.220344,0.097943,26.553871,0.132246,nan,nan,6.676582,0.076272,10.620126,0.020999,-9.886464,0.039648,6.093132,0.026131,6.656922,0.062882,10.624067,0.019135,-9.873454,0.027600,6.093131,0.026105,-0.019660,0.098852,0.003941,0.028410,0.013010,0.048308,-0.000001,0.036937,0.391407,16,16,0,nan,nan,1,ok_unconstrained,0.000494,0.000000,0.000000,-0.000000,nan,-0.000776,-0.000000,0.000000,0.000000,nan,-0.001072,-0.000000,0.000000,0.000000,nan,0.002616,0.000000,-0.000000,-0.000000,nan,0.000000,0.000280,-0.000000,0.000000,nan,-0.000000,-0.000442,0.000000,-0.000000,nan,-0.000000,-0.000612,0.000000,-0.000000,nan,0.000000,0.001488,-0.000000,0.000000,nan,0.000000,-0.000000,0.000326,0.000000,nan,-0.000000,0.000000,-0.000518,-0.000000,nan,-0.000000,0.000000,-0.000722,-0.000000,nan,0.000000,-0.000000,0.001745,0.000000,nan,-0.000000,0.000000,0.000000,0.000593,nan,0.000000,0.000000,-0.000000,-0.000945,nan,0.000000,0.000000,-0.000000,-0.001320,nan,-0.000000,-0.000000,0.000000,0.003182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000776,-0.000000,-0.000000,0.000000,nan,0.001272,0.000000,0.000000,-0.000000,nan,0.001816,0.000000,-0.000000,-0.000000,nan,-0.004264,-0.000000,-0.000000,0.000000,nan,-0.000000,-0.000442,0.000000,0.000000,nan,0.000000,0.000724,-0.000000,-0.000000,nan,0.000000,0.001034,-0.000000,-0.000000,nan,-0.000000,-0.002426,0.000000,0.000000,nan,0.000000,0.000000,-0.000518,-0.000000,nan,0.000000,-0.000000,0.000849,0.000000,nan,0.000000,-0.000000,0.001213,0.000000,nan,-0.000000,0.000000,-0.002846,-0.000000,nan,0.000000,-0.000000,-0.000000,-0.000945,nan,-0.000000,-0.000000,0.000000,0.001549,nan,-0.000000,-0.000000,0.000000,0.002212,nan,0.000000,0.000000,-0.000000,-0.005190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001072,-0.000000,-0.000000,0.000000,nan,0.001816,0.000000,0.000000,-0.000000,nan,0.002789,0.000000,0.000000,-0.000000,nan,-0.006065,-0.000000,-0.000000,0.000000,nan,-0.000000,-0.000612,0.000000,0.000000,nan,0.000000,0.001034,-0.000000,-0.000000,nan,0.000000,0.001603,-0.000000,-0.000000,nan,-0.000000,-0.003451,0.000000,0.000000,nan,0.000000,0.000000,-0.000722,-0.000000,nan,-0.000000,-0.000000,0.001213,0.000000,nan,0.000000,-0.000000,0.001880,0.000000,nan,0.000000,0.000000,-0.004048,-0.000000,nan,0.000000,-0.000000,-0.000000,-0.001320,nan,-0.000000,-0.000000,0.000000,0.002212,nan,-0.000000,-0.000000,0.000000,0.003526,nan,0.000000,0.000000,-0.000000,-0.007385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002616,0.000000,0.000000,-0.000000,nan,-0.004264,-0.000000,-0.000000,0.000000,nan,-0.006065,-0.000000,0.000000,0.000000,nan,0.014379,0.000000,0.000000,-0.000000,nan,0.000000,0.001488,-0.000000,-0.000000,nan,-0.000000,-0.002426,0.000000,0.000000,nan,-0.000000,-0.003451,0.000000,0.000000,nan,0.000000,0.008180,-0.000000,-0.000000,nan,-0.000000,-0.000000,0.001745,0.000000,nan,-0.000000,0.000000,-0.002846,-0.000000,nan,-0.000000,0.000000,-0.004048,-0.000000,nan,0.000000,-0.000000,0.009593,0.000000,nan,-0.000000,0.000000,0.000000,0.003182,nan,0.000000,0.000000,-0.000000,-0.005190,nan,0.000000,0.000000,-0.000000,-0.007385,nan,-0.000000,-0.000000,0.000000,0.017489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,done
A,unconstrained,b2,2,-1.000000,0.000000,-60.591162,0.022225,-57.116051,0.016739,-65.847612,0.018054,4.905483,0.024348,nan,nan,98.197985,0.035664,92.265839,0.026904,105.824741,0.029140,-10.454115,0.039354,nan,nan,136.617411,0.052808,126.887328,0.040041,144.712875,0.043355,-23.200891,0.059379,nan,nan,-335.191354,0.119914,-315.495912,0.090442,-362.220344,0.097943,26.553871,0.132246,nan,nan,8.864658,0.056844,11.144146,0.015812,-9.469704,0.027016,8.318530,0.021922,8.862466,0.045906,11.144595,0.014246,-9.468490,0.019690,8.318530,0.021900,-0.002192,0.073066,0.000449,0.021283,0.001214,0.033430,-0.000000,0.030987,0.391407,16,16,0,nan,nan,1,ok_unconstrained,0.000494,0.000000,0.000000,-0.000000,nan,-0.000776,-0.000000,0.000000,0.000000,nan,-0.001072,-0.000000,0.000000,0.000000,nan,0.002616,0.000000,-0.000000,-0.000000,nan,0.000000,0.000280,-0.000000,0.000000,nan,-0.000000,-0.000442,0.000000,-0.000000,nan,-0.000000,-0.000612,0.000000,-0.000000,nan,0.000000,0.001488,-0.000000,0.000000,nan,0.000000,-0.000000,0.000326,0.000000,nan,-0.000000,0.000000,-0.000518,-0.000000,nan,-0.000000,0.000000,-0.000722,-0.000000,nan,0.000000,-0.000000,0.001745,0.000000,nan,-0.000000,0.000000,0.000000,0.000593,nan,0.000000,0.000000,-0.000000,-0.000945,nan,0.000000,0.000000,-0.000000,-0.001320,nan,-0.000000,-0.000000,0.000000,0.003182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000776,-0.000000,-0.000000,0.000000,nan,0.001272,0.000000,0.000000,-0.000000,nan,0.001816,0.000000,-0.000000,-0.000000,nan,-0.004264,-0.000000,-0.000000,0.000000,nan,-0.000000,-0.000442,0.000000,0.000000,nan,0.000000,0.000724,-0.000000,-0.000000,nan,0.000000,0.001034,-0.000000,-0.000000,nan,-0.000000,-0.002426,0.000000,0.000000,nan,0.000000,0.000000,-0.000518,-0.000000,nan,0.000000,-0.000000,0.000849,0.000000,nan,0.000000,-0.000000,0.001213,0.000000,nan,-0.000000,0.000000,-0.002846,-0.000000,nan,0.000000,-0.000000,-0.000000,-0.000945,nan,-0.000000,-0.000000,0.000000,0.001549,nan,-0.000000,-0.000000,0.000000,0.002212,nan,0.000000,0.000000,-0.000000,-0.005190,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001072,-0.000000,-0.000000,0.000000,nan,0.001816,0.000000,0.000000,-0.000000,nan,0.002789,0.000000,0.000000,-0.000000,nan,-0.006065,-0.000000,-0.000000,0.000000,nan,-0.000000,-0.000612,0.000000,0.000000,nan,0.000000,0.001034,-0.000000,-0.000000,nan,0.000000,0.001603,-0.000000,-0.000000,nan,-0.000000,-0.003451,0.000000,0.000000,nan,0.000000,0.000000,-0.000722,-0.000000,nan,-0.000000,-0.000000,0.001213,0.000000,nan,0.000000,-0.000000,0.001880,0.000000,nan,0.000000,0.000000,-0.004048,-0.000000,nan,0.000000,-0.000000,-0.000000,-0.001320,nan,-0.000000,-0.000000,0.000000,0.002212,nan,-0.000000,-0.000000,0.000000,0.003526,nan,0.000000,0.000000,-0.000000,-0.007385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002616,0.000000,0.000000,-0.000000,nan,-0.004264,-0.000000,-0.000000,0.000000,nan,-0.006065,-0.000000,0.000000,0.000000,nan,0.014379,0.000000,0.000000,-0.000000,nan,0.000000,0.001488,-0.000000,-0.000000,nan,-0.000000,-0.002426,0.000000,0.000000,nan,-0.000000,-0.003451,0.000000,0.000000,nan,0.000000,0.008180,-0.000000,-0.000000,nan,-0.000000,-0.000000,0.001745,0.000000,nan,-0.000000,0.000000,-0.002846,-0.000000,nan,-0.000000,0.000000,-0.004048,-0.000000,nan,0.000000,-0.000000,0.009593,0.000000,nan,-0.000000,0.000000,0.000000,0.003182,nan,0.000000,0.000000,-0.000000,-0.005190,nan,0.000000,0.000000,-0.000000,-0.007385,nan,-0.000000,-0.000000,0.000000,0.017489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,done
