category,run,P1X_rate_kHz,P1Y_rate_kHz,P2X_rate_kHz,P2Y_rate_kHz,DPR_ns,P1X_dead_prob,P1Y_dead_prob,P2X_dead_prob,P2Y_dead_prob,P1X_live_prob,P1Y_live_prob,P2X_live_prob,P2Y_live_prob,hodo3of4_LT,reportfile,status
signal,24913,1705.473,1624.824,1371.327,1184.868,50,0.08527365,0.0812412,0.06856635,0.0592434,0.91472635,0.9187588,0.93143365,0.9407566,0.970767182768,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24913_-1.report",OK
signal,24914,1758.493,1675.145,1414.395,1222.671,50,0.08792465,0.08375725,0.07071975,0.06113355,0.91207535,0.91624275,0.92928025,0.93886645,0.969006486272,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24914_-1.report",OK
signal,24915,1690.187,1610.141,1359.02,1174.921,50,0.08450935,0.08050705,0.067951,0.05874605,0.91549065,0.91949295,0.932049,0.94125395,0.971257414798,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24915_-1.report",OK
signal,24916,1738.589,1655.948,1397.895,1208.974,50,0.08692945,0.0827974,0.06989475,0.0604487,0.91307055,0.9172026,0.93010525,0.9395513,0.969673918042,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24916_-1.report",OK
signal,24917,1148.307,1095.361,921.809,789.733,50,0.05741535,0.05476805,0.04609045,0.03948665,0.94258465,0.94523195,0.95390955,0.96051335,0.986364554013,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24917_-1.report",OK
signal,24920,1187.037,1131.113,951.045,813.202,50,0.05935185,0.05655565,0.04755225,0.0406601,0.94064815,0.94344435,0.95244775,0.9593399,0.985506306304,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24920_-1.report",OK
signal,24921,621.982,593.804,498.342,421.773,50,0.0310991,0.0296902,0.0249171,0.02108865,0.9689009,0.9703098,0.9750829,0.97891135,0.995901924031,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24921_-1.report",OK
signal,24948,1663.015,1585.724,1338.435,1158.249,50,0.08315075,0.0792862,0.06692175,0.05791245,0.91684925,0.9207138,0.93307825,0.94208755,0.972082424372,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24948_-1.report",OK
signal,24949,1733.364,1652.759,1395.893,1208.501,50,0.0866682,0.08263795,0.06979465,0.06042505,0.9133318,0.91736205,0.93020535,0.93957495,0.969776294824,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24949_-1.report",OK
signal,24950,1190.584,1136.231,956.717,820.11,50,0.0595292,0.05681155,0.04783585,0.0410055,0.9404708,0.94318845,0.95216415,0.9589945,0.985358075991,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24950_-1.report",OK
signal,24951,610.915,584.196,490.477,416.37,50,0.03054575,0.0292098,0.02452385,0.0208185,0.96945425,0.9707902,0.97547615,0.9791815,0.996028319777,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24951_-1.report",OK
dummy,24924,1260.207,1197.757,998.246,834.393,50,0.06301035,0.05988785,0.0499123,0.04171965,0.93698965,0.94011215,0.9500877,0.95828035,0.984062530882,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24924_-1.report",OK
dummy,24952,1298.423,1235.372,1029.8,862.176,50,0.06492115,0.0617686,0.05149,0.0431088,0.93507885,0.9382314,0.94851,0.9568912,0.983079956313,"./Pass0p1_REPORTfiles/COIN/PRODUCTION/replay_coin_production_24952_-1.report",OK
