toy,success,message,nit,nfev,chi2,max_abs_pull,exact_inversion_flag,physical_branch_flag,dpe_C,dpe_E,dpe_D,dtheta_e_C,dtheta_e_E,dtheta_e_D,dtheta_p_common,dpp_common
311,True,Optimization terminated successfully.,2883,4282,26.954741,2.672847,0,1,-0.051685,0.074710,-0.000075,-0.096806,-0.233360,-0.432557,-2.100167,3.022286
312,True,Optimization terminated successfully.,2874,4311,16.572228,1.936730,0,1,3.541604,3.720592,3.731747,-1.656606,-1.848856,-2.059020,-0.024467,-2.217335
313,True,Optimization terminated successfully.,3082,4643,21.670317,2.610624,0,1,10.381893,10.492491,10.495692,-4.643347,-4.687478,-4.957479,3.730635,-11.797842
314,True,Optimization terminated successfully.,2570,3816,21.202488,2.285979,0,1,1.716857,1.852303,1.775256,-0.899158,-1.020006,-1.178472,-1.017999,0.468740
315,True,Optimization terminated successfully.,2954,4345,17.001007,1.897501,0,1,2.015655,2.079478,2.046923,-0.954819,-1.061479,-1.280436,-0.931477,0.080876
316,True,Optimization terminated successfully.,2772,4131,39.721220,3.397858,0,1,1.787464,1.932191,1.832058,-0.883493,-0.985542,-1.203473,-1.090583,0.362083
317,True,Optimization terminated successfully.,2909,4318,42.774115,2.897001,0,1,2.136342,2.273654,2.177092,-1.061737,-1.164114,-1.400634,-0.873923,-0.069158
318,True,Optimization terminated successfully.,2684,4028,23.076181,2.692263,0,1,2.018768,2.148978,2.102752,-0.930924,-1.071927,-1.321956,-0.877237,0.037240
319,True,Optimization terminated successfully.,3028,4548,49.714514,3.219438,0,1,-0.030089,0.198124,0.106741,-0.077222,-0.188086,-0.426070,-1.962129,2.890707
320,True,Optimization terminated successfully.,2650,3962,25.847249,2.321406,0,1,4.477730,4.614870,4.511854,-2.081401,-2.140894,-2.428118,0.520318,-3.498964
321,True,Optimization terminated successfully.,3047,4556,28.826522,3.039805,0,1,2.632435,2.803560,2.793912,-1.317623,-1.441257,-1.652967,-0.603128,-0.886692
322,True,Optimization terminated successfully.,2653,3991,24.555850,2.350185,0,1,1.416835,1.510231,1.486543,-0.711640,-0.868165,-1.034147,-1.246175,0.928637
323,True,Optimization terminated successfully.,2619,3909,32.718328,2.962142,0,1,3.055083,3.135523,3.103603,-1.401487,-1.523207,-1.743524,-0.316400,-1.367719
324,True,Optimization terminated successfully.,2624,3921,49.937468,3.401264,0,1,1.471309,1.530562,1.542416,-0.734667,-0.823824,-1.047584,-1.172067,0.834430
325,True,Optimization terminated successfully.,3165,4740,55.953861,3.713401,0,1,4.307904,4.383540,4.383957,-1.997539,-2.118415,-2.295330,0.395238,-3.154572
326,True,Optimization terminated successfully.,2940,4392,49.178496,3.492478,0,1,-0.593785,-0.435437,-0.452153,0.170578,-0.019639,-0.221637,-2.359562,3.653684
327,True,Optimization terminated successfully.,3464,5172,27.030857,2.683081,0,1,2.297756,2.466093,2.383708,-1.055969,-1.213907,-1.512977,-0.742795,-0.388919
328,True,Optimization terminated successfully.,2708,4058,44.455679,3.346738,0,1,-0.151686,-0.035214,-0.053438,0.014901,-0.193941,-0.391202,-2.070405,3.078691
329,True,Optimization terminated successfully.,2405,3629,27.790005,2.652100,0,1,2.370623,2.525669,2.467008,-1.093269,-1.230515,-1.494033,-0.669379,-0.467122
330,True,Optimization terminated successfully.,2618,3911,53.734781,4.172049,0,1,2.458781,2.551301,2.561128,-1.171305,-1.295114,-1.517046,-0.670307,-0.553007
331,True,Optimization terminated successfully.,2819,4262,46.368606,3.828707,0,1,-4.082738,-3.945692,-4.000508,1.704263,1.518375,1.310784,-4.238798,8.706660
332,True,Optimization terminated successfully.,2915,4372,39.998592,3.282689,0,1,2.741883,2.861578,2.829239,-1.313673,-1.448255,-1.662637,-0.504845,-0.977520
333,True,Optimization terminated successfully.,2703,4002,32.510956,3.034110,0,1,1.337615,1.395324,1.375437,-0.710346,-0.817150,-0.988493,-1.269483,1.039920
334,True,Optimization terminated successfully.,3380,4979,25.748383,2.314120,0,1,0.951841,1.125754,0.993930,-0.490681,-0.680478,-0.838854,-1.490449,1.529976
335,True,Optimization terminated successfully.,2629,3977,25.134568,2.491075,0,1,2.278129,2.403395,2.331353,-1.152587,-1.173644,-1.416972,-0.782116,-0.345133
336,True,Optimization terminated successfully.,2804,4141,29.898918,2.663372,0,1,-0.025202,0.116322,0.095121,-0.046811,-0.201301,-0.396580,-1.971872,2.899558
337,True,Optimization terminated successfully.,3175,4713,43.453432,2.913055,0,1,0.001504,0.146468,0.103009,-0.105497,-0.209451,-0.510171,-2.017713,2.873325
338,True,Optimization terminated successfully.,2940,4392,35.317829,2.920462,0,1,1.544414,1.615813,1.583951,-0.787756,-0.877979,-1.135893,-1.178919,0.762578
339,True,Optimization terminated successfully.,3300,4906,27.200274,2.577452,0,1,4.677601,4.783674,4.803450,-2.196824,-2.286409,-2.566726,0.597774,-3.766690
340,True,Optimization terminated successfully.,2527,3760,33.678715,2.753336,0,1,1.919075,1.983412,1.860436,-0.943692,-1.111948,-1.242569,-1.019406,0.273156
341,True,Optimization terminated successfully.,2863,4266,31.883874,2.398752,0,1,1.001969,1.168151,1.024465,-0.541813,-0.688535,-0.849224,-1.478089,1.451947
342,True,Optimization terminated successfully.,2625,3939,40.427681,2.865675,0,1,1.616487,1.820613,1.666127,-0.789994,-0.966944,-1.136268,-1.156735,0.566797
343,True,Optimization terminated successfully.,2440,3661,40.411504,3.396155,0,1,0.507128,0.652738,0.715718,-0.317461,-0.462541,-0.665264,-1.678936,2.127682
344,True,Optimization terminated successfully.,3008,4475,19.736950,1.827895,0,1,1.220207,1.362515,1.359135,-0.668072,-0.827850,-1.019913,-1.359605,1.113259
345,True,Optimization terminated successfully.,2927,4392,55.955048,4.041178,0,1,1.192737,1.360714,1.292048,-0.564477,-0.708876,-0.978785,-1.359768,1.201642
346,True,Optimization terminated successfully.,2749,4132,38.913274,2.926398,0,1,3.522203,3.648242,3.603746,-1.689625,-1.818922,-1.969165,-0.088148,-2.152061
347,True,Optimization terminated successfully.,3088,4580,20.901639,2.579868,0,1,-0.161658,0.010114,-0.085042,0.007152,-0.194460,-0.385196,-2.013365,3.089034
348,True,Optimization terminated successfully.,2711,4051,42.197295,2.835420,0,1,-0.150313,-0.065579,-0.069211,-0.071521,-0.124082,-0.358834,-2.017541,3.157214
349,True,Optimization terminated successfully.,2564,3818,34.732448,3.379853,0,1,-0.363412,-0.257427,-0.281771,0.105932,-0.029235,-0.283673,-2.211181,3.460632
350,True,Optimization terminated successfully.,2197,3294,48.618630,3.696959,0,1,1.791438,1.878514,1.826992,-0.931916,-0.965798,-1.182800,-1.015455,0.446029
351,True,Optimization terminated successfully.,2470,3688,19.611318,2.485320,0,1,2.054532,2.169822,2.169964,-0.991620,-1.119930,-1.330820,-0.907662,-0.015271
352,True,Optimization terminated successfully.,3152,4696,59.911397,3.717028,0,1,1.858445,2.043007,1.939259,-0.891814,-1.090922,-1.236128,-0.905887,0.252934
353,True,Optimization terminated successfully.,2722,4052,63.053653,4.013116,0,1,1.311582,1.420889,1.351330,-0.624176,-0.794074,-0.985551,-1.329859,1.062394
354,True,Optimization terminated successfully.,3006,4476,38.508236,3.050834,0,1,2.084844,2.297689,2.202082,-1.028177,-1.186323,-1.365363,-0.843316,-0.132024
355,True,Optimization terminated successfully.,3332,5004,17.432798,2.430615,0,1,0.732699,0.852497,0.832381,-0.413897,-0.530537,-0.766309,-1.535952,1.856775
356,True,Optimization terminated successfully.,3145,4684,36.382255,2.992694,0,1,0.446436,0.591447,0.558057,-0.203804,-0.452610,-0.636777,-1.695400,2.226576
357,True,Optimization terminated successfully.,2547,3847,43.396660,2.868723,0,1,1.375612,1.463793,1.475004,-0.696410,-0.829676,-1.023529,-1.287592,0.967988
358,True,Optimization terminated successfully.,2873,4324,47.537737,3.746099,0,1,5.178631,5.298918,5.247253,-2.333017,-2.565361,-2.744733,0.783522,-4.459219
359,True,Optimization terminated successfully.,3217,4839,23.227852,2.102525,0,1,1.425670,1.508515,1.470389,-0.682551,-0.836713,-1.032565,-1.117209,0.904471
360,True,Optimization terminated successfully.,2370,3560,30.175948,2.274458,0,1,1.385591,1.492106,1.522242,-0.726503,-0.798002,-1.051168,-1.219650,0.910847
361,True,Optimization terminated successfully.,2802,4170,55.504588,3.181114,0,1,0.399505,0.579933,0.434925,-0.282996,-0.455843,-0.678760,-1.803240,2.251557
362,True,Optimization terminated successfully.,2726,4049,15.886809,2.027804,0,1,2.336450,2.516755,2.438464,-1.112559,-1.267348,-1.443940,-0.653989,-0.435740
363,True,Optimization terminated successfully.,2861,4252,25.540383,2.373878,0,1,1.615890,1.770315,1.750587,-0.824640,-0.982536,-1.187123,-1.142701,0.544267
364,True,Optimization terminated successfully.,2581,3895,37.395370,2.905660,0,1,1.791062,1.977468,1.867046,-0.843193,-1.016468,-1.192748,-0.938396,0.355461
365,True,Optimization terminated successfully.,2034,3098,46.141198,3.735057,0,1,1.345471,1.570493,1.534760,-0.787875,-0.848629,-1.131117,-1.253688,0.825083
366,True,Optimization terminated successfully.,2731,4131,34.086016,2.765452,0,1,1.356311,1.492229,1.406831,-0.659036,-0.768320,-1.031859,-1.238859,1.029486
367,True,Optimization terminated successfully.,2864,4287,40.150626,2.964045,0,1,0.450754,0.679766,0.608747,-0.344060,-0.517670,-0.697092,-1.819622,2.162571
368,True,Optimization terminated successfully.,2819,4203,27.585648,2.717392,0,1,1.828800,2.041980,1.959752,-0.906478,-1.027531,-1.237952,-0.916632,0.222766
369,True,Optimization terminated successfully.,2715,4040,24.247006,2.257772,0,1,1.614512,1.720470,1.656693,-0.742972,-0.899146,-1.170032,-1.124431,0.620605
370,True,Optimization terminated successfully.,2835,4206,34.431218,2.693726,0,1,3.587505,3.651775,3.680122,-1.666747,-1.803453,-2.058748,-0.103123,-2.166802
371,True,Optimization terminated successfully.,2613,3906,28.235203,2.923169,0,1,3.116478,3.223695,3.215640,-1.457178,-1.550534,-1.825347,-0.284670,-1.501040
372,True,Optimization terminated successfully.,2228,3349,40.586008,2.707599,0,1,1.827738,1.962737,1.947391,-0.915215,-1.044223,-1.190990,-0.950829,0.263579
373,True,Optimization terminated successfully.,2906,4348,17.003776,2.199262,0,1,-1.899362,-1.719558,-1.776011,0.704543,0.556554,0.376039,-3.014298,5.547423
374,True,Optimization terminated successfully.,2523,3782,24.686659,1.965930,0,1,1.672080,1.810069,1.773692,-0.791394,-0.942070,-1.160544,-1.047493,0.508548
375,True,Optimization terminated successfully.,3001,4495,28.566072,2.318265,0,1,0.558094,0.645352,0.595806,-0.366774,-0.469215,-0.606266,-1.740368,2.140102
376,True,Optimization terminated successfully.,2861,4252,44.594528,2.914342,0,1,0.725481,0.808505,0.775049,-0.391116,-0.529738,-0.762654,-1.534041,1.922611
377,True,Optimization terminated successfully.,2604,3883,38.543939,2.911884,0,1,1.691948,1.742450,1.755217,-0.808743,-0.935807,-1.136809,-1.058011,0.547651
378,True,Optimization terminated successfully.,2615,3935,26.232654,2.954359,0,1,1.542793,1.653326,1.566755,-0.717650,-1.003970,-1.059971,-1.165772,0.735841
379,True,Optimization terminated successfully.,3037,4522,48.675424,3.238934,0,1,0.427389,0.579000,0.498623,-0.253446,-0.478489,-0.646766,-1.708983,2.253652
380,True,Optimization terminated successfully.,3545,5263,38.633956,2.967119,0,1,0.024039,0.109367,0.133163,-0.101701,-0.239945,-0.453699,-1.936691,2.848942
381,True,Optimization terminated successfully.,2917,4392,10.476943,1.669996,0,1,9.477868,9.521667,9.439765,-4.230075,-4.376089,-4.570701,3.148356,-10.470899
382,True,Optimization terminated successfully.,2760,4099,40.283302,3.189201,0,1,-1.299143,-1.251155,-1.323996,0.443406,0.350840,0.187175,-2.745696,4.811252
383,True,Optimization terminated successfully.,3158,4684,13.077816,1.830580,0,1,-0.780064,-0.652698,-0.713158,0.270134,0.145863,-0.138092,-2.382071,4.013981
384,True,Optimization terminated successfully.,2755,4119,32.819994,2.308990,0,1,3.329181,3.473349,3.459251,-1.491622,-1.694015,-1.926473,-0.178427,-1.856162
385,True,Optimization terminated successfully.,3147,4704,34.785880,3.209362,0,1,1.127299,1.248102,1.206148,-0.619597,-0.773019,-0.963056,-1.475597,1.300630
386,True,Optimization terminated successfully.,2917,4344,29.911214,2.439035,0,1,2.093565,2.265460,2.234906,-0.991011,-1.157693,-1.332210,-0.835889,-0.157016
387,True,Optimization terminated successfully.,2830,4218,37.163833,3.033440,0,1,0.148517,0.327067,0.301472,-0.213351,-0.344002,-0.556544,-1.938626,2.629220
388,True,Optimization terminated successfully.,2424,3621,61.690336,4.280597,0,1,2.218976,2.342982,2.337451,-1.054174,-1.157021,-1.453697,-0.845409,-0.266560
389,True,Optimization terminated successfully.,3298,4880,21.577700,2.393909,0,1,1.315248,1.453840,1.422117,-0.705579,-0.779373,-1.027132,-1.294586,1.021420
390,True,Optimization terminated successfully.,3287,4899,19.837907,2.103113,0,1,4.004972,4.161618,4.174124,-1.819434,-2.012238,-2.165795,0.231927,-2.820306
391,True,Optimization terminated successfully.,2696,3993,27.905470,2.696520,0,1,1.556852,1.654306,1.595024,-0.831756,-0.946402,-1.039416,-1.185395,0.667575
392,True,Optimization terminated successfully.,2411,3610,31.055487,2.489060,0,1,1.298516,1.453081,1.330720,-0.693659,-0.827217,-0.985306,-1.275149,1.035072
393,True,Optimization terminated successfully.,3210,4786,38.207708,3.013815,0,1,0.051118,0.167380,0.208313,-0.139233,-0.238421,-0.478315,-1.943551,2.777800
394,True,Optimization terminated successfully.,2782,4174,15.530565,1.846410,0,1,-0.656832,-0.500773,-0.570381,0.146880,0.014829,-0.122259,-2.397393,3.801104
395,True,Optimization terminated successfully.,2930,4350,31.990873,2.405633,0,1,2.924197,2.995877,2.994886,-1.401204,-1.512896,-1.707945,-0.418247,-1.168567
396,True,Optimization terminated successfully.,2787,4124,23.384515,2.060191,0,1,1.684216,1.827375,1.743403,-0.810789,-0.881862,-1.212717,-1.041775,0.499894
397,True,Optimization terminated successfully.,3190,4738,44.854926,2.971444,0,1,1.010717,1.105497,1.144649,-0.523973,-0.698414,-0.936173,-1.434297,1.447991
398,True,Optimization terminated successfully.,2764,4127,36.383631,2.906611,0,1,1.887624,2.090240,1.956487,-0.948954,-1.146164,-1.292320,-0.936485,0.198381
399,True,Optimization terminated successfully.,3497,5195,27.096990,2.301300,0,1,1.529249,1.571419,1.554893,-0.788292,-0.878351,-1.095656,-1.215166,0.771831
400,True,Optimization terminated successfully.,2723,4084,18.773990,1.950093,0,1,2.214066,2.328733,2.344229,-1.091514,-1.263371,-1.467045,-0.868120,-0.196039
401,True,Optimization terminated successfully.,3059,4545,30.160880,2.847184,0,1,1.909540,2.087882,2.020921,-0.935495,-1.082345,-1.334647,-1.013149,0.235922
402,True,Optimization terminated successfully.,2880,4296,37.175352,3.412061,0,1,2.175592,2.214096,2.172630,-1.070246,-1.187318,-1.451153,-0.874843,-0.072052
403,True,Optimization terminated successfully.,2695,4036,30.852276,3.170858,0,1,0.362210,0.457921,0.415203,-0.262437,-0.352090,-0.615203,-1.840715,2.434858
404,True,Optimization terminated successfully.,2962,4406,50.171439,3.065873,0,1,2.271367,2.377080,2.253665,-1.066400,-1.189272,-1.410750,-0.738727,-0.250842
405,True,Optimization terminated successfully.,2414,3632,63.100935,3.546125,0,1,3.666864,3.783336,3.731274,-1.776727,-1.848554,-2.071612,-0.089202,-2.285560
406,True,Optimization terminated successfully.,2731,4083,20.791239,1.959904,0,1,1.753558,1.841506,1.792872,-0.842710,-0.978017,-1.128830,-1.006924,0.443775
407,True,Optimization terminated successfully.,3079,4605,25.388853,2.544236,0,1,0.905915,1.045872,1.009351,-0.437033,-0.616781,-0.845929,-1.433694,1.585328
408,True,Optimization terminated successfully.,3259,4826,36.135493,3.444619,0,1,2.553738,2.722664,2.680175,-1.200303,-1.386152,-1.558745,-0.520653,-0.786975
409,True,Optimization terminated successfully.,2762,4132,42.703969,3.093568,0,1,0.791957,1.010383,0.946618,-0.405073,-0.541759,-0.774125,-1.492076,1.652577
410,True,Optimization terminated successfully.,2710,4044,30.865374,2.856227,0,1,0.088661,0.193688,0.185547,-0.121376,-0.212134,-0.489083,-1.932278,2.866644
411,True,Optimization terminated successfully.,3030,4480,30.645973,3.037335,0,1,-0.151757,-0.076019,-0.084671,0.004428,-0.181673,-0.337154,-2.029673,3.139484
412,True,Optimization terminated successfully.,2830,4210,22.071928,2.154394,0,1,1.968844,2.089088,2.044580,-1.000580,-1.071311,-1.335302,-0.940583,0.100155
413,True,Optimization terminated successfully.,2373,3576,35.260649,2.531666,0,1,1.843905,1.899881,1.853251,-0.944513,-1.023278,-1.208435,-1.070316,0.281522
414,True,Optimization terminated successfully.,2599,3851,28.295236,2.328148,0,1,1.532832,1.609513,1.648745,-0.824788,-0.883177,-1.138466,-1.179586,0.735312
415,True,Optimization terminated successfully.,2761,4104,35.776371,3.109646,0,1,1.291322,1.442950,1.500500,-0.676813,-0.821155,-0.976054,-1.213897,1.001712
416,True,Optimization terminated successfully.,2974,4433,26.095348,2.465897,0,1,0.677762,0.758501,0.677501,-0.318486,-0.422889,-0.705749,-1.601835,2.023629
417,True,Optimization terminated successfully.,3085,4601,26.563855,2.464908,0,1,0.710801,0.831255,0.809037,-0.408998,-0.566262,-0.710698,-1.591332,1.919751
418,True,Optimization terminated successfully.,5067,7552,84.992527,4.434748,0,1,0.760115,0.938449,0.656054,-0.535626,-0.622139,-0.677275,-1.653394,1.864334
419,True,Optimization terminated successfully.,6600,9717,59.700780,4.123986,0,1,1.662195,1.801383,1.770256,-0.835527,-0.895084,-1.167296,-1.001169,0.569046
420,True,Optimization terminated successfully.,2996,4473,41.360436,2.894618,0,1,-0.471905,-0.323959,-0.416502,0.142751,-0.059073,-0.220425,-2.211510,3.530362
421,True,Optimization terminated successfully.,2895,4286,48.303423,3.434611,0,1,1.341288,1.512675,1.439194,-0.683731,-0.877875,-0.961773,-1.242629,0.999885
422,True,Optimization terminated successfully.,2465,3704,45.892497,3.532188,0,1,0.737070,0.889347,0.887365,-0.487595,-0.542731,-0.800965,-1.638548,1.812728
423,True,Optimization terminated successfully.,2762,4118,21.774455,2.242437,0,1,2.221870,2.366806,2.309760,-1.040634,-1.142509,-1.416377,-0.678689,-0.259305
424,True,Optimization terminated successfully.,2837,4224,35.735247,2.433011,0,1,-0.313756,-0.205377,-0.201800,0.046870,-0.126912,-0.335315,-2.197592,3.327878
425,True,Optimization terminated successfully.,3112,4610,36.894727,2.857006,0,1,3.776648,3.883000,3.850105,-1.746274,-1.838544,-2.146175,0.120747,-2.432109
426,True,Optimization terminated successfully.,3192,4747,33.268076,2.734159,0,1,1.277750,1.433969,1.417485,-0.593424,-0.811544,-1.045326,-1.281516,0.987083
427,True,Optimization terminated successfully.,3105,4622,27.001918,2.307249,0,1,0.401813,0.596533,0.497014,-0.305566,-0.465767,-0.605474,-1.753247,2.293598
428,True,Optimization terminated successfully.,2905,4347,51.019541,3.488944,0,1,1.862355,1.951135,1.908389,-0.910766,-1.081244,-1.219899,-1.050889,0.237200
429,True,Optimization terminated successfully.,2830,4188,29.248447,2.961518,0,1,1.421524,1.591850,1.475731,-0.795803,-0.841187,-1.076758,-1.223826,0.857265
430,True,Optimization terminated successfully.,3127,4700,32.303976,2.520436,0,1,2.096702,2.289638,2.170730,-1.015913,-1.168596,-1.362796,-0.806606,-0.113837
431,True,Optimization terminated successfully.,2637,3928,12.473369,1.914337,0,1,3.002170,3.118151,3.100740,-1.419195,-1.564229,-1.862161,-0.327408,-1.366142
432,True,Optimization terminated successfully.,2772,4117,17.804589,1.990956,0,1,2.269203,2.398624,2.360609,-1.075144,-1.160267,-1.420618,-0.684981,-0.311925
433,True,Optimization terminated successfully.,2932,4393,46.631691,3.508718,0,1,2.388799,2.579985,2.487685,-1.181650,-1.289545,-1.511115,-0.663297,-0.549261
434,True,Optimization terminated successfully.,2876,4311,24.109120,2.327769,0,1,1.075280,1.230996,1.133675,-0.540943,-0.706115,-0.831934,-1.398585,1.398252
435,True,Optimization terminated successfully.,3042,4524,62.666485,3.566503,0,1,2.391461,2.449371,2.489353,-1.154020,-1.308984,-1.448500,-0.736694,-0.485025
436,True,Optimization terminated successfully.,3105,4628,28.778867,2.267105,0,1,0.472914,0.543242,0.495191,-0.272509,-0.374786,-0.628755,-1.741676,2.256189
437,True,Optimization terminated successfully.,2794,4185,27.926068,2.404729,0,1,-2.248210,-2.038822,-2.103107,0.875504,0.721023,0.488414,-3.213576,5.980217
438,True,Optimization terminated successfully.,2624,3957,24.310917,2.403092,0,1,2.598684,2.693708,2.664800,-1.197215,-1.363958,-1.506529,-0.506363,-0.732864
439,True,Optimization terminated successfully.,2554,3839,24.631252,2.253679,0,1,1.673283,1.794670,1.773251,-0.823258,-0.910786,-1.191171,-1.016143,0.521742
440,True,Optimization terminated successfully.,2800,4207,22.759218,2.044203,0,1,1.726711,1.794383,1.766078,-0.911155,-0.967662,-1.211707,-1.151261,0.521411
441,True,Optimization terminated successfully.,2518,3785,19.013928,2.171848,0,1,1.471779,1.637592,1.588720,-0.741211,-0.852793,-1.066728,-1.172110,0.801561
442,True,Optimization terminated successfully.,2554,3802,32.458972,2.610259,0,1,-0.344436,-0.129519,-0.191647,0.113912,-0.156372,-0.235937,-2.136003,3.366268
443,True,Optimization terminated successfully.,3002,4483,44.433334,3.497015,0,1,3.053144,3.208853,3.079796,-1.457873,-1.624688,-1.812570,-0.331134,-1.468773
444,True,Optimization terminated successfully.,2847,4279,50.590181,3.142819,0,1,2.491426,2.649063,2.537817,-1.149526,-1.269073,-1.500493,-0.590694,-0.626977
445,True,Optimization terminated successfully.,2610,3875,32.823304,2.670517,0,1,1.669664,1.810999,1.686823,-0.843151,-0.954742,-1.115314,-1.110003,0.589901
446,True,Optimization terminated successfully.,3093,4601,34.756794,2.528051,0,1,2.834914,3.043352,2.925499,-1.343041,-1.442699,-1.619090,-0.361907,-1.158452
447,True,Optimization terminated successfully.,2908,4356,15.505130,1.669487,0,1,1.370298,1.411181,1.429583,-0.624716,-0.787197,-1.024791,-1.250554,1.021431
448,True,Optimization terminated successfully.,2612,3913,54.377419,3.496606,0,1,1.896567,2.030494,2.032049,-0.881927,-1.030520,-1.229398,-0.927359,0.149837
449,True,Optimization terminated successfully.,2830,4248,13.752506,2.333814,0,1,1.511954,1.613503,1.609588,-0.730007,-0.863989,-1.090770,-1.172254,0.783767
450,True,Optimization terminated successfully.,2533,3782,65.059485,4.139540,0,1,2.575741,2.638234,2.666275,-1.208683,-1.335373,-1.536574,-0.633404,-0.705532
451,True,Optimization terminated successfully.,2816,4220,30.874042,2.385161,0,1,1.572682,1.688103,1.596814,-0.743701,-0.929122,-1.053845,-1.165150,0.693708
452,True,Optimization terminated successfully.,2973,4468,51.241454,3.151975,0,1,1.759130,1.846851,1.776680,-0.820576,-0.947730,-1.134761,-1.025790,0.533384
453,True,Optimization terminated successfully.,2739,4118,23.579705,1.993037,0,1,-0.475362,-0.344938,-0.453732,0.124710,0.016914,-0.252266,-2.381976,3.604919
454,True,Optimization terminated successfully.,2723,4088,29.163931,2.881468,0,1,1.016838,1.192133,1.145482,-0.531205,-0.714927,-0.944042,-1.418486,1.362524
455,True,Optimization terminated successfully.,2797,4157,30.762710,2.438029,0,1,0.691276,0.888286,0.860316,-0.413406,-0.569202,-0.812056,-1.690228,1.795300
456,True,Optimization terminated successfully.,2814,4252,26.749595,2.651875,0,1,-1.249488,-1.133514,-1.205100,0.428309,0.275758,0.132419,-2.720769,4.694567
457,True,Optimization terminated successfully.,2939,4390,44.200576,3.201685,0,1,7.099607,7.322329,7.203819,-3.179157,-3.424304,-3.530558,1.938727,-7.275059
458,True,Optimization terminated successfully.,2654,3965,22.526097,2.096376,0,1,-0.791921,-0.632363,-0.625614,0.230638,0.100408,-0.047405,-2.419577,4.015802
459,True,Optimization terminated successfully.,6417,9503,35.832634,2.742902,0,1,1.537323,1.680014,1.617475,-0.743257,-0.929170,-1.086074,-1.187174,0.741435
460,True,Optimization terminated successfully.,2278,3429,44.677691,3.139595,0,1,0.783314,0.993723,0.867917,-0.393306,-0.525610,-0.748511,-1.467295,1.768087
461,True,Optimization terminated successfully.,3347,4932,34.780965,2.934124,0,1,1.223265,1.281177,1.334014,-0.559651,-0.751830,-0.916726,-1.265558,1.207463
462,True,Optimization terminated successfully.,2580,3896,32.809970,3.687955,0,1,1.523102,1.680331,1.696972,-0.746648,-0.899820,-1.196633,-1.089755,0.732380
463,True,Optimization terminated successfully.,2243,3391,51.296456,3.292464,0,1,2.377145,2.452959,2.431142,-1.127807,-1.219544,-1.432550,-0.671604,-0.412940
464,True,Optimization terminated successfully.,3068,4549,50.860107,3.540478,0,1,0.643350,0.768908,0.785154,-0.466986,-0.560777,-0.752946,-1.627047,1.882809
465,True,Optimization terminated successfully.,3131,4706,29.662997,2.455383,0,1,2.869632,3.023458,2.981797,-1.342003,-1.493289,-1.662703,-0.369418,-1.217538
466,True,Optimization terminated successfully.,3160,4740,54.356085,3.255269,0,1,-3.515788,-3.454361,-3.504171,1.432439,1.315488,1.123554,-3.936835,7.937533
467,True,Optimization terminated successfully.,2817,4177,16.531741,2.035723,0,1,1.800213,1.889371,1.804271,-0.928554,-0.925831,-1.214568,-0.993347,0.401489
468,True,Optimization terminated successfully.,6972,10325,38.018910,2.555593,0,1,1.783873,1.873608,1.848107,-0.849804,-0.962047,-1.227459,-1.024673,0.387038
469,True,Optimization terminated successfully.,2377,3565,23.765586,2.322282,0,1,1.382654,1.502047,1.367758,-0.762216,-0.823230,-1.074340,-1.340779,0.910792
470,True,Optimization terminated successfully.,2606,3877,34.868869,2.908071,0,1,1.320765,1.426481,1.411145,-0.710363,-0.801588,-0.995027,-1.303691,1.057096
471,True,Optimization terminated successfully.,2964,4449,19.222276,2.297622,0,1,1.154613,1.350520,1.256980,-0.646848,-0.749360,-0.974465,-1.369183,1.231323
472,True,Optimization terminated successfully.,2940,4411,37.402820,3.542067,0,1,-0.676874,-0.506201,-0.559901,0.153139,0.092419,-0.131227,-2.395893,3.802299
473,True,Optimization terminated successfully.,2956,4438,25.752106,2.507415,0,1,-1.009862,-0.911049,-0.948687,0.369932,0.226718,0.022400,-2.522081,4.395702
474,True,Optimization terminated successfully.,8577,12791,50.331606,3.337015,0,1,0.914163,0.982896,0.935533,-0.449100,-0.608329,-0.838975,-1.481865,1.634479
475,True,Optimization terminated successfully.,1778,2705,18.406831,2.439457,0,1,1.223331,1.392863,1.307622,-0.603683,-0.728106,-0.980347,-1.257469,1.175865
476,True,Optimization terminated successfully.,2897,4321,35.063403,2.810485,0,1,1.469659,1.591769,1.586127,-0.722291,-0.808598,-1.063507,-1.116164,0.809247
477,True,Optimization terminated successfully.,2656,3988,40.097010,2.900656,0,1,0.162930,0.272153,0.350340,-0.148928,-0.345028,-0.581942,-1.946380,2.593802
478,True,Optimization terminated successfully.,2537,3787,40.327029,2.614035,0,1,0.846782,0.847562,0.927740,-0.436838,-0.528719,-0.851349,-1.513555,1.798742
479,True,Optimization terminated successfully.,2996,4461,27.660893,2.666512,0,1,3.179472,3.261094,3.296514,-1.479876,-1.557208,-1.862549,-0.304589,-1.592221
480,True,Optimization terminated successfully.,2654,3975,39.762903,2.712972,0,1,2.006405,2.185299,2.115122,-1.010362,-1.118391,-1.329506,-0.862351,-0.067290
481,True,Optimization terminated successfully.,3103,4653,32.005847,2.977705,1,0,28.613803,28.638498,28.575047,-12.581411,-12.686263,-12.896604,13.734123,-37.576505
482,True,Optimization terminated successfully.,2606,3863,14.184963,1.567226,0,1,1.076564,1.203079,1.116877,-0.544374,-0.708949,-0.917488,-1.430525,1.391195
