toy,success,message,nit,nfev,chi2,max_abs_pull,exact_inversion_flag,physical_branch_flag,dpe_C,dpe_E,dpe_D,dtheta_e_C,dtheta_e_E,dtheta_e_D,dtheta_p_common,dpp_common
1693,True,Optimization terminated successfully.,2504,3743,34.514428,2.599271,0,1,1.202752,1.278222,1.235186,-0.546139,-0.714924,-0.940446,-1.342015,1.269395
1694,True,Optimization terminated successfully.,2831,4243,31.997054,2.345626,0,1,2.768993,2.891359,2.883156,-1.326259,-1.483663,-1.723545,-0.559105,-1.066299
1695,True,Optimization terminated successfully.,2573,3843,42.671347,3.238711,0,1,2.285119,2.383085,2.325455,-1.120733,-1.212980,-1.396359,-0.783924,-0.273669
1696,True,Optimization terminated successfully.,3097,4615,39.397120,3.515744,0,1,1.728413,1.899528,1.882305,-0.840954,-1.010634,-1.209037,-1.048148,0.461922
1697,True,Optimization terminated successfully.,2833,4213,14.529267,1.742928,0,1,1.587641,1.705337,1.648831,-0.764610,-0.914553,-1.118119,-1.226167,0.613820
1698,True,Optimization terminated successfully.,3176,4715,24.012583,2.082063,0,1,0.334390,0.569342,0.414573,-0.226364,-0.448064,-0.614762,-1.761859,2.414685
1699,True,Optimization terminated successfully.,3209,4774,40.727197,2.950799,0,1,1.452871,1.532004,1.531772,-0.736013,-0.885780,-1.088981,-1.158357,0.869080
1700,True,Optimization terminated successfully.,3099,4597,36.024432,3.239345,0,1,1.141603,1.218153,1.246676,-0.593488,-0.737582,-0.896981,-1.368353,1.290506
1701,True,Optimization terminated successfully.,2975,4437,45.690243,3.275684,0,1,2.677286,2.849259,2.825291,-1.216376,-1.396422,-1.676481,-0.433320,-1.005325
1702,True,Optimization terminated successfully.,2429,3649,38.876646,2.773052,0,1,1.892910,2.013283,2.040421,-0.911327,-1.017962,-1.249471,-0.855042,0.200685
1703,True,Optimization terminated successfully.,2264,3406,43.358855,3.279066,0,1,0.929960,1.020828,1.072452,-0.565782,-0.615658,-0.841777,-1.413808,1.601257
1704,True,Optimization terminated successfully.,3782,5587,22.033489,2.408761,0,1,0.405594,0.569273,0.479892,-0.264544,-0.430207,-0.579676,-1.722154,2.273845
1705,True,Optimization terminated successfully.,2614,3912,17.584908,2.097039,0,1,2.408856,2.523583,2.464506,-1.110573,-1.242824,-1.471443,-0.632740,-0.475254
1706,True,Optimization terminated successfully.,2413,3606,28.498097,2.817472,0,1,1.478567,1.714951,1.626278,-0.725029,-0.898995,-1.123622,-1.147582,0.661865
1707,True,Optimization terminated successfully.,2292,3508,26.748169,2.871994,0,1,-1.139435,-0.990929,-1.003604,0.385077,0.265710,0.029937,-2.585386,4.492091
1708,True,Optimization terminated successfully.,2567,3856,36.623385,3.041286,0,1,1.457959,1.567275,1.570718,-0.706788,-0.848028,-1.105544,-1.198670,0.803050
1709,True,Optimization terminated successfully.,1990,3030,32.282521,2.670270,0,1,1.108376,1.171723,1.118613,-0.626881,-0.659845,-0.834849,-1.343552,1.322036
1710,True,Optimization terminated successfully.,2548,3831,41.181135,3.079405,0,1,1.340953,1.546556,1.479448,-0.693040,-0.816008,-1.018973,-1.161827,0.896686
1711,True,Optimization terminated successfully.,3042,4586,64.575899,3.983380,1,0,-15.384392,-15.257322,-15.303209,6.586684,6.421846,6.214632,-10.515023,24.667804
1712,True,Optimization terminated successfully.,2588,3849,24.678000,2.411939,0,1,1.055060,1.277230,1.220096,-0.545099,-0.694228,-0.944275,-1.370056,1.351161
1713,True,Optimization terminated successfully.,2901,4338,37.212990,3.169028,0,1,0.590306,0.801893,0.689193,-0.365640,-0.530613,-0.679538,-1.673490,1.978554
1714,True,Optimization terminated successfully.,1879,2853,40.638953,3.297987,0,1,0.804105,0.946675,1.013845,-0.386308,-0.543297,-0.864022,-1.416332,1.693609
1715,True,Optimization terminated successfully.,2488,3728,20.300778,1.952219,0,1,1.860565,1.883559,1.856521,-0.981865,-0.995074,-1.228571,-1.011261,0.297044
1716,True,Optimization terminated successfully.,2665,3988,35.205657,2.932473,0,1,2.229151,2.361642,2.259645,-1.026323,-1.172793,-1.414543,-0.747867,-0.279129
1717,True,Optimization terminated successfully.,3400,5053,26.228675,2.211946,0,1,2.175847,2.353825,2.327602,-1.030823,-1.207539,-1.430557,-0.774406,-0.210926
1718,True,Optimization terminated successfully.,2472,3699,43.147924,3.070552,0,1,1.951168,2.077817,2.036980,-0.889001,-1.051076,-1.267077,-0.884331,0.148737
1719,True,Optimization terminated successfully.,2972,4452,33.184686,2.908966,0,1,3.371511,3.449709,3.421515,-1.595352,-1.723911,-1.955582,-0.153342,-1.856108
1720,True,Optimization terminated successfully.,3157,4703,45.534407,3.356076,0,1,2.865490,3.022100,2.962890,-1.319493,-1.494726,-1.716284,-0.328368,-1.202041
1721,True,Optimization terminated successfully.,2665,3996,57.492172,3.473224,0,1,2.441149,2.567475,2.558497,-1.183508,-1.285776,-1.515823,-0.681618,-0.560822
1722,True,Optimization terminated successfully.,3196,4792,40.500784,3.159247,0,1,3.836920,3.963816,3.940156,-1.736007,-1.932623,-2.180111,0.177982,-2.577308
1723,True,Optimization terminated successfully.,2876,4278,44.756161,3.135188,0,1,-1.219810,-1.065748,-1.158709,0.496495,0.312306,0.116990,-2.631451,4.684615
1724,True,Optimization terminated successfully.,3101,4649,34.225979,2.624943,0,1,1.038857,1.208000,1.087249,-0.540958,-0.732698,-0.892665,-1.448817,1.427618
1725,True,Optimization terminated successfully.,2750,4136,25.240265,2.316136,0,1,0.245940,0.464036,0.402811,-0.272924,-0.405299,-0.616804,-1.881034,2.499672
1726,True,Optimization terminated successfully.,2358,3524,23.183724,2.910378,0,1,1.852779,1.994153,1.982277,-0.927324,-1.044500,-1.289730,-0.959167,0.218188
1727,True,Optimization terminated successfully.,2908,4335,41.815720,2.574983,0,1,0.444572,0.549910,0.490516,-0.260398,-0.521549,-0.653849,-1.844772,2.292658
1728,True,Optimization terminated successfully.,2567,3854,36.414371,3.052287,0,1,1.457558,1.585653,1.518470,-0.752966,-0.926347,-1.227145,-1.289756,0.812832
1729,True,Optimization terminated successfully.,3094,4595,57.380251,3.581222,0,1,2.222243,2.403921,2.225238,-1.058721,-1.289073,-1.398689,-0.860407,-0.239301
1730,True,Optimization terminated successfully.,3648,5392,33.102866,2.367700,0,1,0.232159,0.353092,0.320589,-0.195004,-0.351029,-0.516618,-1.898009,2.591578
1731,True,Optimization terminated successfully.,3013,4477,39.496112,2.608410,0,1,-0.395804,-0.235254,-0.254703,0.063109,-0.147234,-0.281540,-2.249413,3.406736
1732,True,Optimization terminated successfully.,2848,4266,50.998883,3.237540,0,1,-0.227911,-0.003891,-0.127438,-0.015090,-0.127995,-0.348987,-2.074821,3.149744
1733,True,Optimization terminated successfully.,2542,3775,17.092189,1.840960,0,1,1.635582,1.742163,1.640036,-0.744994,-0.931772,-1.105826,-1.192833,0.639047
1734,True,Optimization terminated successfully.,3025,4509,25.076604,2.609871,0,1,2.770251,2.966128,2.875990,-1.246831,-1.476300,-1.695098,-0.465903,-1.071864
1735,True,Optimization terminated successfully.,2834,4248,51.035215,3.256532,0,1,0.756368,0.893523,0.881221,-0.376945,-0.530716,-0.726982,-1.489609,1.797411
1736,True,Optimization terminated successfully.,3133,4706,35.401502,2.703994,0,1,4.516792,4.605820,4.536523,-2.074877,-2.232775,-2.514202,0.376660,-3.527985
1737,True,Optimization terminated successfully.,3077,4586,28.898925,2.458487,0,1,2.025163,2.163161,2.086924,-0.966417,-1.105890,-1.312208,-0.898979,0.036530
1738,True,Optimization terminated successfully.,2594,3901,25.103726,2.875103,0,1,0.706722,0.837293,0.852068,-0.364654,-0.617840,-0.700708,-1.662079,1.868372
1739,True,Optimization terminated successfully.,3073,4610,41.791937,3.561503,0,1,-0.794547,-0.655732,-0.717085,0.276333,0.120312,-0.086969,-2.374356,4.018977
1740,True,Optimization terminated successfully.,3002,4475,48.703412,3.102423,0,1,1.602363,1.724421,1.729241,-0.785853,-0.876799,-1.151177,-1.035004,0.669453
1741,True,Optimization terminated successfully.,3108,4603,46.433578,2.940009,0,1,3.759588,3.869396,3.877568,-1.758671,-1.914883,-2.126671,0.062971,-2.485057
1742,True,Optimization terminated successfully.,2782,4151,34.801605,2.837973,0,1,-0.140163,-0.032042,-0.117375,-0.071009,-0.162868,-0.398421,-1.999164,3.130235
1743,True,Optimization terminated successfully.,3261,4853,16.483505,1.926322,0,1,1.980263,2.082470,2.004281,-0.946496,-1.201045,-1.335178,-0.991733,0.096844
1744,True,Optimization terminated successfully.,2878,4263,12.686584,1.632688,0,1,1.093074,1.177003,1.111703,-0.675885,-0.720410,-0.873744,-1.431747,1.358111
1745,True,Optimization terminated successfully.,2778,4103,18.321973,1.876373,0,1,1.093820,1.141404,1.131202,-0.618041,-0.675160,-0.926254,-1.414286,1.355651
1746,True,Optimization terminated successfully.,3254,4853,35.746451,2.977821,0,1,1.095016,1.155141,1.155252,-0.632113,-0.719762,-0.891167,-1.366880,1.312657
1747,True,Optimization terminated successfully.,1981,3023,38.699670,3.650594,0,1,0.231817,0.297799,0.392475,-0.164718,-0.320189,-0.574220,-1.856245,2.553601
1748,True,Optimization terminated successfully.,2993,4446,29.532648,2.108952,0,1,0.154101,0.339111,0.270469,-0.190801,-0.347023,-0.503345,-1.857685,2.608275
1749,True,Optimization terminated successfully.,2803,4158,26.350540,2.705458,0,1,0.802569,0.929142,0.894440,-0.427821,-0.574419,-0.765363,-1.490805,1.769862
1750,True,Optimization terminated successfully.,3163,4723,48.200861,2.785677,0,1,1.096914,1.288442,1.197383,-0.564759,-0.719633,-0.978404,-1.391573,1.321445
1751,True,Optimization terminated successfully.,2833,4229,26.396319,2.499287,0,1,0.145850,0.204192,0.200011,-0.172982,-0.307737,-0.468691,-1.962704,2.773809
1752,True,Optimization terminated successfully.,3232,4827,22.956261,2.377537,0,1,1.917306,2.061714,1.985926,-0.902881,-1.077959,-1.281576,-0.956199,0.174716
1753,True,Optimization terminated successfully.,2636,3948,41.728526,2.884215,0,1,1.302053,1.431015,1.375120,-0.633335,-0.781014,-1.037804,-1.355567,1.000402
1754,True,Optimization terminated successfully.,2450,3640,25.120531,2.320109,0,1,1.642228,1.778073,1.824880,-0.824721,-0.939620,-1.116381,-1.070638,0.538657
1755,True,Optimization terminated successfully.,2879,4354,41.779566,3.103347,0,1,4.488110,4.618042,4.504207,-2.028249,-2.210520,-2.357078,0.411409,-3.391668
1756,True,Optimization terminated successfully.,2602,3900,54.174297,3.277525,0,1,1.494999,1.602133,1.607665,-0.709902,-0.814874,-1.122377,-1.188827,0.811845
1757,True,Optimization terminated successfully.,3121,4645,38.369487,3.323122,0,1,0.156046,0.317859,0.321270,-0.192567,-0.359666,-0.567864,-1.923004,2.580541
1758,True,Optimization terminated successfully.,2730,4069,55.718456,3.654450,0,1,1.201165,1.228953,1.251740,-0.586760,-0.721260,-0.974897,-1.368066,1.313388
1759,True,Optimization terminated successfully.,2755,4118,50.190566,2.990695,0,1,1.527325,1.680739,1.579299,-0.795255,-0.884050,-1.204827,-1.210493,0.710271
1760,True,Optimization terminated successfully.,2607,3906,35.843394,2.854322,0,1,-2.178314,-2.045671,-2.135594,0.866631,0.697880,0.474735,-3.232729,5.981955
1761,True,Optimization terminated successfully.,3007,4452,43.075387,2.768093,0,1,-1.891885,-1.763066,-1.796136,0.742354,0.562910,0.394372,-3.064153,5.554290
1762,True,Optimization terminated successfully.,2591,3900,40.005951,2.738313,0,1,1.439915,1.560759,1.532588,-0.747844,-0.895425,-1.088102,-1.244684,0.791083
1763,True,Optimization terminated successfully.,3286,4957,63.600201,4.655171,1,0,-29.510058,-29.402262,-29.480714,12.786395,12.638113,12.452559,-18.294108,44.730152
1764,True,Optimization terminated successfully.,2592,3867,34.149114,3.152335,0,1,-5.432460,-5.317618,-5.311415,2.285339,2.067429,1.932297,-4.959719,10.598029
1765,True,Optimization terminated successfully.,2907,4363,35.093897,3.266033,0,1,0.565302,0.661693,0.631133,-0.343905,-0.486634,-0.622487,-1.768138,2.123436
1766,True,Optimization terminated successfully.,2431,3656,41.359212,2.740507,0,1,1.914209,2.035722,1.985075,-0.929827,-1.030055,-1.286890,-0.942550,0.162058
1767,True,Optimization terminated successfully.,2863,4274,22.645709,2.165457,0,1,0.342821,0.515451,0.513378,-0.206929,-0.468950,-0.634618,-1.851640,2.356344
1768,True,Optimization terminated successfully.,2806,4188,45.691705,3.601284,0,1,0.356267,0.431147,0.449020,-0.238855,-0.297060,-0.604086,-1.758502,2.391882
1769,True,Optimization terminated successfully.,2953,4432,44.988268,3.058768,0,1,-1.336907,-1.141521,-1.210633,0.449185,0.344884,0.119717,-2.695520,4.666881
1770,True,Optimization terminated successfully.,2729,4068,33.523578,3.127994,0,1,1.243446,1.433704,1.434859,-0.633799,-0.791355,-1.039380,-1.321643,1.065350
1771,True,Optimization terminated successfully.,2820,4212,59.155712,3.419845,0,1,1.337920,1.500876,1.420889,-0.732372,-0.830328,-1.027295,-1.252704,1.011214
1772,True,Optimization terminated successfully.,3665,5404,19.382541,1.944631,0,1,-0.893234,-0.775338,-0.793086,0.206626,0.083051,-0.089686,-2.584856,4.129235
1773,True,Optimization terminated successfully.,2863,4264,17.708411,2.006559,0,1,11.762378,11.808652,11.780526,-5.215461,-5.330189,-5.486945,4.429240,-13.709232
1774,True,Optimization terminated successfully.,2549,3850,26.227392,2.674504,0,1,2.201489,2.298662,2.246165,-1.002831,-1.094819,-1.335261,-0.728661,-0.162922
1775,True,Optimization terminated successfully.,2605,3930,28.793729,3.187208,0,1,1.928747,2.007048,1.988087,-0.955669,-1.048203,-1.295196,-0.989113,0.157352
1776,True,Optimization terminated successfully.,3118,4667,36.282731,2.906119,0,1,2.190648,2.294253,2.277147,-1.080757,-1.201822,-1.449715,-0.776954,-0.231673
1777,True,Optimization terminated successfully.,2895,4277,28.460382,2.618968,0,1,0.841518,1.023043,0.954133,-0.498034,-0.571844,-0.791073,-1.452276,1.616907
1778,True,Optimization terminated successfully.,2898,4332,26.840711,2.430461,0,1,-2.113061,-1.960592,-2.012810,0.804677,0.698984,0.472080,-3.110028,5.858406
1779,True,Optimization terminated successfully.,2563,3838,48.820578,3.243648,0,1,1.793414,1.960119,1.968662,-0.912111,-1.017816,-1.220776,-0.960223,0.358739
1780,True,Optimization terminated successfully.,2958,4434,34.260267,2.471898,0,1,0.269378,0.401151,0.350673,-0.183327,-0.414996,-0.602591,-1.857158,2.526324
1781,True,Optimization terminated successfully.,2793,4148,32.222102,2.657881,0,1,1.012993,1.058303,0.977353,-0.540394,-0.640317,-0.853335,-1.482042,1.528735
1782,True,Optimization terminated successfully.,3483,5151,38.218338,2.745200,0,1,1.946834,2.075616,2.007747,-1.016707,-1.121842,-1.331752,-0.985668,0.140891
1783,True,Optimization terminated successfully.,2774,4168,40.848460,3.396707,0,1,2.445258,2.545443,2.531053,-1.155963,-1.314398,-1.459436,-0.648201,-0.524812
1784,True,Optimization terminated successfully.,2484,3731,10.647273,1.554676,0,1,2.872226,2.995961,2.962356,-1.343185,-1.512341,-1.717070,-0.533793,-1.226210
1785,True,Optimization terminated successfully.,2959,4407,28.550510,3.231984,0,1,1.839809,1.999804,2.007140,-0.863203,-1.087875,-1.271959,-0.942352,0.279627
1786,True,Optimization terminated successfully.,2794,4198,55.518129,3.605526,0,1,2.253754,2.362829,2.328971,-1.088021,-1.247602,-1.386027,-0.704508,-0.300676
1787,True,Optimization terminated successfully.,3590,5333,19.552334,1.918484,0,1,1.568551,1.838215,1.713243,-0.807939,-0.967231,-1.160680,-1.050570,0.573110
1788,True,Optimization terminated successfully.,2882,4331,21.790773,1.954489,0,1,0.329799,0.414854,0.306080,-0.185064,-0.294647,-0.477607,-1.738560,2.488424
1789,True,Optimization terminated successfully.,2711,4048,24.930091,2.107456,0,1,3.242432,3.343567,3.270988,-1.527138,-1.637916,-1.864034,-0.300804,-1.635696
1790,True,Optimization terminated successfully.,3266,4818,27.810889,2.610278,0,1,1.509374,1.674396,1.616633,-0.729217,-0.914741,-1.160086,-1.132024,0.686436
1791,True,Optimization terminated successfully.,2574,3839,33.713360,2.744647,0,1,1.529722,1.643068,1.577970,-0.742984,-0.862104,-1.093078,-1.099525,0.703127
1792,True,Optimization terminated successfully.,2867,4262,25.212661,2.423042,0,1,1.869573,2.082625,1.966983,-0.989628,-1.055160,-1.217941,-0.961244,0.173119
1793,True,Optimization terminated successfully.,2626,3908,19.320696,2.081687,0,1,1.185310,1.274957,1.287053,-0.647335,-0.733776,-0.938249,-1.312871,1.224223
1794,True,Optimization terminated successfully.,2587,3833,26.879573,2.755817,0,1,0.633342,0.861849,0.772528,-0.357308,-0.548712,-0.727583,-1.621167,1.985970
1795,True,Optimization terminated successfully.,3648,5388,11.066951,1.878524,0,1,1.455459,1.626535,1.514456,-0.734477,-0.876632,-1.013851,-1.152177,0.836027
1796,True,Optimization terminated successfully.,2911,4336,36.947882,2.957248,0,1,0.679849,0.783048,0.740177,-0.418452,-0.525075,-0.751600,-1.670127,1.960803
1797,True,Optimization terminated successfully.,3263,4869,23.560120,2.063228,0,1,2.110769,2.255405,2.207828,-0.957953,-1.160123,-1.441966,-0.859378,-0.144806
1798,True,Optimization terminated successfully.,2807,4146,17.803491,2.237738,0,1,1.244695,1.333013,1.276816,-0.667290,-0.730025,-0.906182,-1.203707,1.147205
1799,True,Optimization terminated successfully.,3419,5061,36.847302,2.528472,0,1,2.697815,2.844163,2.772645,-1.260801,-1.451784,-1.639826,-0.524637,-0.945003
1800,True,Optimization terminated successfully.,3189,4731,22.416348,2.151630,0,1,-0.377101,-0.245642,-0.326551,0.093350,-0.030165,-0.240383,-2.100606,3.477834
1801,True,Optimization terminated successfully.,2615,3905,20.931062,2.006709,0,1,1.164979,1.311714,1.243392,-0.504331,-0.707617,-0.926291,-1.346509,1.289382
1802,True,Optimization terminated successfully.,2954,4442,48.903231,4.059947,0,1,1.982540,2.095159,2.093847,-0.990487,-1.085536,-1.295388,-0.961068,0.089552
1803,True,Optimization terminated successfully.,3096,4702,42.087218,3.068835,1,0,28.753722,28.872397,28.868649,-12.594828,-12.791739,-12.982084,13.863515,-37.840088
1804,True,Optimization terminated successfully.,3201,4758,23.341858,1.977481,0,1,1.165054,1.408298,1.364092,-0.612824,-0.874082,-0.984789,-1.335031,1.094053
1805,True,Optimization terminated successfully.,2926,4414,23.664905,2.695021,0,1,-0.595821,-0.463946,-0.460207,0.156472,0.018582,-0.196013,-2.386863,3.741974
1806,True,Optimization terminated successfully.,2730,4144,50.768180,3.309890,0,1,3.821991,3.978007,3.888210,-1.768182,-1.899677,-2.075914,0.069156,-2.578321
1807,True,Optimization terminated successfully.,2843,4216,45.838173,2.726396,0,1,-0.113137,0.010818,-0.024035,-0.014251,-0.131591,-0.344225,-2.003363,3.037427
1808,True,Optimization terminated successfully.,3268,4842,40.809780,3.693865,0,1,2.055722,2.201013,2.166971,-0.949181,-1.148407,-1.338555,-0.845325,-0.020645
1809,True,Optimization terminated successfully.,2813,4209,35.816172,3.105988,0,1,-3.643889,-3.548614,-3.587421,1.454432,1.331911,1.145480,-4.072069,8.062140
1810,True,Optimization terminated successfully.,2852,4232,50.665887,3.157204,0,1,1.891435,1.964971,1.885857,-0.846993,-0.995765,-1.264487,-0.871323,0.286249
1811,True,Optimization terminated successfully.,3127,4648,34.893648,3.431481,0,1,4.322764,4.508377,4.469932,-2.012190,-2.058740,-2.361165,0.432348,-3.342259
1812,True,Optimization terminated successfully.,2588,3852,26.670302,2.479608,0,1,1.805750,1.936773,1.885977,-0.894274,-1.028431,-1.256356,-0.964107,0.382005
1813,True,Optimization terminated successfully.,3217,4802,35.449156,3.581357,0,1,1.353821,1.499533,1.432046,-0.660129,-0.805868,-0.964863,-1.146599,0.975434
1814,True,Optimization terminated successfully.,2647,3958,22.519220,2.446337,0,1,2.056178,2.203948,2.211234,-1.047507,-1.143445,-1.396990,-0.856396,-0.097085
1815,True,Optimization terminated successfully.,3224,4803,26.937831,2.356322,0,1,3.405606,3.487315,3.505777,-1.570929,-1.752837,-1.939092,-0.122599,-1.926140
1816,True,Optimization terminated successfully.,2652,3944,13.510771,1.932193,0,1,1.379491,1.524181,1.532224,-0.683270,-0.795122,-1.073979,-1.250654,0.918508
1817,True,Optimization terminated successfully.,2958,4419,30.212573,2.558963,0,1,1.706060,1.858663,1.796883,-0.883175,-1.006651,-1.255633,-1.117205,0.457612
1818,True,Optimization terminated successfully.,2538,3805,19.069613,2.143000,0,1,2.905991,3.123676,2.994718,-1.381681,-1.575755,-1.663485,-0.338540,-1.292913
1819,True,Optimization terminated successfully.,2607,3912,24.588396,2.855374,0,1,1.747085,1.889818,1.821606,-0.856979,-0.978735,-1.221975,-1.048664,0.416460
1820,True,Optimization terminated successfully.,3544,5285,25.625360,2.418286,0,1,5.704020,5.877472,5.877916,-2.626819,-2.809378,-2.967569,1.224738,-5.297301
1821,True,Optimization terminated successfully.,2073,3141,33.521831,3.268514,0,1,2.073659,2.150132,2.133973,-1.067579,-1.149343,-1.349106,-0.943091,-0.025699
1822,True,Optimization terminated successfully.,2739,4132,24.186587,2.292762,0,1,1.914913,2.043096,2.083297,-0.926540,-1.117559,-1.354235,-1.021346,0.119201
1823,True,Optimization terminated successfully.,3520,5218,44.543807,3.853520,0,1,1.098891,1.199881,1.138643,-0.573727,-0.715575,-0.922589,-1.369131,1.338058
1824,True,Optimization terminated successfully.,3320,4869,52.061796,2.989852,0,1,0.968522,1.126455,1.122415,-0.548253,-0.671857,-0.898199,-1.419169,1.456300
1825,True,Optimization terminated successfully.,2702,4049,39.162849,2.598140,0,1,0.107777,0.199519,0.179048,-0.084031,-0.270899,-0.408750,-1.882280,2.816110
1826,True,Optimization terminated successfully.,2785,4161,21.976992,2.319182,0,1,0.205108,0.375032,0.352535,-0.215657,-0.265867,-0.502024,-1.860533,2.562244
1827,True,Optimization terminated successfully.,3026,4509,44.362841,3.907791,0,1,0.848260,1.060172,0.978811,-0.430074,-0.629723,-0.817642,-1.491125,1.594641
1828,True,Optimization terminated successfully.,2834,4225,17.947385,2.384972,0,1,1.762129,1.852405,1.842195,-0.844677,-1.029853,-1.206266,-1.056015,0.362286
1829,True,Optimization terminated successfully.,3059,4545,17.445724,2.140696,0,1,1.748348,1.869302,1.776186,-0.864326,-0.977132,-1.181852,-1.070913,0.460738
1830,True,Optimization terminated successfully.,2711,4025,27.967269,2.891209,0,1,1.164653,1.348952,1.311473,-0.632855,-0.785222,-0.996258,-1.319019,1.174629
1831,True,Optimization terminated successfully.,3093,4616,41.391921,3.206441,0,1,0.846938,1.010827,0.918269,-0.477875,-0.591884,-0.871770,-1.486937,1.678132
1832,True,Optimization terminated successfully.,2539,3758,34.145423,3.121469,0,1,1.216161,1.371123,1.334493,-0.660625,-0.773925,-0.990899,-1.278364,1.114797
1833,True,Optimization terminated successfully.,2942,4409,26.964694,2.845077,0,1,-0.013240,0.165420,0.096229,-0.068814,-0.249166,-0.507626,-1.963045,2.869142
1834,True,Optimization terminated successfully.,2566,3828,63.757421,3.398687,0,1,3.804915,3.913144,3.926048,-1.723998,-1.882133,-2.096779,0.112765,-2.470898
1835,True,Optimization terminated successfully.,2487,3730,41.125021,2.880877,0,1,0.586005,0.679966,0.659347,-0.342051,-0.513765,-0.697350,-1.655680,2.116123
1836,True,Optimization terminated successfully.,2954,4411,38.980949,2.863487,0,1,4.613780,4.716280,4.710840,-2.089684,-2.185306,-2.484090,0.519515,-3.639818
1837,True,Optimization terminated successfully.,2543,3815,27.164753,2.803420,0,1,1.660145,1.814383,1.769285,-0.762561,-1.005873,-1.207266,-1.037983,0.511813
1838,True,Optimization terminated successfully.,3081,4592,9.278072,1.323654,0,1,0.994056,1.224471,1.144794,-0.514384,-0.691948,-0.927536,-1.312042,1.401796
1839,True,Optimization terminated successfully.,2977,4458,33.073428,2.864431,0,1,1.835213,1.969041,1.969693,-0.936851,-1.032353,-1.312604,-1.038288,0.256739
1840,True,Optimization terminated successfully.,3026,4509,18.684124,2.195711,0,1,1.058447,1.230083,1.213650,-0.577085,-0.744642,-0.932910,-1.383382,1.399148
1841,True,Optimization terminated successfully.,3307,4989,11.801746,1.796151,0,1,4.854751,5.054322,4.977844,-2.229401,-2.375447,-2.587272,0.742912,-4.041378
1842,True,Optimization terminated successfully.,2832,4261,49.018386,4.336646,0,1,-0.095457,0.039101,0.034188,-0.051998,-0.179658,-0.377565,-1.995191,2.991889
1843,True,Optimization terminated successfully.,3206,4769,45.000361,4.319568,0,1,-0.931854,-0.768174,-0.819026,0.319431,0.131564,-0.066704,-2.514939,4.211129
1844,True,Optimization terminated successfully.,2588,3894,48.575749,3.718625,0,1,1.385415,1.622571,1.479430,-0.722351,-0.858049,-1.052258,-1.148422,0.929705
1845,True,Optimization terminated successfully.,2718,4096,27.740485,2.474201,0,1,1.723901,1.849329,1.759016,-0.874562,-0.955505,-1.216042,-1.078018,0.441362
1846,True,Optimization terminated successfully.,2489,3704,21.770711,2.122579,0,1,1.858122,2.050660,1.911235,-0.931542,-1.035796,-1.230457,-0.957304,0.212679
1847,True,Optimization terminated successfully.,2979,4455,20.836148,2.001366,0,1,0.323101,0.445585,0.409859,-0.186849,-0.365312,-0.571296,-1.726363,2.455312
1848,True,Optimization terminated successfully.,3157,4712,45.079226,2.757128,0,1,1.489574,1.638797,1.518736,-0.712001,-0.817699,-1.022082,-1.105996,0.759632
1849,True,Optimization terminated successfully.,2629,3945,21.721989,2.203296,0,1,1.480575,1.594741,1.576183,-0.762652,-0.820804,-1.086619,-1.188167,0.762764
1850,True,Optimization terminated successfully.,2667,3982,49.088944,2.785965,0,1,2.321906,2.452160,2.380285,-1.096899,-1.254356,-1.467113,-0.709588,-0.382541
1851,True,Optimization terminated successfully.,3238,4781,26.717911,2.226873,0,1,1.039056,1.153661,1.062204,-0.569857,-0.706325,-0.905640,-1.490532,1.443095
1852,True,Optimization terminated successfully.,1866,2814,37.394025,2.650916,0,1,1.327531,1.515080,1.397482,-0.658972,-0.778257,-1.028102,-1.199362,0.948968
1853,True,Optimization terminated successfully.,3125,4666,33.976843,2.345519,0,1,1.212674,1.370016,1.322543,-0.655846,-0.784151,-0.957081,-1.327239,1.151142
1854,True,Optimization terminated successfully.,2508,3770,46.059664,3.123877,0,1,3.179628,3.244724,3.225219,-1.467216,-1.632475,-1.803532,-0.319950,-1.556003
1855,True,Optimization terminated successfully.,2667,3998,42.307971,2.873827,0,1,1.817169,1.870307,1.851286,-0.937391,-0.994079,-1.248569,-1.061380,0.369726
1856,True,Optimization terminated successfully.,3095,4628,40.866370,3.605407,0,1,1.305827,1.441163,1.442569,-0.667121,-0.807254,-0.994254,-1.277530,1.040392
1857,True,Optimization terminated successfully.,2559,3783,34.921665,2.692054,0,1,1.591626,1.753933,1.752156,-0.770253,-0.934116,-1.174884,-1.125796,0.582240
1858,True,Optimization terminated successfully.,2794,4172,37.456389,2.846633,0,1,0.646151,0.874123,0.744757,-0.383714,-0.557411,-0.770666,-1.671636,1.883860
1859,True,Optimization terminated successfully.,2674,4004,26.194807,2.521664,0,1,2.076003,2.142654,2.150737,-1.017422,-1.108343,-1.311951,-0.888607,0.029962
1860,True,Optimization terminated successfully.,2919,4371,13.364566,1.870495,0,1,4.729161,4.873250,4.819100,-2.096927,-2.355634,-2.512441,0.567931,-3.815800
1861,True,Optimization terminated successfully.,3115,4669,32.294585,2.843649,0,1,1.864154,1.974572,1.996921,-0.854572,-1.052675,-1.342588,-0.962845,0.242772
1862,True,Optimization terminated successfully.,3203,4710,44.954931,3.199563,0,1,1.403197,1.487441,1.474688,-0.706472,-0.856925,-1.144126,-1.311756,0.855887
1863,True,Optimization terminated successfully.,2847,4250,43.267532,3.403611,0,1,1.786663,1.938480,1.844409,-0.830438,-1.018208,-1.204918,-0.975934,0.414269
