run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
25280,signal,LD2,PI+SIDIS,20.201,35.528,0.9985,1.0,1.007056,-1.0,1.0,ps6,1.0,489.681,4.40642
25281,signal,LD2,PI+SIDIS,20.303,35.769,0.9984,1.0,1.007092,-1.0,1.0,ps6,1.0,513.25,4.48522
25282,signal,LD2,PI+SIDIS,10.064,16.818,0.9984,1.0,1.003515,-1.0,1.0,ps6,1.0,513.775,6.07156
25283,signal,LD2,PI+SIDIS,10.129,18.153,0.9986,1.0,1.003538,-1.0,1.0,ps6,1.0,508.725,5.81999
25309,signal,LD2,PI+SIDIS,19.738,34.815,0.9982,1.0,1.006894,-1.0,1.0,ps6,1.0,500.261,4.48336
25310,signal,LD2,PI+SIDIS,20.215,9.388,0.9981,1.0,1.007061,-1.0,1.0,ps6,1.0,511.269,8.71471
25311,signal,LD2,PI+SIDIS,19.449,23.364,0.9984,1.0,1.006794,-1.0,1.0,ps6,1.0,503.387,5.49811
25312,signal,LD2,PI+SIDIS,10.024,17.769,0.9985,1.0,1.003501,-1.0,1.0,ps6,1.0,513.061,5.92249
25313,signal,LD2,PI+SIDIS,10.132,18.094,0.9987,1.0,1.003539,-1.0,1.0,ps6,1.0,520.715,5.90029
25314,signal,LD2,PI+SIDIS,19.043,15.118,0.9983,1.0,1.006652,-1.0,1.0,ps6,1.0,505.549,6.83906
25293,dummy,Dummy,PI+SIDIS,39.119,67.329,0.9984,1.0,1.0,-1.0,1.0,ps6,1.0,155.804,1.73641
25317,dummy,Dummy,PI+SIDIS,38.594,67.019,0.9982,1.0,1.0,-1.0,1.0,ps6,1.0,153.122,1.73561
