run,category,target_raw,run_type_raw,BCM2_I,BCM2_Q,h_esing_Eff,comp_livetime,boil_corr,ps5,ps6,ps_choice,ps_factor,normyield,normyield_err
24690,signal,LH2,PI-SIDIS,54.803,89.281,0.9995,1.0,1.040533,-1.0,1.0,ps6,1.0,13.9247,0.480507
24691,signal,LH2,PI-SIDIS,54.39,68.054,0.9995,1.0,1.040489,1.0,-1.0,ps5,1.0,14.5481,0.558891
24692,signal,LH2,PI-SIDIS,52.207,81.717,0.9997,1.0,1.038834,-1.0,1.0,ps6,1.0,14.3396,0.504508
24693,signal,LH2,PI-SIDIS,50.536,79.81,0.9995,1.0,1.037421,-1.0,1.0,ps6,1.0,14.1424,0.511382
24694,signal,LH2,PI-SIDIS,48.409,86.238,0.9996,1.0,1.035175,-1.0,1.0,ps6,1.0,14.3093,0.491771
24695,signal,LH2,PI-SIDIS,55.554,100.11,0.9997,1.0,1.040157,-1.0,1.0,ps6,1.0,13.763,0.452191
24696,signal,LH2,PI-SIDIS,55.332,8.262,0.9997,1.0,1.040272,-1.0,1.0,ps6,1.0,14.7935,1.60028
24697,signal,LH2,PI-SIDIS,53.971,90.86,0.9997,1.0,1.038712,-1.0,1.0,ps6,1.0,13.6457,0.473713
24698,signal,LH2,PI-SIDIS,51.371,85.506,0.9996,1.0,1.036576,-1.0,1.0,ps6,1.0,13.7609,0.486676
24699,signal,LH2,PI-SIDIS,53.111,107.02,0.9998,1.0,1.036641,-1.0,1.0,ps6,1.0,11.4674,0.400422
24701,signal,LH2,PI-SIDIS,50.354,99.095,0.9996,1.0,1.036375,-1.0,1.0,ps6,1.0,13.4978,0.450562
24702,signal,LH2,PI-SIDIS,36.509,69.882,0.9998,1.0,1.026424,-1.0,1.0,ps6,1.0,14.6482,0.525229
24703,signal,LH2,PI-SIDIS,19.132,48.159,0.9996,1.0,1.013963,-1.0,1.0,ps6,1.0,14.8495,0.602934
24713,signal,LH2,PI-SIDIS,51.124,104.51,0.9996,1.0,1.036824,-1.0,1.0,ps6,1.0,14.4182,0.449093
24714,signal,LH2,PI-SIDIS,51.737,109.38,0.9995,1.0,1.037144,-1.0,1.0,ps6,1.0,14.3787,0.440942
24715,signal,LH2,PI-SIDIS,50.864,106.63,0.9996,1.0,1.036523,-1.0,1.0,ps6,1.0,14.0283,0.442606
24716,signal,LH2,PI-SIDIS,53.535,113.53,0.9998,1.0,1.038533,-1.0,1.0,ps6,1.0,13.4449,0.421316
24717,signal,LH2,PI-SIDIS,55.2,103.95,0.9998,1.0,1.039937,-1.0,1.0,ps6,1.0,14.1017,0.445573
24718,signal,LH2,PI-SIDIS,51.978,110.45,0.9999,1.0,1.036644,-1.0,1.0,ps6,1.0,14.1028,0.435007
24719,signal,LH2,PI-SIDIS,56.544,102.61,0.9997,1.0,1.039158,-1.0,1.0,ps6,1.0,12.9265,0.439834
24720,signal,LH2,PI-SIDIS,37.593,75.392,0.9998,1.0,1.026426,-1.0,1.0,ps6,1.0,14.2084,0.50479
24721,signal,LH2,PI-SIDIS,37.272,74.254,0.9996,1.0,1.026798,-1.0,1.0,ps6,1.0,14.6944,0.512775
24722,signal,LH2,PI-SIDIS,37.647,73.669,0.9998,1.0,1.027228,-1.0,1.0,ps6,1.0,14.1796,0.510367
24723,signal,LH2,PI-SIDIS,36.1,69.659,0.9996,1.0,1.025836,-1.0,1.0,ps6,1.0,13.4912,0.515694
24724,signal,LH2,PI-SIDIS,18.767,36.751,0.9998,1.0,1.013685,-1.0,1.0,ps6,1.0,14.2123,0.679328
24725,signal,LH2,PI-SIDIS,18.584,38.795,0.9998,1.0,1.013561,-1.0,1.0,ps6,1.0,14.9949,0.680998
24726,signal,LH2,PI-SIDIS,18.899,32.334,1.0,1.0,1.013784,-1.0,1.0,ps6,1.0,13.7338,0.709654
24727,signal,LH2,PI-SIDIS,18.687,27.297,0.9995,1.0,1.013636,-1.0,1.0,ps6,1.0,13.6038,0.776487
24728,signal,LH2,PI-SIDIS,18.212,32.986,0.9998,1.0,1.013293,-1.0,1.0,ps6,1.0,14.8928,0.726134
24729,signal,LH2,PI-SIDIS,18.094,32.411,0.9994,1.0,1.013208,-1.0,1.0,ps6,1.0,15.753,0.75356
